"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"02.01.2016 17:30 - 02.01.2016 17:45","7737","8058"
"02.01.2016 17:45 - 02.01.2016 18:00","7709","8085"
"02.01.2016 18:00 - 02.01.2016 18:15","7579","8078"
"02.01.2016 18:15 - 02.01.2016 18:30","7500","7950"
"02.01.2016 18:30 - 02.01.2016 18:45","7429","7836"
"02.01.2016 18:45 - 02.01.2016 19:00","7382","7744"
"02.01.2016 19:00 - 02.01.2016 19:15","7180","7579"
"02.01.2016 19:15 - 02.01.2016 19:30","7142","7476"
"02.01.2016 19:30 - 02.01.2016 19:45","7103","7442"
"02.01.2016 19:45 - 02.01.2016 20:00","7054","7384"
"02.01.2016 20:00 - 02.01.2016 20:15","6842","7348"
"02.01.2016 20:15 - 02.01.2016 20:30","6792","7263"
"02.01.2016 20:30 - 02.01.2016 20:45","6764","7184"
"02.01.2016 20:45 - 02.01.2016 21:00","6718","7102"
"02.01.2016 21:00 - 02.01.2016 21:15","6535","6970"
"02.01.2016 21:15 - 02.01.2016 21:30","6453","6863"
"02.01.2016 21:30 - 02.01.2016 21:45","6413","6806"
"02.01.2016 21:45 - 02.01.2016 22:00","6404","6780"
"02.01.2016 22:00 - 02.01.2016 22:15","6636","7036"
"02.01.2016 22:15 - 02.01.2016 22:30","6624","7060"
"02.01.2016 22:30 - 02.01.2016 22:45","6553","6926"
"02.01.2016 22:45 - 02.01.2016 23:00","6495","6865"
"02.01.2016 23:00 - 02.01.2016 23:15","6357","6816"
"02.01.2016 23:15 - 02.01.2016 23:30","6268","6679"
"02.01.2016 23:30 - 02.01.2016 23:45","6207","6572"
"02.01.2016 23:45 - 03.01.2016 00:00","6180","6478"
"03.01.2016 00:00 - 03.01.2016 00:15","6355","6465"
"03.01.2016 00:15 - 03.01.2016 00:30","6333","6368"
"03.01.2016 00:30 - 03.01.2016 00:45","6253","6256"
"03.01.2016 00:45 - 03.01.2016 01:00","6193","6179"
"03.01.2016 01:00 - 03.01.2016 01:15","6038","6132"
"03.01.2016 01:15 - 03.01.2016 01:30","5972","6031"
"03.01.2016 01:30 - 03.01.2016 01:45","5899","5994"
"03.01.2016 01:45 - 03.01.2016 02:00","5854","5927"
"03.01.2016 02:00 - 03.01.2016 02:15","5839","5951"
"03.01.2016 02:15 - 03.01.2016 02:30","5791","5873"
"03.01.2016 02:30 - 03.01.2016 02:45","5733","5804"
"03.01.2016 02:45 - 03.01.2016 03:00","5687","5740"
"03.01.2016 03:00 - 03.01.2016 03:15","5569","5714"
"03.01.2016 03:15 - 03.01.2016 03:30","5533","5686"
"03.01.2016 03:30 - 03.01.2016 03:45","5505","5650"
"03.01.2016 03:45 - 03.01.2016 04:00","5482","5652"
"03.01.2016 04:00 - 03.01.2016 04:15","5493","5671"
"03.01.2016 04:15 - 03.01.2016 04:30","5483","5673"
"03.01.2016 04:30 - 03.01.2016 04:45","5491","5673"
"03.01.2016 04:45 - 03.01.2016 05:00","5499","5703"
"03.01.2016 05:00 - 03.01.2016 05:15","5687","5778"
"03.01.2016 05:15 - 03.01.2016 05:30","5688","5810"
"03.01.2016 05:30 - 03.01.2016 05:45","5733","5832"
"03.01.2016 05:45 - 03.01.2016 06:00","5746","5870"
"03.01.2016 06:00 - 03.01.2016 06:15","5888","5862"
"03.01.2016 06:15 - 03.01.2016 06:30","5896","5883"
"03.01.2016 06:30 - 03.01.2016 06:45","5974","5988"
"03.01.2016 06:45 - 03.01.2016 07:00","6058","6049"
"03.01.2016 07:00 - 03.01.2016 07:15","6411","6362"
"03.01.2016 07:15 - 03.01.2016 07:30","6475","6455"
"03.01.2016 07:30 - 03.01.2016 07:45","6516","6543"
"03.01.2016 07:45 - 03.01.2016 08:00","6594","6619"
"03.01.2016 08:00 - 03.01.2016 08:15","6799","6795"
"03.01.2016 08:15 - 03.01.2016 08:30","6848","6878"
"03.01.2016 08:30 - 03.01.2016 08:45","6891","6931"
"03.01.2016 08:45 - 03.01.2016 09:00","6954","6996"
"03.01.2016 09:00 - 03.01.2016 09:15","7134","7128"
"03.01.2016 09:15 - 03.01.2016 09:30","7166","7230"
"03.01.2016 09:30 - 03.01.2016 09:45","7194","7325"
"03.01.2016 09:45 - 03.01.2016 10:00","7239","7380"
"03.01.2016 10:00 - 03.01.2016 10:15","7395","7469"
"03.01.2016 10:15 - 03.01.2016 10:30","7446","7575"
"03.01.2016 10:30 - 03.01.2016 10:45","7471","7650"
"03.01.2016 10:45 - 03.01.2016 11:00","7512","7694"
"03.01.2016 11:00 - 03.01.2016 11:15","7566","7733"
"03.01.2016 11:15 - 03.01.2016 11:30","7596","7787"
"03.01.2016 11:30 - 03.01.2016 11:45","7591","7812"
"03.01.2016 11:45 - 03.01.2016 12:00","7554","7752"
"03.01.2016 12:00 - 03.01.2016 12:15","7427","7703"
"03.01.2016 12:15 - 03.01.2016 12:30","7374","7623"
"03.01.2016 12:30 - 03.01.2016 12:45","7344","7566"
"03.01.2016 12:45 - 03.01.2016 13:00","7301","7508"
"03.01.2016 13:00 - 03.01.2016 13:15","7231","7519"
"03.01.2016 13:15 - 03.01.2016 13:30","7210","7450"
"03.01.2016 13:30 - 03.01.2016 13:45","7178","7419"
"03.01.2016 13:45 - 03.01.2016 14:00","7149","7371"
"03.01.2016 14:00 - 03.01.2016 14:15","7073","7356"
"03.01.2016 14:15 - 03.01.2016 14:30","7047","7305"
"03.01.2016 14:30 - 03.01.2016 14:45","7035","7269"
"03.01.2016 14:45 - 03.01.2016 15:00","7029","7253"
"03.01.2016 15:00 - 03.01.2016 15:15","7059","7312"
"03.01.2016 15:15 - 03.01.2016 15:30","7057","7296"
"03.01.2016 15:30 - 03.01.2016 15:45","7080","7317"
"03.01.2016 15:45 - 03.01.2016 16:00","7101","7327"
"03.01.2016 16:00 - 03.01.2016 16:15","7284","7450"
"03.01.2016 16:15 - 03.01.2016 16:30","7348","7567"
"03.01.2016 16:30 - 03.01.2016 16:45","7433","7705"
"03.01.2016 16:45 - 03.01.2016 17:00","7518","7866"
"03.01.2016 17:00 - 03.01.2016 17:15","7791","7872"
"03.01.2016 17:15 - 03.01.2016 17:30","7841","7942"
"03.01.2016 17:30 - 03.01.2016 17:45","7872","7965"
"03.01.2016 17:45 - 03.01.2016 18:00","7869","7990"
"03.01.2016 18:00 - 03.01.2016 18:15","7832","8037"
"03.01.2016 18:15 - 03.01.2016 18:30","7819","8052"
"03.01.2016 18:30 - 03.01.2016 18:45","7800","8011"
"03.01.2016 18:45 - 03.01.2016 19:00","7793","7966"
"03.01.2016 19:00 - 03.01.2016 19:15","7613","7794"
"03.01.2016 19:15 - 03.01.2016 19:30","7605","7748"
"03.01.2016 19:30 - 03.01.2016 19:45","7585","7696"
"03.01.2016 19:45 - 03.01.2016 20:00","7551","7632"
"03.01.2016 20:00 - 03.01.2016 20:15","7389","7566"
"03.01.2016 20:15 - 03.01.2016 20:30","7331","7507"
"03.01.2016 20:30 - 03.01.2016 20:45","7310","7402"
"03.01.2016 20:45 - 03.01.2016 21:00","7266","7304"
"03.01.2016 21:00 - 03.01.2016 21:15","7057","7239"
"03.01.2016 21:15 - 03.01.2016 21:30","6986","7173"
"03.01.2016 21:30 - 03.01.2016 21:45","6934","7108"
"03.01.2016 21:45 - 03.01.2016 22:00","6948","7092"
"03.01.2016 22:00 - 03.01.2016 22:15","7222","7282"
"03.01.2016 22:15 - 03.01.2016 22:30","7219","7261"
"03.01.2016 22:30 - 03.01.2016 22:45","7155","7160"
"03.01.2016 22:45 - 03.01.2016 23:00","7100","7047"
"03.01.2016 23:00 - 03.01.2016 23:15","6856","7075"
"03.01.2016 23:15 - 03.01.2016 23:30","6772","6950"
"03.01.2016 23:30 - 03.01.2016 23:45","6711","6830"
"03.01.2016 23:45 - 04.01.2016 00:00","6684","6724"
"04.01.2016 00:00 - 04.01.2016 00:15","6443","6786"
"04.01.2016 00:15 - 04.01.2016 00:30","6429","6626"
"04.01.2016 00:30 - 04.01.2016 00:45","6377","6435"
"04.01.2016 00:45 - 04.01.2016 01:00","6326","6311"
"04.01.2016 01:00 - 04.01.2016 01:15","6197","6354"
"04.01.2016 01:15 - 04.01.2016 01:30","6153","6258"
"04.01.2016 01:30 - 04.01.2016 01:45","6116","6154"
"04.01.2016 01:45 - 04.01.2016 02:00","6080","6105"
"04.01.2016 02:00 - 04.01.2016 02:15","6074","6183"
"04.01.2016 02:15 - 04.01.2016 02:30","6038","6090"
"04.01.2016 02:30 - 04.01.2016 02:45","6004","5986"
"04.01.2016 02:45 - 04.01.2016 03:00","5970","5966"
"04.01.2016 03:00 - 04.01.2016 03:15","5904","5943"
"04.01.2016 03:15 - 04.01.2016 03:30","5893","5896"
"04.01.2016 03:30 - 04.01.2016 03:45","5885","5872"
"04.01.2016 03:45 - 04.01.2016 04:00","5888","5848"
"04.01.2016 04:00 - 04.01.2016 04:15","5999","5934"
"04.01.2016 04:15 - 04.01.2016 04:30","6029","5960"
"04.01.2016 04:30 - 04.01.2016 04:45","6071","6018"
"04.01.2016 04:45 - 04.01.2016 05:00","6149","6100"
"04.01.2016 05:00 - 04.01.2016 05:15","6530","6364"
"04.01.2016 05:15 - 04.01.2016 05:30","6634","6488"
"04.01.2016 05:30 - 04.01.2016 05:45","6776","6636"
"04.01.2016 05:45 - 04.01.2016 06:00","6949","6760"
"04.01.2016 06:00 - 04.01.2016 06:15","7418","6815"
"04.01.2016 06:15 - 04.01.2016 06:30","7610","7063"
"04.01.2016 06:30 - 04.01.2016 06:45","7814","7263"
"04.01.2016 06:45 - 04.01.2016 07:00","7983","7475"
"04.01.2016 07:00 - 04.01.2016 07:15","8602","7855"
"04.01.2016 07:15 - 04.01.2016 07:30","8680","8075"
"04.01.2016 07:30 - 04.01.2016 07:45","8754","8238"
"04.01.2016 07:45 - 04.01.2016 08:00","8827","8348"
"04.01.2016 08:00 - 04.01.2016 08:15","9036","8510"
"04.01.2016 08:15 - 04.01.2016 08:30","9077","8628"
"04.01.2016 08:30 - 04.01.2016 08:45","9126","8753"
"04.01.2016 08:45 - 04.01.2016 09:00","9154","8846"
"04.01.2016 09:00 - 04.01.2016 09:15","9182","8940"
"04.01.2016 09:15 - 04.01.2016 09:30","9217","9024"
"04.01.2016 09:30 - 04.01.2016 09:45","9246","9073"
"04.01.2016 09:45 - 04.01.2016 10:00","9249","9110"
"04.01.2016 10:00 - 04.01.2016 10:15","9296","9122"
"04.01.2016 10:15 - 04.01.2016 10:30","9329","9161"
"04.01.2016 10:30 - 04.01.2016 10:45","9349","9204"
"04.01.2016 10:45 - 04.01.2016 11:00","9369","9215"
"04.01.2016 11:00 - 04.01.2016 11:15","9376","9240"
"04.01.2016 11:15 - 04.01.2016 11:30","9393","9312"
"04.01.2016 11:30 - 04.01.2016 11:45","9387","9300"
"04.01.2016 11:45 - 04.01.2016 12:00","9362","9267"
"04.01.2016 12:00 - 04.01.2016 12:15","9217","9322"
"04.01.2016 12:15 - 04.01.2016 12:30","9175","9239"
"04.01.2016 12:30 - 04.01.2016 12:45","9144","9203"
"04.01.2016 12:45 - 04.01.2016 13:00","9134","9138"
"04.01.2016 13:00 - 04.01.2016 13:15","9126","9150"
"04.01.2016 13:15 - 04.01.2016 13:30","9116","9133"
"04.01.2016 13:30 - 04.01.2016 13:45","9090","9094"
"04.01.2016 13:45 - 04.01.2016 14:00","9070","9024"
"04.01.2016 14:00 - 04.01.2016 14:15","9014","9034"
"04.01.2016 14:15 - 04.01.2016 14:30","9007","9007"
"04.01.2016 14:30 - 04.01.2016 14:45","8981","9005"
"04.01.2016 14:45 - 04.01.2016 15:00","8968","8949"
"04.01.2016 15:00 - 04.01.2016 15:15","9007","8940"
"04.01.2016 15:15 - 04.01.2016 15:30","9005","8954"
"04.01.2016 15:30 - 04.01.2016 15:45","9010","8932"
"04.01.2016 15:45 - 04.01.2016 16:00","9013","8981"
"04.01.2016 16:00 - 04.01.2016 16:15","9172","9017"
"04.01.2016 16:15 - 04.01.2016 16:30","9232","9128"
"04.01.2016 16:30 - 04.01.2016 16:45","9294","9274"
"04.01.2016 16:45 - 04.01.2016 17:00","9365","9488"
"04.01.2016 17:00 - 04.01.2016 17:15","9626","9544"
"04.01.2016 17:15 - 04.01.2016 17:30","9666","9612"
"04.01.2016 17:30 - 04.01.2016 17:45","9685","9646"
"04.01.2016 17:45 - 04.01.2016 18:00","9660","9634"
"04.01.2016 18:00 - 04.01.2016 18:15","9555","9559"
"04.01.2016 18:15 - 04.01.2016 18:30","9517","9457"
"04.01.2016 18:30 - 04.01.2016 18:45","9472","9382"
"04.01.2016 18:45 - 04.01.2016 19:00","9431","9313"
"04.01.2016 19:00 - 04.01.2016 19:15","9140","9051"
"04.01.2016 19:15 - 04.01.2016 19:30","9079","8936"
"04.01.2016 19:30 - 04.01.2016 19:45","9033","8829"
"04.01.2016 19:45 - 04.01.2016 20:00","8955","8708"
"04.01.2016 20:00 - 04.01.2016 20:15","8585","8572"
"04.01.2016 20:15 - 04.01.2016 20:30","8512","8409"
"04.01.2016 20:30 - 04.01.2016 20:45","8479","8255"
"04.01.2016 20:45 - 04.01.2016 21:00","8402","8111"
"04.01.2016 21:00 - 04.01.2016 21:15","8057","7988"
"04.01.2016 21:15 - 04.01.2016 21:30","7945","7832"
"04.01.2016 21:30 - 04.01.2016 21:45","7832","7719"
"04.01.2016 21:45 - 04.01.2016 22:00","7778","7664"
"04.01.2016 22:00 - 04.01.2016 22:15","7929","7906"
"04.01.2016 22:15 - 04.01.2016 22:30","7883","7876"
"04.01.2016 22:30 - 04.01.2016 22:45","7780","7734"
"04.01.2016 22:45 - 04.01.2016 23:00","7701","7586"
"04.01.2016 23:00 - 04.01.2016 23:15","7403","7516"
"04.01.2016 23:15 - 04.01.2016 23:30","7295","7386"
"04.01.2016 23:30 - 04.01.2016 23:45","7217","7315"
"04.01.2016 23:45 - 05.01.2016 00:00","7179","7246"
"05.01.2016 00:00 - 05.01.2016 00:15","7081","7249"
"05.01.2016 00:15 - 05.01.2016 00:30","7042","7194"
"05.01.2016 00:30 - 05.01.2016 00:45","6990","7049"
"05.01.2016 00:45 - 05.01.2016 01:00","6944","6935"
"05.01.2016 01:00 - 05.01.2016 01:15","6846","6919"
"05.01.2016 01:15 - 05.01.2016 01:30","6791","6818"
"05.01.2016 01:30 - 05.01.2016 01:45","6744","6734"
"05.01.2016 01:45 - 05.01.2016 02:00","6709","6669"
"05.01.2016 02:00 - 05.01.2016 02:15","6701","6728"
"05.01.2016 02:15 - 05.01.2016 02:30","6660","6678"
"05.01.2016 02:30 - 05.01.2016 02:45","6623","6604"
"05.01.2016 02:45 - 05.01.2016 03:00","6598","6543"
"05.01.2016 03:00 - 05.01.2016 03:15","6502","6490"
"05.01.2016 03:15 - 05.01.2016 03:30","6475","6482"
"05.01.2016 03:30 - 05.01.2016 03:45","6463","6452"
"05.01.2016 03:45 - 05.01.2016 04:00","6463","6436"
"05.01.2016 04:00 - 05.01.2016 04:15","6551","6569"
"05.01.2016 04:15 - 05.01.2016 04:30","6570","6574"
"05.01.2016 04:30 - 05.01.2016 04:45","6595","6640"
"05.01.2016 04:45 - 05.01.2016 05:00","6645","6648"
"05.01.2016 05:00 - 05.01.2016 05:15","7011","6838"
"05.01.2016 05:15 - 05.01.2016 05:30","7107","6990"
"05.01.2016 05:30 - 05.01.2016 05:45","7242","7152"
"05.01.2016 05:45 - 05.01.2016 06:00","7400","7219"
"05.01.2016 06:00 - 05.01.2016 06:15","7843","7333"
"05.01.2016 06:15 - 05.01.2016 06:30","8047","7526"
"05.01.2016 06:30 - 05.01.2016 06:45","8243","7774"
"05.01.2016 06:45 - 05.01.2016 07:00","8391","7989"
"05.01.2016 07:00 - 05.01.2016 07:15","8932","8290"
"05.01.2016 07:15 - 05.01.2016 07:30","9009","8490"
"05.01.2016 07:30 - 05.01.2016 07:45","9080","8582"
"05.01.2016 07:45 - 05.01.2016 08:00","9136","8662"
"05.01.2016 08:00 - 05.01.2016 08:15","9299","8752"
"05.01.2016 08:15 - 05.01.2016 08:30","9326","8848"
"05.01.2016 08:30 - 05.01.2016 08:45","9344","8911"
"05.01.2016 08:45 - 05.01.2016 09:00","9370","8965"
"05.01.2016 09:00 - 05.01.2016 09:15","9405","9053"
"05.01.2016 09:15 - 05.01.2016 09:30","9433","9061"
"05.01.2016 09:30 - 05.01.2016 09:45","9455","9116"
"05.01.2016 09:45 - 05.01.2016 10:00","9459","9119"
"05.01.2016 10:00 - 05.01.2016 10:15","9442","9082"
"05.01.2016 10:15 - 05.01.2016 10:30","9473","9121"
"05.01.2016 10:30 - 05.01.2016 10:45","9480","9159"
"05.01.2016 10:45 - 05.01.2016 11:00","9490","9182"
"05.01.2016 11:00 - 05.01.2016 11:15","9462","9163"
"05.01.2016 11:15 - 05.01.2016 11:30","9472","9224"
"05.01.2016 11:30 - 05.01.2016 11:45","9454","9226"
"05.01.2016 11:45 - 05.01.2016 12:00","9429","9210"
"05.01.2016 12:00 - 05.01.2016 12:15","9304","9230"
