"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"31.01.2017 16:30 - 31.01.2017 16:45","10738","10196"
"31.01.2017 16:45 - 31.01.2017 17:00","10788","10258"
"31.01.2017 17:00 - 31.01.2017 17:15","10954","10385"
"31.01.2017 17:15 - 31.01.2017 17:30","10956","10478"
"31.01.2017 17:30 - 31.01.2017 17:45","10928","10581"
"31.01.2017 17:45 - 31.01.2017 18:00","10913","10584"
"31.01.2017 18:00 - 31.01.2017 18:15","10772","10471"
"31.01.2017 18:15 - 31.01.2017 18:30","10690","10410"
"31.01.2017 18:30 - 31.01.2017 18:45","10657","10325"
"31.01.2017 18:45 - 31.01.2017 19:00","10620","10199"
"31.01.2017 19:00 - 31.01.2017 19:15","10275","9936"
"31.01.2017 19:15 - 31.01.2017 19:30","10218","9814"
"31.01.2017 19:30 - 31.01.2017 19:45","10169","9669"
"31.01.2017 19:45 - 31.01.2017 20:00","10117","9520"
"31.01.2017 20:00 - 31.01.2017 20:15","9840","9341"
"31.01.2017 20:15 - 31.01.2017 20:30","9747","9166"
"31.01.2017 20:30 - 31.01.2017 20:45","9706","9046"
"31.01.2017 20:45 - 31.01.2017 21:00","9633","8885"
"31.01.2017 21:00 - 31.01.2017 21:15","9219","8678"
"31.01.2017 21:15 - 31.01.2017 21:30","9137","8482"
"31.01.2017 21:30 - 31.01.2017 21:45","9076","8355"
"31.01.2017 21:45 - 31.01.2017 22:00","9038","8225"
"31.01.2017 22:00 - 31.01.2017 22:15","9042","8502"
"31.01.2017 22:15 - 31.01.2017 22:30","8987","8441"
"31.01.2017 22:30 - 31.01.2017 22:45","8900","8322"
"31.01.2017 22:45 - 31.01.2017 23:00","8824","8189"
"31.01.2017 23:00 - 31.01.2017 23:15","8583","8129"
"31.01.2017 23:15 - 31.01.2017 23:30","8447","8038"
"31.01.2017 23:30 - 31.01.2017 23:45","8372","7901"
"31.01.2017 23:45 - 01.02.2017 00:00","8338","7773"
"01.02.2017 00:00 - 01.02.2017 00:15","8389","7760"
"01.02.2017 00:15 - 01.02.2017 00:30","8222","7647"
"01.02.2017 00:30 - 01.02.2017 00:45","8176","7505"
"01.02.2017 00:45 - 01.02.2017 01:00","8124","7345"
"01.02.2017 01:00 - 01.02.2017 01:15","7968","7380"
"01.02.2017 01:15 - 01.02.2017 01:30","7888","7272"
"01.02.2017 01:30 - 01.02.2017 01:45","7866","7151"
"01.02.2017 01:45 - 01.02.2017 02:00","7844","7099"
"01.02.2017 02:00 - 01.02.2017 02:15","7772","7137"
"01.02.2017 02:15 - 01.02.2017 02:30","7742","7077"
"01.02.2017 02:30 - 01.02.2017 02:45","7727","7009"
"01.02.2017 02:45 - 01.02.2017 03:00","7689","6955"
"01.02.2017 03:00 - 01.02.2017 03:15","7599","6945"
"01.02.2017 03:15 - 01.02.2017 03:30","7575","6885"
"01.02.2017 03:30 - 01.02.2017 03:45","7579","6854"
"01.02.2017 03:45 - 01.02.2017 04:00","7589","6876"
"01.02.2017 04:00 - 01.02.2017 04:15","7713","6866"
"01.02.2017 04:15 - 01.02.2017 04:30","7743","6975"
"01.02.2017 04:30 - 01.02.2017 04:45","7794","6998"
"01.02.2017 04:45 - 01.02.2017 05:00","7852","7074"
"01.02.2017 05:00 - 01.02.2017 05:15","8255","7353"
"01.02.2017 05:15 - 01.02.2017 05:30","8388","7522"
"01.02.2017 05:30 - 01.02.2017 05:45","8501","7682"
"01.02.2017 05:45 - 01.02.2017 06:00","8664","7950"
"01.02.2017 06:00 - 01.02.2017 06:15","9334","8272"
"01.02.2017 06:15 - 01.02.2017 06:30","9552","8610"
"01.02.2017 06:30 - 01.02.2017 06:45","9693","8886"
"01.02.2017 06:45 - 01.02.2017 07:00","9836","9188"
"01.02.2017 07:00 - 01.02.2017 07:15","10438","9635"
"01.02.2017 07:15 - 01.02.2017 07:30","10549","9781"
"01.02.2017 07:30 - 01.02.2017 07:45","10586","9852"
"01.02.2017 07:45 - 01.02.2017 08:00","10636","9960"
"01.02.2017 08:00 - 01.02.2017 08:15","10832","10079"
"01.02.2017 08:15 - 01.02.2017 08:30","10889","10174"
"01.02.2017 08:30 - 01.02.2017 08:45","10903","10246"
"01.02.2017 08:45 - 01.02.2017 09:00","10923","10287"
"01.02.2017 09:00 - 01.02.2017 09:15","10951","10276"
"01.02.2017 09:15 - 01.02.2017 09:30","10965","10282"
"01.02.2017 09:30 - 01.02.2017 09:45","10995","10332"
"01.02.2017 09:45 - 01.02.2017 10:00","11028","10387"
"01.02.2017 10:00 - 01.02.2017 10:15","11006","10378"
"01.02.2017 10:15 - 01.02.2017 10:30","11009","10420"
"01.02.2017 10:30 - 01.02.2017 10:45","11033","10472"
"01.02.2017 10:45 - 01.02.2017 11:00","11075","10496"
"01.02.2017 11:00 - 01.02.2017 11:15","11025","10500"
"01.02.2017 11:15 - 01.02.2017 11:30","11037","10545"
"01.02.2017 11:30 - 01.02.2017 11:45","11020","10480"
"01.02.2017 11:45 - 01.02.2017 12:00","10997","10430"
"01.02.2017 12:00 - 01.02.2017 12:15","10893","10358"
"01.02.2017 12:15 - 01.02.2017 12:30","10846","10293"
"01.02.2017 12:30 - 01.02.2017 12:45","10843","10266"
"01.02.2017 12:45 - 01.02.2017 13:00","10840","10226"
"01.02.2017 13:00 - 01.02.2017 13:15","10763","10268"
"01.02.2017 13:15 - 01.02.2017 13:30","10750","10244"
"01.02.2017 13:30 - 01.02.2017 13:45","10732","10162"
"01.02.2017 13:45 - 01.02.2017 14:00","10712","10087"
"01.02.2017 14:00 - 01.02.2017 14:15","10683","10142"
"01.02.2017 14:15 - 01.02.2017 14:30","10667","10161"
"01.02.2017 14:30 - 01.02.2017 14:45","10644","10100"
"01.02.2017 14:45 - 01.02.2017 15:00","10631","10078"
"01.02.2017 15:00 - 01.02.2017 15:15","10714","10111"
"01.02.2017 15:15 - 01.02.2017 15:30","10715","10068"
"01.02.2017 15:30 - 01.02.2017 15:45","10675","10060"
"01.02.2017 15:45 - 01.02.2017 16:00","10682","10040"
"01.02.2017 16:00 - 01.02.2017 16:15","10910","9989"
"01.02.2017 16:15 - 01.02.2017 16:30","10937","10012"
"01.02.2017 16:30 - 01.02.2017 16:45","10945","10046"
"01.02.2017 16:45 - 01.02.2017 17:00","10987","10086"
"01.02.2017 17:00 - 01.02.2017 17:15","11153","10169"
"01.02.2017 17:15 - 01.02.2017 17:30","11134","10328"
"01.02.2017 17:30 - 01.02.2017 17:45","11090","10369"
"01.02.2017 17:45 - 01.02.2017 18:00","11061","10471"
"01.02.2017 18:00 - 01.02.2017 18:15","10921","10434"
"01.02.2017 18:15 - 01.02.2017 18:30","10835","10340"
"01.02.2017 18:30 - 01.02.2017 18:45","10794","10256"
"01.02.2017 18:45 - 01.02.2017 19:00","10754","10211"
"01.02.2017 19:00 - 01.02.2017 19:15","10393","9924"
"01.02.2017 19:15 - 01.02.2017 19:30","10335","9803"
"01.02.2017 19:30 - 01.02.2017 19:45","10285","9710"
"01.02.2017 19:45 - 01.02.2017 20:00","10246","9508"
"01.02.2017 20:00 - 01.02.2017 20:15","9924","9397"
"01.02.2017 20:15 - 01.02.2017 20:30","9841","9258"
"01.02.2017 20:30 - 01.02.2017 20:45","9823","9036"
"01.02.2017 20:45 - 01.02.2017 21:00","9755","8892"
"01.02.2017 21:00 - 01.02.2017 21:15","9312","8762"
"01.02.2017 21:15 - 01.02.2017 21:30","9237","8594"
"01.02.2017 21:30 - 01.02.2017 21:45","9180","8442"
"01.02.2017 21:45 - 01.02.2017 22:00","9136","8334"
"01.02.2017 22:00 - 01.02.2017 22:15","9105","8539"
"01.02.2017 22:15 - 01.02.2017 22:30","9051","8485"
"01.02.2017 22:30 - 01.02.2017 22:45","8968","8315"
"01.02.2017 22:45 - 01.02.2017 23:00","8905","8137"
"01.02.2017 23:00 - 01.02.2017 23:15","8628","8071"
"01.02.2017 23:15 - 01.02.2017 23:30","8504","7938"
"01.02.2017 23:30 - 01.02.2017 23:45","8439","7782"
"01.02.2017 23:45 - 02.02.2017 00:00","8403","7674"
"02.02.2017 00:00 - 02.02.2017 00:15","8645","7757"
"02.02.2017 00:15 - 02.02.2017 00:30","8471","7551"
"02.02.2017 00:30 - 02.02.2017 00:45","8434","7415"
"02.02.2017 00:45 - 02.02.2017 01:00","8392","7346"
"02.02.2017 01:00 - 02.02.2017 01:15","8225","7330"
"02.02.2017 01:15 - 02.02.2017 01:30","8136","7238"
"02.02.2017 01:30 - 02.02.2017 01:45","8113","7200"
"02.02.2017 01:45 - 02.02.2017 02:00","8099","7125"
"02.02.2017 02:00 - 02.02.2017 02:15","8015","7160"
"02.02.2017 02:15 - 02.02.2017 02:30","7988","7142"
"02.02.2017 02:30 - 02.02.2017 02:45","7980","7024"
"02.02.2017 02:45 - 02.02.2017 03:00","7939","6962"
"02.02.2017 03:00 - 02.02.2017 03:15","7847","6992"
"02.02.2017 03:15 - 02.02.2017 03:30","7816","6940"
"02.02.2017 03:30 - 02.02.2017 03:45","7823","6902"
"02.02.2017 03:45 - 02.02.2017 04:00","7826","6909"
"02.02.2017 04:00 - 02.02.2017 04:15","7954","7019"
"02.02.2017 04:15 - 02.02.2017 04:30","7982","7051"
"02.02.2017 04:30 - 02.02.2017 04:45","8043","7065"
"02.02.2017 04:45 - 02.02.2017 05:00","8085","7212"
"02.02.2017 05:00 - 02.02.2017 05:15","8497","7410"
"02.02.2017 05:15 - 02.02.2017 05:30","8628","7594"
"02.02.2017 05:30 - 02.02.2017 05:45","8731","7797"
"02.02.2017 05:45 - 02.02.2017 06:00","8892","8066"
"02.02.2017 06:00 - 02.02.2017 06:15","9589","8409"
"02.02.2017 06:15 - 02.02.2017 06:30","9778","8730"
"02.02.2017 06:30 - 02.02.2017 06:45","9903","9020"
"02.02.2017 06:45 - 02.02.2017 07:00","10036","9314"
"02.02.2017 07:00 - 02.02.2017 07:15","10692","9667"
"02.02.2017 07:15 - 02.02.2017 07:30","10792","9841"
"02.02.2017 07:30 - 02.02.2017 07:45","10816","9892"
"02.02.2017 07:45 - 02.02.2017 08:00","10868","9992"
"02.02.2017 08:00 - 02.02.2017 08:15","11092","10140"
"02.02.2017 08:15 - 02.02.2017 08:30","11168","10184"
"02.02.2017 08:30 - 02.02.2017 08:45","11169","10223"
"02.02.2017 08:45 - 02.02.2017 09:00","11195","10241"
"02.02.2017 09:00 - 02.02.2017 09:15","11252","10186"
"02.02.2017 09:15 - 02.02.2017 09:30","11268","10213"
"02.02.2017 09:30 - 02.02.2017 09:45","11302","10262"
"02.02.2017 09:45 - 02.02.2017 10:00","11341","10239"
"02.02.2017 10:00 - 02.02.2017 10:15","11328","10297"
"02.02.2017 10:15 - 02.02.2017 10:30","11341","10295"
"02.02.2017 10:30 - 02.02.2017 10:45","11372","10340"
"02.02.2017 10:45 - 02.02.2017 11:00","11422","10371"
"02.02.2017 11:00 - 02.02.2017 11:15","11391","10306"
"02.02.2017 11:15 - 02.02.2017 11:30","11403","10343"
"02.02.2017 11:30 - 02.02.2017 11:45","11387","10276"
"02.02.2017 11:45 - 02.02.2017 12:00","11364","10165"
"02.02.2017 12:00 - 02.02.2017 12:15","11278","10129"
"02.02.2017 12:15 - 02.02.2017 12:30","11235","9992"
"02.02.2017 12:30 - 02.02.2017 12:45","11239","9943"
"02.02.2017 12:45 - 02.02.2017 13:00","11235","9899"
"02.02.2017 13:00 - 02.02.2017 13:15","11145","9904"
"02.02.2017 13:15 - 02.02.2017 13:30","11138","9908"
"02.02.2017 13:30 - 02.02.2017 13:45","11120","9877"
"02.02.2017 13:45 - 02.02.2017 14:00","11103","9785"
"02.02.2017 14:00 - 02.02.2017 14:15","11046","9784"
"02.02.2017 14:15 - 02.02.2017 14:30","11031","9720"
"02.02.2017 14:30 - 02.02.2017 14:45","11008","9701"
"02.02.2017 14:45 - 02.02.2017 15:00","10992","9705"
"02.02.2017 15:00 - 02.02.2017 15:15","11083","9708"
"02.02.2017 15:15 - 02.02.2017 15:30","11080","9701"
"02.02.2017 15:30 - 02.02.2017 15:45","11034","9693"
"02.02.2017 15:45 - 02.02.2017 16:00","11041","9713"
"02.02.2017 16:00 - 02.02.2017 16:15","11289","9701"
"02.02.2017 16:15 - 02.02.2017 16:30","11310","9670"
"02.02.2017 16:30 - 02.02.2017 16:45","11314","9768"
"02.02.2017 16:45 - 02.02.2017 17:00","11346","9876"
"02.02.2017 17:00 - 02.02.2017 17:15","11506","9952"
"02.02.2017 17:15 - 02.02.2017 17:30","11455","10118"
"02.02.2017 17:30 - 02.02.2017 17:45","11395","10241"
"02.02.2017 17:45 - 02.02.2017 18:00","11348","10304"
"02.02.2017 18:00 - 02.02.2017 18:15","11175","10233"
"02.02.2017 18:15 - 02.02.2017 18:30","11072","10180"
"02.02.2017 18:30 - 02.02.2017 18:45","11019","10125"
"02.02.2017 18:45 - 02.02.2017 19:00","10976","10060"
"02.02.2017 19:00 - 02.02.2017 19:15","10606","9789"
"02.02.2017 19:15 - 02.02.2017 19:30","10550","9691"
"02.02.2017 19:30 - 02.02.2017 19:45","10499","9565"
"02.02.2017 19:45 - 02.02.2017 20:00","10476","9454"
"02.02.2017 20:00 - 02.02.2017 20:15","10145","9307"
"02.02.2017 20:15 - 02.02.2017 20:30","10076","9129"
"02.02.2017 20:30 - 02.02.2017 20:45","10081","8969"
"02.02.2017 20:45 - 02.02.2017 21:00","10019","8859"
"02.02.2017 21:00 - 02.02.2017 21:15","9524","8691"
"02.02.2017 21:15 - 02.02.2017 21:30","9467","8490"
"02.02.2017 21:30 - 02.02.2017 21:45","9423","8311"
"02.02.2017 21:45 - 02.02.2017 22:00","9386","8152"
"02.02.2017 22:00 - 02.02.2017 22:15","9317","8397"
"02.02.2017 22:15 - 02.02.2017 22:30","9272","8386"
"02.02.2017 22:30 - 02.02.2017 22:45","9199","8181"
"02.02.2017 22:45 - 02.02.2017 23:00","9148","8024"
"02.02.2017 23:00 - 02.02.2017 23:15","8852","7910"
"02.02.2017 23:15 - 02.02.2017 23:30","8742","7722"
"02.02.2017 23:30 - 02.02.2017 23:45","8687","7605"
"02.02.2017 23:45 - 03.02.2017 00:00","8652","7490"
"03.02.2017 00:00 - 03.02.2017 00:15","8567","7527"
"03.02.2017 00:15 - 03.02.2017 00:30","8418","7345"
"03.02.2017 00:30 - 03.02.2017 00:45","8391","7318"
"03.02.2017 00:45 - 03.02.2017 01:00","8353","7258"
"03.02.2017 01:00 - 03.02.2017 01:15","8184","7255"
"03.02.2017 01:15 - 03.02.2017 01:30","8091","7151"
"03.02.2017 01:30 - 03.02.2017 01:45","8067","7101"
"03.02.2017 01:45 - 03.02.2017 02:00","8065","6982"
"03.02.2017 02:00 - 03.02.2017 02:15","7958","7064"
"03.02.2017 02:15 - 03.02.2017 02:30","7935","7016"
"03.02.2017 02:30 - 03.02.2017 02:45","7924","6930"
"03.02.2017 02:45 - 03.02.2017 03:00","7882","6896"
"03.02.2017 03:00 - 03.02.2017 03:15","7791","6898"
"03.02.2017 03:15 - 03.02.2017 03:30","7762","6817"
"03.02.2017 03:30 - 03.02.2017 03:45","7768","6804"
"03.02.2017 03:45 - 03.02.2017 04:00","7771","6813"
"03.02.2017 04:00 - 03.02.2017 04:15","7905","6890"
"03.02.2017 04:15 - 03.02.2017 04:30","7933","6928"
"03.02.2017 04:30 - 03.02.2017 04:45","7991","7012"
"03.02.2017 04:45 - 03.02.2017 05:00","8028","7059"
"03.02.2017 05:00 - 03.02.2017 05:15","8457","7327"
"03.02.2017 05:15 - 03.02.2017 05:30","8576","7509"
"03.02.2017 05:30 - 03.02.2017 05:45","8675","7688"
"03.02.2017 05:45 - 03.02.2017 06:00","8851","7915"
"03.02.2017 06:00 - 03.02.2017 06:15","9547","8188"
"03.02.2017 06:15 - 03.02.2017 06:30","9731","8517"
"03.02.2017 06:30 - 03.02.2017 06:45","9850","8785"
"03.02.2017 06:45 - 03.02.2017 07:00","9983","9029"
"03.02.2017 07:00 - 03.02.2017 07:15","10628","9380"
"03.02.2017 07:15 - 03.02.2017 07:30","10724","9540"
"03.02.2017 07:30 - 03.02.2017 07:45","10744","9648"
"03.02.2017 07:45 - 03.02.2017 08:00","10790","9750"
"03.02.2017 08:00 - 03.02.2017 08:15","11025","9842"
"03.02.2017 08:15 - 03.02.2017 08:30","11095","9906"
"03.02.2017 08:30 - 03.02.2017 08:45","11089","9935"
"03.02.2017 08:45 - 03.02.2017 09:00","11112","9960"
"03.02.2017 09:00 - 03.02.2017 09:15","11152","9976"
"03.02.2017 09:15 - 03.02.2017 09:30","11171","9954"
"03.02.2017 09:30 - 03.02.2017 09:45","11205","9952"
"03.02.2017 09:45 - 03.02.2017 10:00","11244","9943"
"03.02.2017 10:00 - 03.02.2017 10:15","11217","9918"
"03.02.2017 10:15 - 03.02.2017 10:30","11234","9959"
"03.02.2017 10:30 - 03.02.2017 10:45","11266","9963"
"03.02.2017 10:45 - 03.02.2017 11:00","11313","9966"
"03.02.2017 11:00 - 03.02.2017 11:15","11257","9952"
"03.02.2017 11:15 - 03.02.2017 11:30","11264","9962"
"03.02.2017 11:30 - 03.02.2017 11:45","11251","9900"
"03.02.2017 11:45 - 03.02.2017 12:00","11215","9826"
"03.02.2017 12:00 - 03.02.2017 12:15","11117","9811"
"03.02.2017 12:15 - 03.02.2017 12:30","11060","9622"
"03.02.2017 12:30 - 03.02.2017 12:45","11046","9548"
"03.02.2017 12:45 - 03.02.2017 13:00","11020","9488"
"03.02.2017 13:00 - 03.02.2017 13:15","10853","9478"
"03.02.2017 13:15 - 03.02.2017 13:30","10832","9448"
"03.02.2017 13:30 - 03.02.2017 13:45","10799","9409"
"03.02.2017 13:45 - 03.02.2017 14:00","10787","9366"
"03.02.2017 14:00 - 03.02.2017 14:15","10689","9322"
"03.02.2017 14:15 - 03.02.2017 14:30","10670","9320"
"03.02.2017 14:30 - 03.02.2017 14:45","10643","9292"
"03.02.2017 14:45 - 03.02.2017 15:00","10629","9274"
"03.02.2017 15:00 - 03.02.2017 15:15","10694","9268"
"03.02.2017 15:15 - 03.02.2017 15:30","10690","9243"
"03.02.2017 15:30 - 03.02.2017 15:45","10642","9210"
"03.02.2017 15:45 - 03.02.2017 16:00","10649","9194"
"03.02.2017 16:00 - 03.02.2017 16:15","10914","9233"
"03.02.2017 16:15 - 03.02.2017 16:30","10949","9260"
"03.02.2017 16:30 - 03.02.2017 16:45","10953","9340"
"03.02.2017 16:45 - 03.02.2017 17:00","10988","9410"
"03.02.2017 17:00 - 03.02.2017 17:15","11179","9547"
"03.02.2017 17:15 - 03.02.2017 17:30","11133","9700"
"03.02.2017 17:30 - 03.02.2017 17:45","11071","9833"
"03.02.2017 17:45 - 03.02.2017 18:00","11018","9908"
"03.02.2017 18:00 - 03.02.2017 18:15","10865","9897"
"03.02.2017 18:15 - 03.02.2017 18:30","10756","9840"
"03.02.2017 18:30 - 03.02.2017 18:45","10701","9787"
"03.02.2017 18:45 - 03.02.2017 19:00","10654","9670"
"03.02.2017 19:00 - 03.02.2017 19:15","10262","9399"
"03.02.2017 19:15 - 03.02.2017 19:30","10208","9247"
"03.02.2017 19:30 - 03.02.2017 19:45","10163","9137"
"03.02.2017 19:45 - 03.02.2017 20:00","10150","8928"
"03.02.2017 20:00 - 03.02.2017 20:15","9796","8752"
"03.02.2017 20:15 - 03.02.2017 20:30","9730","8610"
"03.02.2017 20:30 - 03.02.2017 20:45","9741","8526"
"03.02.2017 20:45 - 03.02.2017 21:00","9695","8326"
"03.02.2017 21:00 - 03.02.2017 21:15","9190","8134"
"03.02.2017 21:15 - 03.02.2017 21:30","9140","7976"
"03.02.2017 21:30 - 03.02.2017 21:45","9107","7832"
"03.02.2017 21:45 - 03.02.2017 22:00","9069","7733"
"03.02.2017 22:00 - 03.02.2017 22:15","9035","8003"
"03.02.2017 22:15 - 03.02.2017 22:30","8997","7931"
"03.02.2017 22:30 - 03.02.2017 22:45","8939","7781"
"03.02.2017 22:45 - 03.02.2017 23:00","8885","7651"
"03.02.2017 23:00 - 03.02.2017 23:15","8616","7609"
"03.02.2017 23:15 - 03.02.2017 23:30","8513","7515"
"03.02.2017 23:30 - 03.02.2017 23:45","8469","7422"
"03.02.2017 23:45 - 04.02.2017 00:00","8434","7294"
"04.02.2017 00:00 - 04.02.2017 00:15","8222","7341"
"04.02.2017 00:15 - 04.02.2017 00:30","8077","7187"
"04.02.2017 00:30 - 04.02.2017 00:45","8051","7060"
"04.02.2017 00:45 - 04.02.2017 01:00","7996","6995"
"04.02.2017 01:00 - 04.02.2017 01:15","7836","7033"
"04.02.2017 01:15 - 04.02.2017 01:30","7737","6871"
"04.02.2017 01:30 - 04.02.2017 01:45","7701","6788"
"04.02.2017 01:45 - 04.02.2017 02:00","7679","6768"
"04.02.2017 02:00 - 04.02.2017 02:15","7612","6800"
"04.02.2017 02:15 - 04.02.2017 02:30","7571","6706"
"04.02.2017 02:30 - 04.02.2017 02:45","7541","6592"
"04.02.2017 02:45 - 04.02.2017 03:00","7489","6588"
"04.02.2017 03:00 - 04.02.2017 03:15","7363","6546"
"04.02.2017 03:15 - 04.02.2017 03:30","7333","6411"
"04.02.2017 03:30 - 04.02.2017 03:45","7326","6395"
"04.02.2017 03:45 - 04.02.2017 04:00","7317","6379"
"04.02.2017 04:00 - 04.02.2017 04:15","7363","6387"
"04.02.2017 04:15 - 04.02.2017 04:30","7373","6366"
"04.02.2017 04:30 - 04.02.2017 04:45","7388","6441"
"04.02.2017 04:45 - 04.02.2017 05:00","7402","6457"
"04.02.2017 05:00 - 04.02.2017 05:15","7601","6527"
"04.02.2017 05:15 - 04.02.2017 05:30","7646","6627"
"04.02.2017 05:30 - 04.02.2017 05:45","7657","6713"
"04.02.2017 05:45 - 04.02.2017 06:00","7729","6796"
"04.02.2017 06:00 - 04.02.2017 06:15","8018","6793"
"04.02.2017 06:15 - 04.02.2017 06:30","8083","6844"
"04.02.2017 06:30 - 04.02.2017 06:45","8126","6956"
"04.02.2017 06:45 - 04.02.2017 07:00","8202","7078"
"04.02.2017 07:00 - 04.02.2017 07:15","8716","7393"
"04.02.2017 07:15 - 04.02.2017 07:30","8776","7480"
"04.02.2017 07:30 - 04.02.2017 07:45","8792","7591"
"04.02.2017 07:45 - 04.02.2017 08:00","8861","7707"
"04.02.2017 08:00 - 04.02.2017 08:15","9142","7879"
"04.02.2017 08:15 - 04.02.2017 08:30","9247","8016"
"04.02.2017 08:30 - 04.02.2017 08:45","9275","8088"
"04.02.2017 08:45 - 04.02.2017 09:00","9338","8200"
"04.02.2017 09:00 - 04.02.2017 09:15","9527","8284"
"04.02.2017 09:15 - 04.02.2017 09:30","9545","8310"
"04.02.2017 09:30 - 04.02.2017 09:45","9589","8346"
"04.02.2017 09:45 - 04.02.2017 10:00","9635","8314"
"04.02.2017 10:00 - 04.02.2017 10:15","9659","8350"
"04.02.2017 10:15 - 04.02.2017 10:30","9675","8354"
"04.02.2017 10:30 - 04.02.2017 10:45","9707","8368"
"04.02.2017 10:45 - 04.02.2017 11:00","9751","8378"
"04.02.2017 11:00 - 04.02.2017 11:15","9743","8447"
"04.02.2017 11:15 - 04.02.2017 11:30","9750","8464"
"04.02.2017 11:30 - 04.02.2017 11:45","9750","8400"
"04.02.2017 11:45 - 04.02.2017 12:00","9739","8306"
"04.02.2017 12:00 - 04.02.2017 12:15","9630","8260"
"04.02.2017 12:15 - 04.02.2017 12:30","9586","8113"
"04.02.2017 12:30 - 04.02.2017 12:45","9570","8021"
"04.02.2017 12:45 - 04.02.2017 13:00","9545","7947"
"04.02.2017 13:00 - 04.02.2017 13:15","9354","7930"
"04.02.2017 13:15 - 04.02.2017 13:30","9333","7885"
"04.02.2017 13:30 - 04.02.2017 13:45","9301","7806"
"04.02.2017 13:45 - 04.02.2017 14:00","9277","7782"
"04.02.2017 14:00 - 04.02.2017 14:15","9208","7716"
"04.02.2017 14:15 - 04.02.2017 14:30","9174","7692"
"04.02.2017 14:30 - 04.02.2017 14:45","9183","7716"
"04.02.2017 14:45 - 04.02.2017 15:00","9157","7627"
"04.02.2017 15:00 - 04.02.2017 15:15","9260","7649"
"04.02.2017 15:15 - 04.02.2017 15:30","9241","7668"
"04.02.2017 15:30 - 04.02.2017 15:45","9225","7762"
"04.02.2017 15:45 - 04.02.2017 16:00","9237","7798"
"04.02.2017 16:00 - 04.02.2017 16:15","9492","7813"
"04.02.2017 16:15 - 04.02.2017 16:30","9510","7870"
"04.02.2017 16:30 - 04.02.2017 16:45","9524","7926"
"04.02.2017 16:45 - 04.02.2017 17:00","9583","8053"
"04.02.2017 17:00 - 04.02.2017 17:15","9816","8177"
"04.02.2017 17:15 - 04.02.2017 17:30","9762","8312"
"04.02.2017 17:30 - 04.02.2017 17:45","9714","8442"
"04.02.2017 17:45 - 04.02.2017 18:00","9691","8502"
"04.02.2017 18:00 - 04.02.2017 18:15","9589","8561"
"04.02.2017 18:15 - 04.02.2017 18:30","9483","8397"
"04.02.2017 18:30 - 04.02.2017 18:45","9407","8317"
"04.02.2017 18:45 - 04.02.2017 19:00","9357","8248"
"04.02.2017 19:00 - 04.02.2017 19:15","9036","8028"
"04.02.2017 19:15 - 04.02.2017 19:30","8985","7929"
"04.02.2017 19:30 - 04.02.2017 19:45","8959","7826"
"04.02.2017 19:45 - 04.02.2017 20:00","8959","7743"
"04.02.2017 20:00 - 04.02.2017 20:15","8704","7658"
"04.02.2017 20:15 - 04.02.2017 20:30","8659","7561"
"04.02.2017 20:30 - 04.02.2017 20:45","8693","7519"
"04.02.2017 20:45 - 04.02.2017 21:00","8661","7415"
"04.02.2017 21:00 - 04.02.2017 21:15","8278","7229"
"04.02.2017 21:15 - 04.02.2017 21:30","8238","7103"
"04.02.2017 21:30 - 04.02.2017 21:45","8226","7028"
"04.02.2017 21:45 - 04.02.2017 22:00","8221","7001"
"04.02.2017 22:00 - 04.02.2017 22:15","8285","7239"
"04.02.2017 22:15 - 04.02.2017 22:30","8267","7203"
"04.02.2017 22:30 - 04.02.2017 22:45","8212","7059"
"04.02.2017 22:45 - 04.02.2017 23:00","8180","6916"
"04.02.2017 23:00 - 04.02.2017 23:15","7897","6938"
"04.02.2017 23:15 - 04.02.2017 23:30","7813","6796"
"04.02.2017 23:30 - 04.02.2017 23:45","7777","6646"
"04.02.2017 23:45 - 05.02.2017 00:00","7729","6576"
"05.02.2017 00:00 - 05.02.2017 00:15","7081","6648"
"05.02.2017 00:15 - 05.02.2017 00:30","6954","6450"
"05.02.2017 00:30 - 05.02.2017 00:45","6906","6411"
"05.02.2017 00:45 - 05.02.2017 01:00","6820","6330"
"05.02.2017 01:00 - 05.02.2017 01:15","6617","6296"
"05.02.2017 01:15 - 05.02.2017 01:30","6548","6145"
"05.02.2017 01:30 - 05.02.2017 01:45","6504","6070"
"05.02.2017 01:45 - 05.02.2017 02:00","6463","6000"
"05.02.2017 02:00 - 05.02.2017 02:15","6432","6030"
"05.02.2017 02:15 - 05.02.2017 02:30","6381","5960"
"05.02.2017 02:30 - 05.02.2017 02:45","6345","5866"
"05.02.2017 02:45 - 05.02.2017 03:00","6319","5830"
"05.02.2017 03:00 - 05.02.2017 03:15","6229","5817"
"05.02.2017 03:15 - 05.02.2017 03:30","6195","5785"
"05.02.2017 03:30 - 05.02.2017 03:45","6163","5775"
"05.02.2017 03:45 - 05.02.2017 04:00","6149","5732"
"05.02.2017 04:00 - 05.02.2017 04:15","6171","5744"
"05.02.2017 04:15 - 05.02.2017 04:30","6162","5700"
"05.02.2017 04:30 - 05.02.2017 04:45","6171","5720"
"05.02.2017 04:45 - 05.02.2017 05:00","6173","5766"
"05.02.2017 05:00 - 05.02.2017 05:15","6353","5828"
