"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.07.2016 19:15 - 05.07.2016 19:30","59655","63969"
"05.07.2016 19:30 - 05.07.2016 19:45","59280","63641"
"05.07.2016 19:45 - 05.07.2016 20:00","58837","63171"
"05.07.2016 20:00 - 05.07.2016 20:15","58265","62168"
"05.07.2016 20:15 - 05.07.2016 20:30","57571","61262"
"05.07.2016 20:30 - 05.07.2016 20:45","56886","60588"
"05.07.2016 20:45 - 05.07.2016 21:00","56301","59839"
"05.07.2016 21:00 - 05.07.2016 21:15","55451","59382"
"05.07.2016 21:15 - 05.07.2016 21:30","54952","58876"
"05.07.2016 21:30 - 05.07.2016 21:45","54423","58407"
"05.07.2016 21:45 - 05.07.2016 22:00","53849","57996"
"05.07.2016 22:00 - 05.07.2016 22:15","53475","57806"
"05.07.2016 22:15 - 05.07.2016 22:30","52700","57192"
"05.07.2016 22:30 - 05.07.2016 22:45","51693","56150"
"05.07.2016 22:45 - 05.07.2016 23:00","50511","54993"
"05.07.2016 23:00 - 05.07.2016 23:15","49200","53560"
"05.07.2016 23:15 - 05.07.2016 23:30","48076","52865"
"05.07.2016 23:30 - 05.07.2016 23:45","47141","51670"
"05.07.2016 23:45 - 06.07.2016 00:00","46493","50538"
"06.07.2016 00:00 - 06.07.2016 00:15","45846","49377"
"06.07.2016 00:15 - 06.07.2016 00:30","45308","48670"
"06.07.2016 00:30 - 06.07.2016 00:45","44727","48046"
"06.07.2016 00:45 - 06.07.2016 01:00","44234","47305"
"06.07.2016 01:00 - 06.07.2016 01:15","43653","46761"
"06.07.2016 01:15 - 06.07.2016 01:30","43200","46268"
"06.07.2016 01:30 - 06.07.2016 01:45","42846","45959"
"06.07.2016 01:45 - 06.07.2016 02:00","42596","45597"
"06.07.2016 02:00 - 06.07.2016 02:15","42185","45071"
"06.07.2016 02:15 - 06.07.2016 02:30","42006","45078"
"06.07.2016 02:30 - 06.07.2016 02:45","42074","44967"
"06.07.2016 02:45 - 06.07.2016 03:00","41963","44783"
"06.07.2016 03:00 - 06.07.2016 03:15","42087","44621"
"06.07.2016 03:15 - 06.07.2016 03:30","42120","44662"
"06.07.2016 03:30 - 06.07.2016 03:45","42133","44786"
"06.07.2016 03:45 - 06.07.2016 04:00","42247","44953"
"06.07.2016 04:00 - 06.07.2016 04:15","42697","45380"
"06.07.2016 04:15 - 06.07.2016 04:30","42966","45638"
"06.07.2016 04:30 - 06.07.2016 04:45","43275","46107"
"06.07.2016 04:45 - 06.07.2016 05:00","43737","46540"
"06.07.2016 05:00 - 06.07.2016 05:15","44751","47514"
"06.07.2016 05:15 - 06.07.2016 05:30","45123","47756"
"06.07.2016 05:30 - 06.07.2016 05:45","46204","48879"
"06.07.2016 05:45 - 06.07.2016 06:00","47455","50601"
"06.07.2016 06:00 - 06.07.2016 06:15","50283","53806"
"06.07.2016 06:15 - 06.07.2016 06:30","52436","55634"
"06.07.2016 06:30 - 06.07.2016 06:45","54071","57396"
"06.07.2016 06:45 - 06.07.2016 07:00","55454","59097"
"06.07.2016 07:00 - 06.07.2016 07:15","57300","61098"
"06.07.2016 07:15 - 06.07.2016 07:30","58341","62299"
"06.07.2016 07:30 - 06.07.2016 07:45","59283","63285"
"06.07.2016 07:45 - 06.07.2016 08:00","60296","64342"
"06.07.2016 08:00 - 06.07.2016 08:15","60906","65348"
"06.07.2016 08:15 - 06.07.2016 08:30","61776","66077"
"06.07.2016 08:30 - 06.07.2016 08:45","62182","66540"
"06.07.2016 08:45 - 06.07.2016 09:00","62233","66752"
"06.07.2016 09:00 - 06.07.2016 09:15","61991","66854"
"06.07.2016 09:15 - 06.07.2016 09:30","62608","67550"
"06.07.2016 09:30 - 06.07.2016 09:45","62855","68212"
"06.07.2016 09:45 - 06.07.2016 10:00","63160","68374"
"06.07.2016 10:00 - 06.07.2016 10:15","63585","68740"
"06.07.2016 10:15 - 06.07.2016 10:30","63980","69179"
"06.07.2016 10:30 - 06.07.2016 10:45","64212","69728"
"06.07.2016 10:45 - 06.07.2016 11:00","64652","70072"
"06.07.2016 11:00 - 06.07.2016 11:15","64949","70627"
"06.07.2016 11:15 - 06.07.2016 11:30","65497","71194"
"06.07.2016 11:30 - 06.07.2016 11:45","65737","71474"
"06.07.2016 11:45 - 06.07.2016 12:00","65234","71265"
"06.07.2016 12:00 - 06.07.2016 12:15","64988","70560"
"06.07.2016 12:15 - 06.07.2016 12:30","64721","70002"
"06.07.2016 12:30 - 06.07.2016 12:45","64692","69873"
"06.07.2016 12:45 - 06.07.2016 13:00","64948","69852"
"06.07.2016 13:00 - 06.07.2016 13:15","64681","69782"
"06.07.2016 13:15 - 06.07.2016 13:30","64489","69879"
"06.07.2016 13:30 - 06.07.2016 13:45","64018","69600"
"06.07.2016 13:45 - 06.07.2016 14:00","63360","68795"
"06.07.2016 14:00 - 06.07.2016 14:15","63133","68262"
"06.07.2016 14:15 - 06.07.2016 14:30","62936","68122"
"06.07.2016 14:30 - 06.07.2016 14:45","62559","67957"
"06.07.2016 14:45 - 06.07.2016 15:00","63120","67557"
"06.07.2016 15:00 - 06.07.2016 15:15","63184","67282"
"06.07.2016 15:15 - 06.07.2016 15:30","62257","66957"
"06.07.2016 15:30 - 06.07.2016 15:45","62003","66479"
"06.07.2016 15:45 - 06.07.2016 16:00","61567","66076"
"06.07.2016 16:00 - 06.07.2016 16:15","61373","65700"
"06.07.2016 16:15 - 06.07.2016 16:30","61413","65332"
"06.07.2016 16:30 - 06.07.2016 16:45","60877","64797"
"06.07.2016 16:45 - 06.07.2016 17:00","60255","65114"
"06.07.2016 17:00 - 06.07.2016 17:15","59954","64824"
"06.07.2016 17:15 - 06.07.2016 17:30","60178","64575"
"06.07.2016 17:30 - 06.07.2016 17:45","60308","64581"
"06.07.2016 17:45 - 06.07.2016 18:00","60212","64566"
"06.07.2016 18:00 - 06.07.2016 18:15","59897","63989"
"06.07.2016 18:15 - 06.07.2016 18:30","59747","63780"
"06.07.2016 18:30 - 06.07.2016 18:45","59879","63769"
"06.07.2016 18:45 - 06.07.2016 19:00","59951","63662"
"06.07.2016 19:00 - 06.07.2016 19:15","59739","63588"
"06.07.2016 19:15 - 06.07.2016 19:30","59125","62916"
"06.07.2016 19:30 - 06.07.2016 19:45","58840","62554"
"06.07.2016 19:45 - 06.07.2016 20:00","58469","62262"
"06.07.2016 20:00 - 06.07.2016 20:15","57731","61303"
"06.07.2016 20:15 - 06.07.2016 20:30","56987","60459"
"06.07.2016 20:30 - 06.07.2016 20:45","56281","59833"
"06.07.2016 20:45 - 06.07.2016 21:00","55726","59109"
"06.07.2016 21:00 - 06.07.2016 21:15","54984","58391"
"06.07.2016 21:15 - 06.07.2016 21:30","54679","57856"
"06.07.2016 21:30 - 06.07.2016 21:45","54132","57175"
"06.07.2016 21:45 - 06.07.2016 22:00","53829","56846"
"06.07.2016 22:00 - 06.07.2016 22:15","53555","56678"
"06.07.2016 22:15 - 06.07.2016 22:30","53047","56077"
"06.07.2016 22:30 - 06.07.2016 22:45","52085","55040"
"06.07.2016 22:45 - 06.07.2016 23:00","50864","54014"
"06.07.2016 23:00 - 06.07.2016 23:15","49423","52632"
"06.07.2016 23:15 - 06.07.2016 23:30","48347","51629"
"06.07.2016 23:30 - 06.07.2016 23:45","47381","50351"
"06.07.2016 23:45 - 07.07.2016 00:00","46672","49207"
"07.07.2016 00:00 - 07.07.2016 00:15","46645","48485"
"07.07.2016 00:15 - 07.07.2016 00:30","45991","47577"
"07.07.2016 00:30 - 07.07.2016 00:45","45468","47134"
"07.07.2016 00:45 - 07.07.2016 01:00","44924","46605"
"07.07.2016 01:00 - 07.07.2016 01:15","44379","46134"
"07.07.2016 01:15 - 07.07.2016 01:30","43907","45967"
"07.07.2016 01:30 - 07.07.2016 01:45","43674","45513"
"07.07.2016 01:45 - 07.07.2016 02:00","43360","45175"
"07.07.2016 02:00 - 07.07.2016 02:15","42883","44664"
"07.07.2016 02:15 - 07.07.2016 02:30","42708","44469"
"07.07.2016 02:30 - 07.07.2016 02:45","42879","44484"
"07.07.2016 02:45 - 07.07.2016 03:00","42836","44469"
"07.07.2016 03:00 - 07.07.2016 03:15","42942","44302"
"07.07.2016 03:15 - 07.07.2016 03:30","42835","44471"
"07.07.2016 03:30 - 07.07.2016 03:45","42815","44641"
"07.07.2016 03:45 - 07.07.2016 04:00","42895","44532"
"07.07.2016 04:00 - 07.07.2016 04:15","43290","44858"
"07.07.2016 04:15 - 07.07.2016 04:30","43577","45025"
"07.07.2016 04:30 - 07.07.2016 04:45","43908","45764"
"07.07.2016 04:45 - 07.07.2016 05:00","44265","45981"
"07.07.2016 05:00 - 07.07.2016 05:15","45051","47037"
"07.07.2016 05:15 - 07.07.2016 05:30","45497","47528"
"07.07.2016 05:30 - 07.07.2016 05:45","46462","48643"
"07.07.2016 05:45 - 07.07.2016 06:00","47840","49958"
"07.07.2016 06:00 - 07.07.2016 06:15","50760","53033"
"07.07.2016 06:15 - 07.07.2016 06:30","52870","55336"
"07.07.2016 06:30 - 07.07.2016 06:45","54440","56974"
"07.07.2016 06:45 - 07.07.2016 07:00","55818","58289"
"07.07.2016 07:00 - 07.07.2016 07:15","57603","60228"
"07.07.2016 07:15 - 07.07.2016 07:30","58559","61577"
"07.07.2016 07:30 - 07.07.2016 07:45","59607","62840"
"07.07.2016 07:45 - 07.07.2016 08:00","60579","63825"
"07.07.2016 08:00 - 07.07.2016 08:15","61301","64766"
"07.07.2016 08:15 - 07.07.2016 08:30","61631","65487"
"07.07.2016 08:30 - 07.07.2016 08:45","62002","66228"
"07.07.2016 08:45 - 07.07.2016 09:00","62150","66146"
"07.07.2016 09:00 - 07.07.2016 09:15","61847","66245"
"07.07.2016 09:15 - 07.07.2016 09:30","62477","66470"
"07.07.2016 09:30 - 07.07.2016 09:45","62606","66632"
"07.07.2016 09:45 - 07.07.2016 10:00","62896","67106"
"07.07.2016 10:00 - 07.07.2016 10:15","63363","67650"
"07.07.2016 10:15 - 07.07.2016 10:30","63619","67912"
"07.07.2016 10:30 - 07.07.2016 10:45","63869","68256"
"07.07.2016 10:45 - 07.07.2016 11:00","64719","68550"
"07.07.2016 11:00 - 07.07.2016 11:15","65137","68887"
"07.07.2016 11:15 - 07.07.2016 11:30","65501","69009"
"07.07.2016 11:30 - 07.07.2016 11:45","65914","69367"
"07.07.2016 11:45 - 07.07.2016 12:00","65354","69242"
"07.07.2016 12:00 - 07.07.2016 12:15","65221","68622"
"07.07.2016 12:15 - 07.07.2016 12:30","65064","68044"
"07.07.2016 12:30 - 07.07.2016 12:45","64860","68327"
"07.07.2016 12:45 - 07.07.2016 13:00","64997","68278"
"07.07.2016 13:00 - 07.07.2016 13:15","64838","68060"
"07.07.2016 13:15 - 07.07.2016 13:30","64798","68076"
"07.07.2016 13:30 - 07.07.2016 13:45","64212","67503"
"07.07.2016 13:45 - 07.07.2016 14:00","63621","67019"
"07.07.2016 14:00 - 07.07.2016 14:15","62976","66764"
"07.07.2016 14:15 - 07.07.2016 14:30","63168","66588"
"07.07.2016 14:30 - 07.07.2016 14:45","63083","66713"
"07.07.2016 14:45 - 07.07.2016 15:00","63501","66341"
"07.07.2016 15:00 - 07.07.2016 15:15","63566","66284"
"07.07.2016 15:15 - 07.07.2016 15:30","62398","66129"
"07.07.2016 15:30 - 07.07.2016 15:45","62198","65733"
"07.07.2016 15:45 - 07.07.2016 16:00","61995","65070"
"07.07.2016 16:00 - 07.07.2016 16:15","61967","64594"
"07.07.2016 16:15 - 07.07.2016 16:30","61725","64054"
"07.07.2016 16:30 - 07.07.2016 16:45","61350","63663"
"07.07.2016 16:45 - 07.07.2016 17:00","60742","63236"
"07.07.2016 17:00 - 07.07.2016 17:15","60408","63206"
"07.07.2016 17:15 - 07.07.2016 17:30","60498","63382"
"07.07.2016 17:30 - 07.07.2016 17:45","60601","63499"
"07.07.2016 17:45 - 07.07.2016 18:00","60470","63390"
"07.07.2016 18:00 - 07.07.2016 18:15","60124","62978"
"07.07.2016 18:15 - 07.07.2016 18:30","59923","62850"
"07.07.2016 18:30 - 07.07.2016 18:45","59924","62824"
"07.07.2016 18:45 - 07.07.2016 19:00","59817","62801"
"07.07.2016 19:00 - 07.07.2016 19:15","60055","62388"
"07.07.2016 19:15 - 07.07.2016 19:30","59947","61857"
"07.07.2016 19:30 - 07.07.2016 19:45","59573","61260"
"07.07.2016 19:45 - 07.07.2016 20:00","59162","60466"
"07.07.2016 20:00 - 07.07.2016 20:15","58608","59359"
"07.07.2016 20:15 - 07.07.2016 20:30","57826","58236"
"07.07.2016 20:30 - 07.07.2016 20:45","57127","57226"
"07.07.2016 20:45 - 07.07.2016 21:00","56551","56263"
"07.07.2016 21:00 - 07.07.2016 21:15","55722","54955"
"07.07.2016 21:15 - 07.07.2016 21:30","54932","54097"
"07.07.2016 21:30 - 07.07.2016 21:45","54505","53452"
"07.07.2016 21:45 - 07.07.2016 22:00","54399","54418"
"07.07.2016 22:00 - 07.07.2016 22:15","54261","54547"
"07.07.2016 22:15 - 07.07.2016 22:30","53593","53847"
"07.07.2016 22:30 - 07.07.2016 22:45","52606","52936"
"07.07.2016 22:45 - 07.07.2016 23:00","51445","52031"
"07.07.2016 23:00 - 07.07.2016 23:15","49997","52116"
"07.07.2016 23:15 - 07.07.2016 23:30","48960","51637"
"07.07.2016 23:30 - 07.07.2016 23:45","48156","50402"
"07.07.2016 23:45 - 08.07.2016 00:00","47458","49670"
"08.07.2016 00:00 - 08.07.2016 00:15","45657","48978"
"08.07.2016 00:15 - 08.07.2016 00:30","44994","48330"
"08.07.2016 00:30 - 08.07.2016 00:45","44427","47567"
"08.07.2016 00:45 - 08.07.2016 01:00","43914","47054"
"08.07.2016 01:00 - 08.07.2016 01:15","43275","46699"
"08.07.2016 01:15 - 08.07.2016 01:30","42869","46200"
"08.07.2016 01:30 - 08.07.2016 01:45","42716","45693"
"08.07.2016 01:45 - 08.07.2016 02:00","42379","45523"
"08.07.2016 02:00 - 08.07.2016 02:15","41964","45222"
"08.07.2016 02:15 - 08.07.2016 02:30","41735","44838"
"08.07.2016 02:30 - 08.07.2016 02:45","41779","44786"
"08.07.2016 02:45 - 08.07.2016 03:00","41887","45022"
"08.07.2016 03:00 - 08.07.2016 03:15","42041","45050"
"08.07.2016 03:15 - 08.07.2016 03:30","42101","44803"
"08.07.2016 03:30 - 08.07.2016 03:45","41994","44982"
"08.07.2016 03:45 - 08.07.2016 04:00","42089","45068"
"08.07.2016 04:00 - 08.07.2016 04:15","42552","45017"
"08.07.2016 04:15 - 08.07.2016 04:30","42822","45351"
"08.07.2016 04:30 - 08.07.2016 04:45","43115","45751"
"08.07.2016 04:45 - 08.07.2016 05:00","43447","46200"
"08.07.2016 05:00 - 08.07.2016 05:15","44387","47366"
"08.07.2016 05:15 - 08.07.2016 05:30","44816","47738"
"08.07.2016 05:30 - 08.07.2016 05:45","45775","48842"
"08.07.2016 05:45 - 08.07.2016 06:00","47138","50001"
"08.07.2016 06:00 - 08.07.2016 06:15","49980","52689"
"08.07.2016 06:15 - 08.07.2016 06:30","52112","54878"
"08.07.2016 06:30 - 08.07.2016 06:45","53788","56638"
"08.07.2016 06:45 - 08.07.2016 07:00","55254","58202"
"08.07.2016 07:00 - 08.07.2016 07:15","57226","60345"
"08.07.2016 07:15 - 08.07.2016 07:30","58533","61656"
"08.07.2016 07:30 - 08.07.2016 07:45","59805","62647"
"08.07.2016 07:45 - 08.07.2016 08:00","60570","63902"
"08.07.2016 08:00 - 08.07.2016 08:15","61756","65098"
"08.07.2016 08:15 - 08.07.2016 08:30","62304","65706"
"08.07.2016 08:30 - 08.07.2016 08:45","62519","66228"
"08.07.2016 08:45 - 08.07.2016 09:00","62576","66472"
"08.07.2016 09:00 - 08.07.2016 09:15","62453","66419"
"08.07.2016 09:15 - 08.07.2016 09:30","63048","66867"
"08.07.2016 09:30 - 08.07.2016 09:45","63407","67629"
"08.07.2016 09:45 - 08.07.2016 10:00","63698","68009"
"08.07.2016 10:00 - 08.07.2016 10:15","64061","68102"
"08.07.2016 10:15 - 08.07.2016 10:30","64366","68175"
"08.07.2016 10:30 - 08.07.2016 10:45","64719","68961"
"08.07.2016 10:45 - 08.07.2016 11:00","65207","69314"
"08.07.2016 11:00 - 08.07.2016 11:15","65484","69464"
"08.07.2016 11:15 - 08.07.2016 11:30","65921","69825"
"08.07.2016 11:30 - 08.07.2016 11:45","65837","70128"
"08.07.2016 11:45 - 08.07.2016 12:00","65486","69907"
"08.07.2016 12:00 - 08.07.2016 12:15","65472","69345"
"08.07.2016 12:15 - 08.07.2016 12:30","65130","68773"
"08.07.2016 12:30 - 08.07.2016 12:45","65064","68778"
"08.07.2016 12:45 - 08.07.2016 13:00","64841","68608"
"08.07.2016 13:00 - 08.07.2016 13:15","64073","68481"
"08.07.2016 13:15 - 08.07.2016 13:30","63926","68203"
"08.07.2016 13:30 - 08.07.2016 13:45","63596","67770"
"08.07.2016 13:45 - 08.07.2016 14:00","62888","67020"
"08.07.2016 14:00 - 08.07.2016 14:15","62464","66857"
"08.07.2016 14:15 - 08.07.2016 14:30","61988","66360"
"08.07.2016 14:30 - 08.07.2016 14:45","61930","66251"
"08.07.2016 14:45 - 08.07.2016 15:00","62323","66124"
"08.07.2016 15:00 - 08.07.2016 15:15","62338","65902"
"08.07.2016 15:15 - 08.07.2016 15:30","61283","65494"
"08.07.2016 15:30 - 08.07.2016 15:45","61039","65162"
"08.07.2016 15:45 - 08.07.2016 16:00","60469","64999"
"08.07.2016 16:00 - 08.07.2016 16:15","60456","64749"
"08.07.2016 16:15 - 08.07.2016 16:30","60441","64424"
"08.07.2016 16:30 - 08.07.2016 16:45","60065","64118"
"08.07.2016 16:45 - 08.07.2016 17:00","59564","63677"
"08.07.2016 17:00 - 08.07.2016 17:15","59419","63656"
"08.07.2016 17:15 - 08.07.2016 17:30","59407","63455"
"08.07.2016 17:30 - 08.07.2016 17:45","59577","63635"
"08.07.2016 17:45 - 08.07.2016 18:00","59213","63650"
"08.07.2016 18:00 - 08.07.2016 18:15","58794","63092"
"08.07.2016 18:15 - 08.07.2016 18:30","58555","62714"
"08.07.2016 18:30 - 08.07.2016 18:45","58446","62533"
"08.07.2016 18:45 - 08.07.2016 19:00","58545","62148"
"08.07.2016 19:00 - 08.07.2016 19:15","58343","62085"
"08.07.2016 19:15 - 08.07.2016 19:30","57893","61317"
"08.07.2016 19:30 - 08.07.2016 19:45","57395","61111"
"08.07.2016 19:45 - 08.07.2016 20:00","56886","60680"
"08.07.2016 20:00 - 08.07.2016 20:15","56376","59796"
"08.07.2016 20:15 - 08.07.2016 20:30","55624","58832"
"08.07.2016 20:30 - 08.07.2016 20:45","54615","57954"
"08.07.2016 20:45 - 08.07.2016 21:00","54070","57257"
"08.07.2016 21:00 - 08.07.2016 21:15","53045","56594"
"08.07.2016 21:15 - 08.07.2016 21:30","52818","55913"
"08.07.2016 21:30 - 08.07.2016 21:45","52271","55569"
"08.07.2016 21:45 - 08.07.2016 22:00","52047","55114"
"08.07.2016 22:00 - 08.07.2016 22:15","51791","55153"
"08.07.2016 22:15 - 08.07.2016 22:30","51328","54759"
"08.07.2016 22:30 - 08.07.2016 22:45","50552","53628"
"08.07.2016 22:45 - 08.07.2016 23:00","49544","53172"
"08.07.2016 23:00 - 08.07.2016 23:15","48316","51523"
"08.07.2016 23:15 - 08.07.2016 23:30","47287","50753"
"08.07.2016 23:30 - 08.07.2016 23:45","46544","49838"
"08.07.2016 23:45 - 09.07.2016 00:00","45556","48826"
"09.07.2016 00:00 - 09.07.2016 00:15","44463","47908"
"09.07.2016 00:15 - 09.07.2016 00:30","43909","47196"
"09.07.2016 00:30 - 09.07.2016 00:45","43426","46582"
"09.07.2016 00:45 - 09.07.2016 01:00","42775","46072"
"09.07.2016 01:00 - 09.07.2016 01:15","42130","45411"
"09.07.2016 01:15 - 09.07.2016 01:30","41656","44870"
"09.07.2016 01:30 - 09.07.2016 01:45","41284","44479"
"09.07.2016 01:45 - 09.07.2016 02:00","40965","44085"
"09.07.2016 02:00 - 09.07.2016 02:15","40459","43870"
"09.07.2016 02:15 - 09.07.2016 02:30","40194","43581"
"09.07.2016 02:30 - 09.07.2016 02:45","40045","43293"
"09.07.2016 02:45 - 09.07.2016 03:00","40154","42936"
"09.07.2016 03:00 - 09.07.2016 03:15","40100","42934"
"09.07.2016 03:15 - 09.07.2016 03:30","39908","42941"
"09.07.2016 03:30 - 09.07.2016 03:45","39766","42727"
"09.07.2016 03:45 - 09.07.2016 04:00","39699","42454"
"09.07.2016 04:00 - 09.07.2016 04:15","39699","42441"
"09.07.2016 04:15 - 09.07.2016 04:30","39717","42762"
"09.07.2016 04:30 - 09.07.2016 04:45","39604","42862"
"09.07.2016 04:45 - 09.07.2016 05:00","39693","42714"
"09.07.2016 05:00 - 09.07.2016 05:15","39866","42519"
"09.07.2016 05:15 - 09.07.2016 05:30","39605","42226"
"09.07.2016 05:30 - 09.07.2016 05:45","39765","42184"
"09.07.2016 05:45 - 09.07.2016 06:00","39899","42111"
"09.07.2016 06:00 - 09.07.2016 06:15","40805","43354"
"09.07.2016 06:15 - 09.07.2016 06:30","41729","43901"
"09.07.2016 06:30 - 09.07.2016 06:45","42251","44713"
"09.07.2016 06:45 - 09.07.2016 07:00","43151","45425"
"09.07.2016 07:00 - 09.07.2016 07:15","44083","46773"
"09.07.2016 07:15 - 09.07.2016 07:30","44763","47512"
"09.07.2016 07:30 - 09.07.2016 07:45","45987","48641"
"09.07.2016 07:45 - 09.07.2016 08:00","46861","49415"
"09.07.2016 08:00 - 09.07.2016 08:15","48214","50634"
"09.07.2016 08:15 - 09.07.2016 08:30","48866","51489"
"09.07.2016 08:30 - 09.07.2016 08:45","49672","52466"
"09.07.2016 08:45 - 09.07.2016 09:00","50217","53475"
"09.07.2016 09:00 - 09.07.2016 09:15","50895","54119"
"09.07.2016 09:15 - 09.07.2016 09:30","51821","54984"
"09.07.2016 09:30 - 09.07.2016 09:45","52335","55615"
"09.07.2016 09:45 - 09.07.2016 10:00","53104","56299"
"09.07.2016 10:00 - 09.07.2016 10:15","53768","56571"
"09.07.2016 10:15 - 09.07.2016 10:30","54074","56947"
"09.07.2016 10:30 - 09.07.2016 10:45","54253","57020"
"09.07.2016 10:45 - 09.07.2016 11:00","54480","57133"
"09.07.2016 11:00 - 09.07.2016 11:15","55105","57137"
"09.07.2016 11:15 - 09.07.2016 11:30","55369","57545"
"09.07.2016 11:30 - 09.07.2016 11:45","55752","57782"
"09.07.2016 11:45 - 09.07.2016 12:00","55231","57609"
"09.07.2016 12:00 - 09.07.2016 12:15","55225","57587"
"09.07.2016 12:15 - 09.07.2016 12:30","54558","57086"
"09.07.2016 12:30 - 09.07.2016 12:45","53803","56830"
"09.07.2016 12:45 - 09.07.2016 13:00","53373","56408"
"09.07.2016 13:00 - 09.07.2016 13:15","52490","55921"
"09.07.2016 13:15 - 09.07.2016 13:30","52323","55380"
"09.07.2016 13:30 - 09.07.2016 13:45","52065","54829"
"09.07.2016 13:45 - 09.07.2016 14:00","51421","54227"
"09.07.2016 14:00 - 09.07.2016 14:15","50873","53857"
"09.07.2016 14:15 - 09.07.2016 14:30","50478","53375"
"09.07.2016 14:30 - 09.07.2016 14:45","50266","52789"
"09.07.2016 14:45 - 09.07.2016 15:00","50836","52705"
"09.07.2016 15:00 - 09.07.2016 15:15","50892","52239"
"09.07.2016 15:15 - 09.07.2016 15:30","50080","52113"
"09.07.2016 15:30 - 09.07.2016 15:45","49522","51811"
"09.07.2016 15:45 - 09.07.2016 16:00","49305","51802"
"09.07.2016 16:00 - 09.07.2016 16:15","49316","51713"
"09.07.2016 16:15 - 09.07.2016 16:30","49897","51757"
"09.07.2016 16:30 - 09.07.2016 16:45","49757","51688"
"09.07.2016 16:45 - 09.07.2016 17:00","49255","51837"
"09.07.2016 17:00 - 09.07.2016 17:15","49313","51969"
"09.07.2016 17:15 - 09.07.2016 17:30","49560","52045"
"09.07.2016 17:30 - 09.07.2016 17:45","50214","52177"
"09.07.2016 17:45 - 09.07.2016 18:00","50101","52273"
"09.07.2016 18:00 - 09.07.2016 18:15","50084","52234"
"09.07.2016 18:15 - 09.07.2016 18:30","50305","52146"
"09.07.2016 18:30 - 09.07.2016 18:45","50509","52101"
"09.07.2016 18:45 - 09.07.2016 19:00","50360","51979"
"09.07.2016 19:00 - 09.07.2016 19:15","50284","51834"
"09.07.2016 19:15 - 09.07.2016 19:30","49818","51389"
"09.07.2016 19:30 - 09.07.2016 19:45","49234","50982"
"09.07.2016 19:45 - 09.07.2016 20:00","48572","50545"
"09.07.2016 20:00 - 09.07.2016 20:15","48427","50062"
"09.07.2016 20:15 - 09.07.2016 20:30","48199","49305"
"09.07.2016 20:30 - 09.07.2016 20:45","46913","48635"
"09.07.2016 20:45 - 09.07.2016 21:00","46640","48219"
"09.07.2016 21:00 - 09.07.2016 21:15","45739","47712"
"09.07.2016 21:15 - 09.07.2016 21:30","45480","47552"
"09.07.2016 21:30 - 09.07.2016 21:45","45505","47567"
"09.07.2016 21:45 - 09.07.2016 22:00","45860","47697"
"09.07.2016 22:00 - 09.07.2016 22:15","46218","48078"
"09.07.2016 22:15 - 09.07.2016 22:30","45807","47902"
"09.07.2016 22:30 - 09.07.2016 22:45","45172","47207"
"09.07.2016 22:45 - 09.07.2016 23:00","44385","46328"
"09.07.2016 23:00 - 09.07.2016 23:15","43181","45686"
"09.07.2016 23:15 - 09.07.2016 23:30","42692","44830"
"09.07.2016 23:30 - 09.07.2016 23:45","41836","44136"
"09.07.2016 23:45 - 10.07.2016 00:00","41348","43233"
"10.07.2016 00:00 - 10.07.2016 00:15","40554","42415"
"10.07.2016 00:15 - 10.07.2016 00:30","40062","41778"
"10.07.2016 00:30 - 10.07.2016 00:45","39404","41134"
"10.07.2016 00:45 - 10.07.2016 01:00","38774","40951"
"10.07.2016 01:00 - 10.07.2016 01:15","38103","40074"
"10.07.2016 01:15 - 10.07.2016 01:30","37699","39992"
"10.07.2016 01:30 - 10.07.2016 01:45","37332","39591"
"10.07.2016 01:45 - 10.07.2016 02:00","37018","39108"
"10.07.2016 02:00 - 10.07.2016 02:15","36541","38789"
"10.07.2016 02:15 - 10.07.2016 02:30","36349","38463"
"10.07.2016 02:30 - 10.07.2016 02:45","36078","38223"
"10.07.2016 02:45 - 10.07.2016 03:00","35926","37944"
"10.07.2016 03:00 - 10.07.2016 03:15","35868","37963"
"10.07.2016 03:15 - 10.07.2016 03:30","35682","37693"
"10.07.2016 03:30 - 10.07.2016 03:45","35708","37683"
"10.07.2016 03:45 - 10.07.2016 04:00","35571","37504"
"10.07.2016 04:00 - 10.07.2016 04:15","35660","37483"
"10.07.2016 04:15 - 10.07.2016 04:30","35690","37411"
"10.07.2016 04:30 - 10.07.2016 04:45","35638","37314"
"10.07.2016 04:45 - 10.07.2016 05:00","35644","37368"
"10.07.2016 05:00 - 10.07.2016 05:15","35587","37318"
"10.07.2016 05:15 - 10.07.2016 05:30","35211","36888"
"10.07.2016 05:30 - 10.07.2016 05:45","35416","36717"
"10.07.2016 05:45 - 10.07.2016 06:00","35427","36836"
"10.07.2016 06:00 - 10.07.2016 06:15","35649","37241"
"10.07.2016 06:15 - 10.07.2016 06:30","36060","37351"
"10.07.2016 06:30 - 10.07.2016 06:45","36328","37639"
"10.07.2016 06:45 - 10.07.2016 07:00","36648","38203"
"10.07.2016 07:00 - 10.07.2016 07:15","37248","39217"
"10.07.2016 07:15 - 10.07.2016 07:30","38031","39893"
"10.07.2016 07:30 - 10.07.2016 07:45","39086","40949"
"10.07.2016 07:45 - 10.07.2016 08:00","39807","41829"
