"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"26.03.2016 03:00 - 26.03.2016 03:15","38985","41352"
"26.03.2016 03:15 - 26.03.2016 03:30","38848","41205"
"26.03.2016 03:30 - 26.03.2016 03:45","39218","41297"
"26.03.2016 03:45 - 26.03.2016 04:00","38978","41276"
"26.03.2016 04:00 - 26.03.2016 04:15","39319","41674"
"26.03.2016 04:15 - 26.03.2016 04:30","39325","41925"
"26.03.2016 04:30 - 26.03.2016 04:45","39492","42158"
"26.03.2016 04:45 - 26.03.2016 05:00","39065","42480"
"26.03.2016 05:00 - 26.03.2016 05:15","40095","42951"
"26.03.2016 05:15 - 26.03.2016 05:30","39688","42821"
"26.03.2016 05:30 - 26.03.2016 05:45","40107","42944"
"26.03.2016 05:45 - 26.03.2016 06:00","40422","42982"
"26.03.2016 06:00 - 26.03.2016 06:15","40554","42789"
"26.03.2016 06:15 - 26.03.2016 06:30","40379","42453"
"26.03.2016 06:30 - 26.03.2016 06:45","40047","42859"
"26.03.2016 06:45 - 26.03.2016 07:00","40490","43525"
"26.03.2016 07:00 - 26.03.2016 07:15","40776","44616"
"26.03.2016 07:15 - 26.03.2016 07:30","41414","45428"
"26.03.2016 07:30 - 26.03.2016 07:45","42957","46428"
"26.03.2016 07:45 - 26.03.2016 08:00","43847","46932"
"26.03.2016 08:00 - 26.03.2016 08:15","45321","48495"
"26.03.2016 08:15 - 26.03.2016 08:30","46327","49100"
"26.03.2016 08:30 - 26.03.2016 08:45","47293","50023"
"26.03.2016 08:45 - 26.03.2016 09:00","47854","50978"
"26.03.2016 09:00 - 26.03.2016 09:15","48884","52194"
"26.03.2016 09:15 - 26.03.2016 09:30","49704","52350"
"26.03.2016 09:30 - 26.03.2016 09:45","50045","52538"
"26.03.2016 09:45 - 26.03.2016 10:00","50697","53335"
"26.03.2016 10:00 - 26.03.2016 10:15","51105","54412"
"26.03.2016 10:15 - 26.03.2016 10:30","51406","54414"
"26.03.2016 10:30 - 26.03.2016 10:45","51649","53853"
"26.03.2016 10:45 - 26.03.2016 11:00","51873","53909"
"26.03.2016 11:00 - 26.03.2016 11:15","52404","54677"
"26.03.2016 11:15 - 26.03.2016 11:30","52743","55039"
"26.03.2016 11:30 - 26.03.2016 11:45","53082","55220"
"26.03.2016 11:45 - 26.03.2016 12:00","53132","54951"
"26.03.2016 12:00 - 26.03.2016 12:15","52512","54696"
"26.03.2016 12:15 - 26.03.2016 12:30","52203","54353"
"26.03.2016 12:30 - 26.03.2016 12:45","51048","53593"
"26.03.2016 12:45 - 26.03.2016 13:00","51030","53074"
"26.03.2016 13:00 - 26.03.2016 13:15","50130","52317"
"26.03.2016 13:15 - 26.03.2016 13:30","50062","51696"
"26.03.2016 13:30 - 26.03.2016 13:45","49700","51702"
"26.03.2016 13:45 - 26.03.2016 14:00","48881","51236"
"26.03.2016 14:00 - 26.03.2016 14:15","48611","51150"
"26.03.2016 14:15 - 26.03.2016 14:30","47917","50399"
"26.03.2016 14:30 - 26.03.2016 14:45","47629","50427"
"26.03.2016 14:45 - 26.03.2016 15:00","48193","50132"
"26.03.2016 15:00 - 26.03.2016 15:15","47985","49969"
"26.03.2016 15:15 - 26.03.2016 15:30","47377","49788"
"26.03.2016 15:30 - 26.03.2016 15:45","47328","49713"
"26.03.2016 15:45 - 26.03.2016 16:00","47189","49268"
"26.03.2016 16:00 - 26.03.2016 16:15","46875","48846"
"26.03.2016 16:15 - 26.03.2016 16:30","47989","49277"
"26.03.2016 16:30 - 26.03.2016 16:45","48135","49454"
"26.03.2016 16:45 - 26.03.2016 17:00","47746","49414"
"26.03.2016 17:00 - 26.03.2016 17:15","48795","49955"
"26.03.2016 17:15 - 26.03.2016 17:30","48567","50512"
"26.03.2016 17:30 - 26.03.2016 17:45","49305","50946"
"26.03.2016 17:45 - 26.03.2016 18:00","49470","51379"
"26.03.2016 18:00 - 26.03.2016 18:15","49724","52271"
"26.03.2016 18:15 - 26.03.2016 18:30","50756","52965"
"26.03.2016 18:30 - 26.03.2016 18:45","51508","53956"
"26.03.2016 18:45 - 26.03.2016 19:00","52831","55156"
"26.03.2016 19:00 - 26.03.2016 19:15","53351","56621"
"26.03.2016 19:15 - 26.03.2016 19:30","53770","57161"
"26.03.2016 19:30 - 26.03.2016 19:45","52817","56827"
"26.03.2016 19:45 - 26.03.2016 20:00","52346","56341"
"26.03.2016 20:00 - 26.03.2016 20:15","52152","55618"
"26.03.2016 20:15 - 26.03.2016 20:30","50304","54800"
"26.03.2016 20:30 - 26.03.2016 20:45","49597","53651"
"26.03.2016 20:45 - 26.03.2016 21:00","48992","52660"
"26.03.2016 21:00 - 26.03.2016 21:15","47954","52151"
"26.03.2016 21:15 - 26.03.2016 21:30","47474","51506"
"26.03.2016 21:30 - 26.03.2016 21:45","48149","50764"
"26.03.2016 21:45 - 26.03.2016 22:00","47319","50115"
"26.03.2016 22:00 - 26.03.2016 22:15","47217","50943"
"26.03.2016 22:15 - 26.03.2016 22:30","47419","50454"
"26.03.2016 22:30 - 26.03.2016 22:45","47407","49331"
"26.03.2016 22:45 - 26.03.2016 23:00","46543","48720"
"26.03.2016 23:00 - 26.03.2016 23:15","45076","47352"
"26.03.2016 23:15 - 26.03.2016 23:30","44546","46480"
"26.03.2016 23:30 - 26.03.2016 23:45","43397","45592"
"26.03.2016 23:45 - 27.03.2016 00:00","42366","44358"
"27.03.2016 00:00 - 27.03.2016 00:15","40589","43533"
"27.03.2016 00:15 - 27.03.2016 00:30","40137","42716"
"27.03.2016 00:30 - 27.03.2016 00:45","39644","42051"
"27.03.2016 00:45 - 27.03.2016 01:00","39195","41646"
"27.03.2016 01:00 - 27.03.2016 01:15","38469","41347"
"27.03.2016 01:15 - 27.03.2016 01:30","38037","40857"
"27.03.2016 01:30 - 27.03.2016 01:45","37751","40608"
"27.03.2016 01:45 - 27.03.2016 02:00","37469","40074"
"27.03.2016 02:00 - 27.03.2016 02:15","",""
"27.03.2016 02:15 - 27.03.2016 02:30","",""
"27.03.2016 02:30 - 27.03.2016 02:45","",""
"27.03.2016 02:45 - 27.03.2016 03:00","",""
"27.03.2016 03:00 - 27.03.2016 03:15","36798","40147"
"27.03.2016 03:15 - 27.03.2016 03:30","36827","39819"
"27.03.2016 03:30 - 27.03.2016 03:45","36990","39812"
"27.03.2016 03:45 - 27.03.2016 04:00","36876","39559"
"27.03.2016 04:00 - 27.03.2016 04:15","36828","39497"
"27.03.2016 04:15 - 27.03.2016 04:30","37153","39723"
"27.03.2016 04:30 - 27.03.2016 04:45","37733","40163"
"27.03.2016 04:45 - 27.03.2016 05:00","37488","40251"
"27.03.2016 05:00 - 27.03.2016 05:15","37728","40943"
"27.03.2016 05:15 - 27.03.2016 05:30","37115","40835"
"27.03.2016 05:30 - 27.03.2016 05:45","37379","40861"
"27.03.2016 05:45 - 27.03.2016 06:00","36972","40625"
"27.03.2016 06:00 - 27.03.2016 06:15","37488","39655"
"27.03.2016 06:15 - 27.03.2016 06:30","36615","39900"
"27.03.2016 06:30 - 27.03.2016 06:45","36977","39863"
"27.03.2016 06:45 - 27.03.2016 07:00","37619","39674"
"27.03.2016 07:00 - 27.03.2016 07:15","37482","39589"
"27.03.2016 07:15 - 27.03.2016 07:30","38256","39494"
"27.03.2016 07:30 - 27.03.2016 07:45","38957","40160"
"27.03.2016 07:45 - 27.03.2016 08:00","40036","41164"
"27.03.2016 08:00 - 27.03.2016 08:15","40579","41951"
"27.03.2016 08:15 - 27.03.2016 08:30","41722","42891"
"27.03.2016 08:30 - 27.03.2016 08:45","42864","43814"
"27.03.2016 08:45 - 27.03.2016 09:00","42776","44856"
"27.03.2016 09:00 - 27.03.2016 09:15","44074","46216"
"27.03.2016 09:15 - 27.03.2016 09:30","44647","47118"
"27.03.2016 09:30 - 27.03.2016 09:45","45363","47640"
"27.03.2016 09:45 - 27.03.2016 10:00","46340","48398"
"27.03.2016 10:00 - 27.03.2016 10:15","46520","48843"
"27.03.2016 10:15 - 27.03.2016 10:30","47441","49198"
"27.03.2016 10:30 - 27.03.2016 10:45","47126","49632"
"27.03.2016 10:45 - 27.03.2016 11:00","48301","50016"
"27.03.2016 11:00 - 27.03.2016 11:15","48427","50555"
"27.03.2016 11:15 - 27.03.2016 11:30","49339","51097"
"27.03.2016 11:30 - 27.03.2016 11:45","50606","51347"
"27.03.2016 11:45 - 27.03.2016 12:00","50122","51358"
"27.03.2016 12:00 - 27.03.2016 12:15","49737","51359"
"27.03.2016 12:15 - 27.03.2016 12:30","49195","50841"
"27.03.2016 12:30 - 27.03.2016 12:45","48432","49802"
"27.03.2016 12:45 - 27.03.2016 13:00","48337","49542"
"27.03.2016 13:00 - 27.03.2016 13:15","47660","48957"
"27.03.2016 13:15 - 27.03.2016 13:30","47232","48130"
"27.03.2016 13:30 - 27.03.2016 13:45","47291","47891"
"27.03.2016 13:45 - 27.03.2016 14:00","46431","47449"
"27.03.2016 14:00 - 27.03.2016 14:15","45931","47310"
"27.03.2016 14:15 - 27.03.2016 14:30","45025","46696"
"27.03.2016 14:30 - 27.03.2016 14:45","45374","46251"
"27.03.2016 14:45 - 27.03.2016 15:00","45175","45640"
"27.03.2016 15:00 - 27.03.2016 15:15","45689","45308"
"27.03.2016 15:15 - 27.03.2016 15:30","45097","45178"
"27.03.2016 15:30 - 27.03.2016 15:45","44350","45016"
"27.03.2016 15:45 - 27.03.2016 16:00","44319","44374"
"27.03.2016 16:00 - 27.03.2016 16:15","43651","44064"
"27.03.2016 16:15 - 27.03.2016 16:30","44933","44193"
"27.03.2016 16:30 - 27.03.2016 16:45","45718","43978"
"27.03.2016 16:45 - 27.03.2016 17:00","45165","44208"
"27.03.2016 17:00 - 27.03.2016 17:15","44821","44353"
"27.03.2016 17:15 - 27.03.2016 17:30","45014","44927"
"27.03.2016 17:30 - 27.03.2016 17:45","45349","45592"
"27.03.2016 17:45 - 27.03.2016 18:00","45893","45814"
"27.03.2016 18:00 - 27.03.2016 18:15","47041","45955"
"27.03.2016 18:15 - 27.03.2016 18:30","46020","46352"
"27.03.2016 18:30 - 27.03.2016 18:45","47327","46333"
"27.03.2016 18:45 - 27.03.2016 19:00","47319","46613"
"27.03.2016 19:00 - 27.03.2016 19:15","47506","46744"
"27.03.2016 19:15 - 27.03.2016 19:30","47274","46844"
"27.03.2016 19:30 - 27.03.2016 19:45","47509","47477"
"27.03.2016 19:45 - 27.03.2016 20:00","47101","48464"
"27.03.2016 20:00 - 27.03.2016 20:15","47241","49671"
"27.03.2016 20:15 - 27.03.2016 20:30","47727","50031"
"27.03.2016 20:30 - 27.03.2016 20:45","46187","49596"
"27.03.2016 20:45 - 27.03.2016 21:00","46384","49211"
"27.03.2016 21:00 - 27.03.2016 21:15","46786","49128"
"27.03.2016 21:15 - 27.03.2016 21:30","46457","48732"
"27.03.2016 21:30 - 27.03.2016 21:45","47004","48596"
"27.03.2016 21:45 - 27.03.2016 22:00","46308","48131"
"27.03.2016 22:00 - 27.03.2016 22:15","46620","49319"
"27.03.2016 22:15 - 27.03.2016 22:30","45983","48927"
"27.03.2016 22:30 - 27.03.2016 22:45","45124","48196"
"27.03.2016 22:45 - 27.03.2016 23:00","44298","47005"
"27.03.2016 23:00 - 27.03.2016 23:15","43204","46591"
"27.03.2016 23:15 - 27.03.2016 23:30","43169","45689"
"27.03.2016 23:30 - 27.03.2016 23:45","41916","44874"
"27.03.2016 23:45 - 28.03.2016 00:00","41339","43691"
"28.03.2016 00:00 - 28.03.2016 00:15","39774","43532"
"28.03.2016 00:15 - 28.03.2016 00:30","39318","42470"
"28.03.2016 00:30 - 28.03.2016 00:45","38617","41963"
"28.03.2016 00:45 - 28.03.2016 01:00","38071","41359"
"28.03.2016 01:00 - 28.03.2016 01:15","37473","40981"
"28.03.2016 01:15 - 28.03.2016 01:30","37389","40432"
"28.03.2016 01:30 - 28.03.2016 01:45","37041","39943"
"28.03.2016 01:45 - 28.03.2016 02:00","36780","39721"
"28.03.2016 02:00 - 28.03.2016 02:15","36461","39359"
"28.03.2016 02:15 - 28.03.2016 02:30","36694","39092"
"28.03.2016 02:30 - 28.03.2016 02:45","36381","38964"
"28.03.2016 02:45 - 28.03.2016 03:00","36234","38922"
"28.03.2016 03:00 - 28.03.2016 03:15","36230","38983"
"28.03.2016 03:15 - 28.03.2016 03:30","36653","39234"
"28.03.2016 03:30 - 28.03.2016 03:45","37038","39401"
"28.03.2016 03:45 - 28.03.2016 04:00","36489","39481"
"28.03.2016 04:00 - 28.03.2016 04:15","37071","39531"
"28.03.2016 04:15 - 28.03.2016 04:30","36908","39624"
"28.03.2016 04:30 - 28.03.2016 04:45","37392","39903"
"28.03.2016 04:45 - 28.03.2016 05:00","37324","40115"
"28.03.2016 05:00 - 28.03.2016 05:15","37857","40842"
"28.03.2016 05:15 - 28.03.2016 05:30","37401","40658"
"28.03.2016 05:30 - 28.03.2016 05:45","37823","40145"
"28.03.2016 05:45 - 28.03.2016 06:00","37861","39927"
"28.03.2016 06:00 - 28.03.2016 06:15","38272","40203"
"28.03.2016 06:15 - 28.03.2016 06:30","38812","40198"
"28.03.2016 06:30 - 28.03.2016 06:45","39233","40032"
"28.03.2016 06:45 - 28.03.2016 07:00","39489","39731"
"28.03.2016 07:00 - 28.03.2016 07:15","40143","40135"
"28.03.2016 07:15 - 28.03.2016 07:30","40634","40042"
"28.03.2016 07:30 - 28.03.2016 07:45","41663","40603"
"28.03.2016 07:45 - 28.03.2016 08:00","41445","41246"
"28.03.2016 08:00 - 28.03.2016 08:15","42569","41997"
"28.03.2016 08:15 - 28.03.2016 08:30","43548","42776"
"28.03.2016 08:30 - 28.03.2016 08:45","44619","43874"
"28.03.2016 08:45 - 28.03.2016 09:00","45299","45130"
"28.03.2016 09:00 - 28.03.2016 09:15","46242","46501"
"28.03.2016 09:15 - 28.03.2016 09:30","47418","47015"
"28.03.2016 09:30 - 28.03.2016 09:45","47503","47832"
"28.03.2016 09:45 - 28.03.2016 10:00","48606","48379"
"28.03.2016 10:00 - 28.03.2016 10:15","48747","49190"
"28.03.2016 10:15 - 28.03.2016 10:30","49449","49495"
"28.03.2016 10:30 - 28.03.2016 10:45","50104","50067"
"28.03.2016 10:45 - 28.03.2016 11:00","50844","50680"
"28.03.2016 11:00 - 28.03.2016 11:15","49663","51473"
"28.03.2016 11:15 - 28.03.2016 11:30","50059","52227"
"28.03.2016 11:30 - 28.03.2016 11:45","50777","53029"
"28.03.2016 11:45 - 28.03.2016 12:00","50189","53351"
"28.03.2016 12:00 - 28.03.2016 12:15","50898","53412"
"28.03.2016 12:15 - 28.03.2016 12:30","49908","52759"
"28.03.2016 12:30 - 28.03.2016 12:45","49409","52450"
"28.03.2016 12:45 - 28.03.2016 13:00","49395","51425"
"28.03.2016 13:00 - 28.03.2016 13:15","48571","51044"
"28.03.2016 13:15 - 28.03.2016 13:30","48144","50341"
"28.03.2016 13:30 - 28.03.2016 13:45","47926","50173"
"28.03.2016 13:45 - 28.03.2016 14:00","47102","49394"
"28.03.2016 14:00 - 28.03.2016 14:15","46751","49696"
"28.03.2016 14:15 - 28.03.2016 14:30","47134","49470"
"28.03.2016 14:30 - 28.03.2016 14:45","46389","49428"
"28.03.2016 14:45 - 28.03.2016 15:00","46513","49376"
"28.03.2016 15:00 - 28.03.2016 15:15","45122","49775"
"28.03.2016 15:15 - 28.03.2016 15:30","46038","49597"
"28.03.2016 15:30 - 28.03.2016 15:45","45084","49090"
"28.03.2016 15:45 - 28.03.2016 16:00","45928","48607"
"28.03.2016 16:00 - 28.03.2016 16:15","45217","48405"
"28.03.2016 16:15 - 28.03.2016 16:30","45446","48198"
"28.03.2016 16:30 - 28.03.2016 16:45","44764","48099"
"28.03.2016 16:45 - 28.03.2016 17:00","45825","48214"
"28.03.2016 17:00 - 28.03.2016 17:15","46492","48500"
"28.03.2016 17:15 - 28.03.2016 17:30","45741","48751"
"28.03.2016 17:30 - 28.03.2016 17:45","46346","49440"
"28.03.2016 17:45 - 28.03.2016 18:00","46603","49915"
"28.03.2016 18:00 - 28.03.2016 18:15","46496","50415"
"28.03.2016 18:15 - 28.03.2016 18:30","47021","50621"
"28.03.2016 18:30 - 28.03.2016 18:45","47599","50935"
"28.03.2016 18:45 - 28.03.2016 19:00","48196","50852"
"28.03.2016 19:00 - 28.03.2016 19:15","49106","51637"
"28.03.2016 19:15 - 28.03.2016 19:30","48382","51499"
"28.03.2016 19:30 - 28.03.2016 19:45","48366","51903"
"28.03.2016 19:45 - 28.03.2016 20:00","48487","52381"
"28.03.2016 20:00 - 28.03.2016 20:15","48649","53341"
"28.03.2016 20:15 - 28.03.2016 20:30","48730","53377"
"28.03.2016 20:30 - 28.03.2016 20:45","49848","52541"
"28.03.2016 20:45 - 28.03.2016 21:00","47690","52019"
"28.03.2016 21:00 - 28.03.2016 21:15","47597","51904"
"28.03.2016 21:15 - 28.03.2016 21:30","47187","51304"
"28.03.2016 21:30 - 28.03.2016 21:45","46697","50764"
"28.03.2016 21:45 - 28.03.2016 22:00","46672","51249"
"28.03.2016 22:00 - 28.03.2016 22:15","46813","51780"
"28.03.2016 22:15 - 28.03.2016 22:30","46136","51475"
"28.03.2016 22:30 - 28.03.2016 22:45","45104","50433"
"28.03.2016 22:45 - 28.03.2016 23:00","44576","49834"
"28.03.2016 23:00 - 28.03.2016 23:15","44780","49007"
"28.03.2016 23:15 - 28.03.2016 23:30","44076","48235"
"28.03.2016 23:30 - 28.03.2016 23:45","43464","47511"
"28.03.2016 23:45 - 29.03.2016 00:00","42800","46467"
"29.03.2016 00:00 - 29.03.2016 00:15","42709","45377"
"29.03.2016 00:15 - 29.03.2016 00:30","42082","44604"
"29.03.2016 00:30 - 29.03.2016 00:45","42151","44160"
"29.03.2016 00:45 - 29.03.2016 01:00","41893","43155"
"29.03.2016 01:00 - 29.03.2016 01:15","41305","42544"
"29.03.2016 01:15 - 29.03.2016 01:30","40855","42209"
"29.03.2016 01:30 - 29.03.2016 01:45","41211","41718"
"29.03.2016 01:45 - 29.03.2016 02:00","41029","41524"
"29.03.2016 02:00 - 29.03.2016 02:15","40736","41826"
"29.03.2016 02:15 - 29.03.2016 02:30","40517","41566"
"29.03.2016 02:30 - 29.03.2016 02:45","40585","41352"
"29.03.2016 02:45 - 29.03.2016 03:00","40717","41307"
"29.03.2016 03:00 - 29.03.2016 03:15","40760","41238"
"29.03.2016 03:15 - 29.03.2016 03:30","41095","41372"
"29.03.2016 03:30 - 29.03.2016 03:45","41551","42103"
"29.03.2016 03:45 - 29.03.2016 04:00","41584","42411"
"29.03.2016 04:00 - 29.03.2016 04:15","42331","42663"
"29.03.2016 04:15 - 29.03.2016 04:30","42761","43390"
"29.03.2016 04:30 - 29.03.2016 04:45","43457","43942"
"29.03.2016 04:45 - 29.03.2016 05:00","43548","44792"
"29.03.2016 05:00 - 29.03.2016 05:15","45637","46588"
"29.03.2016 05:15 - 29.03.2016 05:30","45946","47602"
"29.03.2016 05:30 - 29.03.2016 05:45","47516","49194"
"29.03.2016 05:45 - 29.03.2016 06:00","49202","50559"
"29.03.2016 06:00 - 29.03.2016 06:15","51717","54409"
"29.03.2016 06:15 - 29.03.2016 06:30","53903","56819"
"29.03.2016 06:30 - 29.03.2016 06:45","54722","58561"
"29.03.2016 06:45 - 29.03.2016 07:00","56219","59608"
"29.03.2016 07:00 - 29.03.2016 07:15","57302","60667"
"29.03.2016 07:15 - 29.03.2016 07:30","58688","61823"
"29.03.2016 07:30 - 29.03.2016 07:45","60121","62699"
"29.03.2016 07:45 - 29.03.2016 08:00","60445","63876"
"29.03.2016 08:00 - 29.03.2016 08:15","62042","65270"
"29.03.2016 08:15 - 29.03.2016 08:30","62723","66088"
"29.03.2016 08:30 - 29.03.2016 08:45","63215","66704"
"29.03.2016 08:45 - 29.03.2016 09:00","63151","66984"
"29.03.2016 09:00 - 29.03.2016 09:15","62852","67141"
"29.03.2016 09:15 - 29.03.2016 09:30","63798","67467"
"29.03.2016 09:30 - 29.03.2016 09:45","63478","67910"
"29.03.2016 09:45 - 29.03.2016 10:00","64132","68437"
"29.03.2016 10:00 - 29.03.2016 10:15","64316","68830"
"29.03.2016 10:15 - 29.03.2016 10:30","64586","69324"
"29.03.2016 10:30 - 29.03.2016 10:45","65303","69640"
"29.03.2016 10:45 - 29.03.2016 11:00","65086","69871"
"29.03.2016 11:00 - 29.03.2016 11:15","65636","70217"
"29.03.2016 11:15 - 29.03.2016 11:30","65915","70560"
"29.03.2016 11:30 - 29.03.2016 11:45","66384","70909"
"29.03.2016 11:45 - 29.03.2016 12:00","66165","70827"
"29.03.2016 12:00 - 29.03.2016 12:15","66210","70536"
"29.03.2016 12:15 - 29.03.2016 12:30","65553","70290"
"29.03.2016 12:30 - 29.03.2016 12:45","65107","70113"
"29.03.2016 12:45 - 29.03.2016 13:00","65349","69616"
"29.03.2016 13:00 - 29.03.2016 13:15","64999","69381"
"29.03.2016 13:15 - 29.03.2016 13:30","65215","68919"
"29.03.2016 13:30 - 29.03.2016 13:45","64274","68566"
"29.03.2016 13:45 - 29.03.2016 14:00","63195","67771"
"29.03.2016 14:00 - 29.03.2016 14:15","63514","67771"
"29.03.2016 14:15 - 29.03.2016 14:30","63078","67716"
"29.03.2016 14:30 - 29.03.2016 14:45","62773","67249"
"29.03.2016 14:45 - 29.03.2016 15:00","63530","66813"
"29.03.2016 15:00 - 29.03.2016 15:15","63177","66836"
"29.03.2016 15:15 - 29.03.2016 15:30","62889","66716"
"29.03.2016 15:30 - 29.03.2016 15:45","62053","66371"
"29.03.2016 15:45 - 29.03.2016 16:00","61093","65495"
"29.03.2016 16:00 - 29.03.2016 16:15","61089","64977"
"29.03.2016 16:15 - 29.03.2016 16:30","61297","64767"
"29.03.2016 16:30 - 29.03.2016 16:45","61322","64415"
"29.03.2016 16:45 - 29.03.2016 17:00","60730","64155"
"29.03.2016 17:00 - 29.03.2016 17:15","60981","63834"
"29.03.2016 17:15 - 29.03.2016 17:30","60277","63855"
"29.03.2016 17:30 - 29.03.2016 17:45","60967","63989"
"29.03.2016 17:45 - 29.03.2016 18:00","60961","63720"
"29.03.2016 18:00 - 29.03.2016 18:15","60861","63701"
"29.03.2016 18:15 - 29.03.2016 18:30","60854","63462"
"29.03.2016 18:30 - 29.03.2016 18:45","61574","63584"
"29.03.2016 18:45 - 29.03.2016 19:00","62603","63601"
"29.03.2016 19:00 - 29.03.2016 19:15","62944","63588"
"29.03.2016 19:15 - 29.03.2016 19:30","62258","63438"
"29.03.2016 19:30 - 29.03.2016 19:45","62129","63560"
"29.03.2016 19:45 - 29.03.2016 20:00","61586","64219"
"29.03.2016 20:00 - 29.03.2016 20:15","61066","64364"
"29.03.2016 20:15 - 29.03.2016 20:30","59537","64444"
"29.03.2016 20:30 - 29.03.2016 20:45","58812","63785"
"29.03.2016 20:45 - 29.03.2016 21:00","58297","62629"
"29.03.2016 21:00 - 29.03.2016 21:15","57484","62099"
"29.03.2016 21:15 - 29.03.2016 21:30","57125","61227"
"29.03.2016 21:30 - 29.03.2016 21:45","56659","60505"
"29.03.2016 21:45 - 29.03.2016 22:00","55457","59472"
"29.03.2016 22:00 - 29.03.2016 22:15","54612","59347"
"29.03.2016 22:15 - 29.03.2016 22:30","54210","58509"
"29.03.2016 22:30 - 29.03.2016 22:45","53063","57550"
"29.03.2016 22:45 - 29.03.2016 23:00","51819","56621"
"29.03.2016 23:00 - 29.03.2016 23:15","50875","55632"
"29.03.2016 23:15 - 29.03.2016 23:30","49915","54247"
"29.03.2016 23:30 - 29.03.2016 23:45","48027","52932"
"29.03.2016 23:45 - 30.03.2016 00:00","47479","52097"
"30.03.2016 00:00 - 30.03.2016 00:15","45364","51387"
"30.03.2016 00:15 - 30.03.2016 00:30","44776","50239"
"30.03.2016 00:30 - 30.03.2016 00:45","44189","49406"
"30.03.2016 00:45 - 30.03.2016 01:00","43585","48803"
"30.03.2016 01:00 - 30.03.2016 01:15","42971","47743"
"30.03.2016 01:15 - 30.03.2016 01:30","42486","47410"
"30.03.2016 01:30 - 30.03.2016 01:45","42156","47165"
"30.03.2016 01:45 - 30.03.2016 02:00","41944","47267"
"30.03.2016 02:00 - 30.03.2016 02:15","41553","46503"
"30.03.2016 02:15 - 30.03.2016 02:30","41533","46257"
"30.03.2016 02:30 - 30.03.2016 02:45","41449","46553"
"30.03.2016 02:45 - 30.03.2016 03:00","41448","46696"
"30.03.2016 03:00 - 30.03.2016 03:15","41524","47122"
"30.03.2016 03:15 - 30.03.2016 03:30","41714","46798"
"30.03.2016 03:30 - 30.03.2016 03:45","41946","47072"
"30.03.2016 03:45 - 30.03.2016 04:00","41807","47414"
"30.03.2016 04:00 - 30.03.2016 04:15","42407","48167"
"30.03.2016 04:15 - 30.03.2016 04:30","42699","48631"
"30.03.2016 04:30 - 30.03.2016 04:45","43043","49065"
"30.03.2016 04:45 - 30.03.2016 05:00","43277","49571"
"30.03.2016 05:00 - 30.03.2016 05:15","44833","50859"
"30.03.2016 05:15 - 30.03.2016 05:30","44975","51511"
"30.03.2016 05:30 - 30.03.2016 05:45","46324","52606"
"30.03.2016 05:45 - 30.03.2016 06:00","47375","53711"
"30.03.2016 06:00 - 30.03.2016 06:15","50114","56457"
"30.03.2016 06:15 - 30.03.2016 06:30","51944","58485"
"30.03.2016 06:30 - 30.03.2016 06:45","54045","60192"
"30.03.2016 06:45 - 30.03.2016 07:00","54477","61256"
"30.03.2016 07:00 - 30.03.2016 07:15","56688","62553"
"30.03.2016 07:15 - 30.03.2016 07:30","57679","63727"
"30.03.2016 07:30 - 30.03.2016 07:45","59011","64939"
"30.03.2016 07:45 - 30.03.2016 08:00","59360","65596"
"30.03.2016 08:00 - 30.03.2016 08:15","60649","66534"
"30.03.2016 08:15 - 30.03.2016 08:30","61197","67537"
"30.03.2016 08:30 - 30.03.2016 08:45","61614","67809"
"30.03.2016 08:45 - 30.03.2016 09:00","61709","68122"
"30.03.2016 09:00 - 30.03.2016 09:15","61507","68126"
"30.03.2016 09:15 - 30.03.2016 09:30","62411","68646"
"30.03.2016 09:30 - 30.03.2016 09:45","62315","69226"
"30.03.2016 09:45 - 30.03.2016 10:00","62697","69542"
"30.03.2016 10:00 - 30.03.2016 10:15","62568","69799"
"30.03.2016 10:15 - 30.03.2016 10:30","63104","69956"
"30.03.2016 10:30 - 30.03.2016 10:45","63762","70442"
"30.03.2016 10:45 - 30.03.2016 11:00","63787","70785"
"30.03.2016 11:00 - 30.03.2016 11:15","64279","71371"
"30.03.2016 11:15 - 30.03.2016 11:30","64600","71911"
"30.03.2016 11:30 - 30.03.2016 11:45","65071","72399"
"30.03.2016 11:45 - 30.03.2016 12:00","64397","72326"
"30.03.2016 12:00 - 30.03.2016 12:15","64456","71653"
"30.03.2016 12:15 - 30.03.2016 12:30","64409","71208"
"30.03.2016 12:30 - 30.03.2016 12:45","63948","70962"
"30.03.2016 12:45 - 30.03.2016 13:00","64129","70774"
"30.03.2016 13:00 - 30.03.2016 13:15","63944","70796"
"30.03.2016 13:15 - 30.03.2016 13:30","63645","70354"
"30.03.2016 13:30 - 30.03.2016 13:45","63525","69780"
"30.03.2016 13:45 - 30.03.2016 14:00","62814","68991"
"30.03.2016 14:00 - 30.03.2016 14:15","62116","69630"
"30.03.2016 14:15 - 30.03.2016 14:30","62048","69185"
"30.03.2016 14:30 - 30.03.2016 14:45","61366","68489"
"30.03.2016 14:45 - 30.03.2016 15:00","61983","68184"
"30.03.2016 15:00 - 30.03.2016 15:15","61955","68010"
"30.03.2016 15:15 - 30.03.2016 15:30","61255","67158"
"30.03.2016 15:30 - 30.03.2016 15:45","60750","66407"
"30.03.2016 15:45 - 30.03.2016 16:00","60180","65965"
