"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"22.03.2018 01:30 - 22.03.2018 01:45","51384","55619"
"22.03.2018 01:45 - 22.03.2018 02:00","51109","55419"
"22.03.2018 02:00 - 22.03.2018 02:15","50797","54491"
"22.03.2018 02:15 - 22.03.2018 02:30","50662","54473"
"22.03.2018 02:30 - 22.03.2018 02:45","50700","54696"
"22.03.2018 02:45 - 22.03.2018 03:00","50808","54695"
"22.03.2018 03:00 - 22.03.2018 03:15","50974","54931"
"22.03.2018 03:15 - 22.03.2018 03:30","51051","54904"
"22.03.2018 03:30 - 22.03.2018 03:45","51153","55376"
"22.03.2018 03:45 - 22.03.2018 04:00","51368","55520"
"22.03.2018 04:00 - 22.03.2018 04:15","51847","55870"
"22.03.2018 04:15 - 22.03.2018 04:30","52176","56178"
"22.03.2018 04:30 - 22.03.2018 04:45","52687","56713"
"22.03.2018 04:45 - 22.03.2018 05:00","53246","57324"
"22.03.2018 05:00 - 22.03.2018 05:15","54300","58484"
"22.03.2018 05:15 - 22.03.2018 05:30","54877","59359"
"22.03.2018 05:30 - 22.03.2018 05:45","55932","60608"
"22.03.2018 05:45 - 22.03.2018 06:00","57311","61763"
"22.03.2018 06:00 - 22.03.2018 06:15","59548","63968"
"22.03.2018 06:15 - 22.03.2018 06:30","61377","65762"
"22.03.2018 06:30 - 22.03.2018 06:45","62766","67358"
"22.03.2018 06:45 - 22.03.2018 07:00","64057","68545"
"22.03.2018 07:00 - 22.03.2018 07:15","65403","70131"
"22.03.2018 07:15 - 22.03.2018 07:30","66466","70748"
"22.03.2018 07:30 - 22.03.2018 07:45","68279","71576"
"22.03.2018 07:45 - 22.03.2018 08:00","68785","72318"
"22.03.2018 08:00 - 22.03.2018 08:15","69577","73269"
"22.03.2018 08:15 - 22.03.2018 08:30","70300","73729"
"22.03.2018 08:30 - 22.03.2018 08:45","70840","73957"
"22.03.2018 08:45 - 22.03.2018 09:00","71070","74159"
"22.03.2018 09:00 - 22.03.2018 09:15","70725","73848"
"22.03.2018 09:15 - 22.03.2018 09:30","70918","74321"
"22.03.2018 09:30 - 22.03.2018 09:45","71325","74395"
"22.03.2018 09:45 - 22.03.2018 10:00","71533","74692"
"22.03.2018 10:00 - 22.03.2018 10:15","71768","74531"
"22.03.2018 10:15 - 22.03.2018 10:30","71842","74679"
"22.03.2018 10:30 - 22.03.2018 10:45","72161","75124"
"22.03.2018 10:45 - 22.03.2018 11:00","72348","75164"
"22.03.2018 11:00 - 22.03.2018 11:15","72356","75158"
"22.03.2018 11:15 - 22.03.2018 11:30","72732","75348"
"22.03.2018 11:30 - 22.03.2018 11:45","72909","75585"
"22.03.2018 11:45 - 22.03.2018 12:00","72609","75445"
"22.03.2018 12:00 - 22.03.2018 12:15","72216","75183"
"22.03.2018 12:15 - 22.03.2018 12:30","72088","74988"
"22.03.2018 12:30 - 22.03.2018 12:45","71640","74725"
"22.03.2018 12:45 - 22.03.2018 13:00","71887","74756"
"22.03.2018 13:00 - 22.03.2018 13:15","71638","75252"
"22.03.2018 13:15 - 22.03.2018 13:30","71548","74783"
"22.03.2018 13:30 - 22.03.2018 13:45","71376","74297"
"22.03.2018 13:45 - 22.03.2018 14:00","70654","73616"
"22.03.2018 14:00 - 22.03.2018 14:15","70535","73500"
"22.03.2018 14:15 - 22.03.2018 14:30","70180","73607"
"22.03.2018 14:30 - 22.03.2018 14:45","70348","73421"
"22.03.2018 14:45 - 22.03.2018 15:00","69987","72950"
"22.03.2018 15:00 - 22.03.2018 15:15","69393","73050"
"22.03.2018 15:15 - 22.03.2018 15:30","69580","72764"
"22.03.2018 15:30 - 22.03.2018 15:45","68984","71992"
"22.03.2018 15:45 - 22.03.2018 16:00","68331","71503"
"22.03.2018 16:00 - 22.03.2018 16:15","68212","71486"
"22.03.2018 16:15 - 22.03.2018 16:30","67462","71095"
"22.03.2018 16:30 - 22.03.2018 16:45","66844","70831"
"22.03.2018 16:45 - 22.03.2018 17:00","67785","70747"
"22.03.2018 17:00 - 22.03.2018 17:15","68023","71069"
"22.03.2018 17:15 - 22.03.2018 17:30","68028","70731"
"22.03.2018 17:30 - 22.03.2018 17:45","68363","70818"
"22.03.2018 17:45 - 22.03.2018 18:00","68401","71063"
"22.03.2018 18:00 - 22.03.2018 18:15","68303","71587"
"22.03.2018 18:15 - 22.03.2018 18:30","68663","71567"
"22.03.2018 18:30 - 22.03.2018 18:45","69442","72073"
"22.03.2018 18:45 - 22.03.2018 19:00","70250","72893"
"22.03.2018 19:00 - 22.03.2018 19:15","70438","73233"
"22.03.2018 19:15 - 22.03.2018 19:30","70131","72602"
"22.03.2018 19:30 - 22.03.2018 19:45","69727","72072"
"22.03.2018 19:45 - 22.03.2018 20:00","69172","71571"
"22.03.2018 20:00 - 22.03.2018 20:15","68045","70502"
"22.03.2018 20:15 - 22.03.2018 20:30","66688","69276"
"22.03.2018 20:30 - 22.03.2018 20:45","65702","68040"
"22.03.2018 20:45 - 22.03.2018 21:00","64786","66959"
"22.03.2018 21:00 - 22.03.2018 21:15","64014","65865"
"22.03.2018 21:15 - 22.03.2018 21:30","63357","65029"
"22.03.2018 21:30 - 22.03.2018 21:45","62543","64167"
"22.03.2018 21:45 - 22.03.2018 22:00","61893","63343"
"22.03.2018 22:00 - 22.03.2018 22:15","61671","63040"
"22.03.2018 22:15 - 22.03.2018 22:30","61074","62398"
"22.03.2018 22:30 - 22.03.2018 22:45","60082","61427"
"22.03.2018 22:45 - 22.03.2018 23:00","58928","60419"
"22.03.2018 23:00 - 22.03.2018 23:15","57523","59435"
"22.03.2018 23:15 - 22.03.2018 23:30","56502","58460"
"22.03.2018 23:30 - 22.03.2018 23:45","55712","57756"
"22.03.2018 23:45 - 23.03.2018 00:00","54730","56998"
"23.03.2018 00:00 - 23.03.2018 00:15","54253","56090"
"23.03.2018 00:15 - 23.03.2018 00:30","53367","55330"
"23.03.2018 00:30 - 23.03.2018 00:45","52829","54806"
"23.03.2018 00:45 - 23.03.2018 01:00","52308","54346"
"23.03.2018 01:00 - 23.03.2018 01:15","51768","53832"
"23.03.2018 01:15 - 23.03.2018 01:30","51311","53136"
"23.03.2018 01:30 - 23.03.2018 01:45","51142","52597"
"23.03.2018 01:45 - 23.03.2018 02:00","50798","52229"
"23.03.2018 02:00 - 23.03.2018 02:15","50501","51938"
"23.03.2018 02:15 - 23.03.2018 02:30","50467","51717"
"23.03.2018 02:30 - 23.03.2018 02:45","50550","51704"
"23.03.2018 02:45 - 23.03.2018 03:00","50692","51538"
"23.03.2018 03:00 - 23.03.2018 03:15","50813","51777"
"23.03.2018 03:15 - 23.03.2018 03:30","50882","51751"
"23.03.2018 03:30 - 23.03.2018 03:45","51041","51701"
"23.03.2018 03:45 - 23.03.2018 04:00","51226","51972"
"23.03.2018 04:00 - 23.03.2018 04:15","51702","52426"
"23.03.2018 04:15 - 23.03.2018 04:30","52036","52690"
"23.03.2018 04:30 - 23.03.2018 04:45","52527","53355"
"23.03.2018 04:45 - 23.03.2018 05:00","53189","53798"
"23.03.2018 05:00 - 23.03.2018 05:15","54004","55095"
"23.03.2018 05:15 - 23.03.2018 05:30","54611","55874"
"23.03.2018 05:30 - 23.03.2018 05:45","55861","56916"
"23.03.2018 05:45 - 23.03.2018 06:00","57205","57961"
"23.03.2018 06:00 - 23.03.2018 06:15","59717","60424"
"23.03.2018 06:15 - 23.03.2018 06:30","61842","61999"
"23.03.2018 06:30 - 23.03.2018 06:45","63062","63565"
"23.03.2018 06:45 - 23.03.2018 07:00","64258","65073"
"23.03.2018 07:00 - 23.03.2018 07:15","65648","66805"
"23.03.2018 07:15 - 23.03.2018 07:30","66335","67858"
"23.03.2018 07:30 - 23.03.2018 07:45","66354","68692"
"23.03.2018 07:45 - 23.03.2018 08:00","67002","69415"
"23.03.2018 08:00 - 23.03.2018 08:15","68067","70321"
"23.03.2018 08:15 - 23.03.2018 08:30","68423","70838"
"23.03.2018 08:30 - 23.03.2018 08:45","68751","71148"
"23.03.2018 08:45 - 23.03.2018 09:00","68856","71336"
"23.03.2018 09:00 - 23.03.2018 09:15","68748","70883"
"23.03.2018 09:15 - 23.03.2018 09:30","68872","71112"
"23.03.2018 09:30 - 23.03.2018 09:45","69025","71229"
"23.03.2018 09:45 - 23.03.2018 10:00","69575","71682"
"23.03.2018 10:00 - 23.03.2018 10:15","69528","71516"
"23.03.2018 10:15 - 23.03.2018 10:30","69848","72154"
"23.03.2018 10:30 - 23.03.2018 10:45","70080","72431"
"23.03.2018 10:45 - 23.03.2018 11:00","70243","73026"
"23.03.2018 11:00 - 23.03.2018 11:15","70623","72774"
"23.03.2018 11:15 - 23.03.2018 11:30","70625","73214"
"23.03.2018 11:30 - 23.03.2018 11:45","70788","73253"
"23.03.2018 11:45 - 23.03.2018 12:00","70450","72936"
"23.03.2018 12:00 - 23.03.2018 12:15","70103","72690"
"23.03.2018 12:15 - 23.03.2018 12:30","70162","72270"
"23.03.2018 12:30 - 23.03.2018 12:45","69873","72414"
"23.03.2018 12:45 - 23.03.2018 13:00","69945","72177"
"23.03.2018 13:00 - 23.03.2018 13:15","69701","71696"
"23.03.2018 13:15 - 23.03.2018 13:30","69137","71096"
"23.03.2018 13:30 - 23.03.2018 13:45","68774","70944"
"23.03.2018 13:45 - 23.03.2018 14:00","67933","70123"
"23.03.2018 14:00 - 23.03.2018 14:15","67751","70022"
"23.03.2018 14:15 - 23.03.2018 14:30","67357","69770"
"23.03.2018 14:30 - 23.03.2018 14:45","67421","69324"
"23.03.2018 14:45 - 23.03.2018 15:00","67059","69074"
"23.03.2018 15:00 - 23.03.2018 15:15","66348","69008"
"23.03.2018 15:15 - 23.03.2018 15:30","66421","68545"
"23.03.2018 15:30 - 23.03.2018 15:45","66103","67989"
"23.03.2018 15:45 - 23.03.2018 16:00","65813","67587"
"23.03.2018 16:00 - 23.03.2018 16:15","65777","67445"
"23.03.2018 16:15 - 23.03.2018 16:30","65149","67448"
"23.03.2018 16:30 - 23.03.2018 16:45","64446","67206"
"23.03.2018 16:45 - 23.03.2018 17:00","65552","67328"
"23.03.2018 17:00 - 23.03.2018 17:15","65953","67612"
"23.03.2018 17:15 - 23.03.2018 17:30","65825","67615"
"23.03.2018 17:30 - 23.03.2018 17:45","65997","67671"
"23.03.2018 17:45 - 23.03.2018 18:00","66272","67992"
"23.03.2018 18:00 - 23.03.2018 18:15","66394","67994"
"23.03.2018 18:15 - 23.03.2018 18:30","66881","68108"
"23.03.2018 18:30 - 23.03.2018 18:45","67734","68893"
"23.03.2018 18:45 - 23.03.2018 19:00","68408","69696"
"23.03.2018 19:00 - 23.03.2018 19:15","68690","70199"
"23.03.2018 19:15 - 23.03.2018 19:30","68389","69719"
"23.03.2018 19:30 - 23.03.2018 19:45","68103","69108"
"23.03.2018 19:45 - 23.03.2018 20:00","67300","68655"
"23.03.2018 20:00 - 23.03.2018 20:15","66073","67461"
"23.03.2018 20:15 - 23.03.2018 20:30","64556","66250"
"23.03.2018 20:30 - 23.03.2018 20:45","63541","65035"
"23.03.2018 20:45 - 23.03.2018 21:00","62641","64075"
"23.03.2018 21:00 - 23.03.2018 21:15","61680","63200"
"23.03.2018 21:15 - 23.03.2018 21:30","61176","62576"
"23.03.2018 21:30 - 23.03.2018 21:45","60534","62017"
"23.03.2018 21:45 - 23.03.2018 22:00","59817","60753"
"23.03.2018 22:00 - 23.03.2018 22:15","59811","60732"
"23.03.2018 22:15 - 23.03.2018 22:30","59063","60230"
"23.03.2018 22:30 - 23.03.2018 22:45","58501","59536"
"23.03.2018 22:45 - 23.03.2018 23:00","57219","58645"
"23.03.2018 23:00 - 23.03.2018 23:15","55983","57495"
"23.03.2018 23:15 - 23.03.2018 23:30","54967","56532"
"23.03.2018 23:30 - 23.03.2018 23:45","54009","55707"
"23.03.2018 23:45 - 24.03.2018 00:00","53057","54740"
"24.03.2018 00:00 - 24.03.2018 00:15","51697","54175"
"24.03.2018 00:15 - 24.03.2018 00:30","50772","53187"
"24.03.2018 00:30 - 24.03.2018 00:45","50180","52493"
"24.03.2018 00:45 - 24.03.2018 01:00","49638","52005"
"24.03.2018 01:00 - 24.03.2018 01:15","49140","51337"
"24.03.2018 01:15 - 24.03.2018 01:30","48740","50878"
"24.03.2018 01:30 - 24.03.2018 01:45","48349","50469"
"24.03.2018 01:45 - 24.03.2018 02:00","48019","50271"
"24.03.2018 02:00 - 24.03.2018 02:15","47742","49615"
"24.03.2018 02:15 - 24.03.2018 02:30","47476","49577"
"24.03.2018 02:30 - 24.03.2018 02:45","47467","49155"
"24.03.2018 02:45 - 24.03.2018 03:00","47494","49413"
"24.03.2018 03:00 - 24.03.2018 03:15","47525","49205"
"24.03.2018 03:15 - 24.03.2018 03:30","47594","49207"
"24.03.2018 03:30 - 24.03.2018 03:45","47539","49252"
"24.03.2018 03:45 - 24.03.2018 04:00","47525","49197"
"24.03.2018 04:00 - 24.03.2018 04:15","47743","49493"
"24.03.2018 04:15 - 24.03.2018 04:30","47883","49716"
"24.03.2018 04:30 - 24.03.2018 04:45","48018","49618"
"24.03.2018 04:45 - 24.03.2018 05:00","48147","49864"
"24.03.2018 05:00 - 24.03.2018 05:15","48502","49828"
"24.03.2018 05:15 - 24.03.2018 05:30","48441","49702"
"24.03.2018 05:30 - 24.03.2018 05:45","48822","49802"
"24.03.2018 05:45 - 24.03.2018 06:00","49161","49440"
"24.03.2018 06:00 - 24.03.2018 06:15","49448","49480"
"24.03.2018 06:15 - 24.03.2018 06:30","50252","49291"
"24.03.2018 06:30 - 24.03.2018 06:45","50820","49814"
"24.03.2018 06:45 - 24.03.2018 07:00","51422","50377"
"24.03.2018 07:00 - 24.03.2018 07:15","52263","51406"
"24.03.2018 07:15 - 24.03.2018 07:30","52988","52169"
"24.03.2018 07:30 - 24.03.2018 07:45","53908","53040"
"24.03.2018 07:45 - 24.03.2018 08:00","54600","53854"
"24.03.2018 08:00 - 24.03.2018 08:15","55662","55046"
"24.03.2018 08:15 - 24.03.2018 08:30","56502","55966"
"24.03.2018 08:30 - 24.03.2018 08:45","57166","56667"
"24.03.2018 08:45 - 24.03.2018 09:00","57791","57404"
"24.03.2018 09:00 - 24.03.2018 09:15","58423","57990"
"24.03.2018 09:15 - 24.03.2018 09:30","59052","58333"
"24.03.2018 09:30 - 24.03.2018 09:45","59710","58835"
"24.03.2018 09:45 - 24.03.2018 10:00","60096","59456"
"24.03.2018 10:00 - 24.03.2018 10:15","60436","59554"
"24.03.2018 10:15 - 24.03.2018 10:30","60816","59517"
"24.03.2018 10:30 - 24.03.2018 10:45","61092","59679"
"24.03.2018 10:45 - 24.03.2018 11:00","61192","60163"
"24.03.2018 11:00 - 24.03.2018 11:15","61347","60295"
"24.03.2018 11:15 - 24.03.2018 11:30","61695","60476"
"24.03.2018 11:30 - 24.03.2018 11:45","61882","60548"
"24.03.2018 11:45 - 24.03.2018 12:00","61286","60420"
"24.03.2018 12:00 - 24.03.2018 12:15","61177","59939"
"24.03.2018 12:15 - 24.03.2018 12:30","61081","59390"
"24.03.2018 12:30 - 24.03.2018 12:45","60744","59148"
"24.03.2018 12:45 - 24.03.2018 13:00","60316","58548"
"24.03.2018 13:00 - 24.03.2018 13:15","59978","57864"
"24.03.2018 13:15 - 24.03.2018 13:30","59527","57356"
"24.03.2018 13:30 - 24.03.2018 13:45","59284","56939"
"24.03.2018 13:45 - 24.03.2018 14:00","58388","56222"
"24.03.2018 14:00 - 24.03.2018 14:15","58017","55782"
"24.03.2018 14:15 - 24.03.2018 14:30","57404","55187"
"24.03.2018 14:30 - 24.03.2018 14:45","57480","55119"
"24.03.2018 14:45 - 24.03.2018 15:00","57671","54484"
"24.03.2018 15:00 - 24.03.2018 15:15","57671","54914"
"24.03.2018 15:15 - 24.03.2018 15:30","57085","54151"
"24.03.2018 15:30 - 24.03.2018 15:45","57042","53807"
"24.03.2018 15:45 - 24.03.2018 16:00","56941","53775"
"24.03.2018 16:00 - 24.03.2018 16:15","57084","53744"
"24.03.2018 16:15 - 24.03.2018 16:30","57274","53450"
"24.03.2018 16:30 - 24.03.2018 16:45","57580","53487"
"24.03.2018 16:45 - 24.03.2018 17:00","57522","53577"
"24.03.2018 17:00 - 24.03.2018 17:15","57941","54174"
"24.03.2018 17:15 - 24.03.2018 17:30","58053","54196"
"24.03.2018 17:30 - 24.03.2018 17:45","58677","54795"
"24.03.2018 17:45 - 24.03.2018 18:00","58760","55434"
"24.03.2018 18:00 - 24.03.2018 18:15","59424","56342"
"24.03.2018 18:15 - 24.03.2018 18:30","60101","56737"
"24.03.2018 18:30 - 24.03.2018 18:45","60706","57530"
"24.03.2018 18:45 - 24.03.2018 19:00","61307","58661"
"24.03.2018 19:00 - 24.03.2018 19:15","61591","59680"
"24.03.2018 19:15 - 24.03.2018 19:30","61302","59564"
"24.03.2018 19:30 - 24.03.2018 19:45","60886","59351"
"24.03.2018 19:45 - 24.03.2018 20:00","60206","58885"
"24.03.2018 20:00 - 24.03.2018 20:15","58905","57774"
"24.03.2018 20:15 - 24.03.2018 20:30","57752","56698"
"24.03.2018 20:30 - 24.03.2018 20:45","56565","55624"
"24.03.2018 20:45 - 24.03.2018 21:00","55804","54898"
"24.03.2018 21:00 - 24.03.2018 21:15","55011","54317"
"24.03.2018 21:15 - 24.03.2018 21:30","54639","53776"
"24.03.2018 21:30 - 24.03.2018 21:45","54444","53524"
"24.03.2018 21:45 - 24.03.2018 22:00","54038","53004"
"24.03.2018 22:00 - 24.03.2018 22:15","54460","53819"
"24.03.2018 22:15 - 24.03.2018 22:30","53778","53295"
"24.03.2018 22:30 - 24.03.2018 22:45","53118","52643"
"24.03.2018 22:45 - 24.03.2018 23:00","51998","52093"
"24.03.2018 23:00 - 24.03.2018 23:15","50934","51037"
"24.03.2018 23:15 - 24.03.2018 23:30","50225","50412"
"24.03.2018 23:30 - 24.03.2018 23:45","49562","49598"
"24.03.2018 23:45 - 25.03.2018 00:00","48992","48976"
"25.03.2018 00:00 - 25.03.2018 00:15","49731","48205"
"25.03.2018 00:15 - 25.03.2018 00:30","49062","47269"
"25.03.2018 00:30 - 25.03.2018 00:45","48480","46863"
"25.03.2018 00:45 - 25.03.2018 01:00","47860","46348"
"25.03.2018 01:00 - 25.03.2018 01:15","47432","45986"
"25.03.2018 01:15 - 25.03.2018 01:30","46948","45688"
"25.03.2018 01:30 - 25.03.2018 01:45","46642","44953"
"25.03.2018 01:45 - 25.03.2018 02:00","46072","33385"
"25.03.2018 02:00 - 25.03.2018 02:15","",""
"25.03.2018 02:15 - 25.03.2018 02:30","",""
"25.03.2018 02:30 - 25.03.2018 02:45","",""
"25.03.2018 02:45 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 03:15","45451","44565"
"25.03.2018 03:15 - 25.03.2018 03:30","45485","44483"
"25.03.2018 03:30 - 25.03.2018 03:45","45138","44625"
"25.03.2018 03:45 - 25.03.2018 04:00","45538","44547"
"25.03.2018 04:00 - 25.03.2018 04:15","45686","44412"
"25.03.2018 04:15 - 25.03.2018 04:30","45371","44434"
"25.03.2018 04:30 - 25.03.2018 04:45","45599","44605"
"25.03.2018 04:45 - 25.03.2018 05:00","45597","44650"
"25.03.2018 05:00 - 25.03.2018 05:15","45787","44588"
"25.03.2018 05:15 - 25.03.2018 05:30","45625","44237"
"25.03.2018 05:30 - 25.03.2018 05:45","45478","44320"
"25.03.2018 05:45 - 25.03.2018 06:00","45569","44221"
"25.03.2018 06:00 - 25.03.2018 06:15","44734","43501"
"25.03.2018 06:15 - 25.03.2018 06:30","45230","43453"
"25.03.2018 06:30 - 25.03.2018 06:45","45938","43684"
"25.03.2018 06:45 - 25.03.2018 07:00","46645","43668"
"25.03.2018 07:00 - 25.03.2018 07:15","46899","43873"
"25.03.2018 07:15 - 25.03.2018 07:30","47065","43733"
"25.03.2018 07:30 - 25.03.2018 07:45","47435","44088"
"25.03.2018 07:45 - 25.03.2018 08:00","48230","44790"
"25.03.2018 08:00 - 25.03.2018 08:15","49481","45693"
"25.03.2018 08:15 - 25.03.2018 08:30","50560","46621"
"25.03.2018 08:30 - 25.03.2018 08:45","51397","47333"
"25.03.2018 08:45 - 25.03.2018 09:00","52336","48151"
"25.03.2018 09:00 - 25.03.2018 09:15","53550","49118"
"25.03.2018 09:15 - 25.03.2018 09:30","54134","49872"
"25.03.2018 09:30 - 25.03.2018 09:45","54860","50749"
"25.03.2018 09:45 - 25.03.2018 10:00","55180","51344"
"25.03.2018 10:00 - 25.03.2018 10:15","55372","51800"
"25.03.2018 10:15 - 25.03.2018 10:30","55731","52171"
"25.03.2018 10:30 - 25.03.2018 10:45","56217","52614"
"25.03.2018 10:45 - 25.03.2018 11:00","56716","53117"
"25.03.2018 11:00 - 25.03.2018 11:15","56872","53672"
"25.03.2018 11:15 - 25.03.2018 11:30","57284","54189"
"25.03.2018 11:30 - 25.03.2018 11:45","57653","54375"
"25.03.2018 11:45 - 25.03.2018 12:00","56708","54367"
"25.03.2018 12:00 - 25.03.2018 12:15","57582","53992"
"25.03.2018 12:15 - 25.03.2018 12:30","57787","53845"
"25.03.2018 12:30 - 25.03.2018 12:45","57524","53662"
"25.03.2018 12:45 - 25.03.2018 13:00","56722","53167"
"25.03.2018 13:00 - 25.03.2018 13:15","56040","52522"
"25.03.2018 13:15 - 25.03.2018 13:30","55950","52158"
"25.03.2018 13:30 - 25.03.2018 13:45","55296","51591"
"25.03.2018 13:45 - 25.03.2018 14:00","54278","50946"
"25.03.2018 14:00 - 25.03.2018 14:15","53903","50595"
"25.03.2018 14:15 - 25.03.2018 14:30","53587","50009"
"25.03.2018 14:30 - 25.03.2018 14:45","53527","50157"
"25.03.2018 14:45 - 25.03.2018 15:00","53848","49938"
"25.03.2018 15:00 - 25.03.2018 15:15","53686","49886"
"25.03.2018 15:15 - 25.03.2018 15:30","52993","49500"
"25.03.2018 15:30 - 25.03.2018 15:45","52878","49302"
"25.03.2018 15:45 - 25.03.2018 16:00","52597","49096"
"25.03.2018 16:00 - 25.03.2018 16:15","52787","48877"
"25.03.2018 16:15 - 25.03.2018 16:30","52657","48855"
"25.03.2018 16:30 - 25.03.2018 16:45","52826","48510"
"25.03.2018 16:45 - 25.03.2018 17:00","51988","48461"
"25.03.2018 17:00 - 25.03.2018 17:15","53339","49427"
"25.03.2018 17:15 - 25.03.2018 17:30","53360","49705"
"25.03.2018 17:30 - 25.03.2018 17:45","54062","50291"
"25.03.2018 17:45 - 25.03.2018 18:00","54042","50510"
"25.03.2018 18:00 - 25.03.2018 18:15","54748","51385"
"25.03.2018 18:15 - 25.03.2018 18:30","55293","52148"
"25.03.2018 18:30 - 25.03.2018 18:45","55734","52581"
"25.03.2018 18:45 - 25.03.2018 19:00","56457","52904"
"25.03.2018 19:00 - 25.03.2018 19:15","56260","53579"
"25.03.2018 19:15 - 25.03.2018 19:30","56914","54112"
"25.03.2018 19:30 - 25.03.2018 19:45","57239","54593"
"25.03.2018 19:45 - 25.03.2018 20:00","56781","55059"
"25.03.2018 20:00 - 25.03.2018 20:15","57616","56185"
"25.03.2018 20:15 - 25.03.2018 20:30","57446","56109"
"25.03.2018 20:30 - 25.03.2018 20:45","56168","55461"
"25.03.2018 20:45 - 25.03.2018 21:00","55676","54691"
"25.03.2018 21:00 - 25.03.2018 21:15","54750","54560"
"25.03.2018 21:15 - 25.03.2018 21:30","54062","54310"
"25.03.2018 21:30 - 25.03.2018 21:45","53915","54223"
"25.03.2018 21:45 - 25.03.2018 22:00","54288","54168"
"25.03.2018 22:00 - 25.03.2018 22:15","54865","54959"
"25.03.2018 22:15 - 25.03.2018 22:30","54647","54716"
"25.03.2018 22:30 - 25.03.2018 22:45","54120","54026"
"25.03.2018 22:45 - 25.03.2018 23:00","52716","53243"
"25.03.2018 23:00 - 25.03.2018 23:15","52001","52295"
"25.03.2018 23:15 - 25.03.2018 23:30","51294","51706"
"25.03.2018 23:30 - 25.03.2018 23:45","50685","50927"
"25.03.2018 23:45 - 26.03.2018 00:00","49819","50114"
"26.03.2018 00:00 - 26.03.2018 00:15","48294","49008"
"26.03.2018 00:15 - 26.03.2018 00:30","47604","48176"
"26.03.2018 00:30 - 26.03.2018 00:45","47022","47635"
"26.03.2018 00:45 - 26.03.2018 01:00","46504","46908"
"26.03.2018 01:00 - 26.03.2018 01:15","46253","46730"
"26.03.2018 01:15 - 26.03.2018 01:30","45883","46183"
"26.03.2018 01:30 - 26.03.2018 01:45","45732","46101"
"26.03.2018 01:45 - 26.03.2018 02:00","45567","45706"
"26.03.2018 02:00 - 26.03.2018 02:15","45220","45321"
"26.03.2018 02:15 - 26.03.2018 02:30","45236","45316"
"26.03.2018 02:30 - 26.03.2018 02:45","45208","45500"
"26.03.2018 02:45 - 26.03.2018 03:00","45389","45566"
"26.03.2018 03:00 - 26.03.2018 03:15","45624","45735"
"26.03.2018 03:15 - 26.03.2018 03:30","45827","45879"
"26.03.2018 03:30 - 26.03.2018 03:45","46067","46264"
"26.03.2018 03:45 - 26.03.2018 04:00","46423","46560"
"26.03.2018 04:00 - 26.03.2018 04:15","47058","46991"
"26.03.2018 04:15 - 26.03.2018 04:30","47484","47553"
"26.03.2018 04:30 - 26.03.2018 04:45","48193","48320"
"26.03.2018 04:45 - 26.03.2018 05:00","49033","48949"
"26.03.2018 05:00 - 26.03.2018 05:15","50393","50642"
"26.03.2018 05:15 - 26.03.2018 05:30","51428","51464"
"26.03.2018 05:30 - 26.03.2018 05:45","52881","52466"
"26.03.2018 05:45 - 26.03.2018 06:00","54552","53900"
"26.03.2018 06:00 - 26.03.2018 06:15","57292","56743"
"26.03.2018 06:15 - 26.03.2018 06:30","59502","58768"
"26.03.2018 06:30 - 26.03.2018 06:45","60912","60589"
"26.03.2018 06:45 - 26.03.2018 07:00","62483","62277"
"26.03.2018 07:00 - 26.03.2018 07:15","63642","64095"
"26.03.2018 07:15 - 26.03.2018 07:30","64502","64935"
"26.03.2018 07:30 - 26.03.2018 07:45","65336","65853"
"26.03.2018 07:45 - 26.03.2018 08:00","65616","66646"
"26.03.2018 08:00 - 26.03.2018 08:15","66659","67828"
"26.03.2018 08:15 - 26.03.2018 08:30","67173","68220"
"26.03.2018 08:30 - 26.03.2018 08:45","67419","68697"
"26.03.2018 08:45 - 26.03.2018 09:00","67617","68959"
"26.03.2018 09:00 - 26.03.2018 09:15","67377","68875"
"26.03.2018 09:15 - 26.03.2018 09:30","67806","69608"
"26.03.2018 09:30 - 26.03.2018 09:45","68238","69941"
"26.03.2018 09:45 - 26.03.2018 10:00","68497","70353"
"26.03.2018 10:00 - 26.03.2018 10:15","68613","70397"
"26.03.2018 10:15 - 26.03.2018 10:30","68822","70758"
"26.03.2018 10:30 - 26.03.2018 10:45","69109","70700"
"26.03.2018 10:45 - 26.03.2018 11:00","69153","70695"
"26.03.2018 11:00 - 26.03.2018 11:15","68659","70787"
"26.03.2018 11:15 - 26.03.2018 11:30","68637","71362"
"26.03.2018 11:30 - 26.03.2018 11:45","69115","71558"
"26.03.2018 11:45 - 26.03.2018 12:00","68608","71312"
"26.03.2018 12:00 - 26.03.2018 12:15","68766","70945"
"26.03.2018 12:15 - 26.03.2018 12:30","68191","70934"
"26.03.2018 12:30 - 26.03.2018 12:45","68036","71185"
"26.03.2018 12:45 - 26.03.2018 13:00","68143","71052"
"26.03.2018 13:00 - 26.03.2018 13:15","68093","70495"
"26.03.2018 13:15 - 26.03.2018 13:30","67558","70194"
"26.03.2018 13:30 - 26.03.2018 13:45","66894","69811"
"26.03.2018 13:45 - 26.03.2018 14:00","66680","69020"
"26.03.2018 14:00 - 26.03.2018 14:15","66261","68954"
"26.03.2018 14:15 - 26.03.2018 14:30","66595","69011"
