"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"21.06.2015 20:15 - 21.06.2015 20:30","39517","48427"
"21.06.2015 20:30 - 21.06.2015 20:45","39120","47954"
"21.06.2015 20:45 - 21.06.2015 21:00","38930","47582"
"21.06.2015 21:00 - 21.06.2015 21:15","38927","47641"
"21.06.2015 21:15 - 21.06.2015 21:30","38806","47406"
"21.06.2015 21:30 - 21.06.2015 21:45","38747","47619"
"21.06.2015 21:45 - 21.06.2015 22:00","39089","47939"
"21.06.2015 22:00 - 21.06.2015 22:15","39608","48685"
"21.06.2015 22:15 - 21.06.2015 22:30","39393","48629"
"21.06.2015 22:30 - 21.06.2015 22:45","38758","48060"
"21.06.2015 22:45 - 21.06.2015 23:00","38100","47340"
"21.06.2015 23:00 - 21.06.2015 23:15","37330","46645"
"21.06.2015 23:15 - 21.06.2015 23:30","36525","45634"
"21.06.2015 23:30 - 21.06.2015 23:45","35934","44890"
"21.06.2015 23:45 - 22.06.2015 00:00","40469","43982"
"22.06.2015 00:00 - 22.06.2015 00:15","40312","43436"
"22.06.2015 00:15 - 22.06.2015 00:30","39785","42903"
"22.06.2015 00:30 - 22.06.2015 00:45","39268","42182"
"22.06.2015 00:45 - 22.06.2015 01:00","38766","41742"
"22.06.2015 01:00 - 22.06.2015 01:15","38342","41487"
"22.06.2015 01:15 - 22.06.2015 01:30","38021","41204"
"22.06.2015 01:30 - 22.06.2015 01:45","37805","40686"
"22.06.2015 01:45 - 22.06.2015 02:00","37497","40642"
"22.06.2015 02:00 - 22.06.2015 02:15","37278","40379"
"22.06.2015 02:15 - 22.06.2015 02:30","37043","40244"
"22.06.2015 02:30 - 22.06.2015 02:45","37132","40176"
"22.06.2015 02:45 - 22.06.2015 03:00","37044","40351"
"22.06.2015 03:00 - 22.06.2015 03:15","37270","40476"
"22.06.2015 03:15 - 22.06.2015 03:30","37147","40688"
"22.06.2015 03:30 - 22.06.2015 03:45","37433","40716"
"22.06.2015 03:45 - 22.06.2015 04:00","37484","40866"
"22.06.2015 04:00 - 22.06.2015 04:15","38042","41565"
"22.06.2015 04:15 - 22.06.2015 04:30","38467","41752"
"22.06.2015 04:30 - 22.06.2015 04:45","38999","42104"
"22.06.2015 04:45 - 22.06.2015 05:00","39599","42720"
"22.06.2015 05:00 - 22.06.2015 05:15","40996","43808"
"22.06.2015 05:15 - 22.06.2015 05:30","41418","44501"
"22.06.2015 05:30 - 22.06.2015 05:45","42874","45956"
"22.06.2015 05:45 - 22.06.2015 06:00","44611","47648"
"22.06.2015 06:00 - 22.06.2015 06:15","48189","51068"
"22.06.2015 06:15 - 22.06.2015 06:30","50707","53468"
"22.06.2015 06:30 - 22.06.2015 06:45","52658","55446"
"22.06.2015 06:45 - 22.06.2015 07:00","54450","57074"
"22.06.2015 07:00 - 22.06.2015 07:15","56567","59136"
"22.06.2015 07:15 - 22.06.2015 07:30","57998","60530"
"22.06.2015 07:30 - 22.06.2015 07:45","59170","61532"
"22.06.2015 07:45 - 22.06.2015 08:00","59837","62509"
"22.06.2015 08:00 - 22.06.2015 08:15","60851","63886"
"22.06.2015 08:15 - 22.06.2015 08:30","61243","64537"
"22.06.2015 08:30 - 22.06.2015 08:45","61779","63709"
"22.06.2015 08:45 - 22.06.2015 09:00","61927","63930"
"22.06.2015 09:00 - 22.06.2015 09:15","61872","63741"
"22.06.2015 09:15 - 22.06.2015 09:30","62106","64245"
"22.06.2015 09:30 - 22.06.2015 09:45","62486","65127"
"22.06.2015 09:45 - 22.06.2015 10:00","62930","65743"
"22.06.2015 10:00 - 22.06.2015 10:15","63442","66014"
"22.06.2015 10:15 - 22.06.2015 10:30","63804","66307"
"22.06.2015 10:30 - 22.06.2015 10:45","64143","66752"
"22.06.2015 10:45 - 22.06.2015 11:00","64487","66982"
"22.06.2015 11:00 - 22.06.2015 11:15","64972","67575"
"22.06.2015 11:15 - 22.06.2015 11:30","65190","67954"
"22.06.2015 11:30 - 22.06.2015 11:45","65365","68234"
"22.06.2015 11:45 - 22.06.2015 12:00","65471","68378"
"22.06.2015 12:00 - 22.06.2015 12:15","64853","67745"
"22.06.2015 12:15 - 22.06.2015 12:30","64598","67697"
"22.06.2015 12:30 - 22.06.2015 12:45","64526","67516"
"22.06.2015 12:45 - 22.06.2015 13:00","64503","67512"
"22.06.2015 13:00 - 22.06.2015 13:15","64739","67935"
"22.06.2015 13:15 - 22.06.2015 13:30","64433","67308"
"22.06.2015 13:30 - 22.06.2015 13:45","63995","66995"
"22.06.2015 13:45 - 22.06.2015 14:00","63799","66330"
"22.06.2015 14:00 - 22.06.2015 14:15","63454","65857"
"22.06.2015 14:15 - 22.06.2015 14:30","63321","65967"
"22.06.2015 14:30 - 22.06.2015 14:45","62953","65577"
"22.06.2015 14:45 - 22.06.2015 15:00","62828","65146"
"22.06.2015 15:00 - 22.06.2015 15:15","62809","65218"
"22.06.2015 15:15 - 22.06.2015 15:30","62365","65049"
"22.06.2015 15:30 - 22.06.2015 15:45","61865","64676"
"22.06.2015 15:45 - 22.06.2015 16:00","61515","64190"
"22.06.2015 16:00 - 22.06.2015 16:15","61188","63644"
"22.06.2015 16:15 - 22.06.2015 16:30","60809","63624"
"22.06.2015 16:30 - 22.06.2015 16:45","60318","63298"
"22.06.2015 16:45 - 22.06.2015 17:00","59991","63116"
"22.06.2015 17:00 - 22.06.2015 17:15","59723","62990"
"22.06.2015 17:15 - 22.06.2015 17:30","59927","62917"
"22.06.2015 17:30 - 22.06.2015 17:45","59878","63215"
"22.06.2015 17:45 - 22.06.2015 18:00","59791","63323"
"22.06.2015 18:00 - 22.06.2015 18:15","59394","62922"
"22.06.2015 18:15 - 22.06.2015 18:30","59320","62746"
"22.06.2015 18:30 - 22.06.2015 18:45","59477","62584"
"22.06.2015 18:45 - 22.06.2015 19:00","59377","62532"
"22.06.2015 19:00 - 22.06.2015 19:15","59307","62203"
"22.06.2015 19:15 - 22.06.2015 19:30","58833","61433"
"22.06.2015 19:30 - 22.06.2015 19:45","58565","61257"
"22.06.2015 19:45 - 22.06.2015 20:00","58300","61073"
"22.06.2015 20:00 - 22.06.2015 20:15","57620","60178"
"22.06.2015 20:15 - 22.06.2015 20:30","56625","59241"
"22.06.2015 20:30 - 22.06.2015 20:45","55829","58681"
"22.06.2015 20:45 - 22.06.2015 21:00","55152","57988"
"22.06.2015 21:00 - 22.06.2015 21:15","54660","57614"
"22.06.2015 21:15 - 22.06.2015 21:30","54131","57273"
"22.06.2015 21:30 - 22.06.2015 21:45","53529","56726"
"22.06.2015 21:45 - 22.06.2015 22:00","52789","56170"
"22.06.2015 22:00 - 22.06.2015 22:15","52548","55467"
"22.06.2015 22:15 - 22.06.2015 22:30","51929","54304"
"22.06.2015 22:30 - 22.06.2015 22:45","50788","52922"
"22.06.2015 22:45 - 22.06.2015 23:00","49607","51780"
"22.06.2015 23:00 - 22.06.2015 23:15","48377","50193"
"22.06.2015 23:15 - 22.06.2015 23:30","47074","49062"
"22.06.2015 23:30 - 22.06.2015 23:45","46132","48123"
"22.06.2015 23:45 - 23.06.2015 00:00","45177","47206"
"23.06.2015 00:00 - 23.06.2015 00:15","44649","46547"
"23.06.2015 00:15 - 23.06.2015 00:30","44001","45772"
"23.06.2015 00:30 - 23.06.2015 00:45","43545","45024"
"23.06.2015 00:45 - 23.06.2015 01:00","43057","44514"
"23.06.2015 01:00 - 23.06.2015 01:15","42312","44345"
"23.06.2015 01:15 - 23.06.2015 01:30","42074","44025"
"23.06.2015 01:30 - 23.06.2015 01:45","41891","43740"
"23.06.2015 01:45 - 23.06.2015 02:00","41574","43437"
"23.06.2015 02:00 - 23.06.2015 02:15","41104","43129"
"23.06.2015 02:15 - 23.06.2015 02:30","40797","43031"
"23.06.2015 02:30 - 23.06.2015 02:45","40850","42873"
"23.06.2015 02:45 - 23.06.2015 03:00","41001","42895"
"23.06.2015 03:00 - 23.06.2015 03:15","40995","43071"
"23.06.2015 03:15 - 23.06.2015 03:30","41040","43116"
"23.06.2015 03:30 - 23.06.2015 03:45","41177","43190"
"23.06.2015 03:45 - 23.06.2015 04:00","41188","43404"
"23.06.2015 04:00 - 23.06.2015 04:15","41672","43962"
"23.06.2015 04:15 - 23.06.2015 04:30","42044","44263"
"23.06.2015 04:30 - 23.06.2015 04:45","42462","44764"
"23.06.2015 04:45 - 23.06.2015 05:00","42887","45269"
"23.06.2015 05:00 - 23.06.2015 05:15","43767","46135"
"23.06.2015 05:15 - 23.06.2015 05:30","43939","46412"
"23.06.2015 05:30 - 23.06.2015 05:45","45160","47608"
"23.06.2015 05:45 - 23.06.2015 06:00","46503","48864"
"23.06.2015 06:00 - 23.06.2015 06:15","49444","52343"
"23.06.2015 06:15 - 23.06.2015 06:30","51836","54550"
"23.06.2015 06:30 - 23.06.2015 06:45","53663","56291"
"23.06.2015 06:45 - 23.06.2015 07:00","55119","57862"
"23.06.2015 07:00 - 23.06.2015 07:15","56895","60159"
"23.06.2015 07:15 - 23.06.2015 07:30","59005","61301"
"23.06.2015 07:30 - 23.06.2015 07:45","60026","62286"
"23.06.2015 07:45 - 23.06.2015 08:00","60687","63337"
"23.06.2015 08:00 - 23.06.2015 08:15","61605","64151"
"23.06.2015 08:15 - 23.06.2015 08:30","61839","64574"
"23.06.2015 08:30 - 23.06.2015 08:45","62152","64870"
"23.06.2015 08:45 - 23.06.2015 09:00","62324","65006"
"23.06.2015 09:00 - 23.06.2015 09:15","62119","66377"
"23.06.2015 09:15 - 23.06.2015 09:30","62364","66817"
"23.06.2015 09:30 - 23.06.2015 09:45","62779","67100"
"23.06.2015 09:45 - 23.06.2015 10:00","63220","67699"
"23.06.2015 10:00 - 23.06.2015 10:15","63778","68131"
"23.06.2015 10:15 - 23.06.2015 10:30","64159","68533"
"23.06.2015 10:30 - 23.06.2015 10:45","64640","68850"
"23.06.2015 10:45 - 23.06.2015 11:00","65150","69003"
"23.06.2015 11:00 - 23.06.2015 11:15","65544","69634"
"23.06.2015 11:15 - 23.06.2015 11:30","65834","69995"
"23.06.2015 11:30 - 23.06.2015 11:45","66077","70445"
"23.06.2015 11:45 - 23.06.2015 12:00","66139","69748"
"23.06.2015 12:00 - 23.06.2015 12:15","65556","68841"
"23.06.2015 12:15 - 23.06.2015 12:30","65190","68551"
"23.06.2015 12:30 - 23.06.2015 12:45","64986","68252"
"23.06.2015 12:45 - 23.06.2015 13:00","65043","68115"
"23.06.2015 13:00 - 23.06.2015 13:15","65341","68448"
"23.06.2015 13:15 - 23.06.2015 13:30","64766","68276"
"23.06.2015 13:30 - 23.06.2015 13:45","64133","67821"
"23.06.2015 13:45 - 23.06.2015 14:00","63774","67279"
"23.06.2015 14:00 - 23.06.2015 14:15","63465","67040"
"23.06.2015 14:15 - 23.06.2015 14:30","63449","66803"
"23.06.2015 14:30 - 23.06.2015 14:45","63138","66536"
"23.06.2015 14:45 - 23.06.2015 15:00","63035","66463"
"23.06.2015 15:00 - 23.06.2015 15:15","62717","66347"
"23.06.2015 15:15 - 23.06.2015 15:30","62274","66053"
"23.06.2015 15:30 - 23.06.2015 15:45","61964","65682"
"23.06.2015 15:45 - 23.06.2015 16:00","61472","65423"
"23.06.2015 16:00 - 23.06.2015 16:15","61382","65295"
"23.06.2015 16:15 - 23.06.2015 16:30","61052","65273"
"23.06.2015 16:30 - 23.06.2015 16:45","60634","64973"
"23.06.2015 16:45 - 23.06.2015 17:00","60321","64387"
"23.06.2015 17:00 - 23.06.2015 17:15","59958","64411"
"23.06.2015 17:15 - 23.06.2015 17:30","60246","64166"
"23.06.2015 17:30 - 23.06.2015 17:45","60261","64087"
"23.06.2015 17:45 - 23.06.2015 18:00","60157","63886"
"23.06.2015 18:00 - 23.06.2015 18:15","59782","63696"
"23.06.2015 18:15 - 23.06.2015 18:30","59575","63605"
"23.06.2015 18:30 - 23.06.2015 18:45","59791","63592"
"23.06.2015 18:45 - 23.06.2015 19:00","59651","63496"
"23.06.2015 19:00 - 23.06.2015 19:15","59588","63400"
"23.06.2015 19:15 - 23.06.2015 19:30","59000","63214"
"23.06.2015 19:30 - 23.06.2015 19:45","58765","62655"
"23.06.2015 19:45 - 23.06.2015 20:00","58470","62219"
"23.06.2015 20:00 - 23.06.2015 20:15","57765","61047"
"23.06.2015 20:15 - 23.06.2015 20:30","56678","60148"
"23.06.2015 20:30 - 23.06.2015 20:45","55887","59536"
"23.06.2015 20:45 - 23.06.2015 21:00","55240","59057"
"23.06.2015 21:00 - 23.06.2015 21:15","54661","58501"
"23.06.2015 21:15 - 23.06.2015 21:30","54236","58274"
"23.06.2015 21:30 - 23.06.2015 21:45","53671","57800"
"23.06.2015 21:45 - 23.06.2015 22:00","53006","57318"
"23.06.2015 22:00 - 23.06.2015 22:15","52897","56844"
"23.06.2015 22:15 - 23.06.2015 22:30","52209","56231"
"23.06.2015 22:30 - 23.06.2015 22:45","50965","55192"
"23.06.2015 22:45 - 23.06.2015 23:00","49889","54072"
"23.06.2015 23:00 - 23.06.2015 23:15","48804","52738"
"23.06.2015 23:15 - 23.06.2015 23:30","47462","51667"
"23.06.2015 23:30 - 23.06.2015 23:45","46428","50688"
"23.06.2015 23:45 - 24.06.2015 00:00","45453","49755"
"24.06.2015 00:00 - 24.06.2015 00:15","38086","49115"
"24.06.2015 00:15 - 24.06.2015 00:30","37727","48392"
"24.06.2015 00:30 - 24.06.2015 00:45","37150","47971"
"24.06.2015 00:45 - 24.06.2015 01:00","36753","47435"
"24.06.2015 01:00 - 24.06.2015 01:15","36215","46623"
"24.06.2015 01:15 - 24.06.2015 01:30","35860","46278"
"24.06.2015 01:30 - 24.06.2015 01:45","35674","46014"
"24.06.2015 01:45 - 24.06.2015 02:00","35378","45582"
"24.06.2015 02:00 - 24.06.2015 02:15","34986","45431"
"24.06.2015 02:15 - 24.06.2015 02:30","34737","45235"
"24.06.2015 02:30 - 24.06.2015 02:45","34783","45284"
"24.06.2015 02:45 - 24.06.2015 03:00","34841","45074"
"24.06.2015 03:00 - 24.06.2015 03:15","35013","45511"
"24.06.2015 03:15 - 24.06.2015 03:30","34953","45522"
"24.06.2015 03:30 - 24.06.2015 03:45","35117","45457"
"24.06.2015 03:45 - 24.06.2015 04:00","35164","45668"
"24.06.2015 04:00 - 24.06.2015 04:15","35591","46138"
"24.06.2015 04:15 - 24.06.2015 04:30","35764","46483"
"24.06.2015 04:30 - 24.06.2015 04:45","36226","46924"
"24.06.2015 04:45 - 24.06.2015 05:00","36729","47470"
"24.06.2015 05:00 - 24.06.2015 05:15","37459","48166"
"24.06.2015 05:15 - 24.06.2015 05:30","37619","48820"
"24.06.2015 05:30 - 24.06.2015 05:45","38554","49897"
"24.06.2015 05:45 - 24.06.2015 06:00","39849","51364"
"24.06.2015 06:00 - 24.06.2015 06:15","42422","54435"
"24.06.2015 06:15 - 24.06.2015 06:30","44218","56612"
"24.06.2015 06:30 - 24.06.2015 06:45","45797","58390"
"24.06.2015 06:45 - 24.06.2015 07:00","47016","60076"
"24.06.2015 07:00 - 24.06.2015 07:15","48900","62183"
"24.06.2015 07:15 - 24.06.2015 07:30","49170","63350"
"24.06.2015 07:30 - 24.06.2015 07:45","50016","64359"
"24.06.2015 07:45 - 24.06.2015 08:00","50625","65230"
"24.06.2015 08:00 - 24.06.2015 08:15","51545","66180"
"24.06.2015 08:15 - 24.06.2015 08:30","52198","66741"
"24.06.2015 08:30 - 24.06.2015 08:45","52653","66845"
"24.06.2015 08:45 - 24.06.2015 09:00","52673","67142"
"24.06.2015 09:00 - 24.06.2015 09:15","52522","66840"
"24.06.2015 09:15 - 24.06.2015 09:30","52958","67413"
"24.06.2015 09:30 - 24.06.2015 09:45","53572","67889"
"24.06.2015 09:45 - 24.06.2015 10:00","53962","68550"
"24.06.2015 10:00 - 24.06.2015 10:15","54211","68846"
"24.06.2015 10:15 - 24.06.2015 10:30","54593","69445"
"24.06.2015 10:30 - 24.06.2015 10:45","54879","69873"
"24.06.2015 10:45 - 24.06.2015 11:00","55115","70186"
"24.06.2015 11:00 - 24.06.2015 11:15","55620","70152"
"24.06.2015 11:15 - 24.06.2015 11:30","55609","70289"
"24.06.2015 11:30 - 24.06.2015 11:45","56000","70579"
"24.06.2015 11:45 - 24.06.2015 12:00","56185","70349"
"24.06.2015 12:00 - 24.06.2015 12:15","55454","69637"
"24.06.2015 12:15 - 24.06.2015 12:30","55307","69071"
"24.06.2015 12:30 - 24.06.2015 12:45","55019","68771"
"24.06.2015 12:45 - 24.06.2015 13:00","54845","68585"
"24.06.2015 13:00 - 24.06.2015 13:15","55255","68161"
"24.06.2015 13:15 - 24.06.2015 13:30","55212","68067"
"24.06.2015 13:30 - 24.06.2015 13:45","54516","67457"
"24.06.2015 13:45 - 24.06.2015 14:00","54005","66767"
"24.06.2015 14:00 - 24.06.2015 14:15","53514","66525"
"24.06.2015 14:15 - 24.06.2015 14:30","53360","66536"
"24.06.2015 14:30 - 24.06.2015 14:45","52961","66421"
"24.06.2015 14:45 - 24.06.2015 15:00","53066","66214"
"24.06.2015 15:00 - 24.06.2015 15:15","53065","65642"
"24.06.2015 15:15 - 24.06.2015 15:30","52762","65466"
"24.06.2015 15:30 - 24.06.2015 15:45","52434","65036"
"24.06.2015 15:45 - 24.06.2015 16:00","52128","64345"
"24.06.2015 16:00 - 24.06.2015 16:15","51848","63840"
"24.06.2015 16:15 - 24.06.2015 16:30","51276","63449"
"24.06.2015 16:30 - 24.06.2015 16:45","51033","63106"
"24.06.2015 16:45 - 24.06.2015 17:00","50773","62815"
"24.06.2015 17:00 - 24.06.2015 17:15","50902","62689"
"24.06.2015 17:15 - 24.06.2015 17:30","50746","62692"
"24.06.2015 17:30 - 24.06.2015 17:45","50660","62857"
"24.06.2015 17:45 - 24.06.2015 18:00","50526","62860"
"24.06.2015 18:00 - 24.06.2015 18:15","50281","62381"
"24.06.2015 18:15 - 24.06.2015 18:30","50147","62255"
"24.06.2015 18:30 - 24.06.2015 18:45","50280","62161"
"24.06.2015 18:45 - 24.06.2015 19:00","50163","62082"
"24.06.2015 19:00 - 24.06.2015 19:15","50083","62093"
"24.06.2015 19:15 - 24.06.2015 19:30","49526","61577"
"24.06.2015 19:30 - 24.06.2015 19:45","49088","61238"
"24.06.2015 19:45 - 24.06.2015 20:00","48739","61512"
"24.06.2015 20:00 - 24.06.2015 20:15","48026","60654"
"24.06.2015 20:15 - 24.06.2015 20:30","47523","59938"
"24.06.2015 20:30 - 24.06.2015 20:45","47058","59254"
"24.06.2015 20:45 - 24.06.2015 21:00","46564","58513"
"24.06.2015 21:00 - 24.06.2015 21:15","46179","57914"
"24.06.2015 21:15 - 24.06.2015 21:30","45831","57529"
"24.06.2015 21:30 - 24.06.2015 21:45","45435","57086"
"24.06.2015 21:45 - 24.06.2015 22:00","44956","56654"
"24.06.2015 22:00 - 24.06.2015 22:15","44726","56277"
"24.06.2015 22:15 - 24.06.2015 22:30","44264","55921"
"24.06.2015 22:30 - 24.06.2015 22:45","43358","54972"
"24.06.2015 22:45 - 24.06.2015 23:00","42498","53604"
"24.06.2015 23:00 - 24.06.2015 23:15","41337","52394"
"24.06.2015 23:15 - 24.06.2015 23:30","40365","51517"
"24.06.2015 23:30 - 24.06.2015 23:45","39443","50464"
"24.06.2015 23:45 - 25.06.2015 00:00","44429","49389"
"25.06.2015 00:00 - 25.06.2015 00:15","44145","48267"
"25.06.2015 00:15 - 25.06.2015 00:30","43644","47639"
"25.06.2015 00:30 - 25.06.2015 00:45","42944","47057"
"25.06.2015 00:45 - 25.06.2015 01:00","42396","46455"
"25.06.2015 01:00 - 25.06.2015 01:15","41742","45989"
"25.06.2015 01:15 - 25.06.2015 01:30","41263","45526"
"25.06.2015 01:30 - 25.06.2015 01:45","41008","45264"
"25.06.2015 01:45 - 25.06.2015 02:00","40628","44969"
"25.06.2015 02:00 - 25.06.2015 02:15","40204","44764"
"25.06.2015 02:15 - 25.06.2015 02:30","40005","44522"
"25.06.2015 02:30 - 25.06.2015 02:45","39999","44165"
"25.06.2015 02:45 - 25.06.2015 03:00","40060","44459"
"25.06.2015 03:00 - 25.06.2015 03:15","40222","44563"
"25.06.2015 03:15 - 25.06.2015 03:30","40118","44481"
"25.06.2015 03:30 - 25.06.2015 03:45","40369","44287"
"25.06.2015 03:45 - 25.06.2015 04:00","40384","44394"
"25.06.2015 04:00 - 25.06.2015 04:15","40807","44890"
"25.06.2015 04:15 - 25.06.2015 04:30","41069","45333"
"25.06.2015 04:30 - 25.06.2015 04:45","41556","45559"
"25.06.2015 04:45 - 25.06.2015 05:00","42125","46085"
"25.06.2015 05:00 - 25.06.2015 05:15","43055","47021"
"25.06.2015 05:15 - 25.06.2015 05:30","43321","47457"
"25.06.2015 05:30 - 25.06.2015 05:45","44589","48613"
"25.06.2015 05:45 - 25.06.2015 06:00","46021","49859"
"25.06.2015 06:00 - 25.06.2015 06:15","49088","53236"
"25.06.2015 06:15 - 25.06.2015 06:30","51269","55324"
"25.06.2015 06:30 - 25.06.2015 06:45","53251","57221"
"25.06.2015 06:45 - 25.06.2015 07:00","54972","58781"
"25.06.2015 07:00 - 25.06.2015 07:15","57131","60742"
"25.06.2015 07:15 - 25.06.2015 07:30","58383","61745"
"25.06.2015 07:30 - 25.06.2015 07:45","59299","62687"
"25.06.2015 07:45 - 25.06.2015 08:00","60151","63579"
"25.06.2015 08:00 - 25.06.2015 08:15","60783","64794"
"25.06.2015 08:15 - 25.06.2015 08:30","61360","65441"
"25.06.2015 08:30 - 25.06.2015 08:45","61782","65796"
"25.06.2015 08:45 - 25.06.2015 09:00","61997","65922"
"25.06.2015 09:00 - 25.06.2015 09:15","61837","66009"
"25.06.2015 09:15 - 25.06.2015 09:30","62043","66022"
"25.06.2015 09:30 - 25.06.2015 09:45","62728","66533"
"25.06.2015 09:45 - 25.06.2015 10:00","63099","66806"
"25.06.2015 10:00 - 25.06.2015 10:15","63417","67040"
"25.06.2015 10:15 - 25.06.2015 10:30","63895","67197"
"25.06.2015 10:30 - 25.06.2015 10:45","64209","67741"
"25.06.2015 10:45 - 25.06.2015 11:00","64624","68185"
"25.06.2015 11:00 - 25.06.2015 11:15","65195","68595"
"25.06.2015 11:15 - 25.06.2015 11:30","65453","68991"
"25.06.2015 11:30 - 25.06.2015 11:45","65836","69061"
"25.06.2015 11:45 - 25.06.2015 12:00","65779","69296"
"25.06.2015 12:00 - 25.06.2015 12:15","65131","68530"
"25.06.2015 12:15 - 25.06.2015 12:30","65057","68241"
"25.06.2015 12:30 - 25.06.2015 12:45","65125","68161"
"25.06.2015 12:45 - 25.06.2015 13:00","64891","68181"
"25.06.2015 13:00 - 25.06.2015 13:15","65201","68140"
"25.06.2015 13:15 - 25.06.2015 13:30","64553","67910"
"25.06.2015 13:30 - 25.06.2015 13:45","63973","67616"
"25.06.2015 13:45 - 25.06.2015 14:00","63793","66931"
"25.06.2015 14:00 - 25.06.2015 14:15","63691","66562"
"25.06.2015 14:15 - 25.06.2015 14:30","63502","66526"
"25.06.2015 14:30 - 25.06.2015 14:45","63452","66246"
"25.06.2015 14:45 - 25.06.2015 15:00","63225","65970"
"25.06.2015 15:00 - 25.06.2015 15:15","62746","65822"
"25.06.2015 15:15 - 25.06.2015 15:30","62783","65427"
"25.06.2015 15:30 - 25.06.2015 15:45","62227","65002"
"25.06.2015 15:45 - 25.06.2015 16:00","61643","64487"
"25.06.2015 16:00 - 25.06.2015 16:15","61364","63637"
"25.06.2015 16:15 - 25.06.2015 16:30","61099","63437"
"25.06.2015 16:30 - 25.06.2015 16:45","60769","63312"
"25.06.2015 16:45 - 25.06.2015 17:00","60371","63054"
"25.06.2015 17:00 - 25.06.2015 17:15","60407","63001"
"25.06.2015 17:15 - 25.06.2015 17:30","60455","63048"
"25.06.2015 17:30 - 25.06.2015 17:45","60653","63044"
"25.06.2015 17:45 - 25.06.2015 18:00","60624","62984"
"25.06.2015 18:00 - 25.06.2015 18:15","60031","62208"
"25.06.2015 18:15 - 25.06.2015 18:30","58772","61940"
"25.06.2015 18:30 - 25.06.2015 18:45","58788","62043"
"25.06.2015 18:45 - 25.06.2015 19:00","58868","62110"
"25.06.2015 19:00 - 25.06.2015 19:15","58742","62063"
"25.06.2015 19:15 - 25.06.2015 19:30","58135","61571"
"25.06.2015 19:30 - 25.06.2015 19:45","57841","61250"
"25.06.2015 19:45 - 25.06.2015 20:00","57477","61115"
"25.06.2015 20:00 - 25.06.2015 20:15","56687","60202"
"25.06.2015 20:15 - 25.06.2015 20:30","55831","59313"
"25.06.2015 20:30 - 25.06.2015 20:45","54968","58620"
"25.06.2015 20:45 - 25.06.2015 21:00","54322","58022"
"25.06.2015 21:00 - 25.06.2015 21:15","53888","57477"
"25.06.2015 21:15 - 25.06.2015 21:30","53367","57066"
"25.06.2015 21:30 - 25.06.2015 21:45","52631","56581"
"25.06.2015 21:45 - 25.06.2015 22:00","51989","56171"
"25.06.2015 22:00 - 25.06.2015 22:15","51806","55800"
"25.06.2015 22:15 - 25.06.2015 22:30","51294","55260"
"25.06.2015 22:30 - 25.06.2015 22:45","50036","54247"
"25.06.2015 22:45 - 25.06.2015 23:00","48972","53196"
"25.06.2015 23:00 - 25.06.2015 23:15","47677","51603"
"25.06.2015 23:15 - 25.06.2015 23:30","46479","50748"
"25.06.2015 23:30 - 25.06.2015 23:45","45546","49777"
"25.06.2015 23:45 - 26.06.2015 00:00","44623","48762"
"26.06.2015 00:00 - 26.06.2015 00:15","44810","47698"
"26.06.2015 00:15 - 26.06.2015 00:30","44235","47020"
"26.06.2015 00:30 - 26.06.2015 00:45","43609","46419"
"26.06.2015 00:45 - 26.06.2015 01:00","42967","45661"
"26.06.2015 01:00 - 26.06.2015 01:15","42412","45190"
"26.06.2015 01:15 - 26.06.2015 01:30","41983","44575"
"26.06.2015 01:30 - 26.06.2015 01:45","41722","44256"
"26.06.2015 01:45 - 26.06.2015 02:00","41385","43883"
"26.06.2015 02:00 - 26.06.2015 02:15","40861","43701"
"26.06.2015 02:15 - 26.06.2015 02:30","40601","43487"
"26.06.2015 02:30 - 26.06.2015 02:45","40530","43290"
"26.06.2015 02:45 - 26.06.2015 03:00","40572","43523"
"26.06.2015 03:00 - 26.06.2015 03:15","40734","43582"
"26.06.2015 03:15 - 26.06.2015 03:30","40655","43681"
"26.06.2015 03:30 - 26.06.2015 03:45","40936","43448"
"26.06.2015 03:45 - 26.06.2015 04:00","40759","43823"
"26.06.2015 04:00 - 26.06.2015 04:15","41224","44144"
"26.06.2015 04:15 - 26.06.2015 04:30","41515","44282"
"26.06.2015 04:30 - 26.06.2015 04:45","41851","44772"
"26.06.2015 04:45 - 26.06.2015 05:00","42259","45188"
"26.06.2015 05:00 - 26.06.2015 05:15","43195","46057"
"26.06.2015 05:15 - 26.06.2015 05:30","43622","46561"
"26.06.2015 05:30 - 26.06.2015 05:45","44731","47818"
"26.06.2015 05:45 - 26.06.2015 06:00","45939","49489"
"26.06.2015 06:00 - 26.06.2015 06:15","49022","52482"
"26.06.2015 06:15 - 26.06.2015 06:30","51369","54548"
"26.06.2015 06:30 - 26.06.2015 06:45","53219","56702"
"26.06.2015 06:45 - 26.06.2015 07:00","54784","58032"
"26.06.2015 07:00 - 26.06.2015 07:15","56582","60165"
"26.06.2015 07:15 - 26.06.2015 07:30","57732","61294"
"26.06.2015 07:30 - 26.06.2015 07:45","58876","62246"
"26.06.2015 07:45 - 26.06.2015 08:00","59677","63253"
"26.06.2015 08:00 - 26.06.2015 08:15","60711","64484"
"26.06.2015 08:15 - 26.06.2015 08:30","61307","64873"
"26.06.2015 08:30 - 26.06.2015 08:45","61678","65467"
"26.06.2015 08:45 - 26.06.2015 09:00","61788","65578"
