"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"03.01.2022 07:00 - 03.01.2022 07:15","7628","7433"
"03.01.2022 07:15 - 03.01.2022 07:30","7792","7602"
"03.01.2022 07:30 - 03.01.2022 07:45","7920","7756"
"03.01.2022 07:45 - 03.01.2022 08:00","8024","7875"
"03.01.2022 08:00 - 03.01.2022 08:15","8136","7978"
"03.01.2022 08:15 - 03.01.2022 08:30","8208","8054"
"03.01.2022 08:30 - 03.01.2022 08:45","8284","8127"
"03.01.2022 08:45 - 03.01.2022 09:00","8348","8199"
"03.01.2022 09:00 - 03.01.2022 09:15","8400","8195"
"03.01.2022 09:15 - 03.01.2022 09:30","8436","8240"
"03.01.2022 09:30 - 03.01.2022 09:45","8476","8295"
"03.01.2022 09:45 - 03.01.2022 10:00","8504","8321"
"03.01.2022 10:00 - 03.01.2022 10:15","8548","8334"
"03.01.2022 10:15 - 03.01.2022 10:30","8576","8375"
"03.01.2022 10:30 - 03.01.2022 10:45","8616","8406"
"03.01.2022 10:45 - 03.01.2022 11:00","8648","8447"
"03.01.2022 11:00 - 03.01.2022 11:15","8664","8447"
"03.01.2022 11:15 - 03.01.2022 11:30","8716","8495"
"03.01.2022 11:30 - 03.01.2022 11:45","8716","8512"
"03.01.2022 11:45 - 03.01.2022 12:00","8688","8469"
"03.01.2022 12:00 - 03.01.2022 12:15","8688","8473"
"03.01.2022 12:15 - 03.01.2022 12:30","8600","8388"
"03.01.2022 12:30 - 03.01.2022 12:45","8532","8328"
"03.01.2022 12:45 - 03.01.2022 13:00","8484","8289"
"03.01.2022 13:00 - 03.01.2022 13:15","8468","8310"
"03.01.2022 13:15 - 03.01.2022 13:30","8428","8271"
"03.01.2022 13:30 - 03.01.2022 13:45","8380","8219"
"03.01.2022 13:45 - 03.01.2022 14:00","8328","8166"
"03.01.2022 14:00 - 03.01.2022 14:15","8304","8126"
"03.01.2022 14:15 - 03.01.2022 14:30","8280","8102"
"03.01.2022 14:30 - 03.01.2022 14:45","8272","8071"
"03.01.2022 14:45 - 03.01.2022 15:00","8256","8062"
"03.01.2022 15:00 - 03.01.2022 15:15","8264","8080"
"03.01.2022 15:15 - 03.01.2022 15:30","8268","8077"
"03.01.2022 15:30 - 03.01.2022 15:45","8280","8074"
"03.01.2022 15:45 - 03.01.2022 16:00","8320","8091"
"03.01.2022 16:00 - 03.01.2022 16:15","8364","8105"
"03.01.2022 16:15 - 03.01.2022 16:30","8432","8160"
"03.01.2022 16:30 - 03.01.2022 16:45","8524","8254"
"03.01.2022 16:45 - 03.01.2022 17:00","8604","8330"
"03.01.2022 17:00 - 03.01.2022 17:15","8644","8365"
"03.01.2022 17:15 - 03.01.2022 17:30","8692","8424"
"03.01.2022 17:30 - 03.01.2022 17:45","8704","8443"
"03.01.2022 17:45 - 03.01.2022 18:00","8708","8440"
"03.01.2022 18:00 - 03.01.2022 18:15","8680","8414"
"03.01.2022 18:15 - 03.01.2022 18:30","8616","8370"
"03.01.2022 18:30 - 03.01.2022 18:45","8556","8309"
"03.01.2022 18:45 - 03.01.2022 19:00","8480","8244"
"03.01.2022 19:00 - 03.01.2022 19:15","8348","8103"
"03.01.2022 19:15 - 03.01.2022 19:30","8240","7994"
"03.01.2022 19:30 - 03.01.2022 19:45","8124","7870"
"03.01.2022 19:45 - 03.01.2022 20:00","8004","7757"
"03.01.2022 20:00 - 03.01.2022 20:15","7892","7674"
"03.01.2022 20:15 - 03.01.2022 20:30","7760","7535"
"03.01.2022 20:30 - 03.01.2022 20:45","7644","7433"
"03.01.2022 20:45 - 03.01.2022 21:00","7524","7307"
"03.01.2022 21:00 - 03.01.2022 21:15","7432","7166"
"03.01.2022 21:15 - 03.01.2022 21:30","7296","7020"
"03.01.2022 21:30 - 03.01.2022 21:45","7180","6910"
"03.01.2022 21:45 - 03.01.2022 22:00","7104","6828"
"03.01.2022 22:00 - 03.01.2022 22:15","7308","7024"
"03.01.2022 22:15 - 03.01.2022 22:30","7260","6955"
"03.01.2022 22:30 - 03.01.2022 22:45","7124","6824"
"03.01.2022 22:45 - 03.01.2022 23:00","7004","6687"
"03.01.2022 23:00 - 03.01.2022 23:15","6948","6702"
"03.01.2022 23:15 - 03.01.2022 23:30","6808","6559"
"03.01.2022 23:30 - 03.01.2022 23:45","6684","6435"
"03.01.2022 23:45 - 04.01.2022 00:00","6580","6335"
"04.01.2022 00:00 - 04.01.2022 00:15","6152","6335"
"04.01.2022 00:15 - 04.01.2022 00:30","6032","6241"
"04.01.2022 00:30 - 04.01.2022 00:45","5928","6142"
"04.01.2022 00:45 - 04.01.2022 01:00","5832","6042"
"04.01.2022 01:00 - 04.01.2022 01:15","5816","6021"
"04.01.2022 01:15 - 04.01.2022 01:30","5748","5938"
"04.01.2022 01:30 - 04.01.2022 01:45","5672","5869"
"04.01.2022 01:45 - 04.01.2022 02:00","5620","5804"
"04.01.2022 02:00 - 04.01.2022 02:15","5712","5896"
"04.01.2022 02:15 - 04.01.2022 02:30","5660","5849"
"04.01.2022 02:30 - 04.01.2022 02:45","5612","5790"
"04.01.2022 02:45 - 04.01.2022 03:00","5576","5747"
"04.01.2022 03:00 - 04.01.2022 03:15","5568","5731"
"04.01.2022 03:15 - 04.01.2022 03:30","5568","5711"
"04.01.2022 03:30 - 04.01.2022 03:45","5568","5708"
"04.01.2022 03:45 - 04.01.2022 04:00","5580","5718"
"04.01.2022 04:00 - 04.01.2022 04:15","5624","5761"
"04.01.2022 04:15 - 04.01.2022 04:30","5676","5804"
"04.01.2022 04:30 - 04.01.2022 04:45","5752","5892"
"04.01.2022 04:45 - 04.01.2022 05:00","5836","5983"
"04.01.2022 05:00 - 04.01.2022 05:15","6024","6067"
"04.01.2022 05:15 - 04.01.2022 05:30","6168","6153"
"04.01.2022 05:30 - 04.01.2022 05:45","6340","6310"
"04.01.2022 05:45 - 04.01.2022 06:00","6524","6484"
"04.01.2022 06:00 - 04.01.2022 06:15","6724","6647"
"04.01.2022 06:15 - 04.01.2022 06:30","6956","6841"
"04.01.2022 06:30 - 04.01.2022 06:45","7168","7024"
"04.01.2022 06:45 - 04.01.2022 07:00","7356","7212"
"04.01.2022 07:00 - 04.01.2022 07:15","7600","7440"
"04.01.2022 07:15 - 04.01.2022 07:30","7768","7612"
"04.01.2022 07:30 - 04.01.2022 07:45","7912","7762"
"04.01.2022 07:45 - 04.01.2022 08:00","8024","7882"
"04.01.2022 08:00 - 04.01.2022 08:15","8116","8016"
"04.01.2022 08:15 - 04.01.2022 08:30","8188","8098"
"04.01.2022 08:30 - 04.01.2022 08:45","8256","8184"
"04.01.2022 08:45 - 04.01.2022 09:00","8324","8259"
"04.01.2022 09:00 - 04.01.2022 09:15","8336","8309"
"04.01.2022 09:15 - 04.01.2022 09:30","8372","8356"
"04.01.2022 09:30 - 04.01.2022 09:45","8424","8408"
"04.01.2022 09:45 - 04.01.2022 10:00","8448","8432"
"04.01.2022 10:00 - 04.01.2022 10:15","8464","8447"
"04.01.2022 10:15 - 04.01.2022 10:30","8512","8484"
"04.01.2022 10:30 - 04.01.2022 10:45","8548","8509"
"04.01.2022 10:45 - 04.01.2022 11:00","8580","8535"
"04.01.2022 11:00 - 04.01.2022 11:15","8584","8531"
"04.01.2022 11:15 - 04.01.2022 11:30","8632","8564"
"04.01.2022 11:30 - 04.01.2022 11:45","8640","8570"
"04.01.2022 11:45 - 04.01.2022 12:00","8608","8538"
"04.01.2022 12:00 - 04.01.2022 12:15","8584","8536"
"04.01.2022 12:15 - 04.01.2022 12:30","8488","8447"
"04.01.2022 12:30 - 04.01.2022 12:45","8416","8374"
"04.01.2022 12:45 - 04.01.2022 13:00","8372","8331"
"04.01.2022 13:00 - 04.01.2022 13:15","8392","8326"
"04.01.2022 13:15 - 04.01.2022 13:30","8352","8282"
"04.01.2022 13:30 - 04.01.2022 13:45","8300","8244"
"04.01.2022 13:45 - 04.01.2022 14:00","8244","8202"
"04.01.2022 14:00 - 04.01.2022 14:15","8208","8182"
"04.01.2022 14:15 - 04.01.2022 14:30","8180","8157"
"04.01.2022 14:30 - 04.01.2022 14:45","8156","8132"
"04.01.2022 14:45 - 04.01.2022 15:00","8156","8122"
"04.01.2022 15:00 - 04.01.2022 15:15","8172","8126"
"04.01.2022 15:15 - 04.01.2022 15:30","8172","8130"
"04.01.2022 15:30 - 04.01.2022 15:45","8176","8136"
"04.01.2022 15:45 - 04.01.2022 16:00","8196","8166"
"04.01.2022 16:00 - 04.01.2022 16:15","8236","8193"
"04.01.2022 16:15 - 04.01.2022 16:30","8292","8256"
"04.01.2022 16:30 - 04.01.2022 16:45","8384","8344"
"04.01.2022 16:45 - 04.01.2022 17:00","8456","8438"
"04.01.2022 17:00 - 04.01.2022 17:15","8472","8506"
"04.01.2022 17:15 - 04.01.2022 17:30","8540","8551"
"04.01.2022 17:30 - 04.01.2022 17:45","8556","8565"
"04.01.2022 17:45 - 04.01.2022 18:00","8560","8566"
"04.01.2022 18:00 - 04.01.2022 18:15","8540","8541"
"04.01.2022 18:15 - 04.01.2022 18:30","8492","8475"
"04.01.2022 18:30 - 04.01.2022 18:45","8432","8405"
"04.01.2022 18:45 - 04.01.2022 19:00","8364","8328"
"04.01.2022 19:00 - 04.01.2022 19:15","8224","8210"
"04.01.2022 19:15 - 04.01.2022 19:30","8120","8089"
"04.01.2022 19:30 - 04.01.2022 19:45","7996","7970"
"04.01.2022 19:45 - 04.01.2022 20:00","7888","7845"
"04.01.2022 20:00 - 04.01.2022 20:15","7780","7724"
"04.01.2022 20:15 - 04.01.2022 20:30","7644","7585"
"04.01.2022 20:30 - 04.01.2022 20:45","7540","7468"
"04.01.2022 20:45 - 04.01.2022 21:00","7416","7340"
"04.01.2022 21:00 - 04.01.2022 21:15","7288","7216"
"04.01.2022 21:15 - 04.01.2022 21:30","7136","7075"
"04.01.2022 21:30 - 04.01.2022 21:45","7032","6951"
"04.01.2022 21:45 - 04.01.2022 22:00","6952","6877"
"04.01.2022 22:00 - 04.01.2022 22:15","7156","7090"
"04.01.2022 22:15 - 04.01.2022 22:30","7092","7021"
"04.01.2022 22:30 - 04.01.2022 22:45","6964","6885"
"04.01.2022 22:45 - 04.01.2022 23:00","6840","6750"
"04.01.2022 23:00 - 04.01.2022 23:15","6860","6755"
"04.01.2022 23:15 - 04.01.2022 23:30","6720","6600"
"04.01.2022 23:30 - 04.01.2022 23:45","6600","6483"
"04.01.2022 23:45 - 05.01.2022 00:00","6504","6384"
"05.01.2022 00:00 - 05.01.2022 00:15","6504","6210"
"05.01.2022 00:15 - 05.01.2022 00:30","6404","6104"
"05.01.2022 00:30 - 05.01.2022 00:45","6300","5987"
"05.01.2022 00:45 - 05.01.2022 01:00","6204","5881"
"05.01.2022 01:00 - 05.01.2022 01:15","6184","5924"
"05.01.2022 01:15 - 05.01.2022 01:30","6100","5859"
"05.01.2022 01:30 - 05.01.2022 01:45","6032","5806"
"05.01.2022 01:45 - 05.01.2022 02:00","5972","5752"
"05.01.2022 02:00 - 05.01.2022 02:15","6068","5844"
"05.01.2022 02:15 - 05.01.2022 02:30","6016","5788"
"05.01.2022 02:30 - 05.01.2022 02:45","5964","5732"
"05.01.2022 02:45 - 05.01.2022 03:00","5916","5688"
"05.01.2022 03:00 - 05.01.2022 03:15","5908","5681"
"05.01.2022 03:15 - 05.01.2022 03:30","5888","5653"
"05.01.2022 03:30 - 05.01.2022 03:45","5880","5667"
"05.01.2022 03:45 - 05.01.2022 04:00","5896","5670"
"05.01.2022 04:00 - 05.01.2022 04:15","5948","5727"
"05.01.2022 04:15 - 05.01.2022 04:30","5988","5773"
"05.01.2022 04:30 - 05.01.2022 04:45","6068","5835"
"05.01.2022 04:45 - 05.01.2022 05:00","6152","5922"
"05.01.2022 05:00 - 05.01.2022 05:15","6232","6087"
"05.01.2022 05:15 - 05.01.2022 05:30","6364","6260"
"05.01.2022 05:30 - 05.01.2022 05:45","6508","6422"
"05.01.2022 05:45 - 05.01.2022 06:00","6672","6601"
"05.01.2022 06:00 - 05.01.2022 06:15","6828","6754"
"05.01.2022 06:15 - 05.01.2022 06:30","7036","6965"
"05.01.2022 06:30 - 05.01.2022 06:45","7228","7145"
"05.01.2022 06:45 - 05.01.2022 07:00","7416","7331"
"05.01.2022 07:00 - 05.01.2022 07:15","7652","7538"
"05.01.2022 07:15 - 05.01.2022 07:30","7828","7713"
"05.01.2022 07:30 - 05.01.2022 07:45","7972","7854"
"05.01.2022 07:45 - 05.01.2022 08:00","8088","7970"
"05.01.2022 08:00 - 05.01.2022 08:15","8204","8113"
"05.01.2022 08:15 - 05.01.2022 08:30","8284","8201"
"05.01.2022 08:30 - 05.01.2022 08:45","8364","8298"
"05.01.2022 08:45 - 05.01.2022 09:00","8428","8371"
"05.01.2022 09:00 - 05.01.2022 09:15","8464","8432"
"05.01.2022 09:15 - 05.01.2022 09:30","8504","8479"
"05.01.2022 09:30 - 05.01.2022 09:45","8544","8527"
"05.01.2022 09:45 - 05.01.2022 10:00","8572","8558"
"05.01.2022 10:00 - 05.01.2022 10:15","8592","8587"
"05.01.2022 10:15 - 05.01.2022 10:30","8624","8624"
"05.01.2022 10:30 - 05.01.2022 10:45","8660","8652"
"05.01.2022 10:45 - 05.01.2022 11:00","8688","8679"
"05.01.2022 11:00 - 05.01.2022 11:15","8692","8676"
"05.01.2022 11:15 - 05.01.2022 11:30","8724","8717"
"05.01.2022 11:30 - 05.01.2022 11:45","8732","8730"
"05.01.2022 11:45 - 05.01.2022 12:00","8712","8704"
"05.01.2022 12:00 - 05.01.2022 12:15","8712","8732"
