"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"14.04.2022 16:30 - 14.04.2022 16:45","7404","7060"
"14.04.2022 16:45 - 14.04.2022 17:00","7436","7106"
"14.04.2022 17:00 - 14.04.2022 17:15","7384","7150"
"14.04.2022 17:15 - 14.04.2022 17:30","7460","7244"
"14.04.2022 17:30 - 14.04.2022 17:45","7536","7320"
"14.04.2022 17:45 - 14.04.2022 18:00","7608","7400"
"14.04.2022 18:00 - 14.04.2022 18:15","7676","7408"
"14.04.2022 18:15 - 14.04.2022 18:30","7736","7481"
"14.04.2022 18:30 - 14.04.2022 18:45","7796","7542"
"14.04.2022 18:45 - 14.04.2022 19:00","7844","7597"
"14.04.2022 19:00 - 14.04.2022 19:15","7852","7621"
"14.04.2022 19:15 - 14.04.2022 19:30","7840","7626"
"14.04.2022 19:30 - 14.04.2022 19:45","7840","7637"
"14.04.2022 19:45 - 14.04.2022 20:00","7820","7627"
"14.04.2022 20:00 - 14.04.2022 20:15","7776","7601"
"14.04.2022 20:15 - 14.04.2022 20:30","7704","7533"
"14.04.2022 20:30 - 14.04.2022 20:45","7616","7458"
"14.04.2022 20:45 - 14.04.2022 21:00","7500","7334"
"14.04.2022 21:00 - 14.04.2022 21:15","7368","7194"
"14.04.2022 21:15 - 14.04.2022 21:30","7260","7070"
"14.04.2022 21:30 - 14.04.2022 21:45","7128","6945"
"14.04.2022 21:45 - 14.04.2022 22:00","7008","6831"
"14.04.2022 22:00 - 14.04.2022 22:15","7156","6975"
"14.04.2022 22:15 - 14.04.2022 22:30","7068","6897"
"14.04.2022 22:30 - 14.04.2022 22:45","6920","6744"
"14.04.2022 22:45 - 14.04.2022 23:00","6796","6624"
"14.04.2022 23:00 - 14.04.2022 23:15","6708","6542"
"14.04.2022 23:15 - 14.04.2022 23:30","6548","6408"
"14.04.2022 23:30 - 14.04.2022 23:45","6420","6276"
"14.04.2022 23:45 - 15.04.2022 00:00","6312","6178"
"15.04.2022 00:00 - 15.04.2022 00:15","6468","6073"
"15.04.2022 00:15 - 15.04.2022 00:30","6376","5980"
"15.04.2022 00:30 - 15.04.2022 00:45","6292","5890"
"15.04.2022 00:45 - 15.04.2022 01:00","6188","5800"
"15.04.2022 01:00 - 15.04.2022 01:15","6180","5756"
"15.04.2022 01:15 - 15.04.2022 01:30","6104","5686"
"15.04.2022 01:30 - 15.04.2022 01:45","6040","5616"
"15.04.2022 01:45 - 15.04.2022 02:00","5984","5560"
"15.04.2022 02:00 - 15.04.2022 02:15","6052","5616"
"15.04.2022 02:15 - 15.04.2022 02:30","6012","5566"
"15.04.2022 02:30 - 15.04.2022 02:45","5956","5511"
"15.04.2022 02:45 - 15.04.2022 03:00","5904","5466"
"15.04.2022 03:00 - 15.04.2022 03:15","5912","5457"
"15.04.2022 03:15 - 15.04.2022 03:30","5888","5438"
"15.04.2022 03:30 - 15.04.2022 03:45","5868","5440"
"15.04.2022 03:45 - 15.04.2022 04:00","5876","5451"
"15.04.2022 04:00 - 15.04.2022 04:15","5936","5518"
"15.04.2022 04:15 - 15.04.2022 04:30","5988","5560"
"15.04.2022 04:30 - 15.04.2022 04:45","6068","5638"
"15.04.2022 04:45 - 15.04.2022 05:00","6184","5716"
"15.04.2022 05:00 - 15.04.2022 05:15","6292","5912"
"15.04.2022 05:15 - 15.04.2022 05:30","6432","6070"
"15.04.2022 05:30 - 15.04.2022 05:45","6640","6258"
"15.04.2022 05:45 - 15.04.2022 06:00","6880","6488"
"15.04.2022 06:00 - 15.04.2022 06:15","7180","6789"
"15.04.2022 06:15 - 15.04.2022 06:30","7460","7015"
"15.04.2022 06:30 - 15.04.2022 06:45","7664","7200"
"15.04.2022 06:45 - 15.04.2022 07:00","7832","7358"
"15.04.2022 07:00 - 15.04.2022 07:15","8044","7514"
"15.04.2022 07:15 - 15.04.2022 07:30","8196","7635"
"15.04.2022 07:30 - 15.04.2022 07:45","8308","7745"
"15.04.2022 07:45 - 15.04.2022 08:00","8404","7826"
"15.04.2022 08:00 - 15.04.2022 08:15","8484","7912"
"15.04.2022 08:15 - 15.04.2022 08:30","8528","7964"
"15.04.2022 08:30 - 15.04.2022 08:45","8568","8009"
"15.04.2022 08:45 - 15.04.2022 09:00","8580","8029"
"15.04.2022 09:00 - 15.04.2022 09:15","8520","8012"
"15.04.2022 09:15 - 15.04.2022 09:30","8532","8031"
"15.04.2022 09:30 - 15.04.2022 09:45","8540","8065"
"15.04.2022 09:45 - 15.04.2022 10:00","8528","8064"
"15.04.2022 10:00 - 15.04.2022 10:15","8536","8061"
"15.04.2022 10:15 - 15.04.2022 10:30","8540","8069"
"15.04.2022 10:30 - 15.04.2022 10:45","8552","8087"
"15.04.2022 10:45 - 15.04.2022 11:00","8568","8110"
"15.04.2022 11:00 - 15.04.2022 11:15","8576","8102"
"15.04.2022 11:15 - 15.04.2022 11:30","8592","8102"
"15.04.2022 11:30 - 15.04.2022 11:45","8576","8089"
"15.04.2022 11:45 - 15.04.2022 12:00","8516","8038"
"15.04.2022 12:00 - 15.04.2022 12:15","8420","7951"
"15.04.2022 12:15 - 15.04.2022 12:30","8316","7840"
"15.04.2022 12:30 - 15.04.2022 12:45","8216","7811"
"15.04.2022 12:45 - 15.04.2022 13:00","8152","7761"
"15.04.2022 13:00 - 15.04.2022 13:15","8132","7817"
"15.04.2022 13:15 - 15.04.2022 13:30","8096","7872"
"15.04.2022 13:30 - 15.04.2022 13:45","8036","7928"
"15.04.2022 13:45 - 15.04.2022 14:00","7976","7798"
"15.04.2022 14:00 - 15.04.2022 14:15","7996","7769"
"15.04.2022 14:15 - 15.04.2022 14:30","7972","7732"
"15.04.2022 14:30 - 15.04.2022 14:45","7944","7676"
"15.04.2022 14:45 - 15.04.2022 15:00","7920","7646"
"15.04.2022 15:00 - 15.04.2022 15:15","7936","7629"
"15.04.2022 15:15 - 15.04.2022 15:30","7932","7635"
"15.04.2022 15:30 - 15.04.2022 15:45","7912","7660"
"15.04.2022 15:45 - 15.04.2022 16:00","7900","7696"
"15.04.2022 16:00 - 15.04.2022 16:15","7816","7677"
"15.04.2022 16:15 - 15.04.2022 16:30","7800","7690"
"15.04.2022 16:30 - 15.04.2022 16:45","7800","7714"
"15.04.2022 16:45 - 15.04.2022 17:00","7828","7674"
"15.04.2022 17:00 - 15.04.2022 17:15","7784","7326"
"15.04.2022 17:15 - 15.04.2022 17:30","7832","7306"
"15.04.2022 17:30 - 15.04.2022 17:45","7876","7361"
"15.04.2022 17:45 - 15.04.2022 18:00","7924","7402"
"15.04.2022 18:00 - 15.04.2022 18:15","7960","7378"
"15.04.2022 18:15 - 15.04.2022 18:30","7996","7400"
"15.04.2022 18:30 - 15.04.2022 18:45","8028","7413"
"15.04.2022 18:45 - 15.04.2022 19:00","8036","7429"
"15.04.2022 19:00 - 15.04.2022 19:15","8016","7424"
"15.04.2022 19:15 - 15.04.2022 19:30","7976","7418"
"15.04.2022 19:30 - 15.04.2022 19:45","7936","7404"
"15.04.2022 19:45 - 15.04.2022 20:00","7868","7386"
"15.04.2022 20:00 - 15.04.2022 20:15","7812","7364"
"15.04.2022 20:15 - 15.04.2022 20:30","7716","7306"
"15.04.2022 20:30 - 15.04.2022 20:45","7612","7230"
"15.04.2022 20:45 - 15.04.2022 21:00","7480","7114"
"15.04.2022 21:00 - 15.04.2022 21:15","7336","6975"
"15.04.2022 21:15 - 15.04.2022 21:30","7208","6851"
"15.04.2022 21:30 - 15.04.2022 21:45","7064","6723"
"15.04.2022 21:45 - 15.04.2022 22:00","6940","6612"
"15.04.2022 22:00 - 15.04.2022 22:15","7076","6724"
"15.04.2022 22:15 - 15.04.2022 22:30","7004","6654"
"15.04.2022 22:30 - 15.04.2022 22:45","6856","6487"
"15.04.2022 22:45 - 15.04.2022 23:00","6748","6365"
"15.04.2022 23:00 - 15.04.2022 23:15","6684","6284"
"15.04.2022 23:15 - 15.04.2022 23:30","6548","6142"
"15.04.2022 23:30 - 15.04.2022 23:45","6396","6008"
"15.04.2022 23:45 - 16.04.2022 00:00","6284","5918"
"16.04.2022 00:00 - 16.04.2022 00:15","6184","5976"
"16.04.2022 00:15 - 16.04.2022 00:30","6080","5898"
"16.04.2022 00:30 - 16.04.2022 00:45","5984","5815"
"16.04.2022 00:45 - 16.04.2022 01:00","5876","5710"
"16.04.2022 01:00 - 16.04.2022 01:15","5844","5694"
"16.04.2022 01:15 - 16.04.2022 01:30","5784","5654"
"16.04.2022 01:30 - 16.04.2022 01:45","5724","5584"
"16.04.2022 01:45 - 16.04.2022 02:00","5664","5516"
"16.04.2022 02:00 - 16.04.2022 02:15","5732","5533"
"16.04.2022 02:15 - 16.04.2022 02:30","5672","5470"
"16.04.2022 02:30 - 16.04.2022 02:45","5620","5411"
"16.04.2022 02:45 - 16.04.2022 03:00","5580","5368"
"16.04.2022 03:00 - 16.04.2022 03:15","5556","5281"
"16.04.2022 03:15 - 16.04.2022 03:30","5532","5217"
"16.04.2022 03:30 - 16.04.2022 03:45","5516","5223"
"16.04.2022 03:45 - 16.04.2022 04:00","5512","5241"
"16.04.2022 04:00 - 16.04.2022 04:15","5560","5293"
"16.04.2022 04:15 - 16.04.2022 04:30","5572","5310"
"16.04.2022 04:30 - 16.04.2022 04:45","5596","5329"
"16.04.2022 04:45 - 16.04.2022 05:00","5636","5323"
"16.04.2022 05:00 - 16.04.2022 05:15","5708","5379"
"16.04.2022 05:15 - 16.04.2022 05:30","5780","5451"
"16.04.2022 05:30 - 16.04.2022 05:45","5856","5528"
"16.04.2022 05:45 - 16.04.2022 06:00","5932","5602"
"16.04.2022 06:00 - 16.04.2022 06:15","6024","5704"
"16.04.2022 06:15 - 16.04.2022 06:30","6120","5784"
"16.04.2022 06:30 - 16.04.2022 06:45","6216","5858"
"16.04.2022 06:45 - 16.04.2022 07:00","6308","5952"
"16.04.2022 07:00 - 16.04.2022 07:15","6432","6104"
"16.04.2022 07:15 - 16.04.2022 07:30","6536","6212"
"16.04.2022 07:30 - 16.04.2022 07:45","6640","6297"
"16.04.2022 07:45 - 16.04.2022 08:00","6752","6379"
"16.04.2022 08:00 - 16.04.2022 08:15","6872","6454"
"16.04.2022 08:15 - 16.04.2022 08:30","6976","6547"
"16.04.2022 08:30 - 16.04.2022 08:45","7084","6614"
"16.04.2022 08:45 - 16.04.2022 09:00","7160","6708"
"16.04.2022 09:00 - 16.04.2022 09:15","7220","6779"
"16.04.2022 09:15 - 16.04.2022 09:30","7252","6836"
"16.04.2022 09:30 - 16.04.2022 09:45","7304","6868"
"16.04.2022 09:45 - 16.04.2022 10:00","7336","7023"
"16.04.2022 10:00 - 16.04.2022 10:15","7384","7811"
"16.04.2022 10:15 - 16.04.2022 10:30","7436","7850"
"16.04.2022 10:30 - 16.04.2022 10:45","7476","7864"
"16.04.2022 10:45 - 16.04.2022 11:00","7516","7887"
"16.04.2022 11:00 - 16.04.2022 11:15","7512","8355"
"16.04.2022 11:15 - 16.04.2022 11:30","7556","8416"
"16.04.2022 11:30 - 16.04.2022 11:45","7576","8404"
"16.04.2022 11:45 - 16.04.2022 12:00","7532","8363"
"16.04.2022 12:00 - 16.04.2022 12:15","7528","8360"
"16.04.2022 12:15 - 16.04.2022 12:30","7432","8240"
"16.04.2022 12:30 - 16.04.2022 12:45","7340","8153"
"16.04.2022 12:45 - 16.04.2022 13:00","7272","8124"
"16.04.2022 13:00 - 16.04.2022 13:15","7320","8263"
"16.04.2022 13:15 - 16.04.2022 13:30","7252","8272"
"16.04.2022 13:30 - 16.04.2022 13:45","7172","8211"
"16.04.2022 13:45 - 16.04.2022 14:00","7104","8184"
"16.04.2022 14:00 - 16.04.2022 14:15","7072","8239"
"16.04.2022 14:15 - 16.04.2022 14:30","7032","8246"
"16.04.2022 14:30 - 16.04.2022 14:45","7016","8262"
"16.04.2022 14:45 - 16.04.2022 15:00","6976","8218"
"16.04.2022 15:00 - 16.04.2022 15:15","6976","8206"
"16.04.2022 15:15 - 16.04.2022 15:30","6964","8222"
"16.04.2022 15:30 - 16.04.2022 15:45","6976","8244"
"16.04.2022 15:45 - 16.04.2022 16:00","6980","8253"
"16.04.2022 16:00 - 16.04.2022 16:15","6940","8170"
"16.04.2022 16:15 - 16.04.2022 16:30","6944","8159"
"16.04.2022 16:30 - 16.04.2022 16:45","6972","8133"
"16.04.2022 16:45 - 16.04.2022 17:00","7024","8128"
"16.04.2022 17:00 - 16.04.2022 17:15","6972","7966"
"16.04.2022 17:15 - 16.04.2022 17:30","7044","7996"
"16.04.2022 17:30 - 16.04.2022 17:45","7096","7989"
"16.04.2022 17:45 - 16.04.2022 18:00","7148","7776"
"16.04.2022 18:00 - 16.04.2022 18:15","7180","7401"
"16.04.2022 18:15 - 16.04.2022 18:30","7172","7148"
"16.04.2022 18:30 - 16.04.2022 18:45","7168","7134"
"16.04.2022 18:45 - 16.04.2022 19:00","7168","7032"
"16.04.2022 19:00 - 16.04.2022 19:15","7160","6475"
"16.04.2022 19:15 - 16.04.2022 19:30","7136","6427"
"16.04.2022 19:30 - 16.04.2022 19:45","7120","6470"
"16.04.2022 19:45 - 16.04.2022 20:00","7092","6471"
"16.04.2022 20:00 - 16.04.2022 20:15","7040","6479"
"16.04.2022 20:15 - 16.04.2022 20:30","6952","6452"
"16.04.2022 20:30 - 16.04.2022 20:45","6876","6408"
"16.04.2022 20:45 - 16.04.2022 21:00","6768","6331"
"16.04.2022 21:00 - 16.04.2022 21:15","6640","6225"
"16.04.2022 21:15 - 16.04.2022 21:30","6524","6120"
"16.04.2022 21:30 - 16.04.2022 21:45","6428","6024"
"16.04.2022 21:45 - 16.04.2022 22:00","6360","5976"
"16.04.2022 22:00 - 16.04.2022 22:15","6532","6176"
"16.04.2022 22:15 - 16.04.2022 22:30","6476","6133"
"16.04.2022 22:30 - 16.04.2022 22:45","6344","5990"
"16.04.2022 22:45 - 16.04.2022 23:00","6236","5898"
"16.04.2022 23:00 - 16.04.2022 23:15","6172","5824"
"16.04.2022 23:15 - 16.04.2022 23:30","6048","5751"
"16.04.2022 23:30 - 16.04.2022 23:45","5932","5644"
"16.04.2022 23:45 - 17.04.2022 00:00","5824","5668"
"17.04.2022 00:00 - 17.04.2022 00:15","5840","6275"
"17.04.2022 00:15 - 17.04.2022 00:30","5732","6151"
"17.04.2022 00:30 - 17.04.2022 00:45","5644","6089"
"17.04.2022 00:45 - 17.04.2022 01:00","5556","6128"
"17.04.2022 01:00 - 17.04.2022 01:15","5504","6612"
"17.04.2022 01:15 - 17.04.2022 01:30","5428","6570"
"17.04.2022 01:30 - 17.04.2022 01:45","5364","6478"
"17.04.2022 01:45 - 17.04.2022 02:00","5296","6440"
"17.04.2022 02:00 - 17.04.2022 02:15","5396","6596"
"17.04.2022 02:15 - 17.04.2022 02:30","5352","6548"
"17.04.2022 02:30 - 17.04.2022 02:45","5300","6518"
"17.04.2022 02:45 - 17.04.2022 03:00","5264","6474"
"17.04.2022 03:00 - 17.04.2022 03:15","5248","6408"
"17.04.2022 03:15 - 17.04.2022 03:30","5244","6373"
"17.04.2022 03:30 - 17.04.2022 03:45","5228","6357"
"17.04.2022 03:45 - 17.04.2022 04:00","5216","6399"
"17.04.2022 04:00 - 17.04.2022 04:15","5228","6341"
"17.04.2022 04:15 - 17.04.2022 04:30","5244","6344"
"17.04.2022 04:30 - 17.04.2022 04:45","5260","6339"
"17.04.2022 04:45 - 17.04.2022 05:00","5280","6411"
"17.04.2022 05:00 - 17.04.2022 05:15","5344","6387"
"17.04.2022 05:15 - 17.04.2022 05:30","5372","6336"
"17.04.2022 05:30 - 17.04.2022 05:45","5396","6376"
"17.04.2022 05:45 - 17.04.2022 06:00","5408","6364"
"17.04.2022 06:00 - 17.04.2022 06:15","5420","6196"
"17.04.2022 06:15 - 17.04.2022 06:30","5460","6049"
"17.04.2022 06:30 - 17.04.2022 06:45","5520","6030"
"17.04.2022 06:45 - 17.04.2022 07:00","5596","6079"
"17.04.2022 07:00 - 17.04.2022 07:15","5688","6073"
"17.04.2022 07:15 - 17.04.2022 07:30","5764","6093"
"17.04.2022 07:30 - 17.04.2022 07:45","5852","6135"
"17.04.2022 07:45 - 17.04.2022 08:00","5904","6237"
"17.04.2022 08:00 - 17.04.2022 08:15","6004","6625"
"17.04.2022 08:15 - 17.04.2022 08:30","6084","6754"
"17.04.2022 08:30 - 17.04.2022 08:45","6156","6798"
"17.04.2022 08:45 - 17.04.2022 09:00","6220","6888"
"17.04.2022 09:00 - 17.04.2022 09:15","6268","7027"
"17.04.2022 09:15 - 17.04.2022 09:30","6324","7063"
"17.04.2022 09:30 - 17.04.2022 09:45","6372","7140"
"17.04.2022 09:45 - 17.04.2022 10:00","6404","7155"
"17.04.2022 10:00 - 17.04.2022 10:15","6448","7332"
"17.04.2022 10:15 - 17.04.2022 10:30","6468","7404"
"17.04.2022 10:30 - 17.04.2022 10:45","6508","7416"
"17.04.2022 10:45 - 17.04.2022 11:00","6548","7360"
"17.04.2022 11:00 - 17.04.2022 11:15","6580","7538"
"17.04.2022 11:15 - 17.04.2022 11:30","6632","7624"
"17.04.2022 11:30 - 17.04.2022 11:45","6620","7697"
"17.04.2022 11:45 - 17.04.2022 12:00","6548","7642"
"17.04.2022 12:00 - 17.04.2022 12:15","6544","7366"
"17.04.2022 12:15 - 17.04.2022 12:30","6408","7220"
"17.04.2022 12:30 - 17.04.2022 12:45","6304","7194"
"17.04.2022 12:45 - 17.04.2022 13:00","6232","7192"
"17.04.2022 13:00 - 17.04.2022 13:15","6184","7316"
"17.04.2022 13:15 - 17.04.2022 13:30","6100","7324"
"17.04.2022 13:30 - 17.04.2022 13:45","6060","7266"
"17.04.2022 13:45 - 17.04.2022 14:00","6008","7251"
"17.04.2022 14:00 - 17.04.2022 14:15","5984","7189"
"17.04.2022 14:15 - 17.04.2022 14:30","5936","7165"
"17.04.2022 14:30 - 17.04.2022 14:45","5888","7112"
"17.04.2022 14:45 - 17.04.2022 15:00","5856","7132"
"17.04.2022 15:00 - 17.04.2022 15:15","5868","7139"
"17.04.2022 15:15 - 17.04.2022 15:30","5848","7144"
"17.04.2022 15:30 - 17.04.2022 15:45","5852","7124"
"17.04.2022 15:45 - 17.04.2022 16:00","5868","7114"
"17.04.2022 16:00 - 17.04.2022 16:15","5896","7026"
"17.04.2022 16:15 - 17.04.2022 16:30","5948","7007"
"17.04.2022 16:30 - 17.04.2022 16:45","5980","7054"
"17.04.2022 16:45 - 17.04.2022 17:00","6040","7106"
"17.04.2022 17:00 - 17.04.2022 17:15","6120","7209"
"17.04.2022 17:15 - 17.04.2022 17:30","6200","7277"
"17.04.2022 17:30 - 17.04.2022 17:45","6272","7225"
"17.04.2022 17:45 - 17.04.2022 18:00","6372","7269"
"17.04.2022 18:00 - 17.04.2022 18:15","6412","6959"
"17.04.2022 18:15 - 17.04.2022 18:30","6520","6694"
"17.04.2022 18:30 - 17.04.2022 18:45","6596","6781"
"17.04.2022 18:45 - 17.04.2022 19:00","6632","6585"
"17.04.2022 19:00 - 17.04.2022 19:15","6648","6079"
"17.04.2022 19:15 - 17.04.2022 19:30","6680","6035"
"17.04.2022 19:30 - 17.04.2022 19:45","6708","6107"
"17.04.2022 19:45 - 17.04.2022 20:00","6704","6121"
"17.04.2022 20:00 - 17.04.2022 20:15","6676","6172"
"17.04.2022 20:15 - 17.04.2022 20:30","6640","6186"
"17.04.2022 20:30 - 17.04.2022 20:45","6560","6170"
"17.04.2022 20:45 - 17.04.2022 21:00","6488","6131"
"17.04.2022 21:00 - 17.04.2022 21:15","6424","6078"
"17.04.2022 21:15 - 17.04.2022 21:30","6348","5995"
"17.04.2022 21:30 - 17.04.2022 21:45","6256","5921"
"17.04.2022 21:45 - 17.04.2022 22:00","6212","5893"
"17.04.2022 22:00 - 17.04.2022 22:15","6404","6134"
"17.04.2022 22:15 - 17.04.2022 22:30","6360","6100"
"17.04.2022 22:30 - 17.04.2022 22:45","6244","5980"
"17.04.2022 22:45 - 17.04.2022 23:00","6176","5920"
"17.04.2022 23:00 - 17.04.2022 23:15","6224","6436"
"17.04.2022 23:15 - 17.04.2022 23:30","6108","6372"
"17.04.2022 23:30 - 17.04.2022 23:45","6000","6270"
"17.04.2022 23:45 - 18.04.2022 00:00","5920","6186"
"18.04.2022 00:00 - 18.04.2022 00:15","5600","5984"
"18.04.2022 00:15 - 18.04.2022 00:30","5480","5869"
"18.04.2022 00:30 - 18.04.2022 00:45","5400","5810"
"18.04.2022 00:45 - 18.04.2022 01:00","5296","5777"
"18.04.2022 01:00 - 18.04.2022 01:15","5280","5827"
"18.04.2022 01:15 - 18.04.2022 01:30","5204","5806"
"18.04.2022 01:30 - 18.04.2022 01:45","5112","5761"
"18.04.2022 01:45 - 18.04.2022 02:00","5052","5711"
"18.04.2022 02:00 - 18.04.2022 02:15","5152","5819"
"18.04.2022 02:15 - 18.04.2022 02:30","5096","5738"
"18.04.2022 02:30 - 18.04.2022 02:45","5048","5698"
"18.04.2022 02:45 - 18.04.2022 03:00","5016","5677"
"18.04.2022 03:00 - 18.04.2022 03:15","4992","5673"
"18.04.2022 03:15 - 18.04.2022 03:30","4972","5618"
"18.04.2022 03:30 - 18.04.2022 03:45","4960","5624"
"18.04.2022 03:45 - 18.04.2022 04:00","4940","5554"
"18.04.2022 04:00 - 18.04.2022 04:15","4992","5556"
"18.04.2022 04:15 - 18.04.2022 04:30","5012","5580"
"18.04.2022 04:30 - 18.04.2022 04:45","5024","5590"
"18.04.2022 04:45 - 18.04.2022 05:00","5048","5636"
"18.04.2022 05:00 - 18.04.2022 05:15","5080","5692"
"18.04.2022 05:15 - 18.04.2022 05:30","5092","5740"
"18.04.2022 05:30 - 18.04.2022 05:45","5120","5799"
"18.04.2022 05:45 - 18.04.2022 06:00","5124","5788"
"18.04.2022 06:00 - 18.04.2022 06:15","5204","5719"
"18.04.2022 06:15 - 18.04.2022 06:30","5236","5748"
"18.04.2022 06:30 - 18.04.2022 06:45","5268","5789"
"18.04.2022 06:45 - 18.04.2022 07:00","5344","5860"
"18.04.2022 07:00 - 18.04.2022 07:15","5372","5902"
"18.04.2022 07:15 - 18.04.2022 07:30","5428","5954"
"18.04.2022 07:30 - 18.04.2022 07:45","5500","6069"
"18.04.2022 07:45 - 18.04.2022 08:00","5544","6120"
"18.04.2022 08:00 - 18.04.2022 08:15","5640","6196"
"18.04.2022 08:15 - 18.04.2022 08:30","5724","6247"
"18.04.2022 08:30 - 18.04.2022 08:45","5768","6298"
"18.04.2022 08:45 - 18.04.2022 09:00","5812","6340"
"18.04.2022 09:00 - 18.04.2022 09:15","5872","6540"
"18.04.2022 09:15 - 18.04.2022 09:30","5920","6628"
"18.04.2022 09:30 - 18.04.2022 09:45","5952","6668"
"18.04.2022 09:45 - 18.04.2022 10:00","5948","6767"
"18.04.2022 10:00 - 18.04.2022 10:15","6016","7144"
"18.04.2022 10:15 - 18.04.2022 10:30","6032","7154"
"18.04.2022 10:30 - 18.04.2022 10:45","6036","7189"
"18.04.2022 10:45 - 18.04.2022 11:00","6044","7229"
"18.04.2022 11:00 - 18.04.2022 11:15","6180","7513"
"18.04.2022 11:15 - 18.04.2022 11:30","6200","7556"
"18.04.2022 11:30 - 18.04.2022 11:45","6212","7598"
"18.04.2022 11:45 - 18.04.2022 12:00","6108","7572"
"18.04.2022 12:00 - 18.04.2022 12:15","6008","7640"
"18.04.2022 12:15 - 18.04.2022 12:30","5868","7529"
"18.04.2022 12:30 - 18.04.2022 12:45","5760","7473"
"18.04.2022 12:45 - 18.04.2022 13:00","5712","7482"
"18.04.2022 13:00 - 18.04.2022 13:15","5724","7563"
"18.04.2022 13:15 - 18.04.2022 13:30","5664","7492"
"18.04.2022 13:30 - 18.04.2022 13:45","5600","7484"
"18.04.2022 13:45 - 18.04.2022 14:00","5572","7445"
"18.04.2022 14:00 - 18.04.2022 14:15","5544","7377"
"18.04.2022 14:15 - 18.04.2022 14:30","5508","7336"
"18.04.2022 14:30 - 18.04.2022 14:45","5452","7276"
"18.04.2022 14:45 - 18.04.2022 15:00","5444","7277"
"18.04.2022 15:00 - 18.04.2022 15:15","5460","7267"
"18.04.2022 15:15 - 18.04.2022 15:30","5464","7224"
"18.04.2022 15:30 - 18.04.2022 15:45","5468","7148"
"18.04.2022 15:45 - 18.04.2022 16:00","5500","7176"
"18.04.2022 16:00 - 18.04.2022 16:15","5508","7116"
"18.04.2022 16:15 - 18.04.2022 16:30","5536","7101"
"18.04.2022 16:30 - 18.04.2022 16:45","5576","7112"
"18.04.2022 16:45 - 18.04.2022 17:00","5648","7082"
"18.04.2022 17:00 - 18.04.2022 17:15","5676","6784"
"18.04.2022 17:15 - 18.04.2022 17:30","5748","6782"
"18.04.2022 17:30 - 18.04.2022 17:45","5820","6640"
"18.04.2022 17:45 - 18.04.2022 18:00","5920","6452"
"18.04.2022 18:00 - 18.04.2022 18:15","5928","6035"
"18.04.2022 18:15 - 18.04.2022 18:30","6000","6118"
"18.04.2022 18:30 - 18.04.2022 18:45","6064","6184"
"18.04.2022 18:45 - 18.04.2022 19:00","6128","6235"
"18.04.2022 19:00 - 18.04.2022 19:15","6180","6262"
"18.04.2022 19:15 - 18.04.2022 19:30","6216","6297"
"18.04.2022 19:30 - 18.04.2022 19:45","6280","6363"
"18.04.2022 19:45 - 18.04.2022 20:00","6292","6346"
"18.04.2022 20:00 - 18.04.2022 20:15","6332","6360"
"18.04.2022 20:15 - 18.04.2022 20:30","6336","6352"
"18.04.2022 20:30 - 18.04.2022 20:45","6312","6334"
"18.04.2022 20:45 - 18.04.2022 21:00","6264","6271"
"18.04.2022 21:00 - 18.04.2022 21:15","6208","6202"
"18.04.2022 21:15 - 18.04.2022 21:30","6124","6129"
"18.04.2022 21:30 - 18.04.2022 21:45","6056","6043"
"18.04.2022 21:45 - 18.04.2022 22:00","6028","5993"
"18.04.2022 22:00 - 18.04.2022 22:15","6268","6212"
"18.04.2022 22:15 - 18.04.2022 22:30","6232","6176"
"18.04.2022 22:30 - 18.04.2022 22:45","6116","6058"
"18.04.2022 22:45 - 18.04.2022 23:00","6024","5956"
"18.04.2022 23:00 - 18.04.2022 23:15","5952","5964"
"18.04.2022 23:15 - 18.04.2022 23:30","5828","5848"
"18.04.2022 23:30 - 18.04.2022 23:45","5724","5740"
"18.04.2022 23:45 - 19.04.2022 00:00","5652","5660"
"19.04.2022 00:00 - 19.04.2022 00:15","6328","5980"
"19.04.2022 00:15 - 19.04.2022 00:30","6236","5884"
"19.04.2022 00:30 - 19.04.2022 00:45","6148","5804"
"19.04.2022 00:45 - 19.04.2022 01:00","6060","5723"
"19.04.2022 01:00 - 19.04.2022 01:15","6064","5690"
"19.04.2022 01:15 - 19.04.2022 01:30","5992","5630"
"19.04.2022 01:30 - 19.04.2022 01:45","5936","5581"
"19.04.2022 01:45 - 19.04.2022 02:00","5876","5515"
"19.04.2022 02:00 - 19.04.2022 02:15","5948","5604"
"19.04.2022 02:15 - 19.04.2022 02:30","5904","5566"
"19.04.2022 02:30 - 19.04.2022 02:45","5860","5529"
"19.04.2022 02:45 - 19.04.2022 03:00","5832","5502"
"19.04.2022 03:00 - 19.04.2022 03:15","5840","5502"
"19.04.2022 03:15 - 19.04.2022 03:30","5832","5496"
"19.04.2022 03:30 - 19.04.2022 03:45","5840","5506"
"19.04.2022 03:45 - 19.04.2022 04:00","5852","5520"
"19.04.2022 04:00 - 19.04.2022 04:15","5908","5591"
"19.04.2022 04:15 - 19.04.2022 04:30","5964","5646"
"19.04.2022 04:30 - 19.04.2022 04:45","6040","5722"
"19.04.2022 04:45 - 19.04.2022 05:00","6156","5855"
"19.04.2022 05:00 - 19.04.2022 05:15","6296","6086"
