"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"01.01.2021 13:00 - 01.01.2021 13:15","6640","6914"
"01.01.2021 13:15 - 01.01.2021 13:30","6592","6875"
"01.01.2021 13:30 - 01.01.2021 13:45","6536","6808"
"01.01.2021 13:45 - 01.01.2021 14:00","6492","6789"
"01.01.2021 14:00 - 01.01.2021 14:15","6480","6781"
"01.01.2021 14:15 - 01.01.2021 14:30","6460","6745"
"01.01.2021 14:30 - 01.01.2021 14:45","6444","6728"
"01.01.2021 14:45 - 01.01.2021 15:00","6440","6708"
"01.01.2021 15:00 - 01.01.2021 15:15","6456","6736"
"01.01.2021 15:15 - 01.01.2021 15:30","6464","6782"
"01.01.2021 15:30 - 01.01.2021 15:45","6500","6811"
"01.01.2021 15:45 - 01.01.2021 16:00","6548","6864"
"01.01.2021 16:00 - 01.01.2021 16:15","6620","6892"
"01.01.2021 16:15 - 01.01.2021 16:30","6744","6967"
"01.01.2021 16:30 - 01.01.2021 16:45","6844","7112"
"01.01.2021 16:45 - 01.01.2021 17:00","6968","7234"
"01.01.2021 17:00 - 01.01.2021 17:15","7040","7287"
"01.01.2021 17:15 - 01.01.2021 17:30","7116","7355"
"01.01.2021 17:30 - 01.01.2021 17:45","7144","7375"
"01.01.2021 17:45 - 01.01.2021 18:00","7172","7374"
"01.01.2021 18:00 - 01.01.2021 18:15","7200","7358"
"01.01.2021 18:15 - 01.01.2021 18:30","7188","7306"
"01.01.2021 18:30 - 01.01.2021 18:45","7144","7286"
"01.01.2021 18:45 - 01.01.2021 19:00","7112","7235"
"01.01.2021 19:00 - 01.01.2021 19:15","7032","7179"
"01.01.2021 19:15 - 01.01.2021 19:30","6980","7111"
"01.01.2021 19:30 - 01.01.2021 19:45","6916","7023"
"01.01.2021 19:45 - 01.01.2021 20:00","6876","6942"
"01.01.2021 20:00 - 01.01.2021 20:15","6840","6874"
"01.01.2021 20:15 - 01.01.2021 20:30","6752","6773"
"01.01.2021 20:30 - 01.01.2021 20:45","6668","6704"
"01.01.2021 20:45 - 01.01.2021 21:00","6584","6608"
"01.01.2021 21:00 - 01.01.2021 21:15","6524","6516"
"01.01.2021 21:15 - 01.01.2021 21:30","6440","6416"
"01.01.2021 21:30 - 01.01.2021 21:45","6356","6326"
"01.01.2021 21:45 - 01.01.2021 22:00","6332","6314"
"01.01.2021 22:00 - 01.01.2021 22:15","6596","6587"
"01.01.2021 22:15 - 01.01.2021 22:30","6572","6559"
"01.01.2021 22:30 - 01.01.2021 22:45","6456","6449"
"01.01.2021 22:45 - 01.01.2021 23:00","6356","6373"
"01.01.2021 23:00 - 01.01.2021 23:15","6316","6307"
"01.01.2021 23:15 - 01.01.2021 23:30","6196","6226"
"01.01.2021 23:30 - 01.01.2021 23:45","6080","6124"
"01.01.2021 23:45 - 02.01.2021 00:00","5996","6045"
"02.01.2021 00:00 - 02.01.2021 00:15","6732","6078"
"02.01.2021 00:15 - 02.01.2021 00:30","6632","5973"
"02.01.2021 00:30 - 02.01.2021 00:45","6516","5858"
"02.01.2021 00:45 - 02.01.2021 01:00","6424","5760"
"02.01.2021 01:00 - 02.01.2021 01:15","6412","5772"
"02.01.2021 01:15 - 02.01.2021 01:30","6316","5674"
"02.01.2021 01:30 - 02.01.2021 01:45","6240","5596"
"02.01.2021 01:45 - 02.01.2021 02:00","6184","5549"
"02.01.2021 02:00 - 02.01.2021 02:15","6228","5615"
"02.01.2021 02:15 - 02.01.2021 02:30","6168","5588"
"02.01.2021 02:30 - 02.01.2021 02:45","6112","5503"
"02.01.2021 02:45 - 02.01.2021 03:00","6060","5436"
"02.01.2021 03:00 - 02.01.2021 03:15","6040","5450"
"02.01.2021 03:15 - 02.01.2021 03:30","6012","5447"
"02.01.2021 03:30 - 02.01.2021 03:45","5996","5412"
"02.01.2021 03:45 - 02.01.2021 04:00","5992","5412"
"02.01.2021 04:00 - 02.01.2021 04:15","6020","5436"
"02.01.2021 04:15 - 02.01.2021 04:30","6028","5471"
"02.01.2021 04:30 - 02.01.2021 04:45","6064","5503"
"02.01.2021 04:45 - 02.01.2021 05:00","6100","5531"
"02.01.2021 05:00 - 02.01.2021 05:15","6172","5661"
"02.01.2021 05:15 - 02.01.2021 05:30","6240","5725"
"02.01.2021 05:30 - 02.01.2021 05:45","6316","5791"
"02.01.2021 05:45 - 02.01.2021 06:00","6404","5841"
"02.01.2021 06:00 - 02.01.2021 06:15","6392","5822"
"02.01.2021 06:15 - 02.01.2021 06:30","6500","5912"
"02.01.2021 06:30 - 02.01.2021 06:45","6616","5998"
"02.01.2021 06:45 - 02.01.2021 07:00","6740","6093"
"02.01.2021 07:00 - 02.01.2021 07:15","6888","6227"
"02.01.2021 07:15 - 02.01.2021 07:30","7020","6328"
"02.01.2021 07:30 - 02.01.2021 07:45","7136","6432"
"02.01.2021 07:45 - 02.01.2021 08:00","7220","6491"
"02.01.2021 08:00 - 02.01.2021 08:15","7316","6574"
"02.01.2021 08:15 - 02.01.2021 08:30","7404","6640"
"02.01.2021 08:30 - 02.01.2021 08:45","7496","6759"
"02.01.2021 08:45 - 02.01.2021 09:00","7572","6840"
"02.01.2021 09:00 - 02.01.2021 09:15","7628","6947"
"02.01.2021 09:15 - 02.01.2021 09:30","7688","7032"
"02.01.2021 09:30 - 02.01.2021 09:45","7728","7136"
"02.01.2021 09:45 - 02.01.2021 10:00","7760","7208"
"02.01.2021 10:00 - 02.01.2021 10:15","7804","7340"
"02.01.2021 10:15 - 02.01.2021 10:30","7844","7361"
"02.01.2021 10:30 - 02.01.2021 10:45","7864","7446"
"02.01.2021 10:45 - 02.01.2021 11:00","7892","7507"
"02.01.2021 11:00 - 02.01.2021 11:15","7904","7502"
"02.01.2021 11:15 - 02.01.2021 11:30","7960","7561"
"02.01.2021 11:30 - 02.01.2021 11:45","7960","7605"
"02.01.2021 11:45 - 02.01.2021 12:00","7932","7576"
"02.01.2021 12:00 - 02.01.2021 12:15","7932","7622"
"02.01.2021 12:15 - 02.01.2021 12:30","7824","7537"
"02.01.2021 12:30 - 02.01.2021 12:45","7728","7462"
"02.01.2021 12:45 - 02.01.2021 13:00","7668","7395"
"02.01.2021 13:00 - 02.01.2021 13:15","7628","7420"
"02.01.2021 13:15 - 02.01.2021 13:30","7564","7370"
"02.01.2021 13:30 - 02.01.2021 13:45","7504","7315"
"02.01.2021 13:45 - 02.01.2021 14:00","7456","7283"
"02.01.2021 14:00 - 02.01.2021 14:15","7424","7258"
"02.01.2021 14:15 - 02.01.2021 14:30","7392","7187"
"02.01.2021 14:30 - 02.01.2021 14:45","7424","7206"
"02.01.2021 14:45 - 02.01.2021 15:00","7408","7190"
"02.01.2021 15:00 - 02.01.2021 15:15","7436","7214"
"02.01.2021 15:15 - 02.01.2021 15:30","7440","7198"
"02.01.2021 15:30 - 02.01.2021 15:45","7484","7200"
"02.01.2021 15:45 - 02.01.2021 16:00","7532","7214"
"02.01.2021 16:00 - 02.01.2021 16:15","7620","7273"
"02.01.2021 16:15 - 02.01.2021 16:30","7712","7329"
"02.01.2021 16:30 - 02.01.2021 16:45","7820","7452"
"02.01.2021 16:45 - 02.01.2021 17:00","7920","7545"
"02.01.2021 17:00 - 02.01.2021 17:15","7968","7616"
"02.01.2021 17:15 - 02.01.2021 17:30","8020","7618"
"02.01.2021 17:30 - 02.01.2021 17:45","8024","7636"
"02.01.2021 17:45 - 02.01.2021 18:00","8028","7646"
"02.01.2021 18:00 - 02.01.2021 18:15","8016","7618"
"02.01.2021 18:15 - 02.01.2021 18:30","7940","7495"
"02.01.2021 18:30 - 02.01.2021 18:45","7860","7418"
"02.01.2021 18:45 - 02.01.2021 19:00","7788","7347"
"02.01.2021 19:00 - 02.01.2021 19:15","7672","7246"
"02.01.2021 19:15 - 02.01.2021 19:30","7544","7168"
"02.01.2021 19:30 - 02.01.2021 19:45","7444","7078"
"02.01.2021 19:45 - 02.01.2021 20:00","7368","6953"
"02.01.2021 20:00 - 02.01.2021 20:15","7292","6913"
"02.01.2021 20:15 - 02.01.2021 20:30","7176","6813"
"02.01.2021 20:30 - 02.01.2021 20:45","7060","6754"
"02.01.2021 20:45 - 02.01.2021 21:00","6972","6667"
"02.01.2021 21:00 - 02.01.2021 21:15","6848","6545"
"02.01.2021 21:15 - 02.01.2021 21:30","6772","6445"
"02.01.2021 21:30 - 02.01.2021 21:45","6676","6362"
"02.01.2021 21:45 - 02.01.2021 22:00","6620","6341"
"02.01.2021 22:00 - 02.01.2021 22:15","6844","6606"
"02.01.2021 22:15 - 02.01.2021 22:30","6820","6580"
"02.01.2021 22:30 - 02.01.2021 22:45","6688","6479"
"02.01.2021 22:45 - 02.01.2021 23:00","6584","6414"
"02.01.2021 23:00 - 02.01.2021 23:15","6508","6367"
"02.01.2021 23:15 - 02.01.2021 23:30","6384","6229"
"02.01.2021 23:30 - 02.01.2021 23:45","6264","6152"
"02.01.2021 23:45 - 03.01.2021 00:00","6168","6050"
"03.01.2021 00:00 - 03.01.2021 00:15","5940","6062"
"03.01.2021 00:15 - 03.01.2021 00:30","5848","5959"
"03.01.2021 00:30 - 03.01.2021 00:45","5736","5880"
"03.01.2021 00:45 - 03.01.2021 01:00","5648","5784"
"03.01.2021 01:00 - 03.01.2021 01:15","5624","5748"
"03.01.2021 01:15 - 03.01.2021 01:30","5536","5653"
"03.01.2021 01:30 - 03.01.2021 01:45","5460","5567"
"03.01.2021 01:45 - 03.01.2021 02:00","5400","5515"
"03.01.2021 02:00 - 03.01.2021 02:15","5500","5582"
"03.01.2021 02:15 - 03.01.2021 02:30","5436","5534"
"03.01.2021 02:30 - 03.01.2021 02:45","5372","5467"
"03.01.2021 02:45 - 03.01.2021 03:00","5320","5416"
"03.01.2021 03:00 - 03.01.2021 03:15","5304","5422"
"03.01.2021 03:15 - 03.01.2021 03:30","5264","5397"
"03.01.2021 03:30 - 03.01.2021 03:45","5244","5377"
"03.01.2021 03:45 - 03.01.2021 04:00","5232","5348"
"03.01.2021 04:00 - 03.01.2021 04:15","5256","5366"
"03.01.2021 04:15 - 03.01.2021 04:30","5260","5359"
"03.01.2021 04:30 - 03.01.2021 04:45","5288","5330"
"03.01.2021 04:45 - 03.01.2021 05:00","5312","5362"
"03.01.2021 05:00 - 03.01.2021 05:15","5380","5447"
"03.01.2021 05:15 - 03.01.2021 05:30","5416","5507"
"03.01.2021 05:30 - 03.01.2021 05:45","5472","5562"
"03.01.2021 05:45 - 03.01.2021 06:00","5512","5572"
"03.01.2021 06:00 - 03.01.2021 06:15","5500","5559"
"03.01.2021 06:15 - 03.01.2021 06:30","5572","5650"
"03.01.2021 06:30 - 03.01.2021 06:45","5652","5706"
"03.01.2021 06:45 - 03.01.2021 07:00","5740","5771"
"03.01.2021 07:00 - 03.01.2021 07:15","5820","5881"
"03.01.2021 07:15 - 03.01.2021 07:30","5912","5920"
"03.01.2021 07:30 - 03.01.2021 07:45","6004","5994"
"03.01.2021 07:45 - 03.01.2021 08:00","6072","6067"
"03.01.2021 08:00 - 03.01.2021 08:15","6160","6144"
"03.01.2021 08:15 - 03.01.2021 08:30","6240","6231"
"03.01.2021 08:30 - 03.01.2021 08:45","6344","6319"
"03.01.2021 08:45 - 03.01.2021 09:00","6428","6442"
"03.01.2021 09:00 - 03.01.2021 09:15","6516","6592"
"03.01.2021 09:15 - 03.01.2021 09:30","6584","6697"
"03.01.2021 09:30 - 03.01.2021 09:45","6644","6801"
"03.01.2021 09:45 - 03.01.2021 10:00","6704","6889"
"03.01.2021 10:00 - 03.01.2021 10:15","6764","7000"
"03.01.2021 10:15 - 03.01.2021 10:30","6812","7082"
"03.01.2021 10:30 - 03.01.2021 10:45","6856","7130"
"03.01.2021 10:45 - 03.01.2021 11:00","6908","7203"
"03.01.2021 11:00 - 03.01.2021 11:15","6948","7276"
"03.01.2021 11:15 - 03.01.2021 11:30","7012","7399"
"03.01.2021 11:30 - 03.01.2021 11:45","7000","7408"
"03.01.2021 11:45 - 03.01.2021 12:00","6948","7362"
"03.01.2021 12:00 - 03.01.2021 12:15","6932","7365"
"03.01.2021 12:15 - 03.01.2021 12:30","6828","7293"
"03.01.2021 12:30 - 03.01.2021 12:45","6732","7216"
"03.01.2021 12:45 - 03.01.2021 13:00","6656","7134"
"03.01.2021 13:00 - 03.01.2021 13:15","6628","7140"
"03.01.2021 13:15 - 03.01.2021 13:30","6580","7082"
"03.01.2021 13:30 - 03.01.2021 13:45","6528","7003"
"03.01.2021 13:45 - 03.01.2021 14:00","6484","6937"
"03.01.2021 14:00 - 03.01.2021 14:15","6468","6886"
"03.01.2021 14:15 - 03.01.2021 14:30","6452","6836"
"03.01.2021 14:30 - 03.01.2021 14:45","6444","6810"
"03.01.2021 14:45 - 03.01.2021 15:00","6436","6758"
"03.01.2021 15:00 - 03.01.2021 15:15","6452","6774"
"03.01.2021 15:15 - 03.01.2021 15:30","6464","6758"
"03.01.2021 15:30 - 03.01.2021 15:45","6500","6804"
"03.01.2021 15:45 - 03.01.2021 16:00","6552","6853"
"03.01.2021 16:00 - 03.01.2021 16:15","6628","6913"
"03.01.2021 16:15 - 03.01.2021 16:30","6752","6988"
"03.01.2021 16:30 - 03.01.2021 16:45","6852","7089"
"03.01.2021 16:45 - 03.01.2021 17:00","6976","7194"
"03.01.2021 17:00 - 03.01.2021 17:15","7056","7258"
"03.01.2021 17:15 - 03.01.2021 17:30","7132","7356"
"03.01.2021 17:30 - 03.01.2021 17:45","7164","7364"
"03.01.2021 17:45 - 03.01.2021 18:00","7192","7386"
"03.01.2021 18:00 - 03.01.2021 18:15","7224","7352"
"03.01.2021 18:15 - 03.01.2021 18:30","7212","7298"
"03.01.2021 18:30 - 03.01.2021 18:45","7172","7245"
"03.01.2021 18:45 - 03.01.2021 19:00","7140","7205"
"03.01.2021 19:00 - 03.01.2021 19:15","7056","7176"
"03.01.2021 19:15 - 03.01.2021 19:30","7004","7074"
"03.01.2021 19:30 - 03.01.2021 19:45","6940","7008"
"03.01.2021 19:45 - 03.01.2021 20:00","6900","6932"
"03.01.2021 20:00 - 03.01.2021 20:15","6860","6907"
"03.01.2021 20:15 - 03.01.2021 20:30","6776","6768"
"03.01.2021 20:30 - 03.01.2021 20:45","6688","6694"
"03.01.2021 20:45 - 03.01.2021 21:00","6604","6566"
"03.01.2021 21:00 - 03.01.2021 21:15","6532","6480"
"03.01.2021 21:15 - 03.01.2021 21:30","6444","6403"
"03.01.2021 21:30 - 03.01.2021 21:45","6360","6348"
"03.01.2021 21:45 - 03.01.2021 22:00","6336","6350"
"03.01.2021 22:00 - 03.01.2021 22:15","6604","6614"
"03.01.2021 22:15 - 03.01.2021 22:30","6580","6623"
"03.01.2021 22:30 - 03.01.2021 22:45","6464","6521"
"03.01.2021 22:45 - 03.01.2021 23:00","6364","6437"
"03.01.2021 23:00 - 03.01.2021 23:15","6324","6383"
"03.01.2021 23:15 - 03.01.2021 23:30","6200","6288"
"03.01.2021 23:30 - 03.01.2021 23:45","6084","6184"
"03.01.2021 23:45 - 04.01.2021 00:00","5996","6104"
"04.01.2021 00:00 - 04.01.2021 00:15","6284","6126"
"04.01.2021 00:15 - 04.01.2021 00:30","6184","6051"
"04.01.2021 00:30 - 04.01.2021 00:45","6080","5986"
"04.01.2021 00:45 - 04.01.2021 01:00","5992","5869"
"04.01.2021 01:00 - 04.01.2021 01:15","6000","5884"
"04.01.2021 01:15 - 04.01.2021 01:30","5924","5851"
"04.01.2021 01:30 - 04.01.2021 01:45","5860","5790"
"04.01.2021 01:45 - 04.01.2021 02:00","5804","5719"
"04.01.2021 02:00 - 04.01.2021 02:15","5888","5787"
"04.01.2021 02:15 - 04.01.2021 02:30","5828","5772"
"04.01.2021 02:30 - 04.01.2021 02:45","5780","5714"
"04.01.2021 02:45 - 04.01.2021 03:00","5736","5646"
"04.01.2021 03:00 - 04.01.2021 03:15","5732","5627"
"04.01.2021 03:15 - 04.01.2021 03:30","5712","5619"
"04.01.2021 03:30 - 04.01.2021 03:45","5712","5603"
"04.01.2021 03:45 - 04.01.2021 04:00","5724","5592"
"04.01.2021 04:00 - 04.01.2021 04:15","5780","5686"
"04.01.2021 04:15 - 04.01.2021 04:30","5816","5709"
"04.01.2021 04:30 - 04.01.2021 04:45","5884","5804"
"04.01.2021 04:45 - 04.01.2021 05:00","5976","5892"
"04.01.2021 05:00 - 04.01.2021 05:15","6096","6088"
"04.01.2021 05:15 - 04.01.2021 05:30","6220","6254"
"04.01.2021 05:30 - 04.01.2021 05:45","6380","6429"
"04.01.2021 05:45 - 04.01.2021 06:00","6540","6578"
"04.01.2021 06:00 - 04.01.2021 06:15","6724","6736"
"04.01.2021 06:15 - 04.01.2021 06:30","6936","6914"
"04.01.2021 06:30 - 04.01.2021 06:45","7120","7106"
"04.01.2021 06:45 - 04.01.2021 07:00","7296","7256"
"04.01.2021 07:00 - 04.01.2021 07:15","7516","7416"
"04.01.2021 07:15 - 04.01.2021 07:30","7660","7587"
"04.01.2021 07:30 - 04.01.2021 07:45","7772","7748"
"04.01.2021 07:45 - 04.01.2021 08:00","7852","7831"
"04.01.2021 08:00 - 04.01.2021 08:15","7952","7941"
"04.01.2021 08:15 - 04.01.2021 08:30","8008","8061"
"04.01.2021 08:30 - 04.01.2021 08:45","8060","8166"
"04.01.2021 08:45 - 04.01.2021 09:00","8100","8269"
"04.01.2021 09:00 - 04.01.2021 09:15","8112","8368"
"04.01.2021 09:15 - 04.01.2021 09:30","8132","8444"
"04.01.2021 09:30 - 04.01.2021 09:45","8160","8502"
"04.01.2021 09:45 - 04.01.2021 10:00","8176","8582"
"04.01.2021 10:00 - 04.01.2021 10:15","8192","8603"
"04.01.2021 10:15 - 04.01.2021 10:30","8212","8667"
"04.01.2021 10:30 - 04.01.2021 10:45","8232","8700"
"04.01.2021 10:45 - 04.01.2021 11:00","8256","8758"
"04.01.2021 11:00 - 04.01.2021 11:15","8244","8764"
"04.01.2021 11:15 - 04.01.2021 11:30","8280","8837"
"04.01.2021 11:30 - 04.01.2021 11:45","8272","8913"
"04.01.2021 11:45 - 04.01.2021 12:00","8248","8930"
"04.01.2021 12:00 - 04.01.2021 12:15","8228","8934"
"04.01.2021 12:15 - 04.01.2021 12:30","8144","8825"
"04.01.2021 12:30 - 04.01.2021 12:45","8080","8738"
"04.01.2021 12:45 - 04.01.2021 13:00","8044","8693"
"04.01.2021 13:00 - 04.01.2021 13:15","8040","8677"
"04.01.2021 13:15 - 04.01.2021 13:30","8000","8642"
"04.01.2021 13:30 - 04.01.2021 13:45","7956","8600"
"04.01.2021 13:45 - 04.01.2021 14:00","7920","8534"
"04.01.2021 14:00 - 04.01.2021 14:15","7904","8483"
"04.01.2021 14:15 - 04.01.2021 14:30","7892","8453"
"04.01.2021 14:30 - 04.01.2021 14:45","7872","8409"
"04.01.2021 14:45 - 04.01.2021 15:00","7864","8348"
"04.01.2021 15:00 - 04.01.2021 15:15","7880","8335"
"04.01.2021 15:15 - 04.01.2021 15:30","7888","8318"
"04.01.2021 15:30 - 04.01.2021 15:45","7904","8325"
"04.01.2021 15:45 - 04.01.2021 16:00","7944","8346"
"04.01.2021 16:00 - 04.01.2021 16:15","8024","8375"
"04.01.2021 16:15 - 04.01.2021 16:30","8116","8409"
"04.01.2021 16:30 - 04.01.2021 16:45","8216","8481"
"04.01.2021 16:45 - 04.01.2021 17:00","8300","8554"
"04.01.2021 17:00 - 04.01.2021 17:15","8336","8681"
"04.01.2021 17:15 - 04.01.2021 17:30","8376","8704"
"04.01.2021 17:30 - 04.01.2021 17:45","8380","8732"
"04.01.2021 17:45 - 04.01.2021 18:00","8380","8692"
"04.01.2021 18:00 - 04.01.2021 18:15","8348","8618"
"04.01.2021 18:15 - 04.01.2021 18:30","8296","8560"
"04.01.2021 18:30 - 04.01.2021 18:45","8244","8484"
"04.01.2021 18:45 - 04.01.2021 19:00","8176","8412"
"04.01.2021 19:00 - 04.01.2021 19:15","8052","8245"
"04.01.2021 19:15 - 04.01.2021 19:30","7944","8116"
"04.01.2021 19:30 - 04.01.2021 19:45","7836","8006"
"04.01.2021 19:45 - 04.01.2021 20:00","7744","7906"
"04.01.2021 20:00 - 04.01.2021 20:15","7624","7844"
"04.01.2021 20:15 - 04.01.2021 20:30","7504","7710"
"04.01.2021 20:30 - 04.01.2021 20:45","7384","7620"
"04.01.2021 20:45 - 04.01.2021 21:00","7268","7500"
"04.01.2021 21:00 - 04.01.2021 21:15","7132","7352"
"04.01.2021 21:15 - 04.01.2021 21:30","7012","7237"
"04.01.2021 21:30 - 04.01.2021 21:45","6896","7138"
"04.01.2021 21:45 - 04.01.2021 22:00","6812","7070"
"04.01.2021 22:00 - 04.01.2021 22:15","7036","7227"
"04.01.2021 22:15 - 04.01.2021 22:30","6980","7185"
"04.01.2021 22:30 - 04.01.2021 22:45","6844","7074"
"04.01.2021 22:45 - 04.01.2021 23:00","6728","6958"
"04.01.2021 23:00 - 04.01.2021 23:15","6672","6899"
"04.01.2021 23:15 - 04.01.2021 23:30","6536","6786"
"04.01.2021 23:30 - 04.01.2021 23:45","6424","6689"
"04.01.2021 23:45 - 05.01.2021 00:00","6328","6625"
"05.01.2021 00:00 - 05.01.2021 00:15","6284","6568"
"05.01.2021 00:15 - 05.01.2021 00:30","6184","6433"
"05.01.2021 00:30 - 05.01.2021 00:45","6080","6363"
"05.01.2021 00:45 - 05.01.2021 01:00","5992","6309"
"05.01.2021 01:00 - 05.01.2021 01:15","6000","6311"
"05.01.2021 01:15 - 05.01.2021 01:30","5924","6262"
"05.01.2021 01:30 - 05.01.2021 01:45","5860","6195"
"05.01.2021 01:45 - 05.01.2021 02:00","5804","6124"
"05.01.2021 02:00 - 05.01.2021 02:15","5888","6186"
"05.01.2021 02:15 - 05.01.2021 02:30","5828","6151"
"05.01.2021 02:30 - 05.01.2021 02:45","5780","6111"
"05.01.2021 02:45 - 05.01.2021 03:00","5736","6028"
"05.01.2021 03:00 - 05.01.2021 03:15","5732","6033"
"05.01.2021 03:15 - 05.01.2021 03:30","5712","6013"
"05.01.2021 03:30 - 05.01.2021 03:45","5712","5991"
"05.01.2021 03:45 - 05.01.2021 04:00","5724","5996"
"05.01.2021 04:00 - 05.01.2021 04:15","5780","6033"
"05.01.2021 04:15 - 05.01.2021 04:30","5816","6097"
"05.01.2021 04:30 - 05.01.2021 04:45","5884","6118"
"05.01.2021 04:45 - 05.01.2021 05:00","5976","6211"
"05.01.2021 05:00 - 05.01.2021 05:15","6096","6377"
"05.01.2021 05:15 - 05.01.2021 05:30","6220","6439"
"05.01.2021 05:30 - 05.01.2021 05:45","6380","6550"
"05.01.2021 05:45 - 05.01.2021 06:00","6540","6668"
"05.01.2021 06:00 - 05.01.2021 06:15","6724","6860"
"05.01.2021 06:15 - 05.01.2021 06:30","6936","7042"
"05.01.2021 06:30 - 05.01.2021 06:45","7120","7173"
"05.01.2021 06:45 - 05.01.2021 07:00","7296","7294"
"05.01.2021 07:00 - 05.01.2021 07:15","7516","7462"
"05.01.2021 07:15 - 05.01.2021 07:30","7660","7624"
"05.01.2021 07:30 - 05.01.2021 07:45","7772","7760"
"05.01.2021 07:45 - 05.01.2021 08:00","7852","7871"
"05.01.2021 08:00 - 05.01.2021 08:15","7952","8039"
"05.01.2021 08:15 - 05.01.2021 08:30","8008","8124"
"05.01.2021 08:30 - 05.01.2021 08:45","8060","8212"
"05.01.2021 08:45 - 05.01.2021 09:00","8100","8283"
"05.01.2021 09:00 - 05.01.2021 09:15","8112","8312"
"05.01.2021 09:15 - 05.01.2021 09:30","8132","8368"
"05.01.2021 09:30 - 05.01.2021 09:45","8160","8432"
"05.01.2021 09:45 - 05.01.2021 10:00","8176","8487"
"05.01.2021 10:00 - 05.01.2021 10:15","8192","8512"
"05.01.2021 10:15 - 05.01.2021 10:30","8212","8542"
"05.01.2021 10:30 - 05.01.2021 10:45","8232","8572"
"05.01.2021 10:45 - 05.01.2021 11:00","8256","8634"
"05.01.2021 11:00 - 05.01.2021 11:15","8244","8633"
"05.01.2021 11:15 - 05.01.2021 11:30","8280","8708"
"05.01.2021 11:30 - 05.01.2021 11:45","8272","8720"
"05.01.2021 11:45 - 05.01.2021 12:00","8248","8712"
"05.01.2021 12:00 - 05.01.2021 12:15","8228","8731"
