"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"13.04.2021 04:00 - 13.04.2021 04:15","5776","6179"
"13.04.2021 04:15 - 13.04.2021 04:30","5828","6228"
"13.04.2021 04:30 - 13.04.2021 04:45","5900","6261"
"13.04.2021 04:45 - 13.04.2021 05:00","6012","6339"
"13.04.2021 05:00 - 13.04.2021 05:15","6204","6639"
"13.04.2021 05:15 - 13.04.2021 05:30","6388","6824"
"13.04.2021 05:30 - 13.04.2021 05:45","6588","7038"
"13.04.2021 05:45 - 13.04.2021 06:00","6828","7218"
"13.04.2021 06:00 - 13.04.2021 06:15","7136","7591"
"13.04.2021 06:15 - 13.04.2021 06:30","7396","7820"
"13.04.2021 06:30 - 13.04.2021 06:45","7592","8008"
"13.04.2021 06:45 - 13.04.2021 07:00","7756","8176"
"13.04.2021 07:00 - 13.04.2021 07:15","7968","8523"
"13.04.2021 07:15 - 13.04.2021 07:30","8096","8707"
"13.04.2021 07:30 - 13.04.2021 07:45","8192","8853"
"13.04.2021 07:45 - 13.04.2021 08:00","8284","8931"
"13.04.2021 08:00 - 13.04.2021 08:15","8360","9008"
"13.04.2021 08:15 - 13.04.2021 08:30","8388","9078"
"13.04.2021 08:30 - 13.04.2021 08:45","8416","9094"
"13.04.2021 08:45 - 13.04.2021 09:00","8408","9131"
"13.04.2021 09:00 - 13.04.2021 09:15","8344","9053"
"13.04.2021 09:15 - 13.04.2021 09:30","8344","9123"
"13.04.2021 09:30 - 13.04.2021 09:45","8368","9160"
"13.04.2021 09:45 - 13.04.2021 10:00","8368","9198"
"13.04.2021 10:00 - 13.04.2021 10:15","8364","9174"
"13.04.2021 10:15 - 13.04.2021 10:30","8372","9258"
"13.04.2021 10:30 - 13.04.2021 10:45","8400","9391"
"13.04.2021 10:45 - 13.04.2021 11:00","8420","9420"
"13.04.2021 11:00 - 13.04.2021 11:15","8416","9431"
"13.04.2021 11:15 - 13.04.2021 11:30","8460","9466"
"13.04.2021 11:30 - 13.04.2021 11:45","8476","9512"
"13.04.2021 11:45 - 13.04.2021 12:00","8440","9446"
"13.04.2021 12:00 - 13.04.2021 12:15","8384","9428"
"13.04.2021 12:15 - 13.04.2021 12:30","8284","9368"
"13.04.2021 12:30 - 13.04.2021 12:45","8232","9322"
"13.04.2021 12:45 - 13.04.2021 13:00","8200","9306"
"13.04.2021 13:00 - 13.04.2021 13:15","8228","9311"
"13.04.2021 13:15 - 13.04.2021 13:30","8208","9232"
"13.04.2021 13:30 - 13.04.2021 13:45","8152","9180"
"13.04.2021 13:45 - 13.04.2021 14:00","8088","9065"
"13.04.2021 14:00 - 13.04.2021 14:15","8060","9058"
"13.04.2021 14:15 - 13.04.2021 14:30","8040","9020"
"13.04.2021 14:30 - 13.04.2021 14:45","8016","8997"
"13.04.2021 14:45 - 13.04.2021 15:00","7964","8966"
"13.04.2021 15:00 - 13.04.2021 15:15","7956","8954"
"13.04.2021 15:15 - 13.04.2021 15:30","7952","8900"
"13.04.2021 15:30 - 13.04.2021 15:45","7944","8870"
"13.04.2021 15:45 - 13.04.2021 16:00","7920","8818"
"13.04.2021 16:00 - 13.04.2021 16:15","7900","8799"
"13.04.2021 16:15 - 13.04.2021 16:30","7912","8803"
"13.04.2021 16:30 - 13.04.2021 16:45","7892","8760"
"13.04.2021 16:45 - 13.04.2021 17:00","7916","8742"
"13.04.2021 17:00 - 13.04.2021 17:15","7920","8712"
"13.04.2021 17:15 - 13.04.2021 17:30","7972","8726"
"13.04.2021 17:30 - 13.04.2021 17:45","8012","8751"
"13.04.2021 17:45 - 13.04.2021 18:00","8048","8798"
"13.04.2021 18:00 - 13.04.2021 18:15","8052","8844"
"13.04.2021 18:15 - 13.04.2021 18:30","8076","8779"
"13.04.2021 18:30 - 13.04.2021 18:45","8096","8750"
"13.04.2021 18:45 - 13.04.2021 19:00","8108","8721"
"13.04.2021 19:00 - 13.04.2021 19:15","8096","8670"
"13.04.2021 19:15 - 13.04.2021 19:30","8044","8642"
"13.04.2021 19:30 - 13.04.2021 19:45","8020","8550"
"13.04.2021 19:45 - 13.04.2021 20:00","7988","8479"
"13.04.2021 20:00 - 13.04.2021 20:15","7944","8420"
"13.04.2021 20:15 - 13.04.2021 20:30","7852","8328"
"13.04.2021 20:30 - 13.04.2021 20:45","7748","8266"
"13.04.2021 20:45 - 13.04.2021 21:00","7604","8103"
"13.04.2021 21:00 - 13.04.2021 21:15","7460","7936"
"13.04.2021 21:15 - 13.04.2021 21:30","7320","7792"
"13.04.2021 21:30 - 13.04.2021 21:45","7188","7594"
"13.04.2021 21:45 - 13.04.2021 22:00","7080","7482"
"13.04.2021 22:00 - 13.04.2021 22:15","7200","7661"
"13.04.2021 22:15 - 13.04.2021 22:30","7132","7603"
"13.04.2021 22:30 - 13.04.2021 22:45","6984","7476"
"13.04.2021 22:45 - 13.04.2021 23:00","6876","7355"
"13.04.2021 23:00 - 13.04.2021 23:15","6796","7231"
"13.04.2021 23:15 - 13.04.2021 23:30","6664","7121"
"13.04.2021 23:30 - 13.04.2021 23:45","6548","6984"
"13.04.2021 23:45 - 14.04.2021 00:00","6448","6901"
"14.04.2021 00:00 - 14.04.2021 00:15","6244","6902"
"14.04.2021 00:15 - 14.04.2021 00:30","6152","6812"
"14.04.2021 00:30 - 14.04.2021 00:45","6064","6687"
"14.04.2021 00:45 - 14.04.2021 01:00","5980","6581"
"14.04.2021 01:00 - 14.04.2021 01:15","5980","6557"
"14.04.2021 01:15 - 14.04.2021 01:30","5916","6461"
"14.04.2021 01:30 - 14.04.2021 01:45","5852","6402"
"14.04.2021 01:45 - 14.04.2021 02:00","5808","6400"
"14.04.2021 02:00 - 14.04.2021 02:15","5884","6413"
"14.04.2021 02:15 - 14.04.2021 02:30","5832","6381"
"14.04.2021 02:30 - 14.04.2021 02:45","5784","6344"
"14.04.2021 02:45 - 14.04.2021 03:00","5748","6302"
"14.04.2021 03:00 - 14.04.2021 03:15","5748","6308"
"14.04.2021 03:15 - 14.04.2021 03:30","5728","6278"
"14.04.2021 03:30 - 14.04.2021 03:45","5724","6267"
"14.04.2021 03:45 - 14.04.2021 04:00","5736","6297"
"14.04.2021 04:00 - 14.04.2021 04:15","5804","6384"
"14.04.2021 04:15 - 14.04.2021 04:30","5856","6427"
"14.04.2021 04:30 - 14.04.2021 04:45","5932","6447"
"14.04.2021 04:45 - 14.04.2021 05:00","6040","6563"
"14.04.2021 05:00 - 14.04.2021 05:15","6232","6783"
"14.04.2021 05:15 - 14.04.2021 05:30","6412","6922"
"14.04.2021 05:30 - 14.04.2021 05:45","6616","7148"
"14.04.2021 05:45 - 14.04.2021 06:00","6856","7376"
"14.04.2021 06:00 - 14.04.2021 06:15","7160","7746"
"14.04.2021 06:15 - 14.04.2021 06:30","7424","8006"
"14.04.2021 06:30 - 14.04.2021 06:45","7620","8174"
"14.04.2021 06:45 - 14.04.2021 07:00","7792","8334"
"14.04.2021 07:00 - 14.04.2021 07:15","8004","8547"
"14.04.2021 07:15 - 14.04.2021 07:30","8140","8725"
"14.04.2021 07:30 - 14.04.2021 07:45","8240","8806"
"14.04.2021 07:45 - 14.04.2021 08:00","8332","8860"
"14.04.2021 08:00 - 14.04.2021 08:15","8408","8916"
"14.04.2021 08:15 - 14.04.2021 08:30","8436","8914"
"14.04.2021 08:30 - 14.04.2021 08:45","8468","8918"
"14.04.2021 08:45 - 14.04.2021 09:00","8460","8952"
"14.04.2021 09:00 - 14.04.2021 09:15","8396","8830"
"14.04.2021 09:15 - 14.04.2021 09:30","8396","8868"
"14.04.2021 09:30 - 14.04.2021 09:45","8420","8870"
"14.04.2021 09:45 - 14.04.2021 10:00","8424","8860"
"14.04.2021 10:00 - 14.04.2021 10:15","8420","8856"
"14.04.2021 10:15 - 14.04.2021 10:30","8432","8897"
"14.04.2021 10:30 - 14.04.2021 10:45","8464","8926"
"14.04.2021 10:45 - 14.04.2021 11:00","8484","8928"
"14.04.2021 11:00 - 14.04.2021 11:15","8480","8937"
"14.04.2021 11:15 - 14.04.2021 11:30","8524","9040"
"14.04.2021 11:30 - 14.04.2021 11:45","8540","9036"
"14.04.2021 11:45 - 14.04.2021 12:00","8504","9013"
"14.04.2021 12:00 - 14.04.2021 12:15","8444","8994"
"14.04.2021 12:15 - 14.04.2021 12:30","8344","8855"
"14.04.2021 12:30 - 14.04.2021 12:45","8284","8745"
"14.04.2021 12:45 - 14.04.2021 13:00","8248","8687"
"14.04.2021 13:00 - 14.04.2021 13:15","8272","8646"
"14.04.2021 13:15 - 14.04.2021 13:30","8256","8610"
"14.04.2021 13:30 - 14.04.2021 13:45","8196","8583"
"14.04.2021 13:45 - 14.04.2021 14:00","8132","8454"
"14.04.2021 14:00 - 14.04.2021 14:15","8108","8472"
"14.04.2021 14:15 - 14.04.2021 14:30","8088","8400"
"14.04.2021 14:30 - 14.04.2021 14:45","8064","8308"
"14.04.2021 14:45 - 14.04.2021 15:00","8020","8268"
"14.04.2021 15:00 - 14.04.2021 15:15","8016","8249"
"14.04.2021 15:15 - 14.04.2021 15:30","8004","8240"
"14.04.2021 15:30 - 14.04.2021 15:45","7988","8210"
"14.04.2021 15:45 - 14.04.2021 16:00","7968","8214"
"14.04.2021 16:00 - 14.04.2021 16:15","7948","8185"
"14.04.2021 16:15 - 14.04.2021 16:30","7952","8146"
"14.04.2021 16:30 - 14.04.2021 16:45","7936","8122"
"14.04.2021 16:45 - 14.04.2021 17:00","7960","8165"
"14.04.2021 17:00 - 14.04.2021 17:15","7952","8151"
"14.04.2021 17:15 - 14.04.2021 17:30","8008","8219"
"14.04.2021 17:30 - 14.04.2021 17:45","8044","8306"
"14.04.2021 17:45 - 14.04.2021 18:00","8076","8334"
"14.04.2021 18:00 - 14.04.2021 18:15","8084","8331"
"14.04.2021 18:15 - 14.04.2021 18:30","8104","8371"
"14.04.2021 18:30 - 14.04.2021 18:45","8124","8425"
"14.04.2021 18:45 - 14.04.2021 19:00","8140","8467"
"14.04.2021 19:00 - 14.04.2021 19:15","8120","8444"
"14.04.2021 19:15 - 14.04.2021 19:30","8076","8400"
"14.04.2021 19:30 - 14.04.2021 19:45","8052","8407"
"14.04.2021 19:45 - 14.04.2021 20:00","8024","8362"
"14.04.2021 20:00 - 14.04.2021 20:15","7980","8325"
"14.04.2021 20:15 - 14.04.2021 20:30","7884","8307"
"14.04.2021 20:30 - 14.04.2021 20:45","7780","8220"
"14.04.2021 20:45 - 14.04.2021 21:00","7636","8090"
"14.04.2021 21:00 - 14.04.2021 21:15","7492","7902"
"14.04.2021 21:15 - 14.04.2021 21:30","7348","7777"
"14.04.2021 21:30 - 14.04.2021 21:45","7216","7639"
"14.04.2021 21:45 - 14.04.2021 22:00","7112","7564"
"14.04.2021 22:00 - 14.04.2021 22:15","7228","7713"
"14.04.2021 22:15 - 14.04.2021 22:30","7160","7648"
"14.04.2021 22:30 - 14.04.2021 22:45","7012","7513"
"14.04.2021 22:45 - 14.04.2021 23:00","6900","7339"
"14.04.2021 23:00 - 14.04.2021 23:15","6828","7287"
"14.04.2021 23:15 - 14.04.2021 23:30","6692","7142"
"14.04.2021 23:30 - 14.04.2021 23:45","6576","6969"
"14.04.2021 23:45 - 15.04.2021 00:00","6476","6864"
"15.04.2021 00:00 - 15.04.2021 00:15","6360","6898"
"15.04.2021 00:15 - 15.04.2021 00:30","6268","6805"
"15.04.2021 00:30 - 15.04.2021 00:45","6180","6680"
"15.04.2021 00:45 - 15.04.2021 01:00","6096","6594"
"15.04.2021 01:00 - 15.04.2021 01:15","6096","6548"
"15.04.2021 01:15 - 15.04.2021 01:30","6032","6407"
"15.04.2021 01:30 - 15.04.2021 01:45","5968","6388"
"15.04.2021 01:45 - 15.04.2021 02:00","5920","6376"
"15.04.2021 02:00 - 15.04.2021 02:15","5992","6424"
"15.04.2021 02:15 - 15.04.2021 02:30","5936","6440"
"15.04.2021 02:30 - 15.04.2021 02:45","5892","6384"
"15.04.2021 02:45 - 15.04.2021 03:00","5852","6359"
"15.04.2021 03:00 - 15.04.2021 03:15","5856","6359"
"15.04.2021 03:15 - 15.04.2021 03:30","5828","6341"
"15.04.2021 03:30 - 15.04.2021 03:45","5824","6338"
"15.04.2021 03:45 - 15.04.2021 04:00","5836","6298"
"15.04.2021 04:00 - 15.04.2021 04:15","5896","6389"
"15.04.2021 04:15 - 15.04.2021 04:30","5948","6437"
"15.04.2021 04:30 - 15.04.2021 04:45","6024","6458"
"15.04.2021 04:45 - 15.04.2021 05:00","6136","6561"
"15.04.2021 05:00 - 15.04.2021 05:15","6328","6866"
"15.04.2021 05:15 - 15.04.2021 05:30","6512","7008"
"15.04.2021 05:30 - 15.04.2021 05:45","6720","7214"
"15.04.2021 05:45 - 15.04.2021 06:00","6960","7446"
"15.04.2021 06:00 - 15.04.2021 06:15","7264","7764"
"15.04.2021 06:15 - 15.04.2021 06:30","7528","8032"
"15.04.2021 06:30 - 15.04.2021 06:45","7732","8187"
"15.04.2021 06:45 - 15.04.2021 07:00","7900","8356"
"15.04.2021 07:00 - 15.04.2021 07:15","8112","8614"
"15.04.2021 07:15 - 15.04.2021 07:30","8248","8652"
"15.04.2021 07:30 - 15.04.2021 07:45","8348","8808"
"15.04.2021 07:45 - 15.04.2021 08:00","8436","8805"
"15.04.2021 08:00 - 15.04.2021 08:15","8512","8866"
"15.04.2021 08:15 - 15.04.2021 08:30","8536","8894"
"15.04.2021 08:30 - 15.04.2021 08:45","8564","8869"
"15.04.2021 08:45 - 15.04.2021 09:00","8556","8841"
"15.04.2021 09:00 - 15.04.2021 09:15","8496","8754"
"15.04.2021 09:15 - 15.04.2021 09:30","8488","8681"
"15.04.2021 09:30 - 15.04.2021 09:45","8516","8731"
"15.04.2021 09:45 - 15.04.2021 10:00","8520","8684"
"15.04.2021 10:00 - 15.04.2021 10:15","8516","8712"
"15.04.2021 10:15 - 15.04.2021 10:30","8532","8742"
"15.04.2021 10:30 - 15.04.2021 10:45","8560","8791"
"15.04.2021 10:45 - 15.04.2021 11:00","8584","8824"
"15.04.2021 11:00 - 15.04.2021 11:15","8572","8865"
"15.04.2021 11:15 - 15.04.2021 11:30","8616","8930"
"15.04.2021 11:30 - 15.04.2021 11:45","8616","8989"
"15.04.2021 11:45 - 15.04.2021 12:00","8584","9004"
"15.04.2021 12:00 - 15.04.2021 12:15","8536","8944"
"15.04.2021 12:15 - 15.04.2021 12:30","8432","8810"
"15.04.2021 12:30 - 15.04.2021 12:45","8368","8722"
"15.04.2021 12:45 - 15.04.2021 13:00","8328","8698"
"15.04.2021 13:00 - 15.04.2021 13:15","8344","8716"
"15.04.2021 13:15 - 15.04.2021 13:30","8316","8644"
"15.04.2021 13:30 - 15.04.2021 13:45","8252","8549"
"15.04.2021 13:45 - 15.04.2021 14:00","8192","8435"
"15.04.2021 14:00 - 15.04.2021 14:15","8168","8378"
"15.04.2021 14:15 - 15.04.2021 14:30","8152","8369"
"15.04.2021 14:30 - 15.04.2021 14:45","8124","8330"
"15.04.2021 14:45 - 15.04.2021 15:00","8088","8264"
"15.04.2021 15:00 - 15.04.2021 15:15","8084","8282"
"15.04.2021 15:15 - 15.04.2021 15:30","8064","8264"
"15.04.2021 15:30 - 15.04.2021 15:45","8048","8202"
"15.04.2021 15:45 - 15.04.2021 16:00","8028","8209"
"15.04.2021 16:00 - 15.04.2021 16:15","8008","8113"
"15.04.2021 16:15 - 15.04.2021 16:30","8016","8092"
"15.04.2021 16:30 - 15.04.2021 16:45","8008","8135"
"15.04.2021 16:45 - 15.04.2021 17:00","8028","8124"
"15.04.2021 17:00 - 15.04.2021 17:15","8028","8151"
"15.04.2021 17:15 - 15.04.2021 17:30","8080","8199"
"15.04.2021 17:30 - 15.04.2021 17:45","8112","8255"
"15.04.2021 17:45 - 15.04.2021 18:00","8152","8255"
"15.04.2021 18:00 - 15.04.2021 18:15","8164","8290"
"15.04.2021 18:15 - 15.04.2021 18:30","8176","8292"
"15.04.2021 18:30 - 15.04.2021 18:45","8200","8350"
"15.04.2021 18:45 - 15.04.2021 19:00","8208","8377"
"15.04.2021 19:00 - 15.04.2021 19:15","8192","8401"
"15.04.2021 19:15 - 15.04.2021 19:30","8152","8392"
"15.04.2021 19:30 - 15.04.2021 19:45","8124","8383"
"15.04.2021 19:45 - 15.04.2021 20:00","8092","8343"
"15.04.2021 20:00 - 15.04.2021 20:15","8060","8322"
"15.04.2021 20:15 - 15.04.2021 20:30","7960","8278"
"15.04.2021 20:30 - 15.04.2021 20:45","7852","8204"
"15.04.2021 20:45 - 15.04.2021 21:00","7708","8048"
"15.04.2021 21:00 - 15.04.2021 21:15","7560","7884"
"15.04.2021 21:15 - 15.04.2021 21:30","7424","7752"
"15.04.2021 21:30 - 15.04.2021 21:45","7288","7593"
"15.04.2021 21:45 - 15.04.2021 22:00","7188","7462"
"15.04.2021 22:00 - 15.04.2021 22:15","7304","7668"
"15.04.2021 22:15 - 15.04.2021 22:30","7236","7560"
"15.04.2021 22:30 - 15.04.2021 22:45","7084","7411"
"15.04.2021 22:45 - 15.04.2021 23:00","6972","7283"
"15.04.2021 23:00 - 15.04.2021 23:15","6904","7138"
"15.04.2021 23:15 - 15.04.2021 23:30","6764","6985"
"15.04.2021 23:30 - 15.04.2021 23:45","6648","6851"
"15.04.2021 23:45 - 16.04.2021 00:00","6548","6786"
"16.04.2021 00:00 - 16.04.2021 00:15","6560","6873"
"16.04.2021 00:15 - 16.04.2021 00:30","6448","6718"
"16.04.2021 00:30 - 16.04.2021 00:45","6368","6596"
"16.04.2021 00:45 - 16.04.2021 01:00","6296","6489"
"16.04.2021 01:00 - 16.04.2021 01:15","6364","6492"
"16.04.2021 01:15 - 16.04.2021 01:30","6288","6460"
"16.04.2021 01:30 - 16.04.2021 01:45","6252","6401"
"16.04.2021 01:45 - 16.04.2021 02:00","6208","6370"
"16.04.2021 02:00 - 16.04.2021 02:15","6276","6418"
"16.04.2021 02:15 - 16.04.2021 02:30","6232","6318"
"16.04.2021 02:30 - 16.04.2021 02:45","6176","6318"
"16.04.2021 02:45 - 16.04.2021 03:00","6144","6276"
"16.04.2021 03:00 - 16.04.2021 03:15","6132","6275"
"16.04.2021 03:15 - 16.04.2021 03:30","6120","6268"
"16.04.2021 03:30 - 16.04.2021 03:45","6128","6297"
"16.04.2021 03:45 - 16.04.2021 04:00","6132","6279"
"16.04.2021 04:00 - 16.04.2021 04:15","6192","6282"
"16.04.2021 04:15 - 16.04.2021 04:30","6224","6363"
"16.04.2021 04:30 - 16.04.2021 04:45","6312","6425"
"16.04.2021 04:45 - 16.04.2021 05:00","6420","6510"
"16.04.2021 05:00 - 16.04.2021 05:15","6524","6793"
"16.04.2021 05:15 - 16.04.2021 05:30","6696","7003"
"16.04.2021 05:30 - 16.04.2021 05:45","6908","7143"
"16.04.2021 05:45 - 16.04.2021 06:00","7124","7362"
"16.04.2021 06:00 - 16.04.2021 06:15","7392","7669"
"16.04.2021 06:15 - 16.04.2021 06:30","7640","7911"
"16.04.2021 06:30 - 16.04.2021 06:45","7844","8112"
"16.04.2021 06:45 - 16.04.2021 07:00","8024","8221"
"16.04.2021 07:00 - 16.04.2021 07:15","8212","8453"
"16.04.2021 07:15 - 16.04.2021 07:30","8328","8581"
"16.04.2021 07:30 - 16.04.2021 07:45","8424","8625"
"16.04.2021 07:45 - 16.04.2021 08:00","8488","8681"
"16.04.2021 08:00 - 16.04.2021 08:15","8532","8698"
"16.04.2021 08:15 - 16.04.2021 08:30","8536","8770"
"16.04.2021 08:30 - 16.04.2021 08:45","8524","8743"
"16.04.2021 08:45 - 16.04.2021 09:00","8500","8639"
"16.04.2021 09:00 - 16.04.2021 09:15","8412","8566"
"16.04.2021 09:15 - 16.04.2021 09:30","8368","8520"
"16.04.2021 09:30 - 16.04.2021 09:45","8344","8509"
"16.04.2021 09:45 - 16.04.2021 10:00","8332","8544"
"16.04.2021 10:00 - 16.04.2021 10:15","8296","8523"
"16.04.2021 10:15 - 16.04.2021 10:30","8280","8509"
"16.04.2021 10:30 - 16.04.2021 10:45","8292","8563"
"16.04.2021 10:45 - 16.04.2021 11:00","8300","8628"
"16.04.2021 11:00 - 16.04.2021 11:15","8268","8628"
"16.04.2021 11:15 - 16.04.2021 11:30","8300","8670"
"16.04.2021 11:30 - 16.04.2021 11:45","8280","8675"
"16.04.2021 11:45 - 16.04.2021 12:00","8232","8612"
"16.04.2021 12:00 - 16.04.2021 12:15","8136","8594"
"16.04.2021 12:15 - 16.04.2021 12:30","8000","8497"
"16.04.2021 12:30 - 16.04.2021 12:45","7900","8416"
"16.04.2021 12:45 - 16.04.2021 13:00","7812","8300"
"16.04.2021 13:00 - 16.04.2021 13:15","7784","8240"
"16.04.2021 13:15 - 16.04.2021 13:30","7716","8156"
"16.04.2021 13:30 - 16.04.2021 13:45","7640","8111"
"16.04.2021 13:45 - 16.04.2021 14:00","7556","8014"
"16.04.2021 14:00 - 16.04.2021 14:15","7524","7947"
"16.04.2021 14:15 - 16.04.2021 14:30","7512","7897"
"16.04.2021 14:30 - 16.04.2021 14:45","7464","7851"
"16.04.2021 14:45 - 16.04.2021 15:00","7440","7796"
"16.04.2021 15:00 - 16.04.2021 15:15","7424","7757"
"16.04.2021 15:15 - 16.04.2021 15:30","7412","7704"
"16.04.2021 15:30 - 16.04.2021 15:45","7396","7640"
"16.04.2021 15:45 - 16.04.2021 16:00","7400","7600"
"16.04.2021 16:00 - 16.04.2021 16:15","7372","7608"
"16.04.2021 16:15 - 16.04.2021 16:30","7396","7611"
"16.04.2021 16:30 - 16.04.2021 16:45","7420","7600"
"16.04.2021 16:45 - 16.04.2021 17:00","7468","7580"
"16.04.2021 17:00 - 16.04.2021 17:15","7508","7627"
"16.04.2021 17:15 - 16.04.2021 17:30","7600","7672"
"16.04.2021 17:30 - 16.04.2021 17:45","7640","7727"
"16.04.2021 17:45 - 16.04.2021 18:00","7696","7782"
"16.04.2021 18:00 - 16.04.2021 18:15","7744","7814"
"16.04.2021 18:15 - 16.04.2021 18:30","7784","7846"
"16.04.2021 18:30 - 16.04.2021 18:45","7816","7897"
"16.04.2021 18:45 - 16.04.2021 19:00","7852","7922"
"16.04.2021 19:00 - 16.04.2021 19:15","7856","7894"
"16.04.2021 19:15 - 16.04.2021 19:30","7852","7842"
"16.04.2021 19:30 - 16.04.2021 19:45","7852","7810"
"16.04.2021 19:45 - 16.04.2021 20:00","7848","7824"
"16.04.2021 20:00 - 16.04.2021 20:15","7816","7769"
"16.04.2021 20:15 - 16.04.2021 20:30","7732","7721"
"16.04.2021 20:30 - 16.04.2021 20:45","7632","7602"
"16.04.2021 20:45 - 16.04.2021 21:00","7492","7466"
"16.04.2021 21:00 - 16.04.2021 21:15","7356","7354"
"16.04.2021 21:15 - 16.04.2021 21:30","7236","7186"
"16.04.2021 21:30 - 16.04.2021 21:45","7120","7054"
"16.04.2021 21:45 - 16.04.2021 22:00","7016","6952"
"16.04.2021 22:00 - 16.04.2021 22:15","7160","7167"
"16.04.2021 22:15 - 16.04.2021 22:30","7096","7084"
"16.04.2021 22:30 - 16.04.2021 22:45","6960","7000"
"16.04.2021 22:45 - 16.04.2021 23:00","6840","6882"
"16.04.2021 23:00 - 16.04.2021 23:15","6772","6800"
"16.04.2021 23:15 - 16.04.2021 23:30","6616","6689"
"16.04.2021 23:30 - 16.04.2021 23:45","6488","6560"
"16.04.2021 23:45 - 17.04.2021 00:00","6368","6454"
"17.04.2021 00:00 - 17.04.2021 00:15","6088","6447"
"17.04.2021 00:15 - 17.04.2021 00:30","5976","6395"
"17.04.2021 00:30 - 17.04.2021 00:45","5884","6288"
"17.04.2021 00:45 - 17.04.2021 01:00","5780","6198"
"17.04.2021 01:00 - 17.04.2021 01:15","5756","6157"
"17.04.2021 01:15 - 17.04.2021 01:30","5680","6109"
"17.04.2021 01:30 - 17.04.2021 01:45","5608","6011"
"17.04.2021 01:45 - 17.04.2021 02:00","5556","5962"
"17.04.2021 02:00 - 17.04.2021 02:15","5612","6026"
"17.04.2021 02:15 - 17.04.2021 02:30","5552","5983"
"17.04.2021 02:30 - 17.04.2021 02:45","5492","5872"
"17.04.2021 02:45 - 17.04.2021 03:00","5436","5841"
"17.04.2021 03:00 - 17.04.2021 03:15","5420","5806"
"17.04.2021 03:15 - 17.04.2021 03:30","5404","5802"
"17.04.2021 03:30 - 17.04.2021 03:45","5372","5813"
"17.04.2021 03:45 - 17.04.2021 04:00","5356","5758"
"17.04.2021 04:00 - 17.04.2021 04:15","5380","5798"
"17.04.2021 04:15 - 17.04.2021 04:30","5400","5835"
"17.04.2021 04:30 - 17.04.2021 04:45","5428","5856"
"17.04.2021 04:45 - 17.04.2021 05:00","5480","5888"
"17.04.2021 05:00 - 17.04.2021 05:15","5552","5970"
"17.04.2021 05:15 - 17.04.2021 05:30","5628","6029"
"17.04.2021 05:30 - 17.04.2021 05:45","5700","6113"
"17.04.2021 05:45 - 17.04.2021 06:00","5760","6219"
"17.04.2021 06:00 - 17.04.2021 06:15","5844","6281"
"17.04.2021 06:15 - 17.04.2021 06:30","5912","6331"
"17.04.2021 06:30 - 17.04.2021 06:45","6004","6405"
"17.04.2021 06:45 - 17.04.2021 07:00","6056","6446"
"17.04.2021 07:00 - 17.04.2021 07:15","6184","6565"
"17.04.2021 07:15 - 17.04.2021 07:30","6288","6652"
"17.04.2021 07:30 - 17.04.2021 07:45","6380","6796"
"17.04.2021 07:45 - 17.04.2021 08:00","6468","6908"
"17.04.2021 08:00 - 17.04.2021 08:15","6556","6994"
"17.04.2021 08:15 - 17.04.2021 08:30","6616","7067"
"17.04.2021 08:30 - 17.04.2021 08:45","6684","7163"
"17.04.2021 08:45 - 17.04.2021 09:00","6728","7246"
"17.04.2021 09:00 - 17.04.2021 09:15","6776","7315"
"17.04.2021 09:15 - 17.04.2021 09:30","6788","7336"
"17.04.2021 09:30 - 17.04.2021 09:45","6808","7374"
"17.04.2021 09:45 - 17.04.2021 10:00","6828","7404"
"17.04.2021 10:00 - 17.04.2021 10:15","6796","7395"
"17.04.2021 10:15 - 17.04.2021 10:30","6760","7441"
"17.04.2021 10:30 - 17.04.2021 10:45","6788","7450"
"17.04.2021 10:45 - 17.04.2021 11:00","6808","7468"
"17.04.2021 11:00 - 17.04.2021 11:15","6784","7472"
"17.04.2021 11:15 - 17.04.2021 11:30","6804","7517"
"17.04.2021 11:30 - 17.04.2021 11:45","6800","7534"
"17.04.2021 11:45 - 17.04.2021 12:00","6756","7488"
"17.04.2021 12:00 - 17.04.2021 12:15","6708","7471"
"17.04.2021 12:15 - 17.04.2021 12:30","6588","7372"
"17.04.2021 12:30 - 17.04.2021 12:45","6484","7284"
"17.04.2021 12:45 - 17.04.2021 13:00","6388","7196"
"17.04.2021 13:00 - 17.04.2021 13:15","6364","7111"
"17.04.2021 13:15 - 17.04.2021 13:30","6328","7050"
"17.04.2021 13:30 - 17.04.2021 13:45","6260","7051"
"17.04.2021 13:45 - 17.04.2021 14:00","6220","7004"
"17.04.2021 14:00 - 17.04.2021 14:15","6172","6929"
"17.04.2021 14:15 - 17.04.2021 14:30","6136","6893"
"17.04.2021 14:30 - 17.04.2021 14:45","6128","6880"
"17.04.2021 14:45 - 17.04.2021 15:00","6088","6836"
"17.04.2021 15:00 - 17.04.2021 15:15","6084","6842"
"17.04.2021 15:15 - 17.04.2021 15:30","6076","6794"
"17.04.2021 15:30 - 17.04.2021 15:45","6104","6769"
"17.04.2021 15:45 - 17.04.2021 16:00","6132","6756"
"17.04.2021 16:00 - 17.04.2021 16:15","6096","6769"
"17.04.2021 16:15 - 17.04.2021 16:30","6100","6823"
"17.04.2021 16:30 - 17.04.2021 16:45","6168","6845"
