"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"02.01.2015 18:15 - 02.01.2015 18:30","8320","5893"
"02.01.2015 18:30 - 02.01.2015 18:45","8319","5802"
"02.01.2015 18:45 - 02.01.2015 19:00","8243","5754"
"02.01.2015 19:00 - 02.01.2015 19:15","8046","5719"
"02.01.2015 19:15 - 02.01.2015 19:30","7943","5695"
"02.01.2015 19:30 - 02.01.2015 19:45","7912","5975"
"02.01.2015 19:45 - 02.01.2015 20:00","7817","5841"
"02.01.2015 20:00 - 02.01.2015 20:15","7588","5252"
"02.01.2015 20:15 - 02.01.2015 20:30","7523","5208"
"02.01.2015 20:30 - 02.01.2015 20:45","7495","5377"
"02.01.2015 20:45 - 02.01.2015 21:00","7403","5415"
"02.01.2015 21:00 - 02.01.2015 21:15","7158","5322"
"02.01.2015 21:15 - 02.01.2015 21:30","7076","5314"
"02.01.2015 21:30 - 02.01.2015 21:45","7014","5410"
"02.01.2015 21:45 - 02.01.2015 22:00","6976","5470"
"02.01.2015 22:00 - 02.01.2015 22:15","7118","5302"
"02.01.2015 22:15 - 02.01.2015 22:30","7079","5254"
"02.01.2015 22:30 - 02.01.2015 22:45","7043","5386"
"02.01.2015 22:45 - 02.01.2015 23:00","6946","5360"
"02.01.2015 23:00 - 02.01.2015 23:15","6832","5141"
"02.01.2015 23:15 - 02.01.2015 23:30","6685","4992"
"02.01.2015 23:30 - 02.01.2015 23:45","6683","5132"
"02.01.2015 23:45 - 03.01.2015 00:00","6639","5316"
"03.01.2015 00:00 - 03.01.2015 00:15","6636","5529"
"03.01.2015 00:15 - 03.01.2015 00:30","6577","5718"
"03.01.2015 00:30 - 03.01.2015 00:45","6571","6043"
"03.01.2015 00:45 - 03.01.2015 01:00","6504","6019"
"03.01.2015 01:00 - 03.01.2015 01:15","6412","5928"
"03.01.2015 01:15 - 03.01.2015 01:30","6335","5846"
"03.01.2015 01:30 - 03.01.2015 01:45","6346","5632"
"03.01.2015 01:45 - 03.01.2015 02:00","6297","5709"
"03.01.2015 02:00 - 03.01.2015 02:15","6412","5563"
"03.01.2015 02:15 - 03.01.2015 02:30","6372","5585"
"03.01.2015 02:30 - 03.01.2015 02:45","6376","5401"
"03.01.2015 02:45 - 03.01.2015 03:00","6322","5319"
"03.01.2015 03:00 - 03.01.2015 03:15","6276","5233"
"03.01.2015 03:15 - 03.01.2015 03:30","6249","5168"
"03.01.2015 03:30 - 03.01.2015 03:45","6249","5263"
"03.01.2015 03:45 - 03.01.2015 04:00","6239","5142"
"03.01.2015 04:00 - 03.01.2015 04:15","6281","5154"
"03.01.2015 04:15 - 03.01.2015 04:30","6293","5288"
"03.01.2015 04:30 - 03.01.2015 04:45","6299","5234"
"03.01.2015 04:45 - 03.01.2015 05:00","6315","5302"
"03.01.2015 05:00 - 03.01.2015 05:15","6439","5375"
"03.01.2015 05:15 - 03.01.2015 05:30","6500","5422"
"03.01.2015 05:30 - 03.01.2015 05:45","6514","5460"
"03.01.2015 05:45 - 03.01.2015 06:00","6548","5361"
"03.01.2015 06:00 - 03.01.2015 06:15","6617","5438"
"03.01.2015 06:15 - 03.01.2015 06:30","6733","5527"
"03.01.2015 06:30 - 03.01.2015 06:45","6726","5381"
"03.01.2015 06:45 - 03.01.2015 07:00","6788","5263"
"03.01.2015 07:00 - 03.01.2015 07:15","6918","5641"
"03.01.2015 07:15 - 03.01.2015 07:30","7021","5617"
"03.01.2015 07:30 - 03.01.2015 07:45","6991","5525"
"03.01.2015 07:45 - 03.01.2015 08:00","7037","5428"
"03.01.2015 08:00 - 03.01.2015 08:15","7057","5386"
"03.01.2015 08:15 - 03.01.2015 08:30","7138","5447"
"03.01.2015 08:30 - 03.01.2015 08:45","7141","5483"
"03.01.2015 08:45 - 03.01.2015 09:00","7215","5588"
"03.01.2015 09:00 - 03.01.2015 09:15","7250","5645"
"03.01.2015 09:15 - 03.01.2015 09:30","7296","5660"
"03.01.2015 09:30 - 03.01.2015 09:45","7297","5537"
"03.01.2015 09:45 - 03.01.2015 10:00","7319","5606"
"03.01.2015 10:00 - 03.01.2015 10:15","7384","5600"
"03.01.2015 10:15 - 03.01.2015 10:30","7417","5646"
"03.01.2015 10:30 - 03.01.2015 10:45","7435","5708"
"03.01.2015 10:45 - 03.01.2015 11:00","7460","5687"
"03.01.2015 11:00 - 03.01.2015 11:15","7449","5655"
"03.01.2015 11:15 - 03.01.2015 11:30","7488","5771"
"03.01.2015 11:30 - 03.01.2015 11:45","7489","5700"
"03.01.2015 11:45 - 03.01.2015 12:00","7449","5526"
"03.01.2015 12:00 - 03.01.2015 12:15","7419","5338"
"03.01.2015 12:15 - 03.01.2015 12:30","7333","5347"
"03.01.2015 12:30 - 03.01.2015 12:45","7321","5325"
"03.01.2015 12:45 - 03.01.2015 13:00","7295","5208"
"03.01.2015 13:00 - 03.01.2015 13:15","7316","5168"
"03.01.2015 13:15 - 03.01.2015 13:30","7305","5037"
"03.01.2015 13:30 - 03.01.2015 13:45","7271","4811"
"03.01.2015 13:45 - 03.01.2015 14:00","7255","4713"
"03.01.2015 14:00 - 03.01.2015 14:15","7289","4809"
"03.01.2015 14:15 - 03.01.2015 14:30","7243","4747"
"03.01.2015 14:30 - 03.01.2015 14:45","7260","4612"
"03.01.2015 14:45 - 03.01.2015 15:00","7231","4654"
"03.01.2015 15:00 - 03.01.2015 15:15","7331","4922"
"03.01.2015 15:15 - 03.01.2015 15:30","7296","4900"
"03.01.2015 15:30 - 03.01.2015 15:45","7305","4739"
"03.01.2015 15:45 - 03.01.2015 16:00","7316","4770"
"03.01.2015 16:00 - 03.01.2015 16:15","7483","5056"
"03.01.2015 16:15 - 03.01.2015 16:30","7565","5270"
"03.01.2015 16:30 - 03.01.2015 16:45","7595","5122"
"03.01.2015 16:45 - 03.01.2015 17:00","7675","5046"
"03.01.2015 17:00 - 03.01.2015 17:15","7742","6135"
"03.01.2015 17:15 - 03.01.2015 17:30","7761","6132"
"03.01.2015 17:30 - 03.01.2015 17:45","7747","5991"
"03.01.2015 17:45 - 03.01.2015 18:00","7739","5999"
"03.01.2015 18:00 - 03.01.2015 18:15","7606","5989"
"03.01.2015 18:15 - 03.01.2015 18:30","7498","5815"
"03.01.2015 18:30 - 03.01.2015 18:45","7481","5978"
"03.01.2015 18:45 - 03.01.2015 19:00","7384","5968"
"03.01.2015 19:00 - 03.01.2015 19:15","7232","5724"
"03.01.2015 19:15 - 03.01.2015 19:30","7164","5594"
"03.01.2015 19:30 - 03.01.2015 19:45","7157","5798"
"03.01.2015 19:45 - 03.01.2015 20:00","7099","5951"
"03.01.2015 20:00 - 03.01.2015 20:15","6950","5402"
"03.01.2015 20:15 - 03.01.2015 20:30","6890","5633"
"03.01.2015 20:30 - 03.01.2015 20:45","6874","6008"
"03.01.2015 20:45 - 03.01.2015 21:00","6794","5747"
"03.01.2015 21:00 - 03.01.2015 21:15","6689","5254"
"03.01.2015 21:15 - 03.01.2015 21:30","6629","5232"
"03.01.2015 21:30 - 03.01.2015 21:45","6603","5360"
"03.01.2015 21:45 - 03.01.2015 22:00","6594","5469"
"03.01.2015 22:00 - 03.01.2015 22:15","6730","5455"
"03.01.2015 22:15 - 03.01.2015 22:30","6718","5492"
"03.01.2015 22:30 - 03.01.2015 22:45","6689","5633"
"03.01.2015 22:45 - 03.01.2015 23:00","6636","5702"
"03.01.2015 23:00 - 03.01.2015 23:15","6541","5514"
"03.01.2015 23:15 - 03.01.2015 23:30","6447","5493"
"03.01.2015 23:30 - 03.01.2015 23:45","6468","5506"
"03.01.2015 23:45 - 04.01.2015 00:00","6455","5293"
"04.01.2015 00:00 - 04.01.2015 00:15","6165","5452"
"04.01.2015 00:15 - 04.01.2015 00:30","6133","5512"
"04.01.2015 00:30 - 04.01.2015 00:45","6160","5626"
"04.01.2015 00:45 - 04.01.2015 01:00","6118","5463"
"04.01.2015 01:00 - 04.01.2015 01:15","6065","5298"
"04.01.2015 01:15 - 04.01.2015 01:30","5987","5196"
"04.01.2015 01:30 - 04.01.2015 01:45","5999","5221"
"04.01.2015 01:45 - 04.01.2015 02:00","5945","5223"
"04.01.2015 02:00 - 04.01.2015 02:15","6048","5157"
"04.01.2015 02:15 - 04.01.2015 02:30","6014","5172"
"04.01.2015 02:30 - 04.01.2015 02:45","6038","5083"
"04.01.2015 02:45 - 04.01.2015 03:00","5980","5011"
"04.01.2015 03:00 - 04.01.2015 03:15","5916","4686"
"04.01.2015 03:15 - 04.01.2015 03:30","5889","4772"
"04.01.2015 03:30 - 04.01.2015 03:45","5908","4869"
"04.01.2015 03:45 - 04.01.2015 04:00","5889","4888"
"04.01.2015 04:00 - 04.01.2015 04:15","5871","4704"
"04.01.2015 04:15 - 04.01.2015 04:30","5875","4729"
"04.01.2015 04:30 - 04.01.2015 04:45","5904","4882"
"04.01.2015 04:45 - 04.01.2015 05:00","5920","4874"
"04.01.2015 05:00 - 04.01.2015 05:15","6040","4779"
"04.01.2015 05:15 - 04.01.2015 05:30","6080","4807"
"04.01.2015 05:30 - 04.01.2015 05:45","6109","4933"
"04.01.2015 05:45 - 04.01.2015 06:00","6131","4953"
"04.01.2015 06:00 - 04.01.2015 06:15","6168","4982"
"04.01.2015 06:15 - 04.01.2015 06:30","6253","5060"
"04.01.2015 06:30 - 04.01.2015 06:45","6263","5058"
"04.01.2015 06:45 - 04.01.2015 07:00","6334","5039"
"04.01.2015 07:00 - 04.01.2015 07:15","6544","5482"
"04.01.2015 07:15 - 04.01.2015 07:30","6659","5566"
"04.01.2015 07:30 - 04.01.2015 07:45","6634","5293"
"04.01.2015 07:45 - 04.01.2015 08:00","6677","5198"
"04.01.2015 08:00 - 04.01.2015 08:15","6803","5450"
"04.01.2015 08:15 - 04.01.2015 08:30","6863","5544"
"04.01.2015 08:30 - 04.01.2015 08:45","6872","5546"
"04.01.2015 08:45 - 04.01.2015 09:00","6923","5512"
"04.01.2015 09:00 - 04.01.2015 09:15","6939","5474"
"04.01.2015 09:15 - 04.01.2015 09:30","6989","5545"
"04.01.2015 09:30 - 04.01.2015 09:45","6996","5586"
"04.01.2015 09:45 - 04.01.2015 10:00","7034","5661"
"04.01.2015 10:00 - 04.01.2015 10:15","7103","5571"
"04.01.2015 10:15 - 04.01.2015 10:30","7143","5588"
"04.01.2015 10:30 - 04.01.2015 10:45","7171","5657"
"04.01.2015 10:45 - 04.01.2015 11:00","7204","5658"
"04.01.2015 11:00 - 04.01.2015 11:15","7241","5521"
"04.01.2015 11:15 - 04.01.2015 11:30","7277","5629"
"04.01.2015 11:30 - 04.01.2015 11:45","7285","5687"
"04.01.2015 11:45 - 04.01.2015 12:00","7229","5649"
"04.01.2015 12:00 - 04.01.2015 12:15","7176","5616"
"04.01.2015 12:15 - 04.01.2015 12:30","7066","5554"
"04.01.2015 12:30 - 04.01.2015 12:45","7081","5488"
"04.01.2015 12:45 - 04.01.2015 13:00","7018","5505"
"04.01.2015 13:00 - 04.01.2015 13:15","7087","5566"
"04.01.2015 13:15 - 04.01.2015 13:30","7052","5438"
"04.01.2015 13:30 - 04.01.2015 13:45","7027","5456"
"04.01.2015 13:45 - 04.01.2015 14:00","7003","5357"
"04.01.2015 14:00 - 04.01.2015 14:15","7011","5275"
"04.01.2015 14:15 - 04.01.2015 14:30","6974","5172"
"04.01.2015 14:30 - 04.01.2015 14:45","6975","5092"
"04.01.2015 14:45 - 04.01.2015 15:00","6953","5109"
"04.01.2015 15:00 - 04.01.2015 15:15","7052","5083"
"04.01.2015 15:15 - 04.01.2015 15:30","7040","5052"
"04.01.2015 15:30 - 04.01.2015 15:45","7034","5027"
"04.01.2015 15:45 - 04.01.2015 16:00","7047","5012"
"04.01.2015 16:00 - 04.01.2015 16:15","7257","5490"
"04.01.2015 16:15 - 04.01.2015 16:30","7336","5490"
"04.01.2015 16:30 - 04.01.2015 16:45","7365","5172"
"04.01.2015 16:45 - 04.01.2015 17:00","7454","5014"
"04.01.2015 17:00 - 04.01.2015 17:15","7547","4899"
"04.01.2015 17:15 - 04.01.2015 17:30","7570","4885"
"04.01.2015 17:30 - 04.01.2015 17:45","7557","4964"
"04.01.2015 17:45 - 04.01.2015 18:00","7569","5037"
"04.01.2015 18:00 - 04.01.2015 18:15","7381","4883"
"04.01.2015 18:15 - 04.01.2015 18:30","7321","4697"
"04.01.2015 18:30 - 04.01.2015 18:45","7303","4873"
"04.01.2015 18:45 - 04.01.2015 19:00","7272","4880"
"04.01.2015 19:00 - 04.01.2015 19:15","7032","4890"
"04.01.2015 19:15 - 04.01.2015 19:30","7006","4903"
"04.01.2015 19:30 - 04.01.2015 19:45","6991","5120"
"04.01.2015 19:45 - 04.01.2015 20:00","6952","5226"
"04.01.2015 20:00 - 04.01.2015 20:15","6839","5146"
"04.01.2015 20:15 - 04.01.2015 20:30","6753","4973"
"04.01.2015 20:30 - 04.01.2015 20:45","6724","5019"
"04.01.2015 20:45 - 04.01.2015 21:00","6668","5130"
"04.01.2015 21:00 - 04.01.2015 21:15","6615","4848"
"04.01.2015 21:15 - 04.01.2015 21:30","6535","4704"
"04.01.2015 21:30 - 04.01.2015 21:45","6483","4733"
"04.01.2015 21:45 - 04.01.2015 22:00","6500","4725"
"04.01.2015 22:00 - 04.01.2015 22:15","6709","4788"
"04.01.2015 22:15 - 04.01.2015 22:30","6694","4962"
"04.01.2015 22:30 - 04.01.2015 22:45","6638","5325"
"04.01.2015 22:45 - 04.01.2015 23:00","6560","5293"
"04.01.2015 23:00 - 04.01.2015 23:15","6541","4991"
"04.01.2015 23:15 - 04.01.2015 23:30","6441","5142"
"04.01.2015 23:30 - 04.01.2015 23:45","6436","5272"
"04.01.2015 23:45 - 05.01.2015 00:00","6430","5304"
"05.01.2015 00:00 - 05.01.2015 00:15","6750","6216"
"05.01.2015 00:15 - 05.01.2015 00:30","6710","6128"
"05.01.2015 00:30 - 05.01.2015 00:45","6738","6181"
"05.01.2015 00:45 - 05.01.2015 01:00","6692","6196"
"05.01.2015 01:00 - 05.01.2015 01:15","6652","6106"
"05.01.2015 01:15 - 05.01.2015 01:30","6578","5916"
"05.01.2015 01:30 - 05.01.2015 01:45","6599","5972"
"05.01.2015 01:45 - 05.01.2015 02:00","6547","6025"
"05.01.2015 02:00 - 05.01.2015 02:15","6580","6058"
"05.01.2015 02:15 - 05.01.2015 02:30","6540","6042"
"05.01.2015 02:30 - 05.01.2015 02:45","6560","5901"
"05.01.2015 02:45 - 05.01.2015 03:00","6513","5947"
"05.01.2015 03:00 - 05.01.2015 03:15","6500","5660"
"05.01.2015 03:15 - 05.01.2015 03:30","6480","5792"
"05.01.2015 03:30 - 05.01.2015 03:45","6503","5824"
"05.01.2015 03:45 - 05.01.2015 04:00","6511","5758"
"05.01.2015 04:00 - 05.01.2015 04:15","6569","5798"
"05.01.2015 04:15 - 05.01.2015 04:30","6610","5575"
"05.01.2015 04:30 - 05.01.2015 04:45","6627","5594"
"05.01.2015 04:45 - 05.01.2015 05:00","6704","5802"
"05.01.2015 05:00 - 05.01.2015 05:15","6908","5816"
"05.01.2015 05:15 - 05.01.2015 05:30","7051","5961"
"05.01.2015 05:30 - 05.01.2015 05:45","7067","5908"
"05.01.2015 05:45 - 05.01.2015 06:00","7203","6230"
"05.01.2015 06:00 - 05.01.2015 06:15","7290","6132"
"05.01.2015 06:15 - 05.01.2015 06:30","7557","6299"
"05.01.2015 06:30 - 05.01.2015 06:45","7603","6286"
"05.01.2015 06:45 - 05.01.2015 07:00","7762","6292"
"05.01.2015 07:00 - 05.01.2015 07:15","8230","6750"
"05.01.2015 07:15 - 05.01.2015 07:30","8347","6855"
"05.01.2015 07:30 - 05.01.2015 07:45","8363","6704"
"05.01.2015 07:45 - 05.01.2015 08:00","8431","6770"
"05.01.2015 08:00 - 05.01.2015 08:15","8537","6812"
"05.01.2015 08:15 - 05.01.2015 08:30","8574","6887"
"05.01.2015 08:30 - 05.01.2015 08:45","8576","6872"
"05.01.2015 08:45 - 05.01.2015 09:00","8604","6760"
"05.01.2015 09:00 - 05.01.2015 09:15","8522","7078"
"05.01.2015 09:15 - 05.01.2015 09:30","8569","7042"
"05.01.2015 09:30 - 05.01.2015 09:45","8583","7092"
"05.01.2015 09:45 - 05.01.2015 10:00","8583","7305"
"05.01.2015 10:00 - 05.01.2015 10:15","8585","7436"
"05.01.2015 10:15 - 05.01.2015 10:30","8629","7524"
"05.01.2015 10:30 - 05.01.2015 10:45","8645","7415"
"05.01.2015 10:45 - 05.01.2015 11:00","8667","7336"
"05.01.2015 11:00 - 05.01.2015 11:15","8642","7186"
"05.01.2015 11:15 - 05.01.2015 11:30","8675","7238"
"05.01.2015 11:30 - 05.01.2015 11:45","8671","7344"
"05.01.2015 11:45 - 05.01.2015 12:00","8626","7304"
"05.01.2015 12:00 - 05.01.2015 12:15","8549","7271"
