"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"01.01.2019 20:45 - 01.01.2019 21:00","50048","50418"
"01.01.2019 21:00 - 01.01.2019 21:15","49275","50144"
"01.01.2019 21:15 - 01.01.2019 21:30","49130","49790"
"01.01.2019 21:30 - 01.01.2019 21:45","49810","49595"
"01.01.2019 21:45 - 01.01.2019 22:00","48964","49415"
"01.01.2019 22:00 - 01.01.2019 22:15","49365","49666"
"01.01.2019 22:15 - 01.01.2019 22:30","49039","49010"
"01.01.2019 22:30 - 01.01.2019 22:45","48152","48485"
"01.01.2019 22:45 - 01.01.2019 23:00","47386","47795"
"01.01.2019 23:00 - 01.01.2019 23:15","46354","47099"
"01.01.2019 23:15 - 01.01.2019 23:30","45674","46380"
"01.01.2019 23:30 - 01.01.2019 23:45","44859","45422"
"01.01.2019 23:45 - 02.01.2019 00:00","44388","44923"
"02.01.2019 00:00 - 02.01.2019 00:15","42873","44651"
"02.01.2019 00:15 - 02.01.2019 00:30","42643","44045"
"02.01.2019 00:30 - 02.01.2019 00:45","42345","43450"
"02.01.2019 00:45 - 02.01.2019 01:00","42006","43163"
"02.01.2019 01:00 - 02.01.2019 01:15","41574","42876"
"02.01.2019 01:15 - 02.01.2019 01:30","41290","42272"
"02.01.2019 01:30 - 02.01.2019 01:45","41004","42146"
"02.01.2019 01:45 - 02.01.2019 02:00","40889","42002"
"02.01.2019 02:00 - 02.01.2019 02:15","40448","42134"
"02.01.2019 02:15 - 02.01.2019 02:30","40381","41958"
"02.01.2019 02:30 - 02.01.2019 02:45","40398","41856"
"02.01.2019 02:45 - 02.01.2019 03:00","40497","41801"
"02.01.2019 03:00 - 02.01.2019 03:15","40594","41899"
"02.01.2019 03:15 - 02.01.2019 03:30","40683","42236"
"02.01.2019 03:30 - 02.01.2019 03:45","40868","42656"
"02.01.2019 03:45 - 02.01.2019 04:00","40974","42920"
"02.01.2019 04:00 - 02.01.2019 04:15","41642","43125"
"02.01.2019 04:15 - 02.01.2019 04:30","42073","43458"
"02.01.2019 04:30 - 02.01.2019 04:45","42517","44127"
"02.01.2019 04:45 - 02.01.2019 05:00","42850","44712"
"02.01.2019 05:00 - 02.01.2019 05:15","44210","45470"
"02.01.2019 05:15 - 02.01.2019 05:30","44797","46045"
"02.01.2019 05:30 - 02.01.2019 05:45","46092","47361"
"02.01.2019 05:45 - 02.01.2019 06:00","47590","48846"
"02.01.2019 06:00 - 02.01.2019 06:15","50154","50488"
"02.01.2019 06:15 - 02.01.2019 06:30","52396","52122"
"02.01.2019 06:30 - 02.01.2019 06:45","54111","53406"
"02.01.2019 06:45 - 02.01.2019 07:00","55625","54846"
"02.01.2019 07:00 - 02.01.2019 07:15","57127","56573"
"02.01.2019 07:15 - 02.01.2019 07:30","57859","57705"
"02.01.2019 07:30 - 02.01.2019 07:45","58967","58714"
"02.01.2019 07:45 - 02.01.2019 08:00","59639","59684"
"02.01.2019 08:00 - 02.01.2019 08:15","60214","60880"
"02.01.2019 08:15 - 02.01.2019 08:30","60729","61129"
"02.01.2019 08:30 - 02.01.2019 08:45","60708","61813"
"02.01.2019 08:45 - 02.01.2019 09:00","60680","62237"
"02.01.2019 09:00 - 02.01.2019 09:15","60308","62924"
"02.01.2019 09:15 - 02.01.2019 09:30","60941","63091"
"02.01.2019 09:30 - 02.01.2019 09:45","60965","63668"
"02.01.2019 09:45 - 02.01.2019 10:00","61512","64036"
"02.01.2019 10:00 - 02.01.2019 10:15","61810","64258"
"02.01.2019 10:15 - 02.01.2019 10:30","62234","64289"
"02.01.2019 10:30 - 02.01.2019 10:45","62353","64558"
"02.01.2019 10:45 - 02.01.2019 11:00","62460","64781"
"02.01.2019 11:00 - 02.01.2019 11:15","62922","65142"
"02.01.2019 11:15 - 02.01.2019 11:30","63179","65635"
"02.01.2019 11:30 - 02.01.2019 11:45","63551","66207"
"02.01.2019 11:45 - 02.01.2019 12:00","63403","66176"
"02.01.2019 12:00 - 02.01.2019 12:15","63115","66277"
"02.01.2019 12:15 - 02.01.2019 12:30","63283","66093"
"02.01.2019 12:30 - 02.01.2019 12:45","63085","65997"
"02.01.2019 12:45 - 02.01.2019 13:00","63066","65834"
"02.01.2019 13:00 - 02.01.2019 13:15","62963","65852"
"02.01.2019 13:15 - 02.01.2019 13:30","62865","65504"
"02.01.2019 13:30 - 02.01.2019 13:45","62623","65306"
"02.01.2019 13:45 - 02.01.2019 14:00","61659","64604"
"02.01.2019 14:00 - 02.01.2019 14:15","61335","64531"
"02.01.2019 14:15 - 02.01.2019 14:30","60808","64259"
"02.01.2019 14:30 - 02.01.2019 14:45","60908","64036"
"02.01.2019 14:45 - 02.01.2019 15:00","61352","63629"
"02.01.2019 15:00 - 02.01.2019 15:15","61665","64244"
"02.01.2019 15:15 - 02.01.2019 15:30","60686","64032"
"02.01.2019 15:30 - 02.01.2019 15:45","60638","63854"
"02.01.2019 15:45 - 02.01.2019 16:00","60354","63744"
"02.01.2019 16:00 - 02.01.2019 16:15","60899","64306"
"02.01.2019 16:15 - 02.01.2019 16:30","61535","64416"
"02.01.2019 16:30 - 02.01.2019 16:45","62340","65419"
"02.01.2019 16:45 - 02.01.2019 17:00","62344","66605"
"02.01.2019 17:00 - 02.01.2019 17:15","62862","67839"
"02.01.2019 17:15 - 02.01.2019 17:30","63312","68517"
"02.01.2019 17:30 - 02.01.2019 17:45","63660","68636"
"02.01.2019 17:45 - 02.01.2019 18:00","63654","68768"
"02.01.2019 18:00 - 02.01.2019 18:15","63381","68419"
"02.01.2019 18:15 - 02.01.2019 18:30","63481","68115"
"02.01.2019 18:30 - 02.01.2019 18:45","63656","68046"
"02.01.2019 18:45 - 02.01.2019 19:00","63401","67875"
"02.01.2019 19:00 - 02.01.2019 19:15","63091","67671"
"02.01.2019 19:15 - 02.01.2019 19:30","62438","66754"
"02.01.2019 19:30 - 02.01.2019 19:45","62215","65993"
"02.01.2019 19:45 - 02.01.2019 20:00","61547","65336"
"02.01.2019 20:00 - 02.01.2019 20:15","59969","64187"
"02.01.2019 20:15 - 02.01.2019 20:30","58357","63185"
"02.01.2019 20:30 - 02.01.2019 20:45","57924","62099"
"02.01.2019 20:45 - 02.01.2019 21:00","57328","61330"
"02.01.2019 21:00 - 02.01.2019 21:15","56523","60387"
"02.01.2019 21:15 - 02.01.2019 21:30","55734","59793"
"02.01.2019 21:30 - 02.01.2019 21:45","55824","59206"
"02.01.2019 21:45 - 02.01.2019 22:00","54411","58783"
"02.01.2019 22:00 - 02.01.2019 22:15","54292","58914"
"02.01.2019 22:15 - 02.01.2019 22:30","53474","58174"
"02.01.2019 22:30 - 02.01.2019 22:45","52447","57190"
"02.01.2019 22:45 - 02.01.2019 23:00","51384","56246"
"02.01.2019 23:00 - 02.01.2019 23:15","50138","55551"
"02.01.2019 23:15 - 02.01.2019 23:30","48960","54438"
"02.01.2019 23:30 - 02.01.2019 23:45","48098","53359"
"02.01.2019 23:45 - 03.01.2019 00:00","47114","52499"
"03.01.2019 00:00 - 03.01.2019 00:15","48167","51581"
"03.01.2019 00:15 - 03.01.2019 00:30","48188","51400"
"03.01.2019 00:30 - 03.01.2019 00:45","47837","50947"
"03.01.2019 00:45 - 03.01.2019 01:00","47259","50138"
"03.01.2019 01:00 - 03.01.2019 01:15","46680","50250"
"03.01.2019 01:15 - 03.01.2019 01:30","46148","50067"
"03.01.2019 01:30 - 03.01.2019 01:45","46452","50052"
"03.01.2019 01:45 - 03.01.2019 02:00","45926","49796"
"03.01.2019 02:00 - 03.01.2019 02:15","45638","49749"
"03.01.2019 02:15 - 03.01.2019 02:30","45350","49686"
"03.01.2019 02:30 - 03.01.2019 02:45","45846","49826"
"03.01.2019 02:45 - 03.01.2019 03:00","45832","49768"
"03.01.2019 03:00 - 03.01.2019 03:15","45690","49739"
"03.01.2019 03:15 - 03.01.2019 03:30","45828","49506"
"03.01.2019 03:30 - 03.01.2019 03:45","45948","49584"
"03.01.2019 03:45 - 03.01.2019 04:00","46027","49795"
"03.01.2019 04:00 - 03.01.2019 04:15","46698","49919"
"03.01.2019 04:15 - 03.01.2019 04:30","46506","50163"
"03.01.2019 04:30 - 03.01.2019 04:45","47270","50581"
"03.01.2019 04:45 - 03.01.2019 05:00","47602","51065"
"03.01.2019 05:00 - 03.01.2019 05:15","48599","52095"
"03.01.2019 05:15 - 03.01.2019 05:30","48698","52417"
"03.01.2019 05:30 - 03.01.2019 05:45","49585","53279"
"03.01.2019 05:45 - 03.01.2019 06:00","50358","54400"
"03.01.2019 06:00 - 03.01.2019 06:15","51443","55894"
"03.01.2019 06:15 - 03.01.2019 06:30","52955","57198"
"03.01.2019 06:30 - 03.01.2019 06:45","54322","58555"
"03.01.2019 06:45 - 03.01.2019 07:00","55626","59733"
"03.01.2019 07:00 - 03.01.2019 07:15","57218","60880"
"03.01.2019 07:15 - 03.01.2019 07:30","59077","61716"
"03.01.2019 07:30 - 03.01.2019 07:45","59800","62702"
"03.01.2019 07:45 - 03.01.2019 08:00","60766","63606"
"03.01.2019 08:00 - 03.01.2019 08:15","62003","64147"
"03.01.2019 08:15 - 03.01.2019 08:30","61813","64585"
"03.01.2019 08:30 - 03.01.2019 08:45","62098","65002"
"03.01.2019 08:45 - 03.01.2019 09:00","62291","65471"
"03.01.2019 09:00 - 03.01.2019 09:15","62275","65903"
"03.01.2019 09:15 - 03.01.2019 09:30","63547","66034"
"03.01.2019 09:30 - 03.01.2019 09:45","62864","66110"
"03.01.2019 09:45 - 03.01.2019 10:00","63369","66305"
"03.01.2019 10:00 - 03.01.2019 10:15","63272","66487"
"03.01.2019 10:15 - 03.01.2019 10:30","63513","66549"
"03.01.2019 10:30 - 03.01.2019 10:45","63437","66733"
"03.01.2019 10:45 - 03.01.2019 11:00","63312","66926"
"03.01.2019 11:00 - 03.01.2019 11:15","63951","67261"
"03.01.2019 11:15 - 03.01.2019 11:30","64062","67614"
"03.01.2019 11:30 - 03.01.2019 11:45","64344","67761"
"03.01.2019 11:45 - 03.01.2019 12:00","64453","67633"
"03.01.2019 12:00 - 03.01.2019 12:15","63557","68074"
"03.01.2019 12:15 - 03.01.2019 12:30","63758","67810"
"03.01.2019 12:30 - 03.01.2019 12:45","63575","67740"
"03.01.2019 12:45 - 03.01.2019 13:00","63118","67589"
"03.01.2019 13:00 - 03.01.2019 13:15","63040","67311"
"03.01.2019 13:15 - 03.01.2019 13:30","62545","66798"
"03.01.2019 13:30 - 03.01.2019 13:45","62041","66414"
"03.01.2019 13:45 - 03.01.2019 14:00","61723","66009"
"03.01.2019 14:00 - 03.01.2019 14:15","61556","65943"
"03.01.2019 14:15 - 03.01.2019 14:30","60903","65648"
"03.01.2019 14:30 - 03.01.2019 14:45","61102","65503"
"03.01.2019 14:45 - 03.01.2019 15:00","61601","65206"
"03.01.2019 15:00 - 03.01.2019 15:15","62261","65377"
"03.01.2019 15:15 - 03.01.2019 15:30","61407","64947"
"03.01.2019 15:30 - 03.01.2019 15:45","61545","64754"
"03.01.2019 15:45 - 03.01.2019 16:00","61617","64964"
"03.01.2019 16:00 - 03.01.2019 16:15","62036","65283"
"03.01.2019 16:15 - 03.01.2019 16:30","62932","65767"
"03.01.2019 16:30 - 03.01.2019 16:45","63856","66515"
"03.01.2019 16:45 - 03.01.2019 17:00","64047","67673"
"03.01.2019 17:00 - 03.01.2019 17:15","64725","68821"
"03.01.2019 17:15 - 03.01.2019 17:30","65246","69348"
"03.01.2019 17:30 - 03.01.2019 17:45","65134","69631"
"03.01.2019 17:45 - 03.01.2019 18:00","65753","69701"
"03.01.2019 18:00 - 03.01.2019 18:15","65354","69451"
"03.01.2019 18:15 - 03.01.2019 18:30","65390","69178"
"03.01.2019 18:30 - 03.01.2019 18:45","65429","68880"
"03.01.2019 18:45 - 03.01.2019 19:00","64208","68708"
"03.01.2019 19:00 - 03.01.2019 19:15","63916","68226"
"03.01.2019 19:15 - 03.01.2019 19:30","63504","67390"
"03.01.2019 19:30 - 03.01.2019 19:45","63310","66656"
"03.01.2019 19:45 - 03.01.2019 20:00","62120","66196"
"03.01.2019 20:00 - 03.01.2019 20:15","61241","64934"
"03.01.2019 20:15 - 03.01.2019 20:30","59329","63704"
"03.01.2019 20:30 - 03.01.2019 20:45","59304","63075"
"03.01.2019 20:45 - 03.01.2019 21:00","58658","62225"
"03.01.2019 21:00 - 03.01.2019 21:15","57393","61518"
"03.01.2019 21:15 - 03.01.2019 21:30","56898","60995"
"03.01.2019 21:30 - 03.01.2019 21:45","57269","60094"
"03.01.2019 21:45 - 03.01.2019 22:00","55931","59754"
"03.01.2019 22:00 - 03.01.2019 22:15","55934","59429"
"03.01.2019 22:15 - 03.01.2019 22:30","53703","58754"
"03.01.2019 22:30 - 03.01.2019 22:45","53919","57643"
"03.01.2019 22:45 - 03.01.2019 23:00","52486","57113"
"03.01.2019 23:00 - 03.01.2019 23:15","52536","56239"
"03.01.2019 23:15 - 03.01.2019 23:30","51228","55173"
"03.01.2019 23:30 - 03.01.2019 23:45","49510","54460"
"03.01.2019 23:45 - 04.01.2019 00:00","48894","53922"
"04.01.2019 00:00 - 04.01.2019 00:15","46541","52744"
"04.01.2019 00:15 - 04.01.2019 00:30","46419","52099"
"04.01.2019 00:30 - 04.01.2019 00:45","45802","51590"
"04.01.2019 00:45 - 04.01.2019 01:00","45222","51045"
"04.01.2019 01:00 - 04.01.2019 01:15","44633","50157"
"04.01.2019 01:15 - 04.01.2019 01:30","44267","49921"
"04.01.2019 01:30 - 04.01.2019 01:45","43943","50100"
"04.01.2019 01:45 - 04.01.2019 02:00","43742","49967"
"04.01.2019 02:00 - 04.01.2019 02:15","43470","49458"
"04.01.2019 02:15 - 04.01.2019 02:30","43262","49326"
"04.01.2019 02:30 - 04.01.2019 02:45","43432","49593"
"04.01.2019 02:45 - 04.01.2019 03:00","43454","49723"
"04.01.2019 03:00 - 04.01.2019 03:15","43468","49703"
"04.01.2019 03:15 - 04.01.2019 03:30","43510","49793"
"04.01.2019 03:30 - 04.01.2019 03:45","43672","49941"
"04.01.2019 03:45 - 04.01.2019 04:00","43738","50367"
"04.01.2019 04:00 - 04.01.2019 04:15","44152","50769"
"04.01.2019 04:15 - 04.01.2019 04:30","44399","50801"
"04.01.2019 04:30 - 04.01.2019 04:45","44715","50982"
"04.01.2019 04:45 - 04.01.2019 05:00","45130","51620"
"04.01.2019 05:00 - 04.01.2019 05:15","46100","52536"
"04.01.2019 05:15 - 04.01.2019 05:30","46234","52741"
"04.01.2019 05:30 - 04.01.2019 05:45","47047","53633"
"04.01.2019 05:45 - 04.01.2019 06:00","48090","54604"
"04.01.2019 06:00 - 04.01.2019 06:15","49443","56352"
"04.01.2019 06:15 - 04.01.2019 06:30","51116","57749"
"04.01.2019 06:30 - 04.01.2019 06:45","52461","58776"
"04.01.2019 06:45 - 04.01.2019 07:00","53546","60288"
"04.01.2019 07:00 - 04.01.2019 07:15","54918","62147"
"04.01.2019 07:15 - 04.01.2019 07:30","55631","63220"
"04.01.2019 07:30 - 04.01.2019 07:45","57450","64178"
"04.01.2019 07:45 - 04.01.2019 08:00","58233","64959"
"04.01.2019 08:00 - 04.01.2019 08:15","59070","66183"
"04.01.2019 08:15 - 04.01.2019 08:30","59593","66739"
"04.01.2019 08:30 - 04.01.2019 08:45","59872","66974"
"04.01.2019 08:45 - 04.01.2019 09:00","60150","67390"
"04.01.2019 09:00 - 04.01.2019 09:15","60138","67746"
"04.01.2019 09:15 - 04.01.2019 09:30","60766","68309"
"04.01.2019 09:30 - 04.01.2019 09:45","60685","68734"
"04.01.2019 09:45 - 04.01.2019 10:00","61017","68613"
"04.01.2019 10:00 - 04.01.2019 10:15","61401","68718"
"04.01.2019 10:15 - 04.01.2019 10:30","61662","68883"
"04.01.2019 10:30 - 04.01.2019 10:45","61330","69197"
"04.01.2019 10:45 - 04.01.2019 11:00","61494","69466"
"04.01.2019 11:00 - 04.01.2019 11:15","61675","69212"
"04.01.2019 11:15 - 04.01.2019 11:30","61832","69551"
"04.01.2019 11:30 - 04.01.2019 11:45","62194","69892"
"04.01.2019 11:45 - 04.01.2019 12:00","62417","70139"
"04.01.2019 12:00 - 04.01.2019 12:15","61752","70474"
"04.01.2019 12:15 - 04.01.2019 12:30","61971","70268"
"04.01.2019 12:30 - 04.01.2019 12:45","61548","70325"
"04.01.2019 12:45 - 04.01.2019 13:00","61327","70004"
"04.01.2019 13:00 - 04.01.2019 13:15","60905","69824"
"04.01.2019 13:15 - 04.01.2019 13:30","60463","69251"
"04.01.2019 13:30 - 04.01.2019 13:45","59971","68920"
"04.01.2019 13:45 - 04.01.2019 14:00","59281","68224"
"04.01.2019 14:00 - 04.01.2019 14:15","59218","67817"
"04.01.2019 14:15 - 04.01.2019 14:30","58619","67368"
"04.01.2019 14:30 - 04.01.2019 14:45","58677","67034"
"04.01.2019 14:45 - 04.01.2019 15:00","58948","66762"
"04.01.2019 15:00 - 04.01.2019 15:15","59212","66809"
"04.01.2019 15:15 - 04.01.2019 15:30","58608","66556"
"04.01.2019 15:30 - 04.01.2019 15:45","58687","66452"
"04.01.2019 15:45 - 04.01.2019 16:00","58772","66414"
"04.01.2019 16:00 - 04.01.2019 16:15","59381","67215"
"04.01.2019 16:15 - 04.01.2019 16:30","59956","67455"
"04.01.2019 16:30 - 04.01.2019 16:45","60462","68035"
"04.01.2019 16:45 - 04.01.2019 17:00","61163","68632"
"04.01.2019 17:00 - 04.01.2019 17:15","62186","69590"
"04.01.2019 17:15 - 04.01.2019 17:30","62733","69870"
"04.01.2019 17:30 - 04.01.2019 17:45","62865","70104"
"04.01.2019 17:45 - 04.01.2019 18:00","62938","70136"
"04.01.2019 18:00 - 04.01.2019 18:15","62542","69789"
"04.01.2019 18:15 - 04.01.2019 18:30","62549","69455"
"04.01.2019 18:30 - 04.01.2019 18:45","62390","69169"
"04.01.2019 18:45 - 04.01.2019 19:00","61994","68767"
"04.01.2019 19:00 - 04.01.2019 19:15","61457","68425"
"04.01.2019 19:15 - 04.01.2019 19:30","60634","67465"
"04.01.2019 19:30 - 04.01.2019 19:45","60014","67096"
"04.01.2019 19:45 - 04.01.2019 20:00","59370","66289"
"04.01.2019 20:00 - 04.01.2019 20:15","58283","64653"
"04.01.2019 20:15 - 04.01.2019 20:30","56925","63645"
"04.01.2019 20:30 - 04.01.2019 20:45","56343","63129"
"04.01.2019 20:45 - 04.01.2019 21:00","55724","61938"
"04.01.2019 21:00 - 04.01.2019 21:15","54770","61050"
"04.01.2019 21:15 - 04.01.2019 21:30","54240","60551"
"04.01.2019 21:30 - 04.01.2019 21:45","54303","60260"
"04.01.2019 21:45 - 04.01.2019 22:00","53347","59475"
"04.01.2019 22:00 - 04.01.2019 22:15","53492","59458"
"04.01.2019 22:15 - 04.01.2019 22:30","52485","59060"
"04.01.2019 22:30 - 04.01.2019 22:45","51860","58150"
"04.01.2019 22:45 - 04.01.2019 23:00","50768","57275"
"04.01.2019 23:00 - 04.01.2019 23:15","49717","55806"
"04.01.2019 23:15 - 04.01.2019 23:30","48633","54983"
"04.01.2019 23:30 - 04.01.2019 23:45","47655","54044"
"04.01.2019 23:45 - 05.01.2019 00:00","46776","53139"
"05.01.2019 00:00 - 05.01.2019 00:15","47361","52437"
"05.01.2019 00:15 - 05.01.2019 00:30","47779","51914"
"05.01.2019 00:30 - 05.01.2019 00:45","47229","51541"
"05.01.2019 00:45 - 05.01.2019 01:00","46691","50732"
"05.01.2019 01:00 - 05.01.2019 01:15","46132","50146"
"05.01.2019 01:15 - 05.01.2019 01:30","45373","49306"
"05.01.2019 01:30 - 05.01.2019 01:45","45487","49146"
"05.01.2019 01:45 - 05.01.2019 02:00","45220","48654"
"05.01.2019 02:00 - 05.01.2019 02:15","44786","48391"
"05.01.2019 02:15 - 05.01.2019 02:30","44423","47886"
"05.01.2019 02:30 - 05.01.2019 02:45","44820","48042"
"05.01.2019 02:45 - 05.01.2019 03:00","44844","47795"
"05.01.2019 03:00 - 05.01.2019 03:15","44477","47707"
"05.01.2019 03:15 - 05.01.2019 03:30","44540","47453"
"05.01.2019 03:30 - 05.01.2019 03:45","44660","47505"
"05.01.2019 03:45 - 05.01.2019 04:00","44724","47555"
"05.01.2019 04:00 - 05.01.2019 04:15","44909","47711"
"05.01.2019 04:15 - 05.01.2019 04:30","44884","47598"
"05.01.2019 04:30 - 05.01.2019 04:45","45197","47618"
"05.01.2019 04:45 - 05.01.2019 05:00","45024","47603"
"05.01.2019 05:00 - 05.01.2019 05:15","45188","47738"
"05.01.2019 05:15 - 05.01.2019 05:30","44460","47711"
"05.01.2019 05:30 - 05.01.2019 05:45","44675","47683"
"05.01.2019 05:45 - 05.01.2019 06:00","44529","47672"
"05.01.2019 06:00 - 05.01.2019 06:15","44124","47763"
"05.01.2019 06:15 - 05.01.2019 06:30","44769","48058"
"05.01.2019 06:30 - 05.01.2019 06:45","45252","48544"
"05.01.2019 06:45 - 05.01.2019 07:00","45843","48953"
"05.01.2019 07:00 - 05.01.2019 07:15","46549","49853"
"05.01.2019 07:15 - 05.01.2019 07:30","47371","50512"
"05.01.2019 07:30 - 05.01.2019 07:45","49597","50913"
"05.01.2019 07:45 - 05.01.2019 08:00","51273","51769"
"05.01.2019 08:00 - 05.01.2019 08:15","52648","53239"
"05.01.2019 08:15 - 05.01.2019 08:30","53508","54249"
"05.01.2019 08:30 - 05.01.2019 08:45","54564","54465"
"05.01.2019 08:45 - 05.01.2019 09:00","55096","55271"
"05.01.2019 09:00 - 05.01.2019 09:15","56334","56576"
"05.01.2019 09:15 - 05.01.2019 09:30","57980","57108"
"05.01.2019 09:30 - 05.01.2019 09:45","57757","58081"
"05.01.2019 09:45 - 05.01.2019 10:00","57796","58604"
"05.01.2019 10:00 - 05.01.2019 10:15","58429","59150"
"05.01.2019 10:15 - 05.01.2019 10:30","59287","59543"
"05.01.2019 10:30 - 05.01.2019 10:45","58496","59831"
"05.01.2019 10:45 - 05.01.2019 11:00","58707","60320"
"05.01.2019 11:00 - 05.01.2019 11:15","59486","60726"
"05.01.2019 11:15 - 05.01.2019 11:30","59192","60803"
"05.01.2019 11:30 - 05.01.2019 11:45","59870","61188"
"05.01.2019 11:45 - 05.01.2019 12:00","59992","60963"
"05.01.2019 12:00 - 05.01.2019 12:15","59046","61148"
