"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"27.04.2020 09:15 - 27.04.2020 09:30","6820","7180"
"27.04.2020 09:30 - 27.04.2020 09:45","6832","7269"
"27.04.2020 09:45 - 27.04.2020 10:00","6816","7284"
"27.04.2020 10:00 - 27.04.2020 10:15","6824","7277"
"27.04.2020 10:15 - 27.04.2020 10:30","6832","7322"
"27.04.2020 10:30 - 27.04.2020 10:45","6848","7340"
"27.04.2020 10:45 - 27.04.2020 11:00","6888","7378"
"27.04.2020 11:00 - 27.04.2020 11:15","6948","7437"
"27.04.2020 11:15 - 27.04.2020 11:30","6996","7532"
"27.04.2020 11:30 - 27.04.2020 11:45","7016","7586"
"27.04.2020 11:45 - 27.04.2020 12:00","6996","7569"
"27.04.2020 12:00 - 27.04.2020 12:15","6920","7464"
"27.04.2020 12:15 - 27.04.2020 12:30","6792","7341"
"27.04.2020 12:30 - 27.04.2020 12:45","6720","7236"
"27.04.2020 12:45 - 27.04.2020 13:00","6660","7188"
"27.04.2020 13:00 - 27.04.2020 13:15","6660","7195"
"27.04.2020 13:15 - 27.04.2020 13:30","6604","7161"
"27.04.2020 13:30 - 27.04.2020 13:45","6548","7082"
"27.04.2020 13:45 - 27.04.2020 14:00","6488","7000"
"27.04.2020 14:00 - 27.04.2020 14:15","6476","7006"
"27.04.2020 14:15 - 27.04.2020 14:30","6452","7026"
"27.04.2020 14:30 - 27.04.2020 14:45","6412","6969"
"27.04.2020 14:45 - 27.04.2020 15:00","6376","6942"
"27.04.2020 15:00 - 27.04.2020 15:15","6356","6968"
"27.04.2020 15:15 - 27.04.2020 15:30","6332","6905"
"27.04.2020 15:30 - 27.04.2020 15:45","6320","6904"
"27.04.2020 15:45 - 27.04.2020 16:00","6316","6849"
"27.04.2020 16:00 - 27.04.2020 16:15","6292","6817"
"27.04.2020 16:15 - 27.04.2020 16:30","6280","6798"
"27.04.2020 16:30 - 27.04.2020 16:45","6276","6774"
"27.04.2020 16:45 - 27.04.2020 17:00","6292","6757"
"27.04.2020 17:00 - 27.04.2020 17:15","6244","6755"
"27.04.2020 17:15 - 27.04.2020 17:30","6304","6799"
"27.04.2020 17:30 - 27.04.2020 17:45","6368","6820"
"27.04.2020 17:45 - 27.04.2020 18:00","6440","6844"
"27.04.2020 18:00 - 27.04.2020 18:15","6500","6875"
"27.04.2020 18:15 - 27.04.2020 18:30","6568","6849"
"27.04.2020 18:30 - 27.04.2020 18:45","6636","6886"
"27.04.2020 18:45 - 27.04.2020 19:00","6692","6908"
"27.04.2020 19:00 - 27.04.2020 19:15","6712","6895"
"27.04.2020 19:15 - 27.04.2020 19:30","6720","6857"
"27.04.2020 19:30 - 27.04.2020 19:45","6748","6861"
"27.04.2020 19:45 - 27.04.2020 20:00","6764","6839"
"27.04.2020 20:00 - 27.04.2020 20:15","6792","6853"
"27.04.2020 20:15 - 27.04.2020 20:30","6780","6813"
"27.04.2020 20:30 - 27.04.2020 20:45","6712","6713"
"27.04.2020 20:45 - 27.04.2020 21:00","6588","6620"
"27.04.2020 21:00 - 27.04.2020 21:15","6488","6548"
"27.04.2020 21:15 - 27.04.2020 21:30","6364","6401"
"27.04.2020 21:30 - 27.04.2020 21:45","6240","6284"
"27.04.2020 21:45 - 27.04.2020 22:00","6136","6184"
"27.04.2020 22:00 - 27.04.2020 22:15","6272","6250"
"27.04.2020 22:15 - 27.04.2020 22:30","6204","6181"
"27.04.2020 22:30 - 27.04.2020 22:45","6072","6052"
"27.04.2020 22:45 - 27.04.2020 23:00","5952","5946"
"27.04.2020 23:00 - 27.04.2020 23:15","5932","5780"
"27.04.2020 23:15 - 27.04.2020 23:30","5792","5664"
"27.04.2020 23:30 - 27.04.2020 23:45","5676","5537"
"27.04.2020 23:45 - 28.04.2020 00:00","5584","5431"
"28.04.2020 00:00 - 28.04.2020 00:15","5492","5450"
"28.04.2020 00:15 - 28.04.2020 00:30","5400","5354"
"28.04.2020 00:30 - 28.04.2020 00:45","5308","5272"
"28.04.2020 00:45 - 28.04.2020 01:00","5224","5180"
"28.04.2020 01:00 - 28.04.2020 01:15","5260","5125"
"28.04.2020 01:15 - 28.04.2020 01:30","5192","5071"
"28.04.2020 01:30 - 28.04.2020 01:45","5136","5007"
"28.04.2020 01:45 - 28.04.2020 02:00","5084","4942"
"28.04.2020 02:00 - 28.04.2020 02:15","5160","5028"
"28.04.2020 02:15 - 28.04.2020 02:30","5108","4983"
"28.04.2020 02:30 - 28.04.2020 02:45","5052","4937"
"28.04.2020 02:45 - 28.04.2020 03:00","5008","4895"
"28.04.2020 03:00 - 28.04.2020 03:15","5012","4884"
"28.04.2020 03:15 - 28.04.2020 03:30","4992","4879"
"28.04.2020 03:30 - 28.04.2020 03:45","4980","4858"
"28.04.2020 03:45 - 28.04.2020 04:00","4980","4845"
"28.04.2020 04:00 - 28.04.2020 04:15","5020","4910"
"28.04.2020 04:15 - 28.04.2020 04:30","5060","4892"
"28.04.2020 04:30 - 28.04.2020 04:45","5116","4960"
"28.04.2020 04:45 - 28.04.2020 05:00","5200","5018"
"28.04.2020 05:00 - 28.04.2020 05:15","5292","5227"
"28.04.2020 05:15 - 28.04.2020 05:30","5420","5380"
"28.04.2020 05:30 - 28.04.2020 05:45","5580","5484"
"28.04.2020 05:45 - 28.04.2020 06:00","5752","5661"
"28.04.2020 06:00 - 28.04.2020 06:15","5976","6036"
"28.04.2020 06:15 - 28.04.2020 06:30","6176","6218"
"28.04.2020 06:30 - 28.04.2020 06:45","6332","6406"
"28.04.2020 06:45 - 28.04.2020 07:00","6476","6531"
"28.04.2020 07:00 - 28.04.2020 07:15","6648","6776"
"28.04.2020 07:15 - 28.04.2020 07:30","6744","6927"
"28.04.2020 07:30 - 28.04.2020 07:45","6812","7030"
"28.04.2020 07:45 - 28.04.2020 08:00","6864","7075"
"28.04.2020 08:00 - 28.04.2020 08:15","6916","7158"
"28.04.2020 08:15 - 28.04.2020 08:30","6928","7182"
"28.04.2020 08:30 - 28.04.2020 08:45","6920","7179"
"28.04.2020 08:45 - 28.04.2020 09:00","6888","7194"
"28.04.2020 09:00 - 28.04.2020 09:15","6828","7089"
"28.04.2020 09:15 - 28.04.2020 09:30","6820","7110"
"28.04.2020 09:30 - 28.04.2020 09:45","6832","7108"
"28.04.2020 09:45 - 28.04.2020 10:00","6816","7106"
"28.04.2020 10:00 - 28.04.2020 10:15","6824","7134"
"28.04.2020 10:15 - 28.04.2020 10:30","6832","7154"
"28.04.2020 10:30 - 28.04.2020 10:45","6848","7195"
"28.04.2020 10:45 - 28.04.2020 11:00","6888","7255"
"28.04.2020 11:00 - 28.04.2020 11:15","6948","7259"
"28.04.2020 11:15 - 28.04.2020 11:30","6996","7360"
"28.04.2020 11:30 - 28.04.2020 11:45","7016","7473"
"28.04.2020 11:45 - 28.04.2020 12:00","6996","7423"
"28.04.2020 12:00 - 28.04.2020 12:15","6920","7364"
"28.04.2020 12:15 - 28.04.2020 12:30","6792","7260"
"28.04.2020 12:30 - 28.04.2020 12:45","6720","7186"
"28.04.2020 12:45 - 28.04.2020 13:00","6660","7128"
"28.04.2020 13:00 - 28.04.2020 13:15","6660","7125"
"28.04.2020 13:15 - 28.04.2020 13:30","6604","7105"
"28.04.2020 13:30 - 28.04.2020 13:45","6548","7048"
"28.04.2020 13:45 - 28.04.2020 14:00","6488","7005"
"28.04.2020 14:00 - 28.04.2020 14:15","6476","6956"
"28.04.2020 14:15 - 28.04.2020 14:30","6452","6901"
"28.04.2020 14:30 - 28.04.2020 14:45","6412","6879"
"28.04.2020 14:45 - 28.04.2020 15:00","6376","6828"
"28.04.2020 15:00 - 28.04.2020 15:15","6356","6861"
"28.04.2020 15:15 - 28.04.2020 15:30","6332","6819"
"28.04.2020 15:30 - 28.04.2020 15:45","6320","6748"
"28.04.2020 15:45 - 28.04.2020 16:00","6316","6620"
"28.04.2020 16:00 - 28.04.2020 16:15","6292","6693"
"28.04.2020 16:15 - 28.04.2020 16:30","6280","6668"
"28.04.2020 16:30 - 28.04.2020 16:45","6276","6642"
"28.04.2020 16:45 - 28.04.2020 17:00","6292","6670"
"28.04.2020 17:00 - 28.04.2020 17:15","6244","6647"
"28.04.2020 17:15 - 28.04.2020 17:30","6304","6655"
"28.04.2020 17:30 - 28.04.2020 17:45","6368","6755"
"28.04.2020 17:45 - 28.04.2020 18:00","6440","6786"
"28.04.2020 18:00 - 28.04.2020 18:15","6500","6825"
"28.04.2020 18:15 - 28.04.2020 18:30","6568","6813"
"28.04.2020 18:30 - 28.04.2020 18:45","6636","6868"
"28.04.2020 18:45 - 28.04.2020 19:00","6692","6898"
"28.04.2020 19:00 - 28.04.2020 19:15","6712","6920"
"28.04.2020 19:15 - 28.04.2020 19:30","6720","6923"
"28.04.2020 19:30 - 28.04.2020 19:45","6748","6952"
"28.04.2020 19:45 - 28.04.2020 20:00","6764","6961"
"28.04.2020 20:00 - 28.04.2020 20:15","6792","6908"
"28.04.2020 20:15 - 28.04.2020 20:30","6780","6859"
"28.04.2020 20:30 - 28.04.2020 20:45","6712","6792"
"28.04.2020 20:45 - 28.04.2020 21:00","6588","6697"
"28.04.2020 21:00 - 28.04.2020 21:15","6488","6523"
"28.04.2020 21:15 - 28.04.2020 21:30","6364","6432"
"28.04.2020 21:30 - 28.04.2020 21:45","6240","6283"
"28.04.2020 21:45 - 28.04.2020 22:00","6136","6169"
"28.04.2020 22:00 - 28.04.2020 22:15","6272","6223"
"28.04.2020 22:15 - 28.04.2020 22:30","6204","6146"
"28.04.2020 22:30 - 28.04.2020 22:45","6072","6033"
"28.04.2020 22:45 - 28.04.2020 23:00","5952","5945"
"28.04.2020 23:00 - 28.04.2020 23:15","5932","5804"
"28.04.2020 23:15 - 28.04.2020 23:30","5792","5631"
"28.04.2020 23:30 - 28.04.2020 23:45","5676","5477"
"28.04.2020 23:45 - 29.04.2020 00:00","5584","5420"
"29.04.2020 00:00 - 29.04.2020 00:15","5464","5489"
"29.04.2020 00:15 - 29.04.2020 00:30","5372","5356"
"29.04.2020 00:30 - 29.04.2020 00:45","5276","5304"
"29.04.2020 00:45 - 29.04.2020 01:00","5192","5204"
"29.04.2020 01:00 - 29.04.2020 01:15","5224","5126"
"29.04.2020 01:15 - 29.04.2020 01:30","5152","5085"
"29.04.2020 01:30 - 29.04.2020 01:45","5096","5008"
"29.04.2020 01:45 - 29.04.2020 02:00","5044","4928"
"29.04.2020 02:00 - 29.04.2020 02:15","5120","5008"
"29.04.2020 02:15 - 29.04.2020 02:30","5068","5006"
"29.04.2020 02:30 - 29.04.2020 02:45","5016","4929"
"29.04.2020 02:45 - 29.04.2020 03:00","4976","4892"
"29.04.2020 03:00 - 29.04.2020 03:15","4960","4856"
"29.04.2020 03:15 - 29.04.2020 03:30","4944","4850"
"29.04.2020 03:30 - 29.04.2020 03:45","4932","4808"
"29.04.2020 03:45 - 29.04.2020 04:00","4932","4800"
"29.04.2020 04:00 - 29.04.2020 04:15","4972","4841"
"29.04.2020 04:15 - 29.04.2020 04:30","5008","4837"
"29.04.2020 04:30 - 29.04.2020 04:45","5068","4918"
"29.04.2020 04:45 - 29.04.2020 05:00","5152","4979"
"29.04.2020 05:00 - 29.04.2020 05:15","5268","5194"
"29.04.2020 05:15 - 29.04.2020 05:30","5396","5384"
"29.04.2020 05:30 - 29.04.2020 05:45","5552","5539"
"29.04.2020 05:45 - 29.04.2020 06:00","5728","5630"
"29.04.2020 06:00 - 29.04.2020 06:15","5960","5979"
"29.04.2020 06:15 - 29.04.2020 06:30","6164","6200"
"29.04.2020 06:30 - 29.04.2020 06:45","6328","6366"
"29.04.2020 06:45 - 29.04.2020 07:00","6472","6496"
"29.04.2020 07:00 - 29.04.2020 07:15","6648","6741"
"29.04.2020 07:15 - 29.04.2020 07:30","6752","6859"
"29.04.2020 07:30 - 29.04.2020 07:45","6828","7025"
"29.04.2020 07:45 - 29.04.2020 08:00","6884","7178"
"29.04.2020 08:00 - 29.04.2020 08:15","6924","7341"
"29.04.2020 08:15 - 29.04.2020 08:30","6936","7418"
"29.04.2020 08:30 - 29.04.2020 08:45","6932","7484"
"29.04.2020 08:45 - 29.04.2020 09:00","6900","7559"
"29.04.2020 09:00 - 29.04.2020 09:15","6840","7480"
"29.04.2020 09:15 - 29.04.2020 09:30","6832","7579"
"29.04.2020 09:30 - 29.04.2020 09:45","6848","7713"
"29.04.2020 09:45 - 29.04.2020 10:00","6836","7750"
"29.04.2020 10:00 - 29.04.2020 10:15","6844","7771"
"29.04.2020 10:15 - 29.04.2020 10:30","6852","7850"
"29.04.2020 10:30 - 29.04.2020 10:45","6876","7910"
"29.04.2020 10:45 - 29.04.2020 11:00","6916","7985"
"29.04.2020 11:00 - 29.04.2020 11:15","6976","8026"
"29.04.2020 11:15 - 29.04.2020 11:30","7028","8190"
"29.04.2020 11:30 - 29.04.2020 11:45","7052","8255"
"29.04.2020 11:45 - 29.04.2020 12:00","7028","8236"
"29.04.2020 12:00 - 29.04.2020 12:15","6944","8100"
"29.04.2020 12:15 - 29.04.2020 12:30","6820","8002"
"29.04.2020 12:30 - 29.04.2020 12:45","6744","7940"
"29.04.2020 12:45 - 29.04.2020 13:00","6684","7877"
"29.04.2020 13:00 - 29.04.2020 13:15","6696","7824"
"29.04.2020 13:15 - 29.04.2020 13:30","6640","7819"
"29.04.2020 13:30 - 29.04.2020 13:45","6576","7708"
"29.04.2020 13:45 - 29.04.2020 14:00","6516","7627"
"29.04.2020 14:00 - 29.04.2020 14:15","6500","7572"
"29.04.2020 14:15 - 29.04.2020 14:30","6480","7532"
"29.04.2020 14:30 - 29.04.2020 14:45","6440","7521"
"29.04.2020 14:45 - 29.04.2020 15:00","6404","7530"
"29.04.2020 15:00 - 29.04.2020 15:15","6368","7543"
"29.04.2020 15:15 - 29.04.2020 15:30","6344","7494"
"29.04.2020 15:30 - 29.04.2020 15:45","6332","7401"
"29.04.2020 15:45 - 29.04.2020 16:00","6320","7292"
"29.04.2020 16:00 - 29.04.2020 16:15","6312","7194"
"29.04.2020 16:15 - 29.04.2020 16:30","6300","7140"
"29.04.2020 16:30 - 29.04.2020 16:45","6296","7125"
"29.04.2020 16:45 - 29.04.2020 17:00","6308","7068"
"29.04.2020 17:00 - 29.04.2020 17:15","6260","7012"
"29.04.2020 17:15 - 29.04.2020 17:30","6312","7014"
"29.04.2020 17:30 - 29.04.2020 17:45","6376","7069"
"29.04.2020 17:45 - 29.04.2020 18:00","6448","7098"
"29.04.2020 18:00 - 29.04.2020 18:15","6496","7130"
"29.04.2020 18:15 - 29.04.2020 18:30","6560","7129"
"29.04.2020 18:30 - 29.04.2020 18:45","6628","7125"
"29.04.2020 18:45 - 29.04.2020 19:00","6684","7155"
"29.04.2020 19:00 - 29.04.2020 19:15","6704","7152"
"29.04.2020 19:15 - 29.04.2020 19:30","6708","7087"
"29.04.2020 19:30 - 29.04.2020 19:45","6732","7057"
"29.04.2020 19:45 - 29.04.2020 20:00","6748","7002"
"29.04.2020 20:00 - 29.04.2020 20:15","6788","6973"
"29.04.2020 20:15 - 29.04.2020 20:30","6780","6946"
"29.04.2020 20:30 - 29.04.2020 20:45","6716","6933"
"29.04.2020 20:45 - 29.04.2020 21:00","6596","6839"
"29.04.2020 21:00 - 29.04.2020 21:15","6496","6641"
"29.04.2020 21:15 - 29.04.2020 21:30","6360","6532"
"29.04.2020 21:30 - 29.04.2020 21:45","6240","6352"
"29.04.2020 21:45 - 29.04.2020 22:00","6132","6238"
"29.04.2020 22:00 - 29.04.2020 22:15","6272","6337"
"29.04.2020 22:15 - 29.04.2020 22:30","6200","6247"
"29.04.2020 22:30 - 29.04.2020 22:45","6072","6133"
"29.04.2020 22:45 - 29.04.2020 23:00","5948","6030"
"29.04.2020 23:00 - 29.04.2020 23:15","5928","5904"
"29.04.2020 23:15 - 29.04.2020 23:30","5792","5786"
"29.04.2020 23:30 - 29.04.2020 23:45","5672","5631"
"29.04.2020 23:45 - 30.04.2020 00:00","5604","5560"
"30.04.2020 00:00 - 30.04.2020 00:15","5448","5599"
"30.04.2020 00:15 - 30.04.2020 00:30","5352","5512"
"30.04.2020 00:30 - 30.04.2020 00:45","5260","5428"
"30.04.2020 00:45 - 30.04.2020 01:00","5176","5291"
"30.04.2020 01:00 - 30.04.2020 01:15","5204","5282"
"30.04.2020 01:15 - 30.04.2020 01:30","5132","5200"
"30.04.2020 01:30 - 30.04.2020 01:45","5076","5182"
"30.04.2020 01:45 - 30.04.2020 02:00","5024","5100"
"30.04.2020 02:00 - 30.04.2020 02:15","5100","5134"
"30.04.2020 02:15 - 30.04.2020 02:30","5048","5141"
"30.04.2020 02:30 - 30.04.2020 02:45","4996","5104"
"30.04.2020 02:45 - 30.04.2020 03:00","4956","5016"
"30.04.2020 03:00 - 30.04.2020 03:15","4948","5037"
"30.04.2020 03:15 - 30.04.2020 03:30","4928","5032"
"30.04.2020 03:30 - 30.04.2020 03:45","4916","4987"
"30.04.2020 03:45 - 30.04.2020 04:00","4924","4961"
"30.04.2020 04:00 - 30.04.2020 04:15","4960","5016"
"30.04.2020 04:15 - 30.04.2020 04:30","4996","5030"
"30.04.2020 04:30 - 30.04.2020 04:45","5056","5046"
"30.04.2020 04:45 - 30.04.2020 05:00","5144","5080"
"30.04.2020 05:00 - 30.04.2020 05:15","5264","5303"
"30.04.2020 05:15 - 30.04.2020 05:30","5396","5467"
"30.04.2020 05:30 - 30.04.2020 05:45","5556","5592"
"30.04.2020 05:45 - 30.04.2020 06:00","5732","5704"
"30.04.2020 06:00 - 30.04.2020 06:15","5980","6029"
"30.04.2020 06:15 - 30.04.2020 06:30","6188","6226"
"30.04.2020 06:30 - 30.04.2020 06:45","6352","6402"
"30.04.2020 06:45 - 30.04.2020 07:00","6496","6458"
"30.04.2020 07:00 - 30.04.2020 07:15","6684","6724"
"30.04.2020 07:15 - 30.04.2020 07:30","6792","6859"
"30.04.2020 07:30 - 30.04.2020 07:45","6872","6926"
"30.04.2020 07:45 - 30.04.2020 08:00","6932","7016"
"30.04.2020 08:00 - 30.04.2020 08:15","6976","7116"
"30.04.2020 08:15 - 30.04.2020 08:30","6984","7115"
"30.04.2020 08:30 - 30.04.2020 08:45","6980","7127"
"30.04.2020 08:45 - 30.04.2020 09:00","6948","7145"
"30.04.2020 09:00 - 30.04.2020 09:15","6892","7074"
"30.04.2020 09:15 - 30.04.2020 09:30","6884","7121"
"30.04.2020 09:30 - 30.04.2020 09:45","6900","7144"
"30.04.2020 09:45 - 30.04.2020 10:00","6892","7128"
"30.04.2020 10:00 - 30.04.2020 10:15","6892","7123"
"30.04.2020 10:15 - 30.04.2020 10:30","6900","7188"
"30.04.2020 10:30 - 30.04.2020 10:45","6928","7192"
"30.04.2020 10:45 - 30.04.2020 11:00","6972","7253"
"30.04.2020 11:00 - 30.04.2020 11:15","7012","7280"
"30.04.2020 11:15 - 30.04.2020 11:30","7068","7372"
"30.04.2020 11:30 - 30.04.2020 11:45","7092","7428"
"30.04.2020 11:45 - 30.04.2020 12:00","7068","7397"
"30.04.2020 12:00 - 30.04.2020 12:15","6980","7273"
"30.04.2020 12:15 - 30.04.2020 12:30","6856","7166"
"30.04.2020 12:30 - 30.04.2020 12:45","6780","7061"
"30.04.2020 12:45 - 30.04.2020 13:00","6720","7011"
"30.04.2020 13:00 - 30.04.2020 13:15","6732","7017"
"30.04.2020 13:15 - 30.04.2020 13:30","6676","6973"
"30.04.2020 13:30 - 30.04.2020 13:45","6612","6930"
"30.04.2020 13:45 - 30.04.2020 14:00","6548","6887"
"30.04.2020 14:00 - 30.04.2020 14:15","6552","6861"
"30.04.2020 14:15 - 30.04.2020 14:30","6532","6876"
"30.04.2020 14:30 - 30.04.2020 14:45","6492","6849"
"30.04.2020 14:45 - 30.04.2020 15:00","6460","6785"
"30.04.2020 15:00 - 30.04.2020 15:15","6400","6831"
"30.04.2020 15:15 - 30.04.2020 15:30","6376","6794"
"30.04.2020 15:30 - 30.04.2020 15:45","6360","6696"
"30.04.2020 15:45 - 30.04.2020 16:00","6344","6735"
"30.04.2020 16:00 - 30.04.2020 16:15","6332","6708"
"30.04.2020 16:15 - 30.04.2020 16:30","6316","6666"
"30.04.2020 16:30 - 30.04.2020 16:45","6308","6634"
"30.04.2020 16:45 - 30.04.2020 17:00","6320","6631"
"30.04.2020 17:00 - 30.04.2020 17:15","6300","6583"
"30.04.2020 17:15 - 30.04.2020 17:30","6352","6629"
"30.04.2020 17:30 - 30.04.2020 17:45","6412","6652"
"30.04.2020 17:45 - 30.04.2020 18:00","6480","6653"
"30.04.2020 18:00 - 30.04.2020 18:15","6516","6682"
"30.04.2020 18:15 - 30.04.2020 18:30","6580","6691"
"30.04.2020 18:30 - 30.04.2020 18:45","6648","6729"
"30.04.2020 18:45 - 30.04.2020 19:00","6700","6809"
"30.04.2020 19:00 - 30.04.2020 19:15","6720","6851"
"30.04.2020 19:15 - 30.04.2020 19:30","6720","6843"
"30.04.2020 19:30 - 30.04.2020 19:45","6732","6839"
"30.04.2020 19:45 - 30.04.2020 20:00","6748","6766"
"30.04.2020 20:00 - 30.04.2020 20:15","6788","6684"
"30.04.2020 20:15 - 30.04.2020 20:30","6788","6663"
"30.04.2020 20:30 - 30.04.2020 20:45","6732","6615"
"30.04.2020 20:45 - 30.04.2020 21:00","6616","6512"
"30.04.2020 21:00 - 30.04.2020 21:15","6512","6324"
"30.04.2020 21:15 - 30.04.2020 21:30","6384","6197"
"30.04.2020 21:30 - 30.04.2020 21:45","6256","6074"
"30.04.2020 21:45 - 30.04.2020 22:00","6148","5948"
"30.04.2020 22:00 - 30.04.2020 22:15","6268","6035"
"30.04.2020 22:15 - 30.04.2020 22:30","6196","6016"
"30.04.2020 22:30 - 30.04.2020 22:45","6060","5894"
"30.04.2020 22:45 - 30.04.2020 23:00","5940","5790"
"30.04.2020 23:00 - 30.04.2020 23:15","5896","5686"
"30.04.2020 23:15 - 30.04.2020 23:30","5760","5593"
"30.04.2020 23:30 - 30.04.2020 23:45","5644","5460"
"30.04.2020 23:45 - 01.05.2020 00:00","5572","5312"
"01.05.2020 00:00 - 01.05.2020 00:15","4948","5333"
"01.05.2020 00:15 - 01.05.2020 00:30","4852","5227"
"01.05.2020 00:30 - 01.05.2020 00:45","4744","5071"
"01.05.2020 00:45 - 01.05.2020 01:00","4660","4983"
"01.05.2020 01:00 - 01.05.2020 01:15","4636","4939"
"01.05.2020 01:15 - 01.05.2020 01:30","4552","4848"
"01.05.2020 01:30 - 01.05.2020 01:45","4488","4800"
"01.05.2020 01:45 - 01.05.2020 02:00","4428","4740"
"01.05.2020 02:00 - 01.05.2020 02:15","4516","4815"
"01.05.2020 02:15 - 01.05.2020 02:30","4472","4783"
"01.05.2020 02:30 - 01.05.2020 02:45","4396","4739"
"01.05.2020 02:45 - 01.05.2020 03:00","4356","4703"
"01.05.2020 03:00 - 01.05.2020 03:15","4348","4713"
"01.05.2020 03:15 - 01.05.2020 03:30","4312","4668"
"01.05.2020 03:30 - 01.05.2020 03:45","4284","4644"
"01.05.2020 03:45 - 01.05.2020 04:00","4272","4578"
"01.05.2020 04:00 - 01.05.2020 04:15","4320","4530"
"01.05.2020 04:15 - 01.05.2020 04:30","4324","4568"
"01.05.2020 04:30 - 01.05.2020 04:45","4336","4571"
"01.05.2020 04:45 - 01.05.2020 05:00","4356","4563"
"01.05.2020 05:00 - 01.05.2020 05:15","4420","4591"
"01.05.2020 05:15 - 01.05.2020 05:30","4448","4583"
"01.05.2020 05:30 - 01.05.2020 05:45","4480","4634"
"01.05.2020 05:45 - 01.05.2020 06:00","4512","4618"
"01.05.2020 06:00 - 01.05.2020 06:15","4528","4655"
"01.05.2020 06:15 - 01.05.2020 06:30","4564","4682"
"01.05.2020 06:30 - 01.05.2020 06:45","4616","4706"
"01.05.2020 06:45 - 01.05.2020 07:00","4660","4752"
"01.05.2020 07:00 - 01.05.2020 07:15","4772","4873"
"01.05.2020 07:15 - 01.05.2020 07:30","4820","4945"
"01.05.2020 07:30 - 01.05.2020 07:45","4876","5030"
"01.05.2020 07:45 - 01.05.2020 08:00","4928","5050"
"01.05.2020 08:00 - 01.05.2020 08:15","4948","5160"
"01.05.2020 08:15 - 01.05.2020 08:30","4988","5256"
"01.05.2020 08:30 - 01.05.2020 08:45","5024","5316"
"01.05.2020 08:45 - 01.05.2020 09:00","5064","5371"
"01.05.2020 09:00 - 01.05.2020 09:15","5120","5452"
"01.05.2020 09:15 - 01.05.2020 09:30","5160","5511"
"01.05.2020 09:30 - 01.05.2020 09:45","5192","5590"
"01.05.2020 09:45 - 01.05.2020 10:00","5220","5629"
"01.05.2020 10:00 - 01.05.2020 10:15","5308","5668"
"01.05.2020 10:15 - 01.05.2020 10:30","5344","5698"
"01.05.2020 10:30 - 01.05.2020 10:45","5376","5760"
"01.05.2020 10:45 - 01.05.2020 11:00","5416","5816"
"01.05.2020 11:00 - 01.05.2020 11:15","5428","5876"
"01.05.2020 11:15 - 01.05.2020 11:30","5488","5990"
"01.05.2020 11:30 - 01.05.2020 11:45","5500","6019"
"01.05.2020 11:45 - 01.05.2020 12:00","5456","6003"
"01.05.2020 12:00 - 01.05.2020 12:15","5404","5930"
"01.05.2020 12:15 - 01.05.2020 12:30","5288","5802"
"01.05.2020 12:30 - 01.05.2020 12:45","5208","5699"
"01.05.2020 12:45 - 01.05.2020 13:00","5148","5643"
"01.05.2020 13:00 - 01.05.2020 13:15","5176","5593"
"01.05.2020 13:15 - 01.05.2020 13:30","5112","5538"
"01.05.2020 13:30 - 01.05.2020 13:45","5060","5523"
"01.05.2020 13:45 - 01.05.2020 14:00","4996","5460"
"01.05.2020 14:00 - 01.05.2020 14:15","4952","5414"
"01.05.2020 14:15 - 01.05.2020 14:30","4912","5381"
"01.05.2020 14:30 - 01.05.2020 14:45","4860","5330"
"01.05.2020 14:45 - 01.05.2020 15:00","4832","5239"
"01.05.2020 15:00 - 01.05.2020 15:15","4824","5254"
"01.05.2020 15:15 - 01.05.2020 15:30","4804","5245"
"01.05.2020 15:30 - 01.05.2020 15:45","4796","5223"
"01.05.2020 15:45 - 01.05.2020 16:00","4800","5196"
"01.05.2020 16:00 - 01.05.2020 16:15","4832","5226"
"01.05.2020 16:15 - 01.05.2020 16:30","4860","5228"
"01.05.2020 16:30 - 01.05.2020 16:45","4896","5207"
"01.05.2020 16:45 - 01.05.2020 17:00","4968","5228"
"01.05.2020 17:00 - 01.05.2020 17:15","4988","5308"
"01.05.2020 17:15 - 01.05.2020 17:30","5068","5337"
"01.05.2020 17:30 - 01.05.2020 17:45","5152","5374"
"01.05.2020 17:45 - 01.05.2020 18:00","5252","5464"
"01.05.2020 18:00 - 01.05.2020 18:15","5300","5548"
"01.05.2020 18:15 - 01.05.2020 18:30","5380","5608"
"01.05.2020 18:30 - 01.05.2020 18:45","5456","5649"
"01.05.2020 18:45 - 01.05.2020 19:00","5528","5697"
"01.05.2020 19:00 - 01.05.2020 19:15","5540","5776"
"01.05.2020 19:15 - 01.05.2020 19:30","5588","5806"
"01.05.2020 19:30 - 01.05.2020 19:45","5644","5850"
"01.05.2020 19:45 - 01.05.2020 20:00","5704","5847"
"01.05.2020 20:00 - 01.05.2020 20:15","5748","5873"
"01.05.2020 20:15 - 01.05.2020 20:30","5744","5872"
"01.05.2020 20:30 - 01.05.2020 20:45","5700","5824"
"01.05.2020 20:45 - 01.05.2020 21:00","5640","5732"
"01.05.2020 21:00 - 01.05.2020 21:15","5576","5642"
"01.05.2020 21:15 - 01.05.2020 21:30","5500","5562"
"01.05.2020 21:30 - 01.05.2020 21:45","5432","5463"
"01.05.2020 21:45 - 01.05.2020 22:00","5392","5416"
