Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Feb 19, 2017;12:00 AM;12:00 AM;165,429.25;159,769.5;21,061.25
Feb 20, 2017;12:00 AM;12:00 AM;199,238;184,717.75;12,860.75
Feb 21, 2017;12:00 AM;12:00 AM;200,945.75;166,193.5;10,496
Feb 22, 2017;12:00 AM;12:00 AM;198,770.75;171,430;17,020.5
Feb 23, 2017;12:00 AM;12:00 AM;193,937;161,015.75;15,477
Feb 24, 2017;12:00 AM;12:00 AM;196,181.25;150,125.75;8,433.25
Feb 25, 2017;12:00 AM;12:00 AM;170,396.5;151,541.5;7,169
Feb 26, 2017;12:00 AM;12:00 AM;162,252.75;141,047.25;28,010.75
Feb 27, 2017;12:00 AM;12:00 AM;193,184.25;164,032.75;9,576.75
Feb 28, 2017;12:00 AM;12:00 AM;196,983.75;160,422.25;10,891.5
Mar 1, 2017;12:00 AM;12:00 AM;197,469.25;163,328.25;3,774.25
Mar 2, 2017;12:00 AM;12:00 AM;198,140;168,038;6,743.25
Mar 3, 2017;12:00 AM;12:00 AM;190,944.75;151,891.25;3,864.5
Mar 4, 2017;12:00 AM;12:00 AM;161,619.5;110,482.75;2,010.75
Mar 5, 2017;12:00 AM;12:00 AM;152,511;131,021.25;22,054
Mar 6, 2017;12:00 AM;12:00 AM;190,051.5;167,930.25;8,059.5
Mar 7, 2017;12:00 AM;12:00 AM;196,028;176,048.5;4,359
Mar 8, 2017;12:00 AM;12:00 AM;194,041.5;169,879.5;2,736.75
Mar 9, 2017;12:00 AM;12:00 AM;194,613.5;183,315;6,255.25
Mar 10, 2017;12:00 AM;12:00 AM;192,754.5;139,873.75;7,312.25
Mar 11, 2017;12:00 AM;12:00 AM;164,834.5;131,381.75;9,096.25
Mar 12, 2017;12:00 AM;12:00 AM;153,074.25;137,651;24,591
Mar 13, 2017;12:00 AM;12:00 AM;187,854.5;176,758;5,451
Mar 14, 2017;12:00 AM;12:00 AM;192,063.75;167,510.75;7,692
Mar 15, 2017;12:00 AM;12:00 AM;190,505.5;161,446;9,650.75
Mar 16, 2017;12:00 AM;12:00 AM;185,846.75;160,994.5;5,975.75
Mar 17, 2017;12:00 AM;12:00 AM;181,151.75;164,096.75;6,034.25
Mar 18, 2017;12:00 AM;12:00 AM;164,614.25;124,881.75;18,629.25
Mar 19, 2017;12:00 AM;12:00 AM;149,665.75;132,663.25;20,665
Mar 20, 2017;12:00 AM;12:00 AM;178,825.5;157,076;6,878
Mar 21, 2017;12:00 AM;12:00 AM;180,574.75;170,254.75;7,130
Mar 22, 2017;12:00 AM;12:00 AM;186,302.25;170,128;2,041
Mar 23, 2017;12:00 AM;12:00 AM;184,283.25;176,172.5;800.5
Mar 24, 2017;12:00 AM;12:00 AM;182,679.75;150,512.25;1,420.25
Mar 25, 2017;12:00 AM;12:00 AM;154,773.5;138,520.75;10,581.75
Mar 26, 2017;12:00 AM;12:00 AM;137,458.25;113,346;16,097.5
Mar 27, 2017;12:00 AM;12:00 AM;176,915.25;170,695.5;1,384.75
Mar 28, 2017;12:00 AM;12:00 AM;179,080.5;173,564;5,247.5
Mar 29, 2017;12:00 AM;12:00 AM;178,647;148,946.5;6,218
Mar 30, 2017;12:00 AM;12:00 AM;178,453;163,155;5,111.75
Mar 31, 2017;12:00 AM;12:00 AM;171,084.5;142,895.25;7,723.75
Apr 1, 2017;12:00 AM;12:00 AM;147,962.25;100,929.25;4,989.75
Apr 2, 2017;12:00 AM;12:00 AM;134,167.5;118,729.75;11,799.75
Apr 3, 2017;12:00 AM;12:00 AM;171,363.25;154,681.75;1,505
Apr 4, 2017;12:00 AM;12:00 AM;177,493.5;141,489.5;1,625.75
Apr 5, 2017;12:00 AM;12:00 AM;180,174;144,308;1,594.75
Apr 6, 2017;12:00 AM;12:00 AM;183,295.75;131,296.75;5,415
Apr 7, 2017;12:00 AM;12:00 AM;180,542.25;137,306;5,138
Apr 8, 2017;12:00 AM;12:00 AM;151,129.25;117,475;2,078
Apr 9, 2017;12:00 AM;12:00 AM;135,640.75;128,995.5;15,777.25
Apr 10, 2017;12:00 AM;12:00 AM;169,266.5;158,952.75;9,154.5
Apr 11, 2017;12:00 AM;12:00 AM;175,721.75;136,796.75;1,763
Apr 12, 2017;12:00 AM;12:00 AM;176,431;166,866.5;5,193.5
Apr 13, 2017;12:00 AM;12:00 AM;179,454.5;158,469.5;4,789
Apr 14, 2017;12:00 AM;12:00 AM;169,686;159,737.75;1,464.5
Apr 15, 2017;12:00 AM;12:00 AM;146,405;135,803.25;18,869.5
Apr 16, 2017;12:00 AM;12:00 AM;133,490;102,913;17,498
Apr 17, 2017;12:00 AM;12:00 AM;137,967.75;125,004.5;18,188.5
Apr 18, 2017;12:00 AM;12:00 AM;177,898;145,388;2,552.75
Apr 19, 2017;12:00 AM;12:00 AM;189,860.75;129,525;2,283.25
Apr 20, 2017;12:00 AM;12:00 AM;188,220;130,649.25;1,280.75
Apr 21, 2017;12:00 AM;12:00 AM;180,813;143,671.25;9,997.25
Apr 22, 2017;12:00 AM;12:00 AM;157,183.75;110,910.25;18,516.75
Apr 23, 2017;12:00 AM;12:00 AM;140,553;104,407.25;24,032
Apr 24, 2017;12:00 AM;12:00 AM;172,008;153,528.5;4,738.75
Apr 25, 2017;12:00 AM;12:00 AM;172,599.5;147,083.5;4,173
Apr 26, 2017;12:00 AM;12:00 AM;178,020;157,102;2,884.5
Apr 27, 2017;12:00 AM;12:00 AM;184,203.5;169,948.25;347
Apr 28, 2017;12:00 AM;12:00 AM;183,541.5;163,519.75;493
Apr 29, 2017;12:00 AM;12:00 AM;150,548.5;129,717.25;1,383
Apr 30, 2017;12:00 AM;12:00 AM;133,079.5;117,897.25;22,334.25
May 1, 2017;12:00 AM;12:00 AM;135,645.75;96,155.25;25,242
May 2, 2017;12:00 AM;12:00 AM;169,425.25;154,534.5;8,337.5
May 3, 2017;12:00 AM;12:00 AM;175,843.5;168,183.75;2,541.75
May 4, 2017;12:00 AM;12:00 AM;174,096.5;166,290;3,196.75
May 5, 2017;12:00 AM;12:00 AM;173,146.25;155,597.25;2,140
May 6, 2017;12:00 AM;12:00 AM;144,080.25;127,177.75;8,733
May 7, 2017;12:00 AM;12:00 AM;134,633.5;111,631.25;18,637
May 8, 2017;12:00 AM;12:00 AM;171,318;140,210;6,932.5
May 9, 2017;12:00 AM;12:00 AM;176,231.5;152,003;2,323
May 10, 2017;12:00 AM;12:00 AM;170,732.75;156,326;3,003.5
May 11, 2017;12:00 AM;12:00 AM;169,070;148,692.25;1,835.25
May 12, 2017;12:00 AM;12:00 AM;167,243.5;151,534.5;3,991.25
May 13, 2017;12:00 AM;12:00 AM;143,363.25;122,695.25;10,692.25
May 14, 2017;12:00 AM;12:00 AM;128,919.5;118,339.5;19,727
May 15, 2017;12:00 AM;12:00 AM;167,229.25;147,279;4,979
May 16, 2017;12:00 AM;12:00 AM;168,154.5;150,148.75;5,536.25
May 17, 2017;12:00 AM;12:00 AM;166,266.5;157,121.75;3,113.75
May 18, 2017;12:00 AM;12:00 AM;168,238;130,437.75;10,636.75
May 19, 2017;12:00 AM;12:00 AM;165,904.5;119,462.5;9,041.25
May 20, 2017;12:00 AM;12:00 AM;143,080.5;85,274.5;21,880.25
May 21, 2017;12:00 AM;12:00 AM;129,904;83,325.5;21,830.5
May 22, 2017;12:00 AM;12:00 AM;162,497.5;147,073.25;3,887.5
May 23, 2017;12:00 AM;12:00 AM;167,099.25;157,950;2,751.25
May 24, 2017;12:00 AM;12:00 AM;169,714.5;147,693;1,945
May 25, 2017;12:00 AM;12:00 AM;135,711.5;103,337.25;19,615
May 26, 2017;12:00 AM;12:00 AM;149,421.75;132,760;5,841.25
May 27, 2017;12:00 AM;12:00 AM;137,468.25;121,862.25;13,062.25
May 28, 2017;12:00 AM;12:00 AM;125,347.5;111,114.5;25,318
May 29, 2017;12:00 AM;12:00 AM;163,196.25;145,711.75;2,430.75
May 30, 2017;12:00 AM;12:00 AM;169,847.5;158,547.75;2,595.75
May 31, 2017;12:00 AM;12:00 AM;171,902;158,988.25;5,868.25
Jun 1, 2017;12:00 AM;12:00 AM;170,217.25;162,400.75;4,544.5
Jun 2, 2017;12:00 AM;12:00 AM;167,015.75;161,810.25;3,605.5
Jun 3, 2017;12:00 AM;12:00 AM;140,416.25;133,895;6,117.25
Jun 4, 2017;12:00 AM;12:00 AM;128,704;107,211.5;24,036
Jun 5, 2017;12:00 AM;12:00 AM;128,721;118,354;15,436.75
Jun 6, 2017;12:00 AM;12:00 AM;169,727;143,273.75;13,518
Jun 7, 2017;12:00 AM;12:00 AM;169,706.5;152,856.5;24,100.25
Jun 8, 2017;12:00 AM;12:00 AM;166,788.75;154,416.75;7,901.25
Jun 9, 2017;12:00 AM;12:00 AM;166,007.75;148,448.5;2,002.5
Jun 10, 2017;12:00 AM;12:00 AM;141,339.75;124,013.75;4,695
Jun 11, 2017;12:00 AM;12:00 AM;127,461.25;119,397.25;26,192
Jun 12, 2017;12:00 AM;12:00 AM;171,238;157,348;12,572.5
Jun 13, 2017;12:00 AM;12:00 AM;173,401.5;151,964.75;1,910.75
Jun 14, 2017;12:00 AM;12:00 AM;171,735.5;156,610.25;4,364.5
Jun 15, 2017;12:00 AM;12:00 AM;138,019.5;129,477.5;273
Jun 16, 2017;12:00 AM;12:00 AM;157,377.25;135,659.75;13,354
Jun 17, 2017;12:00 AM;12:00 AM;137,867;96,870;13,527.5
Jun 18, 2017;12:00 AM;12:00 AM;126,003;92,948.25;11,270
Jun 19, 2017;12:00 AM;12:00 AM;165,894;156,976.5;1,240
Jun 20, 2017;12:00 AM;12:00 AM;172,757.5;161,911.25;1,153
Jun 21, 2017;12:00 AM;12:00 AM;176,687.25;166,424.5;1,194.5
Jun 22, 2017;12:00 AM;12:00 AM;176,432.25;167,879.5;2,157.75
Jun 23, 2017;12:00 AM;12:00 AM;175,545.75;156,002.75;6,657
Jun 24, 2017;12:00 AM;12:00 AM;148,589.5;130,026;9,237.75
Jun 25, 2017;12:00 AM;12:00 AM;136,827;119,525.25;24,326
Jun 26, 2017;12:00 AM;12:00 AM;170,378;154,763.75;2,967
Jun 27, 2017;12:00 AM;12:00 AM;177,170;152,643.25;2,295.25
Jun 28, 2017;12:00 AM;12:00 AM;178,814.75;136,470.75;2,508.5
Jun 29, 2017;12:00 AM;12:00 AM;177,508.25;145,848.75;3,528.25
Jun 30, 2017;12:00 AM;12:00 AM;169,882.5;147,824.25;7,988.5
Jul 1, 2017;12:00 AM;12:00 AM;145,422.75;125,503.25;7,099.25
Jul 2, 2017;12:00 AM;12:00 AM;133,017.75;104,579;15,469
Jul 3, 2017;12:00 AM;12:00 AM;168,645.5;140,503.75;6,323.75
Jul 4, 2017;12:00 AM;12:00 AM;172,158;159,679;2,942
Jul 5, 2017;12:00 AM;12:00 AM;173,398.5;163,956.75;607
Jul 6, 2017;12:00 AM;12:00 AM;173,517.75;162,209;1,425
Jul 7, 2017;12:00 AM;12:00 AM;171,862.5;156,468.25;1,461.5
Jul 8, 2017;12:00 AM;12:00 AM;148,245;128,364;1,739
Jul 9, 2017;12:00 AM;12:00 AM;134,746;126,060;5,505.75
Jul 10, 2017;12:00 AM;12:00 AM;172,653;157,552;1,601.75
Jul 11, 2017;12:00 AM;12:00 AM;173,651.75;150,294.5;4,258
Jul 12, 2017;12:00 AM;12:00 AM;173,769.25;163,180;3,810.5
Jul 13, 2017;12:00 AM;12:00 AM;168,301;126,325.75;6,161
Jul 14, 2017;12:00 AM;12:00 AM;164,903.25;157,690.75;1,238.75
Jul 15, 2017;12:00 AM;12:00 AM;140,792.75;108,457.75;11,335.5
Jul 16, 2017;12:00 AM;12:00 AM;126,117.5;106,607.25;20,239
Jul 17, 2017;12:00 AM;12:00 AM;161,988.25;155,826.5;2,229.75
Jul 18, 2017;12:00 AM;12:00 AM;168,514;155,045.5;1,520.25
Jul 19, 2017;12:00 AM;12:00 AM;170,553;151,935.75;2,298.75
Jul 20, 2017;12:00 AM;12:00 AM;171,295.75;160,097.25;1,406.75
Jul 21, 2017;12:00 AM;12:00 AM;165,866;149,069.75;2,994.5
Jul 22, 2017;12:00 AM;12:00 AM;143,051;132,399.5;1,460
Jul 23, 2017;12:00 AM;12:00 AM;130,365.25;119,195.5;6,876
Jul 24, 2017;12:00 AM;12:00 AM;165,937.75;149,618.25;3,586.25
Jul 25, 2017;12:00 AM;12:00 AM;160,913.5;111,518.5;6,233.75
Jul 26, 2017;12:00 AM;12:00 AM;162,671;137,879;2,238.5
Jul 27, 2017;12:00 AM;12:00 AM;162,683.75;136,239.5;5,631.75
Jul 28, 2017;12:00 AM;12:00 AM;159,642.25;129,635.75;5,350.5
Jul 29, 2017;12:00 AM;12:00 AM;137,135;124,635.75;19,367.5
Jul 30, 2017;12:00 AM;12:00 AM;127,481.75;106,251.5;22,709.75
Jul 31, 2017;12:00 AM;12:00 AM;159,338.25;149,684.5;2,215.75
Aug 1, 2017;12:00 AM;12:00 AM;164,924.75;127,169.75;2,478.75
Aug 2, 2017;12:00 AM;12:00 AM;167,586;148,580.5;1,672.25
Aug 3, 2017;12:00 AM;12:00 AM;167,326.75;155,573.25;3,054.5
Aug 4, 2017;12:00 AM;12:00 AM;165,793.75;157,574.25;8,721.25
Aug 5, 2017;12:00 AM;12:00 AM;145,132.75;134,594.75;7,498.75
Aug 6, 2017;12:00 AM;12:00 AM;133,151.5;107,611.75;15,630.75
Aug 7, 2017;12:00 AM;12:00 AM;156,836.5;135,501;4,029.5
Aug 8, 2017;12:00 AM;12:00 AM;161,721.25;131,147;2,066
Aug 9, 2017;12:00 AM;12:00 AM;164,571.25;151,616.25;2,909.25
Aug 10, 2017;12:00 AM;12:00 AM;167,915.75;151,696.75;2,739.75
Aug 11, 2017;12:00 AM;12:00 AM;160,552.5;134,994.5;3,256
Aug 12, 2017;12:00 AM;12:00 AM;137,352.5;89,551;13,463.5
Aug 13, 2017;12:00 AM;12:00 AM;123,961;93,060.5;17,277.75
Aug 14, 2017;12:00 AM;12:00 AM;148,272.5;139,416;0
Aug 15, 2017;12:00 AM;12:00 AM;131,276.5;119,953;1,343.25
Aug 16, 2017;12:00 AM;12:00 AM;162,390;146,779;0
Aug 17, 2017;12:00 AM;12:00 AM;166,356.25;156,539.25;0
Aug 18, 2017;12:00 AM;12:00 AM;164,810;148,964;0
Aug 19, 2017;12:00 AM;12:00 AM;145,690.25;119,635.25;13,803.5
Aug 20, 2017;12:00 AM;12:00 AM;127,823.25;101,803;30,297
Aug 21, 2017;12:00 AM;12:00 AM;160,378.75;138,488.75;7,279.5
Aug 22, 2017;12:00 AM;12:00 AM;163,640.5;152,683.5;694.75
Aug 23, 2017;12:00 AM;12:00 AM;164,563;156,161.25;148.75
Aug 24, 2017;12:00 AM;12:00 AM;168,225.75;160,089.25;522.25
Aug 25, 2017;12:00 AM;12:00 AM;167,810.25;157,842.25;473.25
Aug 26, 2017;12:00 AM;12:00 AM;145,102.25;137,942.5;0
Aug 27, 2017;12:00 AM;12:00 AM;132,692.5;119,050;8,083.25
Aug 28, 2017;12:00 AM;12:00 AM;168,922;157,918;0
Aug 29, 2017;12:00 AM;12:00 AM;168,748.75;159,936;1,272.75
Aug 30, 2017;12:00 AM;12:00 AM;171,740.75;145,722.75;2,164
Aug 31, 2017;12:00 AM;12:00 AM;177,040;157,492.5;7,871
Sep 1, 2017;12:00 AM;12:00 AM;173,799;146,850.25;4,001.5
Sep 2, 2017;12:00 AM;12:00 AM;147,027.25;123,213.5;216.75
Sep 3, 2017;12:00 AM;12:00 AM;134,814.5;91,405.5;15,746.5
Sep 4, 2017;12:00 AM;12:00 AM;165,881.75;143,548.75;4,170
Sep 5, 2017;12:00 AM;12:00 AM;173,068.5;150,535;3,236.5
Sep 6, 2017;12:00 AM;12:00 AM;177,068.5;158,724.75;3,113
Sep 7, 2017;12:00 AM;12:00 AM;174,343.5;145,241.75;5,819.5
Sep 8, 2017;12:00 AM;12:00 AM;169,402;147,248;3,185
Sep 9, 2017;12:00 AM;12:00 AM;146,012;106,440.25;24.5
Sep 10, 2017;12:00 AM;12:00 AM;136,764.75;127,185;2,388
Sep 11, 2017;12:00 AM;12:00 AM;174,568.25;162,550;8,565.25
Sep 12, 2017;12:00 AM;12:00 AM;178,392.25;144,405.5;7,645
Sep 13, 2017;12:00 AM;12:00 AM;177,100.75;144,900.25;10,818.5
Sep 14, 2017;12:00 AM;12:00 AM;177,610.75;140,330.25;7,154.25
Sep 15, 2017;12:00 AM;12:00 AM;173,134.25;145,748;7,891.25
Sep 16, 2017;12:00 AM;12:00 AM;152,520.75;139,693.75;524.75
Sep 17, 2017;12:00 AM;12:00 AM;140,694.5;121,742.5;6,457.25
Sep 18, 2017;12:00 AM;12:00 AM;174,050;167,441.5;333.5
Sep 19, 2017;12:00 AM;12:00 AM;184,589.5;168,884.5;1,229.25
Sep 20, 2017;12:00 AM;12:00 AM;184,323.75;133,720.25;4,827
Sep 21, 2017;12:00 AM;12:00 AM;181,075.25;129,404.75;4,414
Sep 22, 2017;12:00 AM;12:00 AM;175,768.5;151,888.25;1,842
Sep 23, 2017;12:00 AM;12:00 AM;148,454.25;130,164.5;94.25
Sep 24, 2017;12:00 AM;12:00 AM;137,629.25;131,304.75;9,503.75
Sep 25, 2017;12:00 AM;12:00 AM;174,360.5;169,338;1,270.25
Sep 26, 2017;12:00 AM;12:00 AM;178,747.25;170,758.75;304.75
Sep 27, 2017;12:00 AM;12:00 AM;178,450.5;172,034.75;198.5
Sep 28, 2017;12:00 AM;12:00 AM;176,076;160,178.5;2,660.75
Sep 29, 2017;12:00 AM;12:00 AM;172,865;155,761.25;5,844.75
Sep 30, 2017;12:00 AM;12:00 AM;149,165.5;116,511;13,214
Oct 1, 2017;12:00 AM;12:00 AM;139,228.5;111,163.5;17,883.25
Oct 2, 2017;12:00 AM;12:00 AM;174,046;144,646.25;12,595
Oct 3, 2017;12:00 AM;12:00 AM;182,038.25;157,169;8,163.25
Oct 4, 2017;12:00 AM;12:00 AM;177,734;159,547.5;9,962.75
Oct 5, 2017;12:00 AM;12:00 AM;177,919;143,364.75;19,556.25
Oct 6, 2017;12:00 AM;12:00 AM;178,006.75;130,880;9,472.25
Oct 7, 2017;12:00 AM;12:00 AM;153,045.75;116,390;29,951.25
Oct 8, 2017;12:00 AM;12:00 AM;140,536.5;108,307.75;13,861
Oct 9, 2017;12:00 AM;12:00 AM;177,828.75;162,431;754
Oct 10, 2017;12:00 AM;12:00 AM;178,157;162,507.75;1,431.75
Oct 11, 2017;12:00 AM;12:00 AM;176,649.75;165,178.75;7,240.75
Oct 12, 2017;12:00 AM;12:00 AM;177,977.25;158,365.25;9,963
Oct 13, 2017;12:00 AM;12:00 AM;174,822;145,124.25;1,654
Oct 14, 2017;12:00 AM;12:00 AM;148,503.5;135,042;8,803
Oct 15, 2017;12:00 AM;12:00 AM;134,122.5;129,407;4,305.75
Oct 16, 2017;12:00 AM;12:00 AM;173,725.25;167,988;8,423.5
Oct 17, 2017;12:00 AM;12:00 AM;175,647;166,568.5;5,771.25
Oct 18, 2017;12:00 AM;12:00 AM;178,376.5;164,419.75;909.75
Oct 19, 2017;12:00 AM;12:00 AM;178,388;172,581.75;1,178
Oct 20, 2017;12:00 AM;12:00 AM;175,980.5;172,256.75;5,750.5
Oct 21, 2017;12:00 AM;12:00 AM;152,837;148,808.25;3,822.5
Oct 22, 2017;12:00 AM;12:00 AM;145,417.25;123,811;24,204
Oct 23, 2017;12:00 AM;12:00 AM;186,935.25;130,785;9,976.5
Oct 24, 2017;12:00 AM;12:00 AM;186,966.5;142,419.25;10,210.75
Oct 25, 2017;12:00 AM;12:00 AM;182,056.5;171,936.25;10,449.25
Oct 26, 2017;12:00 AM;12:00 AM;147,666.25;136,759.75;102.5
Oct 27, 2017;12:00 AM;12:00 AM;171,737;134,033.75;8,022.25
Oct 28, 2017;12:00 AM;12:00 AM;157,709;103,925;25,286.25
Oct 29, 2017;12:00 AM;12:00 AM;152,669.75;94,450.25;28,607.25
Oct 30, 2017;12:00 AM;12:00 AM;187,530;130,179.25;10,053.5
Oct 31, 2017;12:00 AM;12:00 AM;188,253.75;163,983.5;3,754.25
Nov 1, 2017;12:00 AM;12:00 AM;156,248.5;143,975.25;5,375.25
Nov 2, 2017;12:00 AM;12:00 AM;183,272;167,546.25;8,776.25
Nov 3, 2017;12:00 AM;12:00 AM;183,031;169,950.75;935
Nov 4, 2017;12:00 AM;12:00 AM;161,787.5;121,513.75;22,591.5
Nov 5, 2017;12:00 AM;12:00 AM;148,209.75;114,786.75;24,225.75
Nov 6, 2017;12:00 AM;12:00 AM;195,527.75;185,455.5;8,132.25
Nov 7, 2017;12:00 AM;12:00 AM;194,363.25;184,688;6,460
Nov 8, 2017;12:00 AM;12:00 AM;197,140;189,720.5;8,402.5
Nov 9, 2017;12:00 AM;12:00 AM;197,118.75;193,919.25;2,128
Nov 10, 2017;12:00 AM;12:00 AM;195,199;180,375.75;12,856.5
Nov 11, 2017;12:00 AM;12:00 AM;168,556.5;140,488.25;17,789.25
Nov 12, 2017;12:00 AM;12:00 AM;155,437.25;138,666.75;11,944.25
Nov 13, 2017;12:00 AM;12:00 AM;203,823.25;146,868.5;7,175.5
Nov 14, 2017;12:00 AM;12:00 AM;206,265.5;170,277.5;3,298.25
Nov 15, 2017;12:00 AM;12:00 AM;207,864.75;199,044;3,965
Nov 16, 2017;12:00 AM;12:00 AM;204,379.75;199,897.5;4,019.5
Nov 17, 2017;12:00 AM;12:00 AM;202,198;181,723;7,340.25
Nov 18, 2017;12:00 AM;12:00 AM;177,397;156,625.75;16,640.25
Nov 19, 2017;12:00 AM;12:00 AM;170,561.75;137,451;24,240.25
Nov 20, 2017;12:00 AM;12:00 AM;207,695.75;160,945;7,459.75
Nov 21, 2017;12:00 AM;12:00 AM;202,073.25;187,221.25;1,072.75
Nov 22, 2017;12:00 AM;12:00 AM;198,470.75;187,334.75;11,512.5
Nov 23, 2017;12:00 AM;12:00 AM;202,138.75;193,715.5;10,549.5
Nov 24, 2017;12:00 AM;12:00 AM;197,285.25;190,437;5,226.75
Nov 25, 2017;12:00 AM;12:00 AM;174,619;143,706.5;2,174
Nov 26, 2017;12:00 AM;12:00 AM;172,668;130,566;22,329.75
Nov 27, 2017;12:00 AM;12:00 AM;212,657.25;190,394.75;10,580.75
Nov 28, 2017;12:00 AM;12:00 AM;210,391;193,356.75;8,964.25
Nov 29, 2017;12:00 AM;12:00 AM;212,719.75;205,379.75;3,025.5
Nov 30, 2017;12:00 AM;12:00 AM;217,531.25;196,155.5;4,877.75
Dec 1, 2017;12:00 AM;12:00 AM;214,210.75;210,085.25;6,435.5
Dec 2, 2017;12:00 AM;12:00 AM;191,052.25;175,559.25;3,755.5
Dec 3, 2017;12:00 AM;12:00 AM;180,819.5;141,759.75;22,842
Dec 4, 2017;12:00 AM;12:00 AM;217,159.25;180,305.5;10,897.5
Dec 5, 2017;12:00 AM;12:00 AM;213,483.5;171,042.5;13,051.5
Dec 6, 2017;12:00 AM;12:00 AM;211,938.75;170,502;10,539.25
Dec 7, 2017;12:00 AM;12:00 AM;210,381.75;198,442.5;8,281.25
Dec 8, 2017;12:00 AM;12:00 AM;183,038.25;169,693;10,696.5
Dec 9, 2017;12:00 AM;12:00 AM;187,593.25;141,672.25;16,253.5
Dec 10, 2017;12:00 AM;12:00 AM;176,844.25;136,496.75;11,196.25
Dec 11, 2017;12:00 AM;12:00 AM;205,516.25;150,120;7,762.75
Dec 12, 2017;12:00 AM;12:00 AM;207,273.25;175,856;7,985.5
Dec 13, 2017;12:00 AM;12:00 AM;211,027;190,860.25;5,256.25
Dec 14, 2017;12:00 AM;12:00 AM;211,119;182,066.75;9,029.5
Dec 15, 2017;12:00 AM;12:00 AM;206,084;191,407.25;1,664.5
Dec 16, 2017;12:00 AM;12:00 AM;183,019.5;168,234;7,261.25
Dec 17, 2017;12:00 AM;12:00 AM;174,127.75;155,317.5;11,150.25
Dec 18, 2017;12:00 AM;12:00 AM;212,356;194,389.75;8,470
Dec 19, 2017;12:00 AM;12:00 AM;213,910.5;195,012.75;2,779
Dec 20, 2017;12:00 AM;12:00 AM;209,881.75;199,938.5;4,985.75
Dec 21, 2017;12:00 AM;12:00 AM;207,331.75;185,808;4,423
Dec 22, 2017;12:00 AM;12:00 AM;191,651.75;162,364.5;8,054.25
Dec 23, 2017;12:00 AM;12:00 AM;170,085;124,060.75;16,799.75
Dec 24, 2017;12:00 AM;12:00 AM;152,815.5;108,444.25;29,737
Dec 25, 2017;12:00 AM;12:00 AM;151,504.25;136,137.25;14,734.75
Dec 26, 2017;12:00 AM;12:00 AM;158,021.75;152,682.25;13,820.25
Dec 27, 2017;12:00 AM;12:00 AM;175,244.25;138,351.5;8,005.75
Dec 28, 2017;12:00 AM;12:00 AM;178,744.5;140,409.75;12,212.75
Dec 29, 2017;12:00 AM;12:00 AM;179,154;142,187.5;10,671.5
Dec 30, 2017;12:00 AM;12:00 AM;172,380.5;154,362.5;10,047
Dec 31, 2017;12:00 AM;12:00 AM;155,146.75;137,084.75;16,543.25
Jan 1, 2018;12:00 AM;12:00 AM;156,014.75;143,604;20,011.75
Jan 2, 2018;12:00 AM;12:00 AM;184,800.25;148,800.75;10,771.25
Jan 3, 2018;12:00 AM;12:00 AM;194,264;154,983.25;18,871.75
Jan 4, 2018;12:00 AM;12:00 AM;193,784.25;164,889.25;9,708.25
Jan 5, 2018;12:00 AM;12:00 AM;186,490.75;173,296.25;8,836.75
Jan 6, 2018;12:00 AM;12:00 AM;161,692;155,746.75;6,394.5
Jan 7, 2018;12:00 AM;12:00 AM;160,531.5;154,528.25;19,802
Jan 8, 2018;12:00 AM;12:00 AM;196,764;188,515.5;10,381.5
Jan 9, 2018;12:00 AM;12:00 AM;199,277.75;163,438;9,914.25
Jan 10, 2018;12:00 AM;12:00 AM;201,119.75;186,116;5,910.25
Jan 11, 2018;12:00 AM;12:00 AM;201,327.25;195,411.75;1,946.5
Jan 12, 2018;12:00 AM;12:00 AM;201,799;183,740.25;797.75
Jan 13, 2018;12:00 AM;12:00 AM;180,616;173,461.5;2,839
Jan 14, 2018;12:00 AM;12:00 AM;171,914.5;153,517.5;13,287
Jan 15, 2018;12:00 AM;12:00 AM;209,855.75;181,508.5;12,271
Jan 16, 2018;12:00 AM;12:00 AM;210,864.75;178,908.5;10,984.75
Jan 17, 2018;12:00 AM;12:00 AM;211,097.5;174,850.25;6,202.75
Jan 18, 2018;12:00 AM;12:00 AM;208,509.5;166,877.5;8,986.5
Jan 19, 2018;12:00 AM;12:00 AM;205,407.25;176,649;3,372.5
Jan 20, 2018;12:00 AM;12:00 AM;180,887.5;169,383.75;5,727.25
Jan 21, 2018;12:00 AM;12:00 AM;169,168.75;143,490;6,490
Jan 22, 2018;12:00 AM;12:00 AM;208,291.75;198,502.75;8,920
Jan 23, 2018;12:00 AM;12:00 AM;206,348;199,879.75;2,812.75
Jan 24, 2018;12:00 AM;12:00 AM;206,225;186,049.25;16,451.5
Jan 25, 2018;12:00 AM;12:00 AM;206,074.75;176,362.5;10,609.5
Jan 26, 2018;12:00 AM;12:00 AM;203,057.75;196,791.5;468.75
Jan 27, 2018;12:00 AM;12:00 AM;179,459.75;172,320.5;3,522.5
Jan 28, 2018;12:00 AM;12:00 AM;166,967.5;145,407.25;27,533.25
Jan 29, 2018;12:00 AM;12:00 AM;196,757.25;167,348.25;13,116.5
Jan 30, 2018;12:00 AM;12:00 AM;199,804.5;166,099.5;8,728.75
Jan 31, 2018;12:00 AM;12:00 AM;200,818.75;186,513.25;8,296.5
