Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Jan 1, 2015;12:00 AM;12:00 AM;151,584.5;147,518;20,331.5
Jan 2, 2015;12:00 AM;12:00 AM;138,631;122,467.75;23,369.25
Jan 3, 2015;12:00 AM;12:00 AM;131,005;113,655.75;15,330.5
Jan 4, 2015;12:00 AM;12:00 AM;124,456.5;87,708;21,834
Jan 5, 2015;12:00 AM;12:00 AM;163,037.75;126,438.75;6,919
Jan 6, 2015;12:00 AM;12:00 AM;142,329.75;130,006.5;1,918.75
Jan 7, 2015;12:00 AM;12:00 AM;173,957.75;164,071;7,132.5
Jan 8, 2015;12:00 AM;12:00 AM;179,527.5;170,503.25;6,841.25
Jan 9, 2015;12:00 AM;12:00 AM;153,844.5;125,236.5;7,567.25
Jan 10, 2015;12:00 AM;12:00 AM;138,261.75;100,716;17,845.75
Jan 11, 2015;12:00 AM;12:00 AM;134,998.5;99,460.75;19,117.25
Jan 12, 2015;12:00 AM;12:00 AM;171,663.5;142,885.25;9,101.75
Jan 13, 2015;12:00 AM;12:00 AM;182,509.5;173,756.5;8,749.25
Jan 14, 2015;12:00 AM;12:00 AM;187,171.75;177,400.5;7,959.25
Jan 15, 2015;12:00 AM;12:00 AM;197,542.25;177,584;8,963.75
Jan 16, 2015;12:00 AM;12:00 AM;191,804.5;175,600.25;8,609.5
Jan 17, 2015;12:00 AM;12:00 AM;169,600.75;149,995;12,581
Jan 18, 2015;12:00 AM;12:00 AM;167,122;163,038.25;16,125.25
Jan 19, 2015;12:00 AM;12:00 AM;167,098;166,372.25;5,716.75
Jan 20, 2015;12:00 AM;12:00 AM;184,594.75;178,238.5;2,512.75
Jan 21, 2015;12:00 AM;12:00 AM;159,950.25;155,818.75;4,227
Jan 22, 2015;12:00 AM;12:00 AM;164,438.5;155,079.5;8,221.75
Jan 23, 2015;12:00 AM;12:00 AM;169,492;144,675;6,622
Jan 24, 2015;12:00 AM;12:00 AM;155,098.5;114,854.5;11,923.5
Jan 25, 2015;12:00 AM;12:00 AM;150,999;114,198;13,023
Jan 26, 2015;12:00 AM;12:00 AM;179,546.5;170,028.5;9,778.75
Jan 27, 2015;12:00 AM;12:00 AM;175,211.5;162,214.75;6,827.75
Jan 28, 2015;12:00 AM;12:00 AM;182,681.25;168,034.25;6,533.25
Jan 29, 2015;12:00 AM;12:00 AM;180,746.75;164,243;7,288.75
Jan 30, 2015;12:00 AM;12:00 AM;160,437.75;133,421;5,762.25
Jan 31, 2015;12:00 AM;12:00 AM;149,396.5;139,856.75;6,063.25
Feb 1, 2015;12:00 AM;12:00 AM;166,749.25;164,365;7,406.75
Feb 2, 2015;12:00 AM;12:00 AM;203,246.5;194,172.5;3,515.5
Feb 3, 2015;12:00 AM;12:00 AM;201,712.5;194,690.5;562
Feb 4, 2015;12:00 AM;12:00 AM;199,814.75;193,560;41
Feb 5, 2015;12:00 AM;12:00 AM;185,324;176,223.5;1,727.25
Feb 6, 2015;12:00 AM;12:00 AM;188,701;162,650.5;5,158.25
Feb 7, 2015;12:00 AM;12:00 AM;179,354.25;157,844.25;6,506.25
Feb 8, 2015;12:00 AM;12:00 AM;166,452;123,144;15,991.25
Feb 9, 2015;12:00 AM;12:00 AM;203,135.25;162,689;7,639.25
Feb 10, 2015;12:00 AM;12:00 AM;200,406;161,240;6,444.75
Feb 11, 2015;12:00 AM;12:00 AM;207,593.75;198,076;3,655.75
Feb 12, 2015;12:00 AM;12:00 AM;198,840.5;184,049.25;1,545
Feb 13, 2015;12:00 AM;12:00 AM;191,197;168,843.5;2,896.25
Feb 14, 2015;12:00 AM;12:00 AM;170,924.75;144,635;8,028.25
Feb 15, 2015;12:00 AM;12:00 AM;161,216.25;141,269.5;17,399.75
Feb 16, 2015;12:00 AM;12:00 AM;189,877;179,970.5;7,806
Feb 17, 2015;12:00 AM;12:00 AM;191,156.25;170,385;6,243.5
Feb 18, 2015;12:00 AM;12:00 AM;198,957.25;196,206;3,767
Feb 19, 2015;12:00 AM;12:00 AM;195,032.75;192,678.5;6,343.75
Feb 20, 2015;12:00 AM;12:00 AM;194,203.75;182,969;11,376
Feb 21, 2015;12:00 AM;12:00 AM;159,309.75;125,647.75;13,484.75
Feb 22, 2015;12:00 AM;12:00 AM;160,697.5;147,086;8,288.5
Feb 23, 2015;12:00 AM;12:00 AM;193,364.25;183,660.5;10,308.75
Feb 24, 2015;12:00 AM;12:00 AM;200,954.5;190,523.5;10,707.75
Feb 25, 2015;12:00 AM;12:00 AM;197,302.5;157,657;6,406.5
Feb 26, 2015;12:00 AM;12:00 AM;199,680;176,670.5;2,847.75
Feb 27, 2015;12:00 AM;12:00 AM;196,504.5;188,467.25;3,459
Feb 28, 2015;12:00 AM;12:00 AM;176,933.75;166,433.75;5,200.25
Mar 1, 2015;12:00 AM;12:00 AM;154,192;147,137.75;20,805.5
Mar 2, 2015;12:00 AM;12:00 AM;185,475;166,098.75;11,441.5
Mar 3, 2015;12:00 AM;12:00 AM;185,276.75;154,032.5;13,148.5
Mar 4, 2015;12:00 AM;12:00 AM;198,468.5;181,105.25;4,092.5
Mar 5, 2015;12:00 AM;12:00 AM;202,439.75;180,038.5;3,313.75
Mar 6, 2015;12:00 AM;12:00 AM;195,201;176,787.5;1,741.5
Mar 7, 2015;12:00 AM;12:00 AM;173,476.75;169,022.75;4,819.5
Mar 8, 2015;12:00 AM;12:00 AM;152,467;144,132.25;24,519.5
Mar 9, 2015;12:00 AM;12:00 AM;190,675.25;173,378.75;3,411.75
Mar 10, 2015;12:00 AM;12:00 AM;190,673.5;185,885.25;3,098.75
Mar 11, 2015;12:00 AM;12:00 AM;192,463.5;159,231.75;5,631
Mar 12, 2015;12:00 AM;12:00 AM;189,700.75;147,889.75;2,647.75
Mar 13, 2015;12:00 AM;12:00 AM;190,265;163,341.75;3,585.25
Mar 14, 2015;12:00 AM;12:00 AM;166,571.5;158,956.5;1,790
Mar 15, 2015;12:00 AM;12:00 AM;152,601.25;137,426.75;12,519.75
Mar 16, 2015;12:00 AM;12:00 AM;186,695.25;161,781.25;13,389.25
Mar 17, 2015;12:00 AM;12:00 AM;183,103.75;171,852;4,297.75
Mar 18, 2015;12:00 AM;12:00 AM;187,153.25;177,763.25;9,478.75
Mar 19, 2015;12:00 AM;12:00 AM;185,804;180,674.75;6,308.75
Mar 20, 2015;12:00 AM;12:00 AM;181,906.5;176,826.5;8,262.75
Mar 21, 2015;12:00 AM;12:00 AM;167,558.75;161,993;6,199.75
Mar 22, 2015;12:00 AM;12:00 AM;144,032.5;123,060;21,305.75
Mar 23, 2015;12:00 AM;12:00 AM;177,387.25;166,311.25;2,554.5
Mar 24, 2015;12:00 AM;12:00 AM;180,774.75;154,996.25;2,128.25
Mar 25, 2015;12:00 AM;12:00 AM;178,897.75;158,332.25;2,218.75
Mar 26, 2015;12:00 AM;12:00 AM;174,354.5;161,729.25;2,304.75
Mar 27, 2015;12:00 AM;12:00 AM;166,447.5;125,514.25;4,661.25
Mar 28, 2015;12:00 AM;12:00 AM;153,196.75;115,636;5,830.75
Mar 29, 2015;12:00 AM;12:00 AM;133,607.25;124,122;16,324.75
Mar 30, 2015;12:00 AM;12:00 AM;167,319.5;137,992.75;10,547.5
Mar 31, 2015;12:00 AM;12:00 AM;168,103.25;130,503.25;12,394.75
Apr 1, 2015;12:00 AM;12:00 AM;185,821.25;142,810.25;7,974
Apr 2, 2015;12:00 AM;12:00 AM;185,189;145,937.5;7,042.5
Apr 3, 2015;12:00 AM;12:00 AM;163,036.5;128,589.25;11,950.75
Apr 4, 2015;12:00 AM;12:00 AM;160,095.5;155,622.75;1,344.75
Apr 5, 2015;12:00 AM;12:00 AM;147,612;130,771.5;7,197.25
Apr 6, 2015;12:00 AM;12:00 AM;146,875;121,615;9,380
Apr 7, 2015;12:00 AM;12:00 AM;183,392.75;143,869.75;2,537.75
Apr 8, 2015;12:00 AM;12:00 AM;183,453.75;148,037;1,793
Apr 9, 2015;12:00 AM;12:00 AM;180,589.75;165,910.75;2,244
Apr 10, 2015;12:00 AM;12:00 AM;165,828.75;146,424.75;2,667
Apr 11, 2015;12:00 AM;12:00 AM;144,871.75;135,410.25;12,935.25
Apr 12, 2015;12:00 AM;12:00 AM;127,124.25;108,780;16,352.75
Apr 13, 2015;12:00 AM;12:00 AM;157,149;136,224.5;10,040
Apr 14, 2015;12:00 AM;12:00 AM;167,120.25;152,941.5;3,408.25
Apr 15, 2015;12:00 AM;12:00 AM;162,996.75;146,020.75;11,905.75
Apr 16, 2015;12:00 AM;12:00 AM;159,903;140,960;2,264.5
Apr 17, 2015;12:00 AM;12:00 AM;172,770.75;163,700.5;1,004.25
Apr 18, 2015;12:00 AM;12:00 AM;140,909.25;115,712.5;9,632.25
Apr 19, 2015;12:00 AM;12:00 AM;137,665.5;131,100.75;18,368
Apr 20, 2015;12:00 AM;12:00 AM;167,260.75;136,169.75;3,984.25
Apr 21, 2015;12:00 AM;12:00 AM;161,242.75;124,289.25;7,955.25
Apr 22, 2015;12:00 AM;12:00 AM;168,922.5;153,608.75;5,760.5
Apr 23, 2015;12:00 AM;12:00 AM;168,767.25;158,668.5;2,012.75
Apr 24, 2015;12:00 AM;12:00 AM;166,611.75;157,756.75;1,528
Apr 25, 2015;12:00 AM;12:00 AM;143,372.75;131,088;5,937.5
Apr 26, 2015;12:00 AM;12:00 AM;125,984;119,156;17,076.5
Apr 27, 2015;12:00 AM;12:00 AM;154,236;123,478.5;2,142.75
Apr 28, 2015;12:00 AM;12:00 AM;171,489.25;143,708.5;949
Apr 29, 2015;12:00 AM;12:00 AM;168,890.75;143,960.5;1,073
Apr 30, 2015;12:00 AM;12:00 AM;176,444.75;168,096;245
May 1, 2015;12:00 AM;12:00 AM;141,563.75;137,500.5;6,535
May 2, 2015;12:00 AM;12:00 AM;138,885.75;129,926.75;3,463.75
May 3, 2015;12:00 AM;12:00 AM;127,604.25;119,480.5;25,409.5
May 4, 2015;12:00 AM;12:00 AM;163,068.75;156,189.25;8,736.25
May 5, 2015;12:00 AM;12:00 AM;164,036;149,436;8,760.75
May 6, 2015;12:00 AM;12:00 AM;165,025.5;140,049.5;8,467.25
May 7, 2015;12:00 AM;12:00 AM;168,382.25;155,429;9,089.5
May 8, 2015;12:00 AM;12:00 AM;160,356;150,358;1,563.5
May 9, 2015;12:00 AM;12:00 AM;126,751.5;112,070.75;21,080.75
May 10, 2015;12:00 AM;12:00 AM;110,255.25;78,424.5;22,166
May 11, 2015;12:00 AM;12:00 AM;145,242.5;134,659;6,541.5
May 12, 2015;12:00 AM;12:00 AM;145,524.25;127,035.25;4,263.5
May 13, 2015;12:00 AM;12:00 AM;143,015.25;134,062.75;2,003.75
May 14, 2015;12:00 AM;12:00 AM;110,989.75;95,997.75;11,309.5
May 15, 2015;12:00 AM;12:00 AM;134,528.75;130,029.5;3,334
May 16, 2015;12:00 AM;12:00 AM;120,169;112,982.75;5,011.75
May 17, 2015;12:00 AM;12:00 AM;111,132.25;95,386.25;19,813.25
May 18, 2015;12:00 AM;12:00 AM;151,401.25;133,460.5;4,600.25
May 19, 2015;12:00 AM;12:00 AM;162,977.75;147,705;6,463.75
May 20, 2015;12:00 AM;12:00 AM;165,700;143,636.25;1,435.5
May 21, 2015;12:00 AM;12:00 AM;163,378.25;136,099.5;128.25
May 22, 2015;12:00 AM;12:00 AM;165,494.75;135,039.75;834.75
May 23, 2015;12:00 AM;12:00 AM;147,638;126,792.5;2,619.25
May 24, 2015;12:00 AM;12:00 AM;125,746;108,373.5;14,422.75
May 25, 2015;12:00 AM;12:00 AM;115,243.5;92,035.25;7,942
May 26, 2015;12:00 AM;12:00 AM;152,538.75;121,127;451.75
May 27, 2015;12:00 AM;12:00 AM;158,991.5;120,655.5;3,355.25
May 28, 2015;12:00 AM;12:00 AM;166,210.75;155,650.75;5,514.75
May 29, 2015;12:00 AM;12:00 AM;155,270.5;143,000.75;986.5
May 30, 2015;12:00 AM;12:00 AM;132,817.25;123,908.25;15,413.75
May 31, 2015;12:00 AM;12:00 AM;118,364.25;106,599.75;31,633.75
Jun 1, 2015;12:00 AM;12:00 AM;160,862.5;152,919.25;8,956.25
Jun 2, 2015;12:00 AM;12:00 AM;167,183.25;160,731.5;14,817.25
Jun 3, 2015;12:00 AM;12:00 AM;162,569;156,792.75;7,834.5
Jun 4, 2015;12:00 AM;12:00 AM;124,183.25;107,312;5,392.75
Jun 5, 2015;12:00 AM;12:00 AM;146,056;138,722;4,648.5
Jun 6, 2015;12:00 AM;12:00 AM;131,385;121,654.25;15,432.5
Jun 7, 2015;12:00 AM;12:00 AM;124,162.25;118,508.25;18,571.5
Jun 8, 2015;12:00 AM;12:00 AM;161,699;154,691.25;5,158.75
Jun 9, 2015;12:00 AM;12:00 AM;155,836;136,138;6,714.75
Jun 10, 2015;12:00 AM;12:00 AM;157,919.5;140,578.75;4,273.25
Jun 11, 2015;12:00 AM;12:00 AM;165,905;158,621.75;3,161
Jun 12, 2015;12:00 AM;12:00 AM;154,809.5;131,605.25;2,279
Jun 13, 2015;12:00 AM;12:00 AM;136,786.5;126,192.5;6,504.5
Jun 14, 2015;12:00 AM;12:00 AM;126,970.75;121,637.5;25,297.5
Jun 15, 2015;12:00 AM;12:00 AM;162,798.75;145,688.75;5,844
Jun 16, 2015;12:00 AM;12:00 AM;160,513.25;143,791.75;1,169.5
Jun 17, 2015;12:00 AM;12:00 AM;164,295.25;145,833.25;3,761.75
Jun 18, 2015;12:00 AM;12:00 AM;184,224.25;172,940;839.25
Jun 19, 2015;12:00 AM;12:00 AM;164,912.75;149,975.5;1,462
Jun 20, 2015;12:00 AM;12:00 AM;134,725.25;116,893;6,737.25
Jun 21, 2015;12:00 AM;12:00 AM;115,349.25;96,581;16,133.75
Jun 22, 2015;12:00 AM;12:00 AM;155,854;146,375.75;3,290.75
Jun 23, 2015;12:00 AM;12:00 AM;167,522.5;155,404.5;1,379.75
Jun 24, 2015;12:00 AM;12:00 AM;158,265;144,597;3,030
Jun 25, 2015;12:00 AM;12:00 AM;165,158.75;155,523.25;1,106
Jun 26, 2015;12:00 AM;12:00 AM;161,979;151,187.25;477
Jun 27, 2015;12:00 AM;12:00 AM;143,840.25;135,949;4,105.5
Jun 28, 2015;12:00 AM;12:00 AM;117,590.5;98,500.5;24,104.5
Jun 29, 2015;12:00 AM;12:00 AM;160,213.25;153,960.25;759
Jun 30, 2015;12:00 AM;12:00 AM;165,740;161,857;19.75
Jul 1, 2015;12:00 AM;12:00 AM;161,775.5;156,429.5;1,541.5
Jul 2, 2015;12:00 AM;12:00 AM;166,975.25;158,712;2,526
Jul 3, 2015;12:00 AM;12:00 AM;165,655.75;154,825.25;503
Jul 4, 2015;12:00 AM;12:00 AM;144,100.25;136,625.75;3,686.25
Jul 5, 2015;12:00 AM;12:00 AM;132,696.25;125,027.25;9,712.75
Jul 6, 2015;12:00 AM;12:00 AM;166,801.5;152,802.75;3,538.5
Jul 7, 2015;12:00 AM;12:00 AM;169,620.75;159,077.75;66.5
Jul 8, 2015;12:00 AM;12:00 AM;168,299.75;149,072.75;4,476.5
Jul 9, 2015;12:00 AM;12:00 AM;164,559.25;139,451;5,195.5
Jul 10, 2015;12:00 AM;12:00 AM;162,247.75;146,773.75;2,821.25
Jul 11, 2015;12:00 AM;12:00 AM;142,188.5;137,192.25;729.25
Jul 12, 2015;12:00 AM;12:00 AM;129,174;121,667.25;15,609.5
Jul 13, 2015;12:00 AM;12:00 AM;165,489;143,230;3,022.75
Jul 14, 2015;12:00 AM;12:00 AM;170,377;156,302.5;1,795.5
Jul 15, 2015;12:00 AM;12:00 AM;168,387.25;156,357.5;1,071.75
Jul 16, 2015;12:00 AM;12:00 AM;167,357.25;161,355.25;605.5
Jul 17, 2015;12:00 AM;12:00 AM;165,493.25;158,536.5;1,779.75
Jul 18, 2015;12:00 AM;12:00 AM;141,259.5;132,870;7,227.5
Jul 19, 2015;12:00 AM;12:00 AM;134,238;122,754.5;18,280.25
Jul 20, 2015;12:00 AM;12:00 AM;164,315;147,860;9,509.5
Jul 21, 2015;12:00 AM;12:00 AM;171,609;165,397.25;3,992.75
Jul 22, 2015;12:00 AM;12:00 AM;171,104.25;162,100.75;2,540
Jul 23, 2015;12:00 AM;12:00 AM;166,125.25;149,351.5;6,740
Jul 24, 2015;12:00 AM;12:00 AM;164,488.25;156,626.75;5,886
Jul 25, 2015;12:00 AM;12:00 AM;138,680.25;120,863.25;26,085.5
Jul 26, 2015;12:00 AM;12:00 AM;123,005.5;102,220.75;19,322.25
Jul 27, 2015;12:00 AM;12:00 AM;157,932.25;149,555.75;7,230.5
Jul 28, 2015;12:00 AM;12:00 AM;150,689;140,448;9,983.5
Jul 29, 2015;12:00 AM;12:00 AM;146,142.25;137,602.5;9,003.5
Jul 30, 2015;12:00 AM;12:00 AM;138,078.25;128,950.5;10,688.5
Jul 31, 2015;12:00 AM;12:00 AM;142,192.5;134,539.75;5,910.5
Aug 1, 2015;12:00 AM;12:00 AM;130,867.75;112,913.5;11,328
Aug 2, 2015;12:00 AM;12:00 AM;111,177.25;102,563.75;28,973.75
Aug 3, 2015;12:00 AM;12:00 AM;129,036.25;122,644.5;8,760.5
Aug 4, 2015;12:00 AM;12:00 AM;153,344.75;145,098.5;1,225.25
Aug 5, 2015;12:00 AM;12:00 AM;148,381;135,061;871
Aug 6, 2015;12:00 AM;12:00 AM;157,019.25;151,244.25;1,424.75
Aug 7, 2015;12:00 AM;12:00 AM;149,468;142,208.5;585.25
Aug 8, 2015;12:00 AM;12:00 AM;123,260.75;111,018.75;726.75
Aug 9, 2015;12:00 AM;12:00 AM;129,510.75;121,275.25;3,002.25
Aug 10, 2015;12:00 AM;12:00 AM;140,181.5;134,452.75;713.25
Aug 11, 2015;12:00 AM;12:00 AM;152,310.75;147,850;1,682.25
Aug 12, 2015;12:00 AM;12:00 AM;155,545.75;149,976.25;1,150.5
Aug 13, 2015;12:00 AM;12:00 AM;147,829.75;140,742.5;3,412.75
Aug 14, 2015;12:00 AM;12:00 AM;137,589.5;122,105;3,187.25
Aug 15, 2015;12:00 AM;12:00 AM;136,630.25;129,012;667.75
Aug 16, 2015;12:00 AM;12:00 AM;135,934.25;127,909.5;1,666.5
Aug 17, 2015;12:00 AM;12:00 AM;154,144.25;135,059;3,116.25
Aug 18, 2015;12:00 AM;12:00 AM;159,141.25;133,437.25;4,842.5
Aug 19, 2015;12:00 AM;12:00 AM;162,392.25;150,690.25;20.25
Aug 20, 2015;12:00 AM;12:00 AM;162,259;150,851;3,218.5
Aug 21, 2015;12:00 AM;12:00 AM;159,925.25;155,388.25;3,602.5
Aug 22, 2015;12:00 AM;12:00 AM;139,829.5;132,946;6,042.75
Aug 23, 2015;12:00 AM;12:00 AM;129,483.75;110,088.75;21,028.5
Aug 24, 2015;12:00 AM;12:00 AM;161,720;123,073.5;6,735.5
Aug 25, 2015;12:00 AM;12:00 AM;156,553.5;140,628.75;7,513.75
Aug 26, 2015;12:00 AM;12:00 AM;165,433;159,323.75;4,098.5
Aug 27, 2015;12:00 AM;12:00 AM;160,069.25;142,038.5;4,175.5
Aug 28, 2015;12:00 AM;12:00 AM;166,049.5;157,931.5;13.25
Aug 29, 2015;12:00 AM;12:00 AM;143,103.75;137,862.25;5,623.5
Aug 30, 2015;12:00 AM;12:00 AM;130,212;109,308.75;9,285
Aug 31, 2015;12:00 AM;12:00 AM;145,802.25;125,876.25;149.25
Sep 1, 2015;12:00 AM;12:00 AM;151,868.25;141,327.75;523.75
Sep 2, 2015;12:00 AM;12:00 AM;170,653.5;147,766.5;1,295.5
Sep 3, 2015;12:00 AM;12:00 AM;161,499.75;154,508;1,295.75
Sep 4, 2015;12:00 AM;12:00 AM;157,955.5;144,017.5;2,484.5
Sep 5, 2015;12:00 AM;12:00 AM;144,058.5;130,870.75;16,954.75
Sep 6, 2015;12:00 AM;12:00 AM;125,407.25;90,673.5;27,021.25
Sep 7, 2015;12:00 AM;12:00 AM;156,148.75;124,454;5,584.75
Sep 8, 2015;12:00 AM;12:00 AM;168,585.75;155,209.5;951.75
Sep 9, 2015;12:00 AM;12:00 AM;158,669.75;150,723;1,103
Sep 10, 2015;12:00 AM;12:00 AM;156,891.75;149,177.75;1,485
Sep 11, 2015;12:00 AM;12:00 AM;152,523.25;145,191.25;2,059.25
Sep 12, 2015;12:00 AM;12:00 AM;130,708;117,646.75;1,690.5
Sep 13, 2015;12:00 AM;12:00 AM;128,635.5;95,240.75;7,818.5
Sep 14, 2015;12:00 AM;12:00 AM;161,566.75;130,502;7,145.25
Sep 15, 2015;12:00 AM;12:00 AM;132,019;122,510.25;8,103
Sep 16, 2015;12:00 AM;12:00 AM;152,376;122,021.75;6,342.5
Sep 17, 2015;12:00 AM;12:00 AM;138,205.75;103,862.25;10,555.75
Sep 18, 2015;12:00 AM;12:00 AM;153,036.75;139,596.75;6,632.75
Sep 19, 2015;12:00 AM;12:00 AM;140,341.25;124,872.5;7,500.5
Sep 20, 2015;12:00 AM;12:00 AM;133,869.25;102,337;19,070.75
Sep 21, 2015;12:00 AM;12:00 AM;154,419.25;144,327.5;3,430.25
Sep 22, 2015;12:00 AM;12:00 AM;159,255.25;139,501.25;3,842.5
Sep 23, 2015;12:00 AM;12:00 AM;165,279;143,412.5;1,685.5
Sep 24, 2015;12:00 AM;12:00 AM;123,686;80,886;4,688.5
Sep 25, 2015;12:00 AM;12:00 AM;149,938;106,130;4,427
Sep 26, 2015;12:00 AM;12:00 AM;138,837;110,915.25;1,041
Sep 27, 2015;12:00 AM;12:00 AM;132,532.5;106,145.25;13,060
Sep 28, 2015;12:00 AM;12:00 AM;173,000.5;140,410.25;5,840.5
Sep 29, 2015;12:00 AM;12:00 AM;174,191.5;158,751;2,754.75
Sep 30, 2015;12:00 AM;12:00 AM;166,502.25;158,985.5;757.75
Oct 1, 2015;12:00 AM;12:00 AM;174,830.75;168,822.5;24.25
Oct 2, 2015;12:00 AM;12:00 AM;170,626.25;152,161.75;99.25
Oct 3, 2015;12:00 AM;12:00 AM;146,120;110,372.5;3,235.75
Oct 4, 2015;12:00 AM;12:00 AM;134,247.5;123,012;1,844.5
Oct 5, 2015;12:00 AM;12:00 AM;169,204.25;160,549.75;1,043.75
Oct 6, 2015;12:00 AM;12:00 AM;176,423.5;168,314.5;2,498
Oct 7, 2015;12:00 AM;12:00 AM;177,691;172,595.25;1,231.5
Oct 8, 2015;12:00 AM;12:00 AM;175,412.5;170,092;0
Oct 9, 2015;12:00 AM;12:00 AM;167,828;163,037.25;0
Oct 10, 2015;12:00 AM;12:00 AM;146,160.5;139,488.5;936.75
Oct 11, 2015;12:00 AM;12:00 AM;135,636.25;103,152.25;15,567.75
Oct 12, 2015;12:00 AM;12:00 AM;173,467.25;153,712.5;5,094.75
Oct 13, 2015;12:00 AM;12:00 AM;177,895.5;167,991.75;102.25
Oct 14, 2015;12:00 AM;12:00 AM;175,973;163,465.75;1,062.5
Oct 15, 2015;12:00 AM;12:00 AM;177,169;161,459.75;763
Oct 16, 2015;12:00 AM;12:00 AM;172,572.75;167,137.25;764.25
Oct 17, 2015;12:00 AM;12:00 AM;147,447.25;138,444;1,970.75
Oct 18, 2015;12:00 AM;12:00 AM;136,078.25;133,157.75;4,213.75
Oct 19, 2015;12:00 AM;12:00 AM;173,012.75;157,912.75;1,797.75
Oct 20, 2015;12:00 AM;12:00 AM;179,194.5;150,367.25;2,904.75
Oct 21, 2015;12:00 AM;12:00 AM;180,329;168,597;2,921
Oct 22, 2015;12:00 AM;12:00 AM;179,813.5;171,906;4,788
Oct 23, 2015;12:00 AM;12:00 AM;174,962;157,400;4,290.25
Oct 24, 2015;12:00 AM;12:00 AM;148,457.25;139,530;3,811.75
Oct 25, 2015;12:00 AM;12:00 AM;134,497;128,582.25;4,429.25
Oct 26, 2015;12:00 AM;12:00 AM;135,687.5;128,458.75;2,014
Oct 27, 2015;12:00 AM;12:00 AM;173,907.75;146,168.25;4,306.75
Oct 28, 2015;12:00 AM;12:00 AM;175,940;143,371.25;2,994.5
Oct 29, 2015;12:00 AM;12:00 AM;178,422.25;169,745.75;422.25
Oct 30, 2015;12:00 AM;12:00 AM;173,626;169,782;1,529.5
Oct 31, 2015;12:00 AM;12:00 AM;146,825.5;132,826;8,673.5
Nov 1, 2015;12:00 AM;12:00 AM;135,011;106,704.25;14,203.5
Nov 2, 2015;12:00 AM;12:00 AM;172,805.5;147,959.75;3,806
Nov 3, 2015;12:00 AM;12:00 AM;179,076.25;156,643.5;1,958.5
Nov 4, 2015;12:00 AM;12:00 AM;182,389.75;177,587.75;1,675.25
Nov 5, 2015;12:00 AM;12:00 AM;181,052.75;175,198.25;1,599
Nov 6, 2015;12:00 AM;12:00 AM;177,391.5;173,710.25;1,301
Nov 7, 2015;12:00 AM;12:00 AM;152,612.5;145,765.25;4,331.75
Nov 8, 2015;12:00 AM;12:00 AM;137,521.75;128,576.25;6,158.75
Nov 9, 2015;12:00 AM;12:00 AM;179,463.75;161,731.75;4,128.5
Nov 10, 2015;12:00 AM;12:00 AM;170,765;135,553.25;4,655.25
Nov 11, 2015;12:00 AM;12:00 AM;180,671.75;165,884.5;3,157
Nov 12, 2015;12:00 AM;12:00 AM;181,002.5;169,791.5;3,339.5
Nov 13, 2015;12:00 AM;12:00 AM;179,884.5;173,654.75;1,765
Nov 14, 2015;12:00 AM;12:00 AM;141,018.75;111,152.75;4,442.75
Nov 15, 2015;12:00 AM;12:00 AM;142,073.25;122,253.5;2,528.25
Nov 16, 2015;12:00 AM;12:00 AM;179,772.25;157,526.75;4,275.5
Nov 17, 2015;12:00 AM;12:00 AM;184,563.5;169,992;4,549.25
Nov 18, 2015;12:00 AM;12:00 AM;181,736.25;155,472.5;4,232.5
Nov 19, 2015;12:00 AM;12:00 AM;187,064;167,882.25;3,546.5
Nov 20, 2015;12:00 AM;12:00 AM;183,268.5;168,782.25;3,573
Nov 21, 2015;12:00 AM;12:00 AM;166,745.5;150,604.25;4,960.75
Nov 22, 2015;12:00 AM;12:00 AM;158,577.5;136,869.25;6,570.75
Nov 23, 2015;12:00 AM;12:00 AM;196,317;184,346.25;3,364.75
Nov 24, 2015;12:00 AM;12:00 AM;198,278.5;190,868.75;2,446.75
Nov 25, 2015;12:00 AM;12:00 AM;207,543;190,940.5;2,957.75
Nov 26, 2015;12:00 AM;12:00 AM;208,743.5;190,283.25;1,789.75
Nov 27, 2015;12:00 AM;12:00 AM;203,649.75;184,743.25;3,683.25
Nov 28, 2015;12:00 AM;12:00 AM;176,342.75;149,051.5;6,787
Nov 29, 2015;12:00 AM;12:00 AM;41,906.25;18,055.75;10,826.5
Nov 30, 2015;12:00 AM;12:00 AM;197,800;157,389;5,097.25
Dec 1, 2015;12:00 AM;12:00 AM;195,014.25;155,089.75;10,819
Dec 2, 2015;12:00 AM;12:00 AM;190,723.75;177,020.5;9,864
Dec 3, 2015;12:00 AM;12:00 AM;193,960.75;190,578.75;2,569
Dec 4, 2015;12:00 AM;12:00 AM;182,523.25;170,049.5;4,576.75
Dec 5, 2015;12:00 AM;12:00 AM;168,816.5;162,586.25;8,681.5
Dec 6, 2015;12:00 AM;12:00 AM;153,885.5;147,686.25;18,717
Dec 7, 2015;12:00 AM;12:00 AM;181,544.75;179,333.75;4,310.5
Dec 8, 2015;12:00 AM;12:00 AM;164,549;153,296;4,789.25
Dec 9, 2015;12:00 AM;12:00 AM;194,574.5;182,331.5;4,488.75
Dec 10, 2015;12:00 AM;12:00 AM;199,197.25;183,661.25;7,181.25
Dec 11, 2015;12:00 AM;12:00 AM;199,878;194,131.75;6,734.75
Dec 12, 2015;12:00 AM;12:00 AM;177,809;162,548.5;9,693
