"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","3629","0"
"03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","3748","0"
"03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","4112","0"
"03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","4556","0"
"03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","4594","0"
"03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","4312","0"
"03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","4325","0"
"03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","4444","0"
"03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","4513","0"
"04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","4690","0"
"04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","4716","0"
"04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","4783","0"
"04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","4793","0"
"04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","4852","0"
"04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","4980","0"
"04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","5349","0"
"04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","5811","0"
"04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","6077","0"
"04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","5944","0"
"04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","5746","0"
"04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","5478","0"
"04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","5266","0"
"04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","5094","0"
"04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","4954","0"
"04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","4853","0"
"04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","5117","0"
"04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","5668","0"
"04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","6031","0"
"04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","5652","0"
"04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","4739","0"
"04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","4369","0"
"04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","4262","0"
"04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","3668","0"
"05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","3087","0"
"05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","3054","0"
"05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","2994","0"
"05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","2990","0"
"05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","3028","0"
"05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","3101","0"
"05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","3642","0"
"05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","4411","0"
"05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","4970","0"
"05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","5265","0"
"05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","5447","0"
"05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","5411","0"
"05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","5123","0"
"05.01.2016 13:00 - 05.01.2016 14:00 (CET/CEST)","5004","0"
"05.01.2016 14:00 - 05.01.2016 15:00 (CET/CEST)","4689","0"
"05.01.2016 15:00 - 05.01.2016 16:00 (CET/CEST)","4645","0"
"05.01.2016 16:00 - 05.01.2016 17:00 (CET/CEST)","4980","0"
"05.01.2016 17:00 - 05.01.2016 18:00 (CET/CEST)","5789","0"
"05.01.2016 18:00 - 05.01.2016 19:00 (CET/CEST)","6061","0"
"05.01.2016 19:00 - 05.01.2016 20:00 (CET/CEST)","5714","0"
"05.01.2016 20:00 - 05.01.2016 21:00 (CET/CEST)","4835","0"
"05.01.2016 21:00 - 05.01.2016 22:00 (CET/CEST)","4283","0"
"05.01.2016 22:00 - 05.01.2016 23:00 (CET/CEST)","4178","0"
"05.01.2016 23:00 - 06.01.2016 00:00 (CET/CEST)","3820","0"
"06.01.2016 00:00 - 06.01.2016 01:00 (CET/CEST)","3770","0"
"06.01.2016 01:00 - 06.01.2016 02:00 (CET/CEST)","3492","0"
"06.01.2016 02:00 - 06.01.2016 03:00 (CET/CEST)","3368","0"
"06.01.2016 03:00 - 06.01.2016 04:00 (CET/CEST)","3301","0"
"06.01.2016 04:00 - 06.01.2016 05:00 (CET/CEST)","3315","0"
"06.01.2016 05:00 - 06.01.2016 06:00 (CET/CEST)","3346","0"
"06.01.2016 06:00 - 06.01.2016 07:00 (CET/CEST)","3940","0"
"06.01.2016 07:00 - 06.01.2016 08:00 (CET/CEST)","4173","0"
"06.01.2016 08:00 - 06.01.2016 09:00 (CET/CEST)","4177","0"
"06.01.2016 09:00 - 06.01.2016 10:00 (CET/CEST)","4303","0"
"06.01.2016 10:00 - 06.01.2016 11:00 (CET/CEST)","4429","0"
"06.01.2016 11:00 - 06.01.2016 12:00 (CET/CEST)","4643","0"
"06.01.2016 12:00 - 06.01.2016 13:00 (CET/CEST)","4674","0"
"06.01.2016 13:00 - 06.01.2016 14:00 (CET/CEST)","4279","0"
"06.01.2016 14:00 - 06.01.2016 15:00 (CET/CEST)","4296","0"
"06.01.2016 15:00 - 06.01.2016 16:00 (CET/CEST)","4216","0"
"06.01.2016 16:00 - 06.01.2016 17:00 (CET/CEST)","4828","0"
"06.01.2016 17:00 - 06.01.2016 18:00 (CET/CEST)","5574","0"
"06.01.2016 18:00 - 06.01.2016 19:00 (CET/CEST)","5864","0"
"06.01.2016 19:00 - 06.01.2016 20:00 (CET/CEST)","5406","0"
"06.01.2016 20:00 - 06.01.2016 21:00 (CET/CEST)","4455","0"
"06.01.2016 21:00 - 06.01.2016 22:00 (CET/CEST)","4157","0"
"06.01.2016 22:00 - 06.01.2016 23:00 (CET/CEST)","4037","0"
"06.01.2016 23:00 - 07.01.2016 00:00 (CET/CEST)","3821","0"
"07.01.2016 00:00 - 07.01.2016 01:00 (CET/CEST)","3777","0"
"07.01.2016 01:00 - 07.01.2016 02:00 (CET/CEST)","3682","0"
"07.01.2016 02:00 - 07.01.2016 03:00 (CET/CEST)","3657","0"
"07.01.2016 03:00 - 07.01.2016 04:00 (CET/CEST)","3742","0"
"07.01.2016 04:00 - 07.01.2016 05:00 (CET/CEST)","3744","0"
"07.01.2016 05:00 - 07.01.2016 06:00 (CET/CEST)","3899","0"
"07.01.2016 06:00 - 07.01.2016 07:00 (CET/CEST)","4517","0"
"07.01.2016 07:00 - 07.01.2016 08:00 (CET/CEST)","5433","0"
"07.01.2016 08:00 - 07.01.2016 09:00 (CET/CEST)","5832","0"
"07.01.2016 09:00 - 07.01.2016 10:00 (CET/CEST)","5678","0"
"07.01.2016 10:00 - 07.01.2016 11:00 (CET/CEST)","5678","0"
"07.01.2016 11:00 - 07.01.2016 12:00 (CET/CEST)","5629","0"
"07.01.2016 12:00 - 07.01.2016 13:00 (CET/CEST)","5555","0"
"07.01.2016 13:00 - 07.01.2016 14:00 (CET/CEST)","5514","0"
"07.01.2016 14:00 - 07.01.2016 15:00 (CET/CEST)","5036","0"
"07.01.2016 15:00 - 07.01.2016 16:00 (CET/CEST)","4878","0"
"07.01.2016 16:00 - 07.01.2016 17:00 (CET/CEST)","5065","0"
"07.01.2016 17:00 - 07.01.2016 18:00 (CET/CEST)","5907","0"
"07.01.2016 18:00 - 07.01.2016 19:00 (CET/CEST)","6129","0"
"07.01.2016 19:00 - 07.01.2016 20:00 (CET/CEST)","5510","0"
"07.01.2016 20:00 - 07.01.2016 21:00 (CET/CEST)","4954","0"
"07.01.2016 21:00 - 07.01.2016 22:00 (CET/CEST)","4279","0"
"07.01.2016 22:00 - 07.01.2016 23:00 (CET/CEST)","3962","0"
"07.01.2016 23:00 - 08.01.2016 00:00 (CET/CEST)","3606","0"
"08.01.2016 00:00 - 08.01.2016 01:00 (CET/CEST)","3668","0"
"08.01.2016 01:00 - 08.01.2016 02:00 (CET/CEST)","3664","0"
"08.01.2016 02:00 - 08.01.2016 03:00 (CET/CEST)","3746","0"
"08.01.2016 03:00 - 08.01.2016 04:00 (CET/CEST)","3800","0"
"08.01.2016 04:00 - 08.01.2016 05:00 (CET/CEST)","3949","0"
"08.01.2016 05:00 - 08.01.2016 06:00 (CET/CEST)","4276","0"
"08.01.2016 06:00 - 08.01.2016 07:00 (CET/CEST)","4625","0"
"08.01.2016 07:00 - 08.01.2016 08:00 (CET/CEST)","5349","0"
"08.01.2016 08:00 - 08.01.2016 09:00 (CET/CEST)","5430","0"
"08.01.2016 09:00 - 08.01.2016 10:00 (CET/CEST)","5292","0"
"08.01.2016 10:00 - 08.01.2016 11:00 (CET/CEST)","4916","0"
"08.01.2016 11:00 - 08.01.2016 12:00 (CET/CEST)","4744","0"
"08.01.2016 12:00 - 08.01.2016 13:00 (CET/CEST)","4533","0"
"08.01.2016 13:00 - 08.01.2016 14:00 (CET/CEST)","4384","0"
"08.01.2016 14:00 - 08.01.2016 15:00 (CET/CEST)","4489","0"
"08.01.2016 15:00 - 08.01.2016 16:00 (CET/CEST)","4569","0"
"08.01.2016 16:00 - 08.01.2016 17:00 (CET/CEST)","4750","0"
"08.01.2016 17:00 - 08.01.2016 18:00 (CET/CEST)","5337","0"
"08.01.2016 18:00 - 08.01.2016 19:00 (CET/CEST)","5974","0"
"08.01.2016 19:00 - 08.01.2016 20:00 (CET/CEST)","5061","0"
"08.01.2016 20:00 - 08.01.2016 21:00 (CET/CEST)","4522","0"
"08.01.2016 21:00 - 08.01.2016 22:00 (CET/CEST)","4466","0"
"08.01.2016 22:00 - 08.01.2016 23:00 (CET/CEST)","4672","0"
"08.01.2016 23:00 - 09.01.2016 00:00 (CET/CEST)","4386","0"
"09.01.2016 00:00 - 09.01.2016 01:00 (CET/CEST)","4091","0"
"09.01.2016 01:00 - 09.01.2016 02:00 (CET/CEST)","3689","0"
"09.01.2016 02:00 - 09.01.2016 03:00 (CET/CEST)","3455","0"
"09.01.2016 03:00 - 09.01.2016 04:00 (CET/CEST)","3328","0"
"09.01.2016 04:00 - 09.01.2016 05:00 (CET/CEST)","3171","0"
"09.01.2016 05:00 - 09.01.2016 06:00 (CET/CEST)","3065","0"
"09.01.2016 06:00 - 09.01.2016 07:00 (CET/CEST)","3038","0"
"09.01.2016 07:00 - 09.01.2016 08:00 (CET/CEST)","3226","0"
"09.01.2016 08:00 - 09.01.2016 09:00 (CET/CEST)","3626","0"
"09.01.2016 09:00 - 09.01.2016 10:00 (CET/CEST)","3679","0"
"09.01.2016 10:00 - 09.01.2016 11:00 (CET/CEST)","3758","0"
"09.01.2016 11:00 - 09.01.2016 12:00 (CET/CEST)","3829","0"
"09.01.2016 12:00 - 09.01.2016 13:00 (CET/CEST)","3810","0"
"09.01.2016 13:00 - 09.01.2016 14:00 (CET/CEST)","3537","0"
"09.01.2016 14:00 - 09.01.2016 15:00 (CET/CEST)","3537","0"
"09.01.2016 15:00 - 09.01.2016 16:00 (CET/CEST)","3535","0"
"09.01.2016 16:00 - 09.01.2016 17:00 (CET/CEST)","3584","0"
"09.01.2016 17:00 - 09.01.2016 18:00 (CET/CEST)","4099","0"
"09.01.2016 18:00 - 09.01.2016 19:00 (CET/CEST)","4173","0"
"09.01.2016 19:00 - 09.01.2016 20:00 (CET/CEST)","3998","0"
"09.01.2016 20:00 - 09.01.2016 21:00 (CET/CEST)","3617","0"
"09.01.2016 21:00 - 09.01.2016 22:00 (CET/CEST)","3065","0"
"09.01.2016 22:00 - 09.01.2016 23:00 (CET/CEST)","2991","0"
"09.01.2016 23:00 - 10.01.2016 00:00 (CET/CEST)","2918","0"
"10.01.2016 00:00 - 10.01.2016 01:00 (CET/CEST)","3041","0"
"10.01.2016 01:00 - 10.01.2016 02:00 (CET/CEST)","2868","0"
"10.01.2016 02:00 - 10.01.2016 03:00 (CET/CEST)","2814","0"
"10.01.2016 03:00 - 10.01.2016 04:00 (CET/CEST)","2789","0"
"10.01.2016 04:00 - 10.01.2016 05:00 (CET/CEST)","2757","0"
"10.01.2016 05:00 - 10.01.2016 06:00 (CET/CEST)","2747","0"
"10.01.2016 06:00 - 10.01.2016 07:00 (CET/CEST)","2784","0"
"10.01.2016 07:00 - 10.01.2016 08:00 (CET/CEST)","2942","0"
"10.01.2016 08:00 - 10.01.2016 09:00 (CET/CEST)","3152","0"
"10.01.2016 09:00 - 10.01.2016 10:00 (CET/CEST)","3363","0"
"10.01.2016 10:00 - 10.01.2016 11:00 (CET/CEST)","3512","0"
"10.01.2016 11:00 - 10.01.2016 12:00 (CET/CEST)","3532","0"
"10.01.2016 12:00 - 10.01.2016 13:00 (CET/CEST)","3482","0"
"10.01.2016 13:00 - 10.01.2016 14:00 (CET/CEST)","3285","0"
"10.01.2016 14:00 - 10.01.2016 15:00 (CET/CEST)","3158","0"
"10.01.2016 15:00 - 10.01.2016 16:00 (CET/CEST)","3134","0"
"10.01.2016 16:00 - 10.01.2016 17:00 (CET/CEST)","3196","0"
"10.01.2016 17:00 - 10.01.2016 18:00 (CET/CEST)","3823","0"
"10.01.2016 18:00 - 10.01.2016 19:00 (CET/CEST)","4070","0"
"10.01.2016 19:00 - 10.01.2016 20:00 (CET/CEST)","4067","0"
"10.01.2016 20:00 - 10.01.2016 21:00 (CET/CEST)","3846","0"
"10.01.2016 21:00 - 10.01.2016 22:00 (CET/CEST)","3421","0"
"10.01.2016 22:00 - 10.01.2016 23:00 (CET/CEST)","3440","0"
"10.01.2016 23:00 - 11.01.2016 00:00 (CET/CEST)","3077","0"
"11.01.2016 00:00 - 11.01.2016 01:00 (CET/CEST)","3539","0"
"11.01.2016 01:00 - 11.01.2016 02:00 (CET/CEST)","3415","0"
"11.01.2016 02:00 - 11.01.2016 03:00 (CET/CEST)","3381","0"
"11.01.2016 03:00 - 11.01.2016 04:00 (CET/CEST)","3440","0"
"11.01.2016 04:00 - 11.01.2016 05:00 (CET/CEST)","3552","0"
"11.01.2016 05:00 - 11.01.2016 06:00 (CET/CEST)","3677","0"
"11.01.2016 06:00 - 11.01.2016 07:00 (CET/CEST)","4244","0"
"11.01.2016 07:00 - 11.01.2016 08:00 (CET/CEST)","5008","0"
"11.01.2016 08:00 - 11.01.2016 09:00 (CET/CEST)","5715","0"
"11.01.2016 09:00 - 11.01.2016 10:00 (CET/CEST)","5617","0"
"11.01.2016 10:00 - 11.01.2016 11:00 (CET/CEST)","5385","0"
"11.01.2016 11:00 - 11.01.2016 12:00 (CET/CEST)","5470","0"
"11.01.2016 12:00 - 11.01.2016 13:00 (CET/CEST)","5613","0"
"11.01.2016 13:00 - 11.01.2016 14:00 (CET/CEST)","5706","0"
"11.01.2016 14:00 - 11.01.2016 15:00 (CET/CEST)","5453","0"
"11.01.2016 15:00 - 11.01.2016 16:00 (CET/CEST)","5364","0"
"11.01.2016 16:00 - 11.01.2016 17:00 (CET/CEST)","5448","0"
"11.01.2016 17:00 - 11.01.2016 18:00 (CET/CEST)","6412","0"
"11.01.2016 18:00 - 11.01.2016 19:00 (CET/CEST)","6213","0"
"11.01.2016 19:00 - 11.01.2016 20:00 (CET/CEST)","6009","0"
"11.01.2016 20:00 - 11.01.2016 21:00 (CET/CEST)","5734","0"
"11.01.2016 21:00 - 11.01.2016 22:00 (CET/CEST)","5086","0"
"11.01.2016 22:00 - 11.01.2016 23:00 (CET/CEST)","4930","0"
"11.01.2016 23:00 - 12.01.2016 00:00 (CET/CEST)","4772","0"
"12.01.2016 00:00 - 12.01.2016 01:00 (CET/CEST)","4344","0"
"12.01.2016 01:00 - 12.01.2016 02:00 (CET/CEST)","4437","0"
"12.01.2016 02:00 - 12.01.2016 03:00 (CET/CEST)","4525","0"
"12.01.2016 03:00 - 12.01.2016 04:00 (CET/CEST)","4593","0"
"12.01.2016 04:00 - 12.01.2016 05:00 (CET/CEST)","4603","0"
"12.01.2016 05:00 - 12.01.2016 06:00 (CET/CEST)","4520","0"
"12.01.2016 06:00 - 12.01.2016 07:00 (CET/CEST)","4648","0"
"12.01.2016 07:00 - 12.01.2016 08:00 (CET/CEST)","5512","0"
"12.01.2016 08:00 - 12.01.2016 09:00 (CET/CEST)","5771","0"
"12.01.2016 09:00 - 12.01.2016 10:00 (CET/CEST)","5746","0"
"12.01.2016 10:00 - 12.01.2016 11:00 (CET/CEST)","5502","0"
"12.01.2016 11:00 - 12.01.2016 12:00 (CET/CEST)","5629","0"
"12.01.2016 12:00 - 12.01.2016 13:00 (CET/CEST)","5705","0"
"12.01.2016 13:00 - 12.01.2016 14:00 (CET/CEST)","5719","0"
"12.01.2016 14:00 - 12.01.2016 15:00 (CET/CEST)","5659","0"
"12.01.2016 15:00 - 12.01.2016 16:00 (CET/CEST)","5658","0"
"12.01.2016 16:00 - 12.01.2016 17:00 (CET/CEST)","5843","0"
"12.01.2016 17:00 - 12.01.2016 18:00 (CET/CEST)","6299","0"
"12.01.2016 18:00 - 12.01.2016 19:00 (CET/CEST)","6422","0"
"12.01.2016 19:00 - 12.01.2016 20:00 (CET/CEST)","5701","0"
"12.01.2016 20:00 - 12.01.2016 21:00 (CET/CEST)","5304","0"
"12.01.2016 21:00 - 12.01.2016 22:00 (CET/CEST)","4840","0"
"12.01.2016 22:00 - 12.01.2016 23:00 (CET/CEST)","4669","0"
"12.01.2016 23:00 - 13.01.2016 00:00 (CET/CEST)","4573","0"
"13.01.2016 00:00 - 13.01.2016 01:00 (CET/CEST)","5110","0"
"13.01.2016 01:00 - 13.01.2016 02:00 (CET/CEST)","5118","0"
"13.01.2016 02:00 - 13.01.2016 03:00 (CET/CEST)","5129","0"
"13.01.2016 03:00 - 13.01.2016 04:00 (CET/CEST)","5181","0"
"13.01.2016 04:00 - 13.01.2016 05:00 (CET/CEST)","5277","0"
"13.01.2016 05:00 - 13.01.2016 06:00 (CET/CEST)","5367","0"
"13.01.2016 06:00 - 13.01.2016 07:00 (CET/CEST)","5443","0"
"13.01.2016 07:00 - 13.01.2016 08:00 (CET/CEST)","5991","0"
"13.01.2016 08:00 - 13.01.2016 09:00 (CET/CEST)","5990","0"
"13.01.2016 09:00 - 13.01.2016 10:00 (CET/CEST)","6088","0"
"13.01.2016 10:00 - 13.01.2016 11:00 (CET/CEST)","6087","0"
"13.01.2016 11:00 - 13.01.2016 12:00 (CET/CEST)","6272","0"
"13.01.2016 12:00 - 13.01.2016 13:00 (CET/CEST)","6186","0"
"13.01.2016 13:00 - 13.01.2016 14:00 (CET/CEST)","6234","0"
"13.01.2016 14:00 - 13.01.2016 15:00 (CET/CEST)","6418","0"
"13.01.2016 15:00 - 13.01.2016 16:00 (CET/CEST)","6635","0"
"13.01.2016 16:00 - 13.01.2016 17:00 (CET/CEST)","6794","0"
"13.01.2016 17:00 - 13.01.2016 18:00 (CET/CEST)","7507","0"
"13.01.2016 18:00 - 13.01.2016 19:00 (CET/CEST)","7761","0"
"13.01.2016 19:00 - 13.01.2016 20:00 (CET/CEST)","7345","0"
"13.01.2016 20:00 - 13.01.2016 21:00 (CET/CEST)","6886","0"
"13.01.2016 21:00 - 13.01.2016 22:00 (CET/CEST)","6527","0"
"13.01.2016 22:00 - 13.01.2016 23:00 (CET/CEST)","6026","0"
"13.01.2016 23:00 - 14.01.2016 00:00 (CET/CEST)","5886","0"
"14.01.2016 00:00 - 14.01.2016 01:00 (CET/CEST)","5472","0"
"14.01.2016 01:00 - 14.01.2016 02:00 (CET/CEST)","5169","0"
"14.01.2016 02:00 - 14.01.2016 03:00 (CET/CEST)","4839","0"
"14.01.2016 03:00 - 14.01.2016 04:00 (CET/CEST)","4668","0"
"14.01.2016 04:00 - 14.01.2016 05:00 (CET/CEST)","4619","0"
"14.01.2016 05:00 - 14.01.2016 06:00 (CET/CEST)","4644","0"
"14.01.2016 06:00 - 14.01.2016 07:00 (CET/CEST)","5291","0"
"14.01.2016 07:00 - 14.01.2016 08:00 (CET/CEST)","6466","0"
"14.01.2016 08:00 - 14.01.2016 09:00 (CET/CEST)","6705","0"
"14.01.2016 09:00 - 14.01.2016 10:00 (CET/CEST)","6289","0"
"14.01.2016 10:00 - 14.01.2016 11:00 (CET/CEST)","5712","0"
"14.01.2016 11:00 - 14.01.2016 12:00 (CET/CEST)","5678","0"
"14.01.2016 12:00 - 14.01.2016 13:00 (CET/CEST)","5464","0"
"14.01.2016 13:00 - 14.01.2016 14:00 (CET/CEST)","5656","0"
"14.01.2016 14:00 - 14.01.2016 15:00 (CET/CEST)","5903","0"
"14.01.2016 15:00 - 14.01.2016 16:00 (CET/CEST)","6276","0"
"14.01.2016 16:00 - 14.01.2016 17:00 (CET/CEST)","6584","0"
"14.01.2016 17:00 - 14.01.2016 18:00 (CET/CEST)","7458","0"
"14.01.2016 18:00 - 14.01.2016 19:00 (CET/CEST)","6914","0"
"14.01.2016 19:00 - 14.01.2016 20:00 (CET/CEST)","6446","0"
"14.01.2016 20:00 - 14.01.2016 21:00 (CET/CEST)","6025","0"
"14.01.2016 21:00 - 14.01.2016 22:00 (CET/CEST)","5315","0"
"14.01.2016 22:00 - 14.01.2016 23:00 (CET/CEST)","4875","0"
"14.01.2016 23:00 - 15.01.2016 00:00 (CET/CEST)","4310","0"
"15.01.2016 00:00 - 15.01.2016 01:00 (CET/CEST)","4275","0"
"15.01.2016 01:00 - 15.01.2016 02:00 (CET/CEST)","4228","0"
"15.01.2016 02:00 - 15.01.2016 03:00 (CET/CEST)","4338","0"
"15.01.2016 03:00 - 15.01.2016 04:00 (CET/CEST)","4498","0"
"15.01.2016 04:00 - 15.01.2016 05:00 (CET/CEST)","4649","0"
"15.01.2016 05:00 - 15.01.2016 06:00 (CET/CEST)","4898","0"
"15.01.2016 06:00 - 15.01.2016 07:00 (CET/CEST)","5561","0"
"15.01.2016 07:00 - 15.01.2016 08:00 (CET/CEST)","6434","0"
"15.01.2016 08:00 - 15.01.2016 09:00 (CET/CEST)","7013","0"
"15.01.2016 09:00 - 15.01.2016 10:00 (CET/CEST)","7024","0"
"15.01.2016 10:00 - 15.01.2016 11:00 (CET/CEST)","7084","0"
