"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"05.01.2021 00:00 - 05.01.2021 01:00 (CET/CEST)","4123","0"
"05.01.2021 01:00 - 05.01.2021 02:00 (CET/CEST)","4001","0"
"05.01.2021 02:00 - 05.01.2021 03:00 (CET/CEST)","3613","0"
"05.01.2021 03:00 - 05.01.2021 04:00 (CET/CEST)","3588","0"
"05.01.2021 04:00 - 05.01.2021 05:00 (CET/CEST)","3629","0"
"05.01.2021 05:00 - 05.01.2021 06:00 (CET/CEST)","4169","0"
"05.01.2021 06:00 - 05.01.2021 07:00 (CET/CEST)","4668","0"
"05.01.2021 07:00 - 05.01.2021 08:00 (CET/CEST)","5128","0"
"05.01.2021 08:00 - 05.01.2021 09:00 (CET/CEST)","6756","0"
"05.01.2021 09:00 - 05.01.2021 10:00 (CET/CEST)","7298","0"
"05.01.2021 10:00 - 05.01.2021 11:00 (CET/CEST)","7405","0"
"05.01.2021 11:00 - 05.01.2021 12:00 (CET/CEST)","7399","0"
"05.01.2021 12:00 - 05.01.2021 13:00 (CET/CEST)","6765","0"
"05.01.2021 13:00 - 05.01.2021 14:00 (CET/CEST)","6643","0"
"05.01.2021 14:00 - 05.01.2021 15:00 (CET/CEST)","6555","0"
"05.01.2021 15:00 - 05.01.2021 16:00 (CET/CEST)","6439","0"
"05.01.2021 16:00 - 05.01.2021 17:00 (CET/CEST)","7189","0"
"05.01.2021 17:00 - 05.01.2021 18:00 (CET/CEST)","8515","0"
"05.01.2021 18:00 - 05.01.2021 19:00 (CET/CEST)","7291","0"
"05.01.2021 19:00 - 05.01.2021 20:00 (CET/CEST)","6501","0"
"05.01.2021 20:00 - 05.01.2021 21:00 (CET/CEST)","5018","0"
"05.01.2021 21:00 - 05.01.2021 22:00 (CET/CEST)","4507","0"
"05.01.2021 22:00 - 05.01.2021 23:00 (CET/CEST)","4374","0"
"05.01.2021 23:00 - 06.01.2021 00:00 (CET/CEST)","4201","0"
"06.01.2021 00:00 - 06.01.2021 01:00 (CET/CEST)","4124","0"
"06.01.2021 01:00 - 06.01.2021 02:00 (CET/CEST)","4028","0"
"06.01.2021 02:00 - 06.01.2021 03:00 (CET/CEST)","3948","0"
"06.01.2021 03:00 - 06.01.2021 04:00 (CET/CEST)","3992","0"
"06.01.2021 04:00 - 06.01.2021 05:00 (CET/CEST)","4021","0"
"06.01.2021 05:00 - 06.01.2021 06:00 (CET/CEST)","4248","0"
"06.01.2021 06:00 - 06.01.2021 07:00 (CET/CEST)","4426","0"
"06.01.2021 07:00 - 06.01.2021 08:00 (CET/CEST)","4528","0"
"06.01.2021 08:00 - 06.01.2021 09:00 (CET/CEST)","4742","0"
"06.01.2021 09:00 - 06.01.2021 10:00 (CET/CEST)","5086","0"
"06.01.2021 10:00 - 06.01.2021 11:00 (CET/CEST)","5087","0"
"06.01.2021 11:00 - 06.01.2021 12:00 (CET/CEST)","5443","0"
"06.01.2021 12:00 - 06.01.2021 13:00 (CET/CEST)","5963","0"
"06.01.2021 13:00 - 06.01.2021 14:00 (CET/CEST)","5574","0"
"06.01.2021 14:00 - 06.01.2021 15:00 (CET/CEST)","4712","0"
"06.01.2021 15:00 - 06.01.2021 16:00 (CET/CEST)","4659","0"
"06.01.2021 16:00 - 06.01.2021 17:00 (CET/CEST)","5488","0"
"06.01.2021 17:00 - 06.01.2021 18:00 (CET/CEST)","6406","0"
"06.01.2021 18:00 - 06.01.2021 19:00 (CET/CEST)","7285","0"
"06.01.2021 19:00 - 06.01.2021 20:00 (CET/CEST)","6645","0"
"06.01.2021 20:00 - 06.01.2021 21:00 (CET/CEST)","5232","0"
"06.01.2021 21:00 - 06.01.2021 22:00 (CET/CEST)","4608","0"
"06.01.2021 22:00 - 06.01.2021 23:00 (CET/CEST)","4628","0"
"06.01.2021 23:00 - 07.01.2021 00:00 (CET/CEST)","4541","0"
"07.01.2021 00:00 - 07.01.2021 01:00 (CET/CEST)","5269","0"
"07.01.2021 01:00 - 07.01.2021 02:00 (CET/CEST)","4993","0"
"07.01.2021 02:00 - 07.01.2021 03:00 (CET/CEST)","4990","0"
"07.01.2021 03:00 - 07.01.2021 04:00 (CET/CEST)","4990","0"
"07.01.2021 04:00 - 07.01.2021 05:00 (CET/CEST)","5059","0"
"07.01.2021 05:00 - 07.01.2021 06:00 (CET/CEST)","5125","0"
"07.01.2021 06:00 - 07.01.2021 07:00 (CET/CEST)","5409","0"
"07.01.2021 07:00 - 07.01.2021 08:00 (CET/CEST)","7642","0"
"07.01.2021 08:00 - 07.01.2021 09:00 (CET/CEST)","8611","0"
"07.01.2021 09:00 - 07.01.2021 10:00 (CET/CEST)","8967","0"
"07.01.2021 10:00 - 07.01.2021 11:00 (CET/CEST)","8896","0"
"07.01.2021 11:00 - 07.01.2021 12:00 (CET/CEST)","8668","0"
"07.01.2021 12:00 - 07.01.2021 13:00 (CET/CEST)","8426","0"
"07.01.2021 13:00 - 07.01.2021 14:00 (CET/CEST)","8306","0"
"07.01.2021 14:00 - 07.01.2021 15:00 (CET/CEST)","8236","0"
"07.01.2021 15:00 - 07.01.2021 16:00 (CET/CEST)","8381","0"
"07.01.2021 16:00 - 07.01.2021 17:00 (CET/CEST)","8633","0"
"07.01.2021 17:00 - 07.01.2021 18:00 (CET/CEST)","8849","0"
"07.01.2021 18:00 - 07.01.2021 19:00 (CET/CEST)","8819","0"
"07.01.2021 19:00 - 07.01.2021 20:00 (CET/CEST)","8406","0"
"07.01.2021 20:00 - 07.01.2021 21:00 (CET/CEST)","7272","0"
"07.01.2021 21:00 - 07.01.2021 22:00 (CET/CEST)","5605","0"
"07.01.2021 22:00 - 07.01.2021 23:00 (CET/CEST)","5105","0"
"07.01.2021 23:00 - 08.01.2021 00:00 (CET/CEST)","4757","0"
"08.01.2021 00:00 - 08.01.2021 01:00 (CET/CEST)","4462","0"
"08.01.2021 01:00 - 08.01.2021 02:00 (CET/CEST)","4428","0"
"08.01.2021 02:00 - 08.01.2021 03:00 (CET/CEST)","4396","0"
"08.01.2021 03:00 - 08.01.2021 04:00 (CET/CEST)","4395","0"
"08.01.2021 04:00 - 08.01.2021 05:00 (CET/CEST)","4444","0"
"08.01.2021 05:00 - 08.01.2021 06:00 (CET/CEST)","4512","0"
"08.01.2021 06:00 - 08.01.2021 07:00 (CET/CEST)","5164","0"
"08.01.2021 07:00 - 08.01.2021 08:00 (CET/CEST)","7568","0"
"08.01.2021 08:00 - 08.01.2021 09:00 (CET/CEST)","8692","0"
"08.01.2021 09:00 - 08.01.2021 10:00 (CET/CEST)","8942","0"
"08.01.2021 10:00 - 08.01.2021 11:00 (CET/CEST)","8953","0"
"08.01.2021 11:00 - 08.01.2021 12:00 (CET/CEST)","8806","0"
"08.01.2021 12:00 - 08.01.2021 13:00 (CET/CEST)","8690","0"
"08.01.2021 13:00 - 08.01.2021 14:00 (CET/CEST)","8124","0"
"08.01.2021 14:00 - 08.01.2021 15:00 (CET/CEST)","7866","0"
"08.01.2021 15:00 - 08.01.2021 16:00 (CET/CEST)","8064","0"
"08.01.2021 16:00 - 08.01.2021 17:00 (CET/CEST)","8453","0"
"08.01.2021 17:00 - 08.01.2021 18:00 (CET/CEST)","8884","0"
"08.01.2021 18:00 - 08.01.2021 19:00 (CET/CEST)","8899","0"
"08.01.2021 19:00 - 08.01.2021 20:00 (CET/CEST)","8429","0"
"08.01.2021 20:00 - 08.01.2021 21:00 (CET/CEST)","8071","0"
"08.01.2021 21:00 - 08.01.2021 22:00 (CET/CEST)","6111","0"
"08.01.2021 22:00 - 08.01.2021 23:00 (CET/CEST)","5471","0"
"08.01.2021 23:00 - 09.01.2021 00:00 (CET/CEST)","5253","0"
"09.01.2021 00:00 - 09.01.2021 01:00 (CET/CEST)","5015","0"
"09.01.2021 01:00 - 09.01.2021 02:00 (CET/CEST)","4851","0"
"09.01.2021 02:00 - 09.01.2021 03:00 (CET/CEST)","4682","0"
"09.01.2021 03:00 - 09.01.2021 04:00 (CET/CEST)","4549","0"
"09.01.2021 04:00 - 09.01.2021 05:00 (CET/CEST)","4536","0"
"09.01.2021 05:00 - 09.01.2021 06:00 (CET/CEST)","4511","0"
"09.01.2021 06:00 - 09.01.2021 07:00 (CET/CEST)","4583","0"
"09.01.2021 07:00 - 09.01.2021 08:00 (CET/CEST)","4849","0"
"09.01.2021 08:00 - 09.01.2021 09:00 (CET/CEST)","5169","0"
"09.01.2021 09:00 - 09.01.2021 10:00 (CET/CEST)","6401","0"
"09.01.2021 10:00 - 09.01.2021 11:00 (CET/CEST)","6465","0"
"09.01.2021 11:00 - 09.01.2021 12:00 (CET/CEST)","6847","0"
"09.01.2021 12:00 - 09.01.2021 13:00 (CET/CEST)","6521","0"
"09.01.2021 13:00 - 09.01.2021 14:00 (CET/CEST)","5683","0"
"09.01.2021 14:00 - 09.01.2021 15:00 (CET/CEST)","5394","0"
"09.01.2021 15:00 - 09.01.2021 16:00 (CET/CEST)","5264","0"
"09.01.2021 16:00 - 09.01.2021 17:00 (CET/CEST)","5755","0"
"09.01.2021 17:00 - 09.01.2021 18:00 (CET/CEST)","7521","0"
"09.01.2021 18:00 - 09.01.2021 19:00 (CET/CEST)","7949","0"
"09.01.2021 19:00 - 09.01.2021 20:00 (CET/CEST)","7133","0"
"09.01.2021 20:00 - 09.01.2021 21:00 (CET/CEST)","5427","0"
"09.01.2021 21:00 - 09.01.2021 22:00 (CET/CEST)","5047","0"
"09.01.2021 22:00 - 09.01.2021 23:00 (CET/CEST)","4919","0"
"09.01.2021 23:00 - 10.01.2021 00:00 (CET/CEST)","4813","0"
"10.01.2021 00:00 - 10.01.2021 01:00 (CET/CEST)","4731","0"
"10.01.2021 01:00 - 10.01.2021 02:00 (CET/CEST)","4419","0"
"10.01.2021 02:00 - 10.01.2021 03:00 (CET/CEST)","4231","0"
"10.01.2021 03:00 - 10.01.2021 04:00 (CET/CEST)","4086","0"
"10.01.2021 04:00 - 10.01.2021 05:00 (CET/CEST)","4062","0"
"10.01.2021 05:00 - 10.01.2021 06:00 (CET/CEST)","4071","0"
"10.01.2021 06:00 - 10.01.2021 07:00 (CET/CEST)","4071","0"
"10.01.2021 07:00 - 10.01.2021 08:00 (CET/CEST)","4115","0"
"10.01.2021 08:00 - 10.01.2021 09:00 (CET/CEST)","4402","0"
"10.01.2021 09:00 - 10.01.2021 10:00 (CET/CEST)","4738","0"
"10.01.2021 10:00 - 10.01.2021 11:00 (CET/CEST)","4666","0"
"10.01.2021 11:00 - 10.01.2021 12:00 (CET/CEST)","4849","0"
"10.01.2021 12:00 - 10.01.2021 13:00 (CET/CEST)","4924","0"
"10.01.2021 13:00 - 10.01.2021 14:00 (CET/CEST)","4795","0"
"10.01.2021 14:00 - 10.01.2021 15:00 (CET/CEST)","4718","0"
"10.01.2021 15:00 - 10.01.2021 16:00 (CET/CEST)","4697","0"
"10.01.2021 16:00 - 10.01.2021 17:00 (CET/CEST)","5060","0"
"10.01.2021 17:00 - 10.01.2021 18:00 (CET/CEST)","5502","0"
"10.01.2021 18:00 - 10.01.2021 19:00 (CET/CEST)","5916","0"
"10.01.2021 19:00 - 10.01.2021 20:00 (CET/CEST)","5541","0"
"10.01.2021 20:00 - 10.01.2021 21:00 (CET/CEST)","5182","0"
"10.01.2021 21:00 - 10.01.2021 22:00 (CET/CEST)","4931","0"
"10.01.2021 22:00 - 10.01.2021 23:00 (CET/CEST)","4780","0"
"10.01.2021 23:00 - 11.01.2021 00:00 (CET/CEST)","4483","0"
"11.01.2021 00:00 - 11.01.2021 01:00 (CET/CEST)","4520","0"
"11.01.2021 01:00 - 11.01.2021 02:00 (CET/CEST)","4465","0"
"11.01.2021 02:00 - 11.01.2021 03:00 (CET/CEST)","4458","0"
"11.01.2021 03:00 - 11.01.2021 04:00 (CET/CEST)","4471","0"
"11.01.2021 04:00 - 11.01.2021 05:00 (CET/CEST)","4548","0"
"11.01.2021 05:00 - 11.01.2021 06:00 (CET/CEST)","4725","0"
"11.01.2021 06:00 - 11.01.2021 07:00 (CET/CEST)","5362","0"
"11.01.2021 07:00 - 11.01.2021 08:00 (CET/CEST)","7376","0"
"11.01.2021 08:00 - 11.01.2021 09:00 (CET/CEST)","8263","0"
"11.01.2021 09:00 - 11.01.2021 10:00 (CET/CEST)","7082","0"
"11.01.2021 10:00 - 11.01.2021 11:00 (CET/CEST)","6230","0"
"11.01.2021 11:00 - 11.01.2021 12:00 (CET/CEST)","6187","0"
"11.01.2021 12:00 - 11.01.2021 13:00 (CET/CEST)","5954","0"
"11.01.2021 13:00 - 11.01.2021 14:00 (CET/CEST)","5550","0"
"11.01.2021 14:00 - 11.01.2021 15:00 (CET/CEST)","5404","0"
"11.01.2021 15:00 - 11.01.2021 16:00 (CET/CEST)","5364","0"
"11.01.2021 16:00 - 11.01.2021 17:00 (CET/CEST)","5323","0"
"11.01.2021 17:00 - 11.01.2021 18:00 (CET/CEST)","5600","0"
"11.01.2021 18:00 - 11.01.2021 19:00 (CET/CEST)","5495","0"
"11.01.2021 19:00 - 11.01.2021 20:00 (CET/CEST)","5008","0"
"11.01.2021 20:00 - 11.01.2021 21:00 (CET/CEST)","4616","0"
"11.01.2021 21:00 - 11.01.2021 22:00 (CET/CEST)","4363","0"
"11.01.2021 22:00 - 11.01.2021 23:00 (CET/CEST)","4258","0"
"11.01.2021 23:00 - 12.01.2021 00:00 (CET/CEST)","4113","0"
"12.01.2021 00:00 - 12.01.2021 01:00 (CET/CEST)","4020","0"
"12.01.2021 01:00 - 12.01.2021 02:00 (CET/CEST)","3900","0"
"12.01.2021 02:00 - 12.01.2021 03:00 (CET/CEST)","3767","0"
"12.01.2021 03:00 - 12.01.2021 04:00 (CET/CEST)","3771","0"
"12.01.2021 04:00 - 12.01.2021 05:00 (CET/CEST)","3873","0"
"12.01.2021 05:00 - 12.01.2021 06:00 (CET/CEST)","4109","0"
"12.01.2021 06:00 - 12.01.2021 07:00 (CET/CEST)","4339","0"
"12.01.2021 07:00 - 12.01.2021 08:00 (CET/CEST)","5550","0"
"12.01.2021 08:00 - 12.01.2021 09:00 (CET/CEST)","6619","0"
"12.01.2021 09:00 - 12.01.2021 10:00 (CET/CEST)","7267","0"
"12.01.2021 10:00 - 12.01.2021 11:00 (CET/CEST)","7033","0"
"12.01.2021 11:00 - 12.01.2021 12:00 (CET/CEST)","6945","0"
"12.01.2021 12:00 - 12.01.2021 13:00 (CET/CEST)","6495","0"
"12.01.2021 13:00 - 12.01.2021 14:00 (CET/CEST)","6348","0"
"12.01.2021 14:00 - 12.01.2021 15:00 (CET/CEST)","6749","0"
"12.01.2021 15:00 - 12.01.2021 16:00 (CET/CEST)","6930","0"
"12.01.2021 16:00 - 12.01.2021 17:00 (CET/CEST)","6911","0"
"12.01.2021 17:00 - 12.01.2021 18:00 (CET/CEST)","7538","0"
"12.01.2021 18:00 - 12.01.2021 19:00 (CET/CEST)","7016","0"
"12.01.2021 19:00 - 12.01.2021 20:00 (CET/CEST)","6139","0"
"12.01.2021 20:00 - 12.01.2021 21:00 (CET/CEST)","5319","0"
"12.01.2021 21:00 - 12.01.2021 22:00 (CET/CEST)","4942","0"
"12.01.2021 22:00 - 12.01.2021 23:00 (CET/CEST)","4850","0"
"12.01.2021 23:00 - 13.01.2021 00:00 (CET/CEST)","4801","0"
"13.01.2021 00:00 - 13.01.2021 01:00 (CET/CEST)","4957","0"
"13.01.2021 01:00 - 13.01.2021 02:00 (CET/CEST)","4943","0"
"13.01.2021 02:00 - 13.01.2021 03:00 (CET/CEST)","4964","0"
"13.01.2021 03:00 - 13.01.2021 04:00 (CET/CEST)","4964","0"
"13.01.2021 04:00 - 13.01.2021 05:00 (CET/CEST)","5123","0"
"13.01.2021 05:00 - 13.01.2021 06:00 (CET/CEST)","5516","0"
"13.01.2021 06:00 - 13.01.2021 07:00 (CET/CEST)","6326","0"
"13.01.2021 07:00 - 13.01.2021 08:00 (CET/CEST)","7199","0"
"13.01.2021 08:00 - 13.01.2021 09:00 (CET/CEST)","7689","0"
"13.01.2021 09:00 - 13.01.2021 10:00 (CET/CEST)","7929","0"
"13.01.2021 10:00 - 13.01.2021 11:00 (CET/CEST)","7671","0"
"13.01.2021 11:00 - 13.01.2021 12:00 (CET/CEST)","7708","0"
"13.01.2021 12:00 - 13.01.2021 13:00 (CET/CEST)","6877","0"
"13.01.2021 13:00 - 13.01.2021 14:00 (CET/CEST)","6563","0"
"13.01.2021 14:00 - 13.01.2021 15:00 (CET/CEST)","6525","0"
"13.01.2021 15:00 - 13.01.2021 16:00 (CET/CEST)","6877","0"
"13.01.2021 16:00 - 13.01.2021 17:00 (CET/CEST)","7421","0"
"13.01.2021 17:00 - 13.01.2021 18:00 (CET/CEST)","7852","0"
"13.01.2021 18:00 - 13.01.2021 19:00 (CET/CEST)","8106","0"
"13.01.2021 19:00 - 13.01.2021 20:00 (CET/CEST)","7282","0"
"13.01.2021 20:00 - 13.01.2021 21:00 (CET/CEST)","6657","0"
"13.01.2021 21:00 - 13.01.2021 22:00 (CET/CEST)","6105","0"
"13.01.2021 22:00 - 13.01.2021 23:00 (CET/CEST)","5710","0"
"13.01.2021 23:00 - 14.01.2021 00:00 (CET/CEST)","5239","0"
"14.01.2021 00:00 - 14.01.2021 01:00 (CET/CEST)","5217","0"
"14.01.2021 01:00 - 14.01.2021 02:00 (CET/CEST)","4995","0"
"14.01.2021 02:00 - 14.01.2021 03:00 (CET/CEST)","5054","0"
"14.01.2021 03:00 - 14.01.2021 04:00 (CET/CEST)","5111","0"
"14.01.2021 04:00 - 14.01.2021 05:00 (CET/CEST)","5451","0"
"14.01.2021 05:00 - 14.01.2021 06:00 (CET/CEST)","5734","0"
"14.01.2021 06:00 - 14.01.2021 07:00 (CET/CEST)","6363","0"
"14.01.2021 07:00 - 14.01.2021 08:00 (CET/CEST)","9179","0"
"14.01.2021 08:00 - 14.01.2021 09:00 (CET/CEST)","9899","0"
"14.01.2021 09:00 - 14.01.2021 10:00 (CET/CEST)","10004","0"
"14.01.2021 10:00 - 14.01.2021 11:00 (CET/CEST)","10329","0"
"14.01.2021 11:00 - 14.01.2021 12:00 (CET/CEST)","10501","0"
"14.01.2021 12:00 - 14.01.2021 13:00 (CET/CEST)","10451","0"
"14.01.2021 13:00 - 14.01.2021 14:00 (CET/CEST)","9994","0"
"14.01.2021 14:00 - 14.01.2021 15:00 (CET/CEST)","9914","0"
"14.01.2021 15:00 - 14.01.2021 16:00 (CET/CEST)","9943","0"
"14.01.2021 16:00 - 14.01.2021 17:00 (CET/CEST)","10300","0"
"14.01.2021 17:00 - 14.01.2021 18:00 (CET/CEST)","10490","0"
"14.01.2021 18:00 - 14.01.2021 19:00 (CET/CEST)","10425","0"
"14.01.2021 19:00 - 14.01.2021 20:00 (CET/CEST)","10085","0"
"14.01.2021 20:00 - 14.01.2021 21:00 (CET/CEST)","7671","0"
"14.01.2021 21:00 - 14.01.2021 22:00 (CET/CEST)","6588","0"
"14.01.2021 22:00 - 14.01.2021 23:00 (CET/CEST)","6148","0"
"14.01.2021 23:00 - 15.01.2021 00:00 (CET/CEST)","5937","0"
"15.01.2021 00:00 - 15.01.2021 01:00 (CET/CEST)","5467","0"
"15.01.2021 01:00 - 15.01.2021 02:00 (CET/CEST)","5249","0"
"15.01.2021 02:00 - 15.01.2021 03:00 (CET/CEST)","5158","0"
"15.01.2021 03:00 - 15.01.2021 04:00 (CET/CEST)","5056","0"
"15.01.2021 04:00 - 15.01.2021 05:00 (CET/CEST)","5012","0"
"15.01.2021 05:00 - 15.01.2021 06:00 (CET/CEST)","5049","0"
"15.01.2021 06:00 - 15.01.2021 07:00 (CET/CEST)","5673","0"
"15.01.2021 07:00 - 15.01.2021 08:00 (CET/CEST)","8436","0"
"15.01.2021 08:00 - 15.01.2021 09:00 (CET/CEST)","9135","0"
"15.01.2021 09:00 - 15.01.2021 10:00 (CET/CEST)","9275","0"
"15.01.2021 10:00 - 15.01.2021 11:00 (CET/CEST)","9247","0"
