"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"02.01.2022 08:00 - 02.01.2022 09:00 (CET/CEST)","4937","0"
"02.01.2022 09:00 - 02.01.2022 10:00 (CET/CEST)","5094","0"
"02.01.2022 10:00 - 02.01.2022 11:00 (CET/CEST)","5120","0"
"02.01.2022 11:00 - 02.01.2022 12:00 (CET/CEST)","5158","0"
"02.01.2022 12:00 - 02.01.2022 13:00 (CET/CEST)","5055","0"
"02.01.2022 13:00 - 02.01.2022 14:00 (CET/CEST)","4869","0"
"02.01.2022 14:00 - 02.01.2022 15:00 (CET/CEST)","4743","0"
"02.01.2022 15:00 - 02.01.2022 16:00 (CET/CEST)","4686","0"
"02.01.2022 16:00 - 02.01.2022 17:00 (CET/CEST)","5029","0"
"02.01.2022 17:00 - 02.01.2022 18:00 (CET/CEST)","5393","0"
"02.01.2022 18:00 - 02.01.2022 19:00 (CET/CEST)","5472","0"
"02.01.2022 19:00 - 02.01.2022 20:00 (CET/CEST)","5270","0"
"02.01.2022 20:00 - 02.01.2022 21:00 (CET/CEST)","5100","0"
"02.01.2022 21:00 - 02.01.2022 22:00 (CET/CEST)","5116","0"
"02.01.2022 22:00 - 02.01.2022 23:00 (CET/CEST)","5248","0"
"02.01.2022 23:00 - 03.01.2022 00:00 (CET/CEST)","5321","0"
"03.01.2022 00:00 - 03.01.2022 01:00 (CET/CEST)","5215","0"
"03.01.2022 01:00 - 03.01.2022 02:00 (CET/CEST)","5247","0"
"03.01.2022 02:00 - 03.01.2022 03:00 (CET/CEST)","5333","0"
"03.01.2022 03:00 - 03.01.2022 04:00 (CET/CEST)","5507","0"
"03.01.2022 04:00 - 03.01.2022 05:00 (CET/CEST)","5828","0"
"03.01.2022 05:00 - 03.01.2022 06:00 (CET/CEST)","5995","0"
"03.01.2022 06:00 - 03.01.2022 07:00 (CET/CEST)","6337","0"
"03.01.2022 07:00 - 03.01.2022 08:00 (CET/CEST)","7420","0"
"03.01.2022 08:00 - 03.01.2022 09:00 (CET/CEST)","7949","0"
"03.01.2022 09:00 - 03.01.2022 10:00 (CET/CEST)","8219","0"
"03.01.2022 10:00 - 03.01.2022 11:00 (CET/CEST)","8287","0"
"03.01.2022 11:00 - 03.01.2022 12:00 (CET/CEST)","8212","0"
"03.01.2022 12:00 - 03.01.2022 13:00 (CET/CEST)","8038","0"
"03.01.2022 13:00 - 03.01.2022 14:00 (CET/CEST)","7738","0"
"03.01.2022 14:00 - 03.01.2022 15:00 (CET/CEST)","7763","0"
"03.01.2022 15:00 - 03.01.2022 16:00 (CET/CEST)","7727","0"
"03.01.2022 16:00 - 03.01.2022 17:00 (CET/CEST)","7804","0"
"03.01.2022 17:00 - 03.01.2022 18:00 (CET/CEST)","8270","0"
"03.01.2022 18:00 - 03.01.2022 19:00 (CET/CEST)","8171","0"
"03.01.2022 19:00 - 03.01.2022 20:00 (CET/CEST)","7938","0"
"03.01.2022 20:00 - 03.01.2022 21:00 (CET/CEST)","7501","0"
"03.01.2022 21:00 - 03.01.2022 22:00 (CET/CEST)","6648","0"
"03.01.2022 22:00 - 03.01.2022 23:00 (CET/CEST)","6303","0"
"03.01.2022 23:00 - 04.01.2022 00:00 (CET/CEST)","6039","0"
"04.01.2022 00:00 - 04.01.2022 01:00 (CET/CEST)","5043","0"
"04.01.2022 01:00 - 04.01.2022 02:00 (CET/CEST)","4881","0"
"04.01.2022 02:00 - 04.01.2022 03:00 (CET/CEST)","4768","0"
"04.01.2022 03:00 - 04.01.2022 04:00 (CET/CEST)","4686","0"
"04.01.2022 04:00 - 04.01.2022 05:00 (CET/CEST)","4750","0"
"04.01.2022 05:00 - 04.01.2022 06:00 (CET/CEST)","4950","0"
"04.01.2022 06:00 - 04.01.2022 07:00 (CET/CEST)","5651","0"
"04.01.2022 07:00 - 04.01.2022 08:00 (CET/CEST)","6883","0"
"04.01.2022 08:00 - 04.01.2022 09:00 (CET/CEST)","6828","0"
"04.01.2022 09:00 - 04.01.2022 10:00 (CET/CEST)","8011","0"
"04.01.2022 10:00 - 04.01.2022 11:00 (CET/CEST)","8125","0"
"04.01.2022 11:00 - 04.01.2022 12:00 (CET/CEST)","7708","0"
"04.01.2022 12:00 - 04.01.2022 13:00 (CET/CEST)","7524","0"
"04.01.2022 13:00 - 04.01.2022 14:00 (CET/CEST)","7266","0"
"04.01.2022 14:00 - 04.01.2022 15:00 (CET/CEST)","7230","0"
"04.01.2022 15:00 - 04.01.2022 16:00 (CET/CEST)","7398","0"
"04.01.2022 16:00 - 04.01.2022 17:00 (CET/CEST)","7548","0"
"04.01.2022 17:00 - 04.01.2022 18:00 (CET/CEST)","8812","0"
"04.01.2022 18:00 - 04.01.2022 19:00 (CET/CEST)","8594","0"
"04.01.2022 19:00 - 04.01.2022 20:00 (CET/CEST)","8070","0"
"04.01.2022 20:00 - 04.01.2022 21:00 (CET/CEST)","6973","0"
"04.01.2022 21:00 - 04.01.2022 22:00 (CET/CEST)","6691","0"
"04.01.2022 22:00 - 04.01.2022 23:00 (CET/CEST)","6261","0"
"04.01.2022 23:00 - 05.01.2022 00:00 (CET/CEST)","5514","0"
"05.01.2022 00:00 - 05.01.2022 01:00 (CET/CEST)","5125","0"
"05.01.2022 01:00 - 05.01.2022 02:00 (CET/CEST)","4745","0"
"05.01.2022 02:00 - 05.01.2022 03:00 (CET/CEST)","4629","0"
"05.01.2022 03:00 - 05.01.2022 04:00 (CET/CEST)","4606","0"
"05.01.2022 04:00 - 05.01.2022 05:00 (CET/CEST)","4663","0"
"05.01.2022 05:00 - 05.01.2022 06:00 (CET/CEST)","4828","0"
"05.01.2022 06:00 - 05.01.2022 07:00 (CET/CEST)","5296","0"
"05.01.2022 07:00 - 05.01.2022 08:00 (CET/CEST)","6154","0"
"05.01.2022 08:00 - 05.01.2022 09:00 (CET/CEST)","6826","0"
"05.01.2022 09:00 - 05.01.2022 10:00 (CET/CEST)","6912","0"
"05.01.2022 10:00 - 05.01.2022 11:00 (CET/CEST)","6852","0"
"05.01.2022 11:00 - 05.01.2022 12:00 (CET/CEST)","6950","0"
"05.01.2022 12:00 - 05.01.2022 13:00 (CET/CEST)","6839","0"
"05.01.2022 13:00 - 05.01.2022 14:00 (CET/CEST)","7005","0"
"05.01.2022 14:00 - 05.01.2022 15:00 (CET/CEST)","7104","0"
"05.01.2022 15:00 - 05.01.2022 16:00 (CET/CEST)","7554","0"
"05.01.2022 16:00 - 05.01.2022 17:00 (CET/CEST)","7883","0"
"05.01.2022 17:00 - 05.01.2022 18:00 (CET/CEST)","8386","0"
"05.01.2022 18:00 - 05.01.2022 19:00 (CET/CEST)","8353","0"
"05.01.2022 19:00 - 05.01.2022 20:00 (CET/CEST)","8072","0"
"05.01.2022 20:00 - 05.01.2022 21:00 (CET/CEST)","7583","0"
"05.01.2022 21:00 - 05.01.2022 22:00 (CET/CEST)","7449","0"
"05.01.2022 22:00 - 05.01.2022 23:00 (CET/CEST)","7176","0"
"05.01.2022 23:00 - 06.01.2022 00:00 (CET/CEST)","6886","0"
"06.01.2022 00:00 - 06.01.2022 01:00 (CET/CEST)","6477","0"
"06.01.2022 01:00 - 06.01.2022 02:00 (CET/CEST)","6398","0"
"06.01.2022 02:00 - 06.01.2022 03:00 (CET/CEST)","6352","0"
"06.01.2022 03:00 - 06.01.2022 04:00 (CET/CEST)","6324","0"
"06.01.2022 04:00 - 06.01.2022 05:00 (CET/CEST)","6384","0"
"06.01.2022 05:00 - 06.01.2022 06:00 (CET/CEST)","6837","0"
"06.01.2022 06:00 - 06.01.2022 07:00 (CET/CEST)","7374","0"
"06.01.2022 07:00 - 06.01.2022 08:00 (CET/CEST)","8831","0"
"06.01.2022 08:00 - 06.01.2022 09:00 (CET/CEST)","9240","0"
"06.01.2022 09:00 - 06.01.2022 10:00 (CET/CEST)","8779","0"
"06.01.2022 10:00 - 06.01.2022 11:00 (CET/CEST)","9347","0"
"06.01.2022 11:00 - 06.01.2022 12:00 (CET/CEST)","9372","0"
"06.01.2022 12:00 - 06.01.2022 13:00 (CET/CEST)","9196","0"
"06.01.2022 13:00 - 06.01.2022 14:00 (CET/CEST)","8056","0"
"06.01.2022 14:00 - 06.01.2022 15:00 (CET/CEST)","8348","0"
"06.01.2022 15:00 - 06.01.2022 16:00 (CET/CEST)","8559","0"
"06.01.2022 16:00 - 06.01.2022 17:00 (CET/CEST)","9493","0"
"06.01.2022 17:00 - 06.01.2022 18:00 (CET/CEST)","9669","0"
"06.01.2022 18:00 - 06.01.2022 19:00 (CET/CEST)","9531","0"
"06.01.2022 19:00 - 06.01.2022 20:00 (CET/CEST)","9029","0"
"06.01.2022 20:00 - 06.01.2022 21:00 (CET/CEST)","7888","0"
"06.01.2022 21:00 - 06.01.2022 22:00 (CET/CEST)","6872","0"
"06.01.2022 22:00 - 06.01.2022 23:00 (CET/CEST)","6018","0"
"06.01.2022 23:00 - 07.01.2022 00:00 (CET/CEST)","5377","0"
"07.01.2022 00:00 - 07.01.2022 01:00 (CET/CEST)","4989","0"
"07.01.2022 01:00 - 07.01.2022 02:00 (CET/CEST)","4597","0"
"07.01.2022 02:00 - 07.01.2022 03:00 (CET/CEST)","4387","0"
"07.01.2022 03:00 - 07.01.2022 04:00 (CET/CEST)","4325","0"
"07.01.2022 04:00 - 07.01.2022 05:00 (CET/CEST)","4309","0"
"07.01.2022 05:00 - 07.01.2022 06:00 (CET/CEST)","4488","0"
"07.01.2022 06:00 - 07.01.2022 07:00 (CET/CEST)","4996","0"
"07.01.2022 07:00 - 07.01.2022 08:00 (CET/CEST)","5682","0"
"07.01.2022 08:00 - 07.01.2022 09:00 (CET/CEST)","6083","0"
"07.01.2022 09:00 - 07.01.2022 10:00 (CET/CEST)","6283","0"
"07.01.2022 10:00 - 07.01.2022 11:00 (CET/CEST)","6202","0"
"07.01.2022 11:00 - 07.01.2022 12:00 (CET/CEST)","6113","0"
"07.01.2022 12:00 - 07.01.2022 13:00 (CET/CEST)","5959","0"
"07.01.2022 13:00 - 07.01.2022 14:00 (CET/CEST)","5999","0"
"07.01.2022 14:00 - 07.01.2022 15:00 (CET/CEST)","5994","0"
"07.01.2022 15:00 - 07.01.2022 16:00 (CET/CEST)","5978","0"
"07.01.2022 16:00 - 07.01.2022 17:00 (CET/CEST)","6628","0"
"07.01.2022 17:00 - 07.01.2022 18:00 (CET/CEST)","8658","0"
"07.01.2022 18:00 - 07.01.2022 19:00 (CET/CEST)","8956","0"
"07.01.2022 19:00 - 07.01.2022 20:00 (CET/CEST)","8468","0"
"07.01.2022 20:00 - 07.01.2022 21:00 (CET/CEST)","7367","0"
"07.01.2022 21:00 - 07.01.2022 22:00 (CET/CEST)","6099","0"
"07.01.2022 22:00 - 07.01.2022 23:00 (CET/CEST)","5778","0"
"07.01.2022 23:00 - 08.01.2022 00:00 (CET/CEST)","5559","0"
"08.01.2022 00:00 - 08.01.2022 01:00 (CET/CEST)","5698","0"
"08.01.2022 01:00 - 08.01.2022 02:00 (CET/CEST)","5289","0"
"08.01.2022 02:00 - 08.01.2022 03:00 (CET/CEST)","4990","0"
"08.01.2022 03:00 - 08.01.2022 04:00 (CET/CEST)","4814","0"
"08.01.2022 04:00 - 08.01.2022 05:00 (CET/CEST)","4724","0"
"08.01.2022 05:00 - 08.01.2022 06:00 (CET/CEST)","4782","0"
"08.01.2022 06:00 - 08.01.2022 07:00 (CET/CEST)","5260","0"
"08.01.2022 07:00 - 08.01.2022 08:00 (CET/CEST)","5651","0"
"08.01.2022 08:00 - 08.01.2022 09:00 (CET/CEST)","5829","0"
"08.01.2022 09:00 - 08.01.2022 10:00 (CET/CEST)","6821","0"
"08.01.2022 10:00 - 08.01.2022 11:00 (CET/CEST)","6561","0"
"08.01.2022 11:00 - 08.01.2022 12:00 (CET/CEST)","5830","0"
"08.01.2022 12:00 - 08.01.2022 13:00 (CET/CEST)","5733","0"
"08.01.2022 13:00 - 08.01.2022 14:00 (CET/CEST)","5598","0"
"08.01.2022 14:00 - 08.01.2022 15:00 (CET/CEST)","5391","0"
"08.01.2022 15:00 - 08.01.2022 16:00 (CET/CEST)","5343","0"
"08.01.2022 16:00 - 08.01.2022 17:00 (CET/CEST)","5671","0"
"08.01.2022 17:00 - 08.01.2022 18:00 (CET/CEST)","6008","0"
"08.01.2022 18:00 - 08.01.2022 19:00 (CET/CEST)","6249","0"
"08.01.2022 19:00 - 08.01.2022 20:00 (CET/CEST)","5756","0"
"08.01.2022 20:00 - 08.01.2022 21:00 (CET/CEST)","5288","0"
"08.01.2022 21:00 - 08.01.2022 22:00 (CET/CEST)","4929","0"
"08.01.2022 22:00 - 08.01.2022 23:00 (CET/CEST)","4541","0"
"08.01.2022 23:00 - 09.01.2022 00:00 (CET/CEST)","4466","0"
"09.01.2022 00:00 - 09.01.2022 01:00 (CET/CEST)","4376","0"
"09.01.2022 01:00 - 09.01.2022 02:00 (CET/CEST)","4271","0"
"09.01.2022 02:00 - 09.01.2022 03:00 (CET/CEST)","4299","0"
"09.01.2022 03:00 - 09.01.2022 04:00 (CET/CEST)","4519","0"
"09.01.2022 04:00 - 09.01.2022 05:00 (CET/CEST)","4768","0"
"09.01.2022 05:00 - 09.01.2022 06:00 (CET/CEST)","4990","0"
"09.01.2022 06:00 - 09.01.2022 07:00 (CET/CEST)","5286","0"
"09.01.2022 07:00 - 09.01.2022 08:00 (CET/CEST)","5564","0"
"09.01.2022 08:00 - 09.01.2022 09:00 (CET/CEST)","5789","0"
"09.01.2022 09:00 - 09.01.2022 10:00 (CET/CEST)","5910","0"
"09.01.2022 10:00 - 09.01.2022 11:00 (CET/CEST)","5839","0"
"09.01.2022 11:00 - 09.01.2022 12:00 (CET/CEST)","5828","0"
"09.01.2022 12:00 - 09.01.2022 13:00 (CET/CEST)","5713","0"
"09.01.2022 13:00 - 09.01.2022 14:00 (CET/CEST)","5395","0"
"09.01.2022 14:00 - 09.01.2022 15:00 (CET/CEST)","5290","0"
"09.01.2022 15:00 - 09.01.2022 16:00 (CET/CEST)","5236","0"
"09.01.2022 16:00 - 09.01.2022 17:00 (CET/CEST)","5255","0"
"09.01.2022 17:00 - 09.01.2022 18:00 (CET/CEST)","5718","0"
"09.01.2022 18:00 - 09.01.2022 19:00 (CET/CEST)","6119","0"
"09.01.2022 19:00 - 09.01.2022 20:00 (CET/CEST)","5711","0"
"09.01.2022 20:00 - 09.01.2022 21:00 (CET/CEST)","5581","0"
"09.01.2022 21:00 - 09.01.2022 22:00 (CET/CEST)","5349","0"
"09.01.2022 22:00 - 09.01.2022 23:00 (CET/CEST)","5301","0"
"09.01.2022 23:00 - 10.01.2022 00:00 (CET/CEST)","5241","0"
"10.01.2022 00:00 - 10.01.2022 01:00 (CET/CEST)","4882","0"
"10.01.2022 01:00 - 10.01.2022 02:00 (CET/CEST)","4854","0"
"10.01.2022 02:00 - 10.01.2022 03:00 (CET/CEST)","4886","0"
"10.01.2022 03:00 - 10.01.2022 04:00 (CET/CEST)","4970","0"
"10.01.2022 04:00 - 10.01.2022 05:00 (CET/CEST)","5162","0"
"10.01.2022 05:00 - 10.01.2022 06:00 (CET/CEST)","5628","0"
"10.01.2022 06:00 - 10.01.2022 07:00 (CET/CEST)","6487","0"
"10.01.2022 07:00 - 10.01.2022 08:00 (CET/CEST)","8482","0"
"10.01.2022 08:00 - 10.01.2022 09:00 (CET/CEST)","9040","0"
"10.01.2022 09:00 - 10.01.2022 10:00 (CET/CEST)","9717","0"
"10.01.2022 10:00 - 10.01.2022 11:00 (CET/CEST)","9508","0"
"10.01.2022 11:00 - 10.01.2022 12:00 (CET/CEST)","9511","0"
"10.01.2022 12:00 - 10.01.2022 13:00 (CET/CEST)","9108","0"
"10.01.2022 13:00 - 10.01.2022 14:00 (CET/CEST)","9130","0"
"10.01.2022 14:00 - 10.01.2022 15:00 (CET/CEST)","9169","0"
"10.01.2022 15:00 - 10.01.2022 16:00 (CET/CEST)","9510","0"
"10.01.2022 16:00 - 10.01.2022 17:00 (CET/CEST)","9907","0"
"10.01.2022 17:00 - 10.01.2022 18:00 (CET/CEST)","10599","0"
"10.01.2022 18:00 - 10.01.2022 19:00 (CET/CEST)","10469","0"
"10.01.2022 19:00 - 10.01.2022 20:00 (CET/CEST)","10289","0"
"10.01.2022 20:00 - 10.01.2022 21:00 (CET/CEST)","8474","0"
"10.01.2022 21:00 - 10.01.2022 22:00 (CET/CEST)","8142","0"
"10.01.2022 22:00 - 10.01.2022 23:00 (CET/CEST)","7963","0"
"10.01.2022 23:00 - 11.01.2022 00:00 (CET/CEST)","7757","0"
"11.01.2022 00:00 - 11.01.2022 01:00 (CET/CEST)","7589","0"
"11.01.2022 01:00 - 11.01.2022 02:00 (CET/CEST)","7583","0"
"11.01.2022 02:00 - 11.01.2022 03:00 (CET/CEST)","7567","0"
"11.01.2022 03:00 - 11.01.2022 04:00 (CET/CEST)","7612","0"
"11.01.2022 04:00 - 11.01.2022 05:00 (CET/CEST)","7651","0"
"11.01.2022 05:00 - 11.01.2022 06:00 (CET/CEST)","7724","0"
"11.01.2022 06:00 - 11.01.2022 07:00 (CET/CEST)","8104","0"
"11.01.2022 07:00 - 11.01.2022 08:00 (CET/CEST)","9510","0"
"11.01.2022 08:00 - 11.01.2022 09:00 (CET/CEST)","10291","0"
"11.01.2022 09:00 - 11.01.2022 10:00 (CET/CEST)","10171","0"
"11.01.2022 10:00 - 11.01.2022 11:00 (CET/CEST)","8842","0"
"11.01.2022 11:00 - 11.01.2022 12:00 (CET/CEST)","8336","0"
"11.01.2022 12:00 - 11.01.2022 13:00 (CET/CEST)","7779","0"
"11.01.2022 13:00 - 11.01.2022 14:00 (CET/CEST)","7674","0"
"11.01.2022 14:00 - 11.01.2022 15:00 (CET/CEST)","7611","0"
"11.01.2022 15:00 - 11.01.2022 16:00 (CET/CEST)","8174","0"
"11.01.2022 16:00 - 11.01.2022 17:00 (CET/CEST)","9202","0"
"11.01.2022 17:00 - 11.01.2022 18:00 (CET/CEST)","11032","0"
"11.01.2022 18:00 - 11.01.2022 19:00 (CET/CEST)","11004","0"
"11.01.2022 19:00 - 11.01.2022 20:00 (CET/CEST)","10238","0"
"11.01.2022 20:00 - 11.01.2022 21:00 (CET/CEST)","8502","0"
"11.01.2022 21:00 - 11.01.2022 22:00 (CET/CEST)","7690","0"
"11.01.2022 22:00 - 11.01.2022 23:00 (CET/CEST)","7476","0"
"11.01.2022 23:00 - 12.01.2022 00:00 (CET/CEST)","7202","0"
"12.01.2022 00:00 - 12.01.2022 01:00 (CET/CEST)","7123","0"
"12.01.2022 01:00 - 12.01.2022 02:00 (CET/CEST)","7075","0"
"12.01.2022 02:00 - 12.01.2022 03:00 (CET/CEST)","7071","0"
"12.01.2022 03:00 - 12.01.2022 04:00 (CET/CEST)","7051","0"
"12.01.2022 04:00 - 12.01.2022 05:00 (CET/CEST)","7050","0"
"12.01.2022 05:00 - 12.01.2022 06:00 (CET/CEST)","7024","0"
"12.01.2022 06:00 - 12.01.2022 07:00 (CET/CEST)","7457","0"
"12.01.2022 07:00 - 12.01.2022 08:00 (CET/CEST)","9690","0"
"12.01.2022 08:00 - 12.01.2022 09:00 (CET/CEST)","10554","0"
"12.01.2022 09:00 - 12.01.2022 10:00 (CET/CEST)","10457","0"
"12.01.2022 10:00 - 12.01.2022 11:00 (CET/CEST)","9694","0"
"12.01.2022 11:00 - 12.01.2022 12:00 (CET/CEST)","8150","0"
"12.01.2022 12:00 - 12.01.2022 13:00 (CET/CEST)","7673","0"
"12.01.2022 13:00 - 12.01.2022 14:00 (CET/CEST)","7264","0"
"12.01.2022 14:00 - 12.01.2022 15:00 (CET/CEST)","7155","0"
"12.01.2022 15:00 - 12.01.2022 16:00 (CET/CEST)","7370","0"
"12.01.2022 16:00 - 12.01.2022 17:00 (CET/CEST)","8143","0"
"12.01.2022 17:00 - 12.01.2022 18:00 (CET/CEST)","10104","0"
"12.01.2022 18:00 - 12.01.2022 19:00 (CET/CEST)","10161","0"
"12.01.2022 19:00 - 12.01.2022 20:00 (CET/CEST)","9192","0"
"12.01.2022 20:00 - 12.01.2022 21:00 (CET/CEST)","7464","0"
"12.01.2022 21:00 - 12.01.2022 22:00 (CET/CEST)","7229","0"
"12.01.2022 22:00 - 12.01.2022 23:00 (CET/CEST)","7050","0"
"12.01.2022 23:00 - 13.01.2022 00:00 (CET/CEST)","6927","0"
"13.01.2022 00:00 - 13.01.2022 01:00 (CET/CEST)","6509","0"
"13.01.2022 01:00 - 13.01.2022 02:00 (CET/CEST)","6356","0"
"13.01.2022 02:00 - 13.01.2022 03:00 (CET/CEST)","6103","0"
"13.01.2022 03:00 - 13.01.2022 04:00 (CET/CEST)","5857","0"
"13.01.2022 04:00 - 13.01.2022 05:00 (CET/CEST)","6107","0"
"13.01.2022 05:00 - 13.01.2022 06:00 (CET/CEST)","6252","0"
"13.01.2022 06:00 - 13.01.2022 07:00 (CET/CEST)","6912","0"
"13.01.2022 07:00 - 13.01.2022 08:00 (CET/CEST)","7481","0"
"13.01.2022 08:00 - 13.01.2022 09:00 (CET/CEST)","8268","0"
"13.01.2022 09:00 - 13.01.2022 10:00 (CET/CEST)","8095","0"
"13.01.2022 10:00 - 13.01.2022 11:00 (CET/CEST)","7468","0"
"13.01.2022 11:00 - 13.01.2022 12:00 (CET/CEST)","7050","0"
"13.01.2022 12:00 - 13.01.2022 13:00 (CET/CEST)","6966","0"
"13.01.2022 13:00 - 13.01.2022 14:00 (CET/CEST)","7075","0"
"13.01.2022 14:00 - 13.01.2022 15:00 (CET/CEST)","6895","0"
"13.01.2022 15:00 - 13.01.2022 16:00 (CET/CEST)","7121","0"
"13.01.2022 16:00 - 13.01.2022 17:00 (CET/CEST)","7494","0"
"13.01.2022 17:00 - 13.01.2022 18:00 (CET/CEST)","8407","0"
"13.01.2022 18:00 - 13.01.2022 19:00 (CET/CEST)","8337","0"
"13.01.2022 19:00 - 13.01.2022 20:00 (CET/CEST)","7884","0"
"13.01.2022 20:00 - 13.01.2022 21:00 (CET/CEST)","7400","0"
"13.01.2022 21:00 - 13.01.2022 22:00 (CET/CEST)","6950","0"
"13.01.2022 22:00 - 13.01.2022 23:00 (CET/CEST)","6634","0"
"13.01.2022 23:00 - 14.01.2022 00:00 (CET/CEST)","6311","0"
"14.01.2022 00:00 - 14.01.2022 01:00 (CET/CEST)","6183","0"
"14.01.2022 01:00 - 14.01.2022 02:00 (CET/CEST)","6407","0"
"14.01.2022 02:00 - 14.01.2022 03:00 (CET/CEST)","6270","0"
"14.01.2022 03:00 - 14.01.2022 04:00 (CET/CEST)","6402","0"
"14.01.2022 04:00 - 14.01.2022 05:00 (CET/CEST)","6467","0"
"14.01.2022 05:00 - 14.01.2022 06:00 (CET/CEST)","6535","0"
"14.01.2022 06:00 - 14.01.2022 07:00 (CET/CEST)","7289","0"
"14.01.2022 07:00 - 14.01.2022 08:00 (CET/CEST)","8322","0"
"14.01.2022 08:00 - 14.01.2022 09:00 (CET/CEST)","10405","0"
"14.01.2022 09:00 - 14.01.2022 10:00 (CET/CEST)","9280","0"
"14.01.2022 10:00 - 14.01.2022 11:00 (CET/CEST)","8022","0"
"14.01.2022 11:00 - 14.01.2022 12:00 (CET/CEST)","7847","0"
"14.01.2022 12:00 - 14.01.2022 13:00 (CET/CEST)","7777","0"
"14.01.2022 13:00 - 14.01.2022 14:00 (CET/CEST)","7798","0"
"14.01.2022 14:00 - 14.01.2022 15:00 (CET/CEST)","7977","0"
"14.01.2022 15:00 - 14.01.2022 16:00 (CET/CEST)","8882","0"
"14.01.2022 16:00 - 14.01.2022 17:00 (CET/CEST)","10508","0"
"14.01.2022 17:00 - 14.01.2022 18:00 (CET/CEST)","11581","0"
"14.01.2022 18:00 - 14.01.2022 19:00 (CET/CEST)","11673","0"
"14.01.2022 19:00 - 14.01.2022 20:00 (CET/CEST)","11241","0"
"14.01.2022 20:00 - 14.01.2022 21:00 (CET/CEST)","9127","0"
"14.01.2022 21:00 - 14.01.2022 22:00 (CET/CEST)","8264","0"
"14.01.2022 22:00 - 14.01.2022 23:00 (CET/CEST)","7628","0"
"14.01.2022 23:00 - 15.01.2022 00:00 (CET/CEST)","7456","0"
"15.01.2022 00:00 - 15.01.2022 01:00 (CET/CEST)","8357","0"
"15.01.2022 01:00 - 15.01.2022 02:00 (CET/CEST)","7059","0"
"15.01.2022 02:00 - 15.01.2022 03:00 (CET/CEST)","6688","0"
"15.01.2022 03:00 - 15.01.2022 04:00 (CET/CEST)","6462","0"
"15.01.2022 04:00 - 15.01.2022 05:00 (CET/CEST)","6417","0"
"15.01.2022 05:00 - 15.01.2022 06:00 (CET/CEST)","6266","0"
"15.01.2022 06:00 - 15.01.2022 07:00 (CET/CEST)","6402","0"
"15.01.2022 07:00 - 15.01.2022 08:00 (CET/CEST)","6544","0"
"15.01.2022 08:00 - 15.01.2022 09:00 (CET/CEST)","7225","0"
"15.01.2022 09:00 - 15.01.2022 10:00 (CET/CEST)","8818","0"
"15.01.2022 10:00 - 15.01.2022 11:00 (CET/CEST)","7950","0"
