"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"02.01.2015 18:00 - 02.01.2015 19:00 (CET/CEST)","4929","0"
"02.01.2015 19:00 - 02.01.2015 20:00 (CET/CEST)","4938","0"
"02.01.2015 20:00 - 02.01.2015 21:00 (CET/CEST)","4734","0"
"02.01.2015 21:00 - 02.01.2015 22:00 (CET/CEST)","4649","0"
"02.01.2015 22:00 - 02.01.2015 23:00 (CET/CEST)","4601","0"
"02.01.2015 23:00 - 03.01.2015 00:00 (CET/CEST)","4456","0"
"03.01.2015 00:00 - 03.01.2015 01:00 (CET/CEST)","4533","0"
"03.01.2015 01:00 - 03.01.2015 02:00 (CET/CEST)","4286","0"
"03.01.2015 02:00 - 03.01.2015 03:00 (CET/CEST)","4158","0"
"03.01.2015 03:00 - 03.01.2015 04:00 (CET/CEST)","4206","0"
"03.01.2015 04:00 - 03.01.2015 05:00 (CET/CEST)","4236","0"
"03.01.2015 05:00 - 03.01.2015 06:00 (CET/CEST)","4217","0"
"03.01.2015 06:00 - 03.01.2015 07:00 (CET/CEST)","4128","0"
"03.01.2015 07:00 - 03.01.2015 08:00 (CET/CEST)","4136","0"
"03.01.2015 08:00 - 03.01.2015 09:00 (CET/CEST)","4062","0"
"03.01.2015 09:00 - 03.01.2015 10:00 (CET/CEST)","4137","0"
"03.01.2015 10:00 - 03.01.2015 11:00 (CET/CEST)","4119","0"
"03.01.2015 11:00 - 03.01.2015 12:00 (CET/CEST)","4316","0"
"03.01.2015 12:00 - 03.01.2015 13:00 (CET/CEST)","4246","0"
"03.01.2015 13:00 - 03.01.2015 14:00 (CET/CEST)","4101","0"
"03.01.2015 14:00 - 03.01.2015 15:00 (CET/CEST)","4344","0"
"03.01.2015 15:00 - 03.01.2015 16:00 (CET/CEST)","4373","0"
"03.01.2015 16:00 - 03.01.2015 17:00 (CET/CEST)","4713","0"
"03.01.2015 17:00 - 03.01.2015 18:00 (CET/CEST)","5730","0"
"03.01.2015 18:00 - 03.01.2015 19:00 (CET/CEST)","5865","0"
"03.01.2015 19:00 - 03.01.2015 20:00 (CET/CEST)","5781","0"
"03.01.2015 20:00 - 03.01.2015 21:00 (CET/CEST)","4861","0"
"03.01.2015 21:00 - 03.01.2015 22:00 (CET/CEST)","4363","0"
"03.01.2015 22:00 - 03.01.2015 23:00 (CET/CEST)","4253","0"
"03.01.2015 23:00 - 04.01.2015 00:00 (CET/CEST)","3415","0"
"04.01.2015 00:00 - 04.01.2015 01:00 (CET/CEST)","3813","0"
"04.01.2015 01:00 - 04.01.2015 02:00 (CET/CEST)","3908","0"
"04.01.2015 02:00 - 04.01.2015 03:00 (CET/CEST)","4159","0"
"04.01.2015 03:00 - 04.01.2015 04:00 (CET/CEST)","4413","0"
"04.01.2015 04:00 - 04.01.2015 05:00 (CET/CEST)","4617","0"
"04.01.2015 05:00 - 04.01.2015 06:00 (CET/CEST)","4756","0"
"04.01.2015 06:00 - 04.01.2015 07:00 (CET/CEST)","4862","0"
"04.01.2015 07:00 - 04.01.2015 08:00 (CET/CEST)","5044","0"
"04.01.2015 08:00 - 04.01.2015 09:00 (CET/CEST)","5144","0"
"04.01.2015 09:00 - 04.01.2015 10:00 (CET/CEST)","5227","0"
"04.01.2015 10:00 - 04.01.2015 11:00 (CET/CEST)","5326","0"
"04.01.2015 11:00 - 04.01.2015 12:00 (CET/CEST)","5347","0"
"04.01.2015 12:00 - 04.01.2015 13:00 (CET/CEST)","5326","0"
"04.01.2015 13:00 - 04.01.2015 14:00 (CET/CEST)","5296","0"
"04.01.2015 14:00 - 04.01.2015 15:00 (CET/CEST)","5250","0"
"04.01.2015 15:00 - 04.01.2015 16:00 (CET/CEST)","5323","0"
"04.01.2015 16:00 - 04.01.2015 17:00 (CET/CEST)","5484","0"
"04.01.2015 17:00 - 04.01.2015 18:00 (CET/CEST)","6165","0"
"04.01.2015 18:00 - 04.01.2015 19:00 (CET/CEST)","6303","0"
"04.01.2015 19:00 - 04.01.2015 20:00 (CET/CEST)","6253","0"
"04.01.2015 20:00 - 04.01.2015 21:00 (CET/CEST)","6043","0"
"04.01.2015 21:00 - 04.01.2015 22:00 (CET/CEST)","5795","0"
"04.01.2015 22:00 - 04.01.2015 23:00 (CET/CEST)","5739","0"
"04.01.2015 23:00 - 05.01.2015 00:00 (CET/CEST)","5452","0"
"05.01.2015 00:00 - 05.01.2015 01:00 (CET/CEST)","6015","0"
"05.01.2015 01:00 - 05.01.2015 02:00 (CET/CEST)","6010","0"
"05.01.2015 02:00 - 05.01.2015 03:00 (CET/CEST)","6082","0"
"05.01.2015 03:00 - 05.01.2015 04:00 (CET/CEST)","6031","0"
"05.01.2015 04:00 - 05.01.2015 05:00 (CET/CEST)","6130","0"
"05.01.2015 05:00 - 05.01.2015 06:00 (CET/CEST)","6334","0"
"05.01.2015 06:00 - 05.01.2015 07:00 (CET/CEST)","6957","0"
"05.01.2015 07:00 - 05.01.2015 08:00 (CET/CEST)","7487","0"
"05.01.2015 08:00 - 05.01.2015 09:00 (CET/CEST)","7887","0"
"05.01.2015 09:00 - 05.01.2015 10:00 (CET/CEST)","8542","0"
"05.01.2015 10:00 - 05.01.2015 11:00 (CET/CEST)","8045","0"
"05.01.2015 11:00 - 05.01.2015 12:00 (CET/CEST)","7937","0"
"05.01.2015 12:00 - 05.01.2015 13:00 (CET/CEST)","7792","0"
"05.01.2015 13:00 - 05.01.2015 14:00 (CET/CEST)","7848","0"
"05.01.2015 14:00 - 05.01.2015 15:00 (CET/CEST)","7791","0"
"05.01.2015 15:00 - 05.01.2015 16:00 (CET/CEST)","7840","0"
"05.01.2015 16:00 - 05.01.2015 17:00 (CET/CEST)","9027","0"
"05.01.2015 17:00 - 05.01.2015 18:00 (CET/CEST)","9428","0"
"05.01.2015 18:00 - 05.01.2015 19:00 (CET/CEST)","9528","0"
"05.01.2015 19:00 - 05.01.2015 20:00 (CET/CEST)","9053","0"
"05.01.2015 20:00 - 05.01.2015 21:00 (CET/CEST)","8338","0"
"05.01.2015 21:00 - 05.01.2015 22:00 (CET/CEST)","7206","0"
"05.01.2015 22:00 - 05.01.2015 23:00 (CET/CEST)","6596","0"
"05.01.2015 23:00 - 06.01.2015 00:00 (CET/CEST)","6157","0"
"06.01.2015 00:00 - 06.01.2015 01:00 (CET/CEST)","5984","0"
"06.01.2015 01:00 - 06.01.2015 02:00 (CET/CEST)","5793","0"
"06.01.2015 02:00 - 06.01.2015 03:00 (CET/CEST)","5760","0"
"06.01.2015 03:00 - 06.01.2015 04:00 (CET/CEST)","5632","0"
"06.01.2015 04:00 - 06.01.2015 05:00 (CET/CEST)","5582","0"
"06.01.2015 05:00 - 06.01.2015 06:00 (CET/CEST)","5568","0"
"06.01.2015 06:00 - 06.01.2015 07:00 (CET/CEST)","5744","0"
"06.01.2015 07:00 - 06.01.2015 08:00 (CET/CEST)","6281","0"
"06.01.2015 08:00 - 06.01.2015 09:00 (CET/CEST)","6464","0"
"06.01.2015 09:00 - 06.01.2015 10:00 (CET/CEST)","6665","0"
"06.01.2015 10:00 - 06.01.2015 11:00 (CET/CEST)","6496","0"
"06.01.2015 11:00 - 06.01.2015 12:00 (CET/CEST)","6450","0"
"06.01.2015 12:00 - 06.01.2015 13:00 (CET/CEST)","6375","0"
"06.01.2015 13:00 - 06.01.2015 14:00 (CET/CEST)","6205","0"
"06.01.2015 14:00 - 06.01.2015 15:00 (CET/CEST)","5966","0"
"06.01.2015 15:00 - 06.01.2015 16:00 (CET/CEST)","6144","0"
"06.01.2015 16:00 - 06.01.2015 17:00 (CET/CEST)","6402","0"
"06.01.2015 17:00 - 06.01.2015 18:00 (CET/CEST)","7563","0"
"06.01.2015 18:00 - 06.01.2015 19:00 (CET/CEST)","7752","0"
"06.01.2015 19:00 - 06.01.2015 20:00 (CET/CEST)","6528","0"
"06.01.2015 20:00 - 06.01.2015 21:00 (CET/CEST)","5976","0"
"06.01.2015 21:00 - 06.01.2015 22:00 (CET/CEST)","5709","0"
"06.01.2015 22:00 - 06.01.2015 23:00 (CET/CEST)","5478","0"
"06.01.2015 23:00 - 07.01.2015 00:00 (CET/CEST)","5354","0"
"07.01.2015 00:00 - 07.01.2015 01:00 (CET/CEST)","4997","0"
"07.01.2015 01:00 - 07.01.2015 02:00 (CET/CEST)","4953","0"
"07.01.2015 02:00 - 07.01.2015 03:00 (CET/CEST)","4962","0"
"07.01.2015 03:00 - 07.01.2015 04:00 (CET/CEST)","5084","0"
"07.01.2015 04:00 - 07.01.2015 05:00 (CET/CEST)","5238","0"
"07.01.2015 05:00 - 07.01.2015 06:00 (CET/CEST)","5438","0"
"07.01.2015 06:00 - 07.01.2015 07:00 (CET/CEST)","6094","0"
"07.01.2015 07:00 - 07.01.2015 08:00 (CET/CEST)","8194","0"
"07.01.2015 08:00 - 07.01.2015 09:00 (CET/CEST)","8550","0"
"07.01.2015 09:00 - 07.01.2015 10:00 (CET/CEST)","8964","0"
"07.01.2015 10:00 - 07.01.2015 11:00 (CET/CEST)","9004","0"
"07.01.2015 11:00 - 07.01.2015 12:00 (CET/CEST)","8891","0"
"07.01.2015 12:00 - 07.01.2015 13:00 (CET/CEST)","8835","0"
"07.01.2015 13:00 - 07.01.2015 14:00 (CET/CEST)","8689","0"
"07.01.2015 14:00 - 07.01.2015 15:00 (CET/CEST)","8563","0"
"07.01.2015 15:00 - 07.01.2015 16:00 (CET/CEST)","8473","0"
"07.01.2015 16:00 - 07.01.2015 17:00 (CET/CEST)","8338","0"
"07.01.2015 17:00 - 07.01.2015 18:00 (CET/CEST)","8908","0"
"07.01.2015 18:00 - 07.01.2015 19:00 (CET/CEST)","8422","0"
"07.01.2015 19:00 - 07.01.2015 20:00 (CET/CEST)","8011","0"
"07.01.2015 20:00 - 07.01.2015 21:00 (CET/CEST)","6275","0"
"07.01.2015 21:00 - 07.01.2015 22:00 (CET/CEST)","5495","0"
"07.01.2015 22:00 - 07.01.2015 23:00 (CET/CEST)","5007","0"
"07.01.2015 23:00 - 08.01.2015 00:00 (CET/CEST)","4822","0"
"08.01.2015 00:00 - 08.01.2015 01:00 (CET/CEST)","4665","0"
"08.01.2015 01:00 - 08.01.2015 02:00 (CET/CEST)","4583","0"
"08.01.2015 02:00 - 08.01.2015 03:00 (CET/CEST)","4485","0"
"08.01.2015 03:00 - 08.01.2015 04:00 (CET/CEST)","4447","0"
"08.01.2015 04:00 - 08.01.2015 05:00 (CET/CEST)","4464","0"
"08.01.2015 05:00 - 08.01.2015 06:00 (CET/CEST)","4575","0"
"08.01.2015 06:00 - 08.01.2015 07:00 (CET/CEST)","5074","0"
"08.01.2015 07:00 - 08.01.2015 08:00 (CET/CEST)","6162","0"
"08.01.2015 08:00 - 08.01.2015 09:00 (CET/CEST)","6320","0"
"08.01.2015 09:00 - 08.01.2015 10:00 (CET/CEST)","6332","0"
"08.01.2015 10:00 - 08.01.2015 11:00 (CET/CEST)","6097","0"
"08.01.2015 11:00 - 08.01.2015 12:00 (CET/CEST)","6542","0"
"08.01.2015 12:00 - 08.01.2015 13:00 (CET/CEST)","6494","0"
"08.01.2015 13:00 - 08.01.2015 14:00 (CET/CEST)","6444","0"
"08.01.2015 14:00 - 08.01.2015 15:00 (CET/CEST)","6420","0"
"08.01.2015 15:00 - 08.01.2015 16:00 (CET/CEST)","6515","0"
"08.01.2015 16:00 - 08.01.2015 17:00 (CET/CEST)","6675","0"
"08.01.2015 17:00 - 08.01.2015 18:00 (CET/CEST)","7088","0"
"08.01.2015 18:00 - 08.01.2015 19:00 (CET/CEST)","6587","0"
"08.01.2015 19:00 - 08.01.2015 20:00 (CET/CEST)","6952","0"
"08.01.2015 20:00 - 08.01.2015 21:00 (CET/CEST)","5804","0"
"08.01.2015 21:00 - 08.01.2015 22:00 (CET/CEST)","5410","0"
"08.01.2015 22:00 - 08.01.2015 23:00 (CET/CEST)","5102","0"
"08.01.2015 23:00 - 09.01.2015 00:00 (CET/CEST)","4733","0"
"09.01.2015 00:00 - 09.01.2015 01:00 (CET/CEST)","4472","0"
"09.01.2015 01:00 - 09.01.2015 02:00 (CET/CEST)","4499","0"
"09.01.2015 02:00 - 09.01.2015 03:00 (CET/CEST)","4743","0"
"09.01.2015 03:00 - 09.01.2015 04:00 (CET/CEST)","5036","0"
"09.01.2015 04:00 - 09.01.2015 05:00 (CET/CEST)","5161","0"
"09.01.2015 05:00 - 09.01.2015 06:00 (CET/CEST)","5230","0"
"09.01.2015 06:00 - 09.01.2015 07:00 (CET/CEST)","5229","0"
"09.01.2015 07:00 - 09.01.2015 08:00 (CET/CEST)","5931","0"
"09.01.2015 08:00 - 09.01.2015 09:00 (CET/CEST)","5961","0"
"09.01.2015 09:00 - 09.01.2015 10:00 (CET/CEST)","5831","0"
"09.01.2015 10:00 - 09.01.2015 11:00 (CET/CEST)","5668","0"
"09.01.2015 11:00 - 09.01.2015 12:00 (CET/CEST)","5636","0"
"09.01.2015 12:00 - 09.01.2015 13:00 (CET/CEST)","5582","0"
"09.01.2015 13:00 - 09.01.2015 14:00 (CET/CEST)","5456","0"
"09.01.2015 14:00 - 09.01.2015 15:00 (CET/CEST)","5362","0"
"09.01.2015 15:00 - 09.01.2015 16:00 (CET/CEST)","5399","0"
"09.01.2015 16:00 - 09.01.2015 17:00 (CET/CEST)","5847","0"
"09.01.2015 17:00 - 09.01.2015 18:00 (CET/CEST)","6185","0"
"09.01.2015 18:00 - 09.01.2015 19:00 (CET/CEST)","6460","0"
"09.01.2015 19:00 - 09.01.2015 20:00 (CET/CEST)","6365","0"
"09.01.2015 20:00 - 09.01.2015 21:00 (CET/CEST)","6105","0"
"09.01.2015 21:00 - 09.01.2015 22:00 (CET/CEST)","5717","0"
"09.01.2015 22:00 - 09.01.2015 23:00 (CET/CEST)","5578","0"
"09.01.2015 23:00 - 10.01.2015 00:00 (CET/CEST)","5200","0"
"10.01.2015 00:00 - 10.01.2015 01:00 (CET/CEST)","5358","0"
"10.01.2015 01:00 - 10.01.2015 02:00 (CET/CEST)","5171","0"
"10.01.2015 02:00 - 10.01.2015 03:00 (CET/CEST)","5153","0"
"10.01.2015 03:00 - 10.01.2015 04:00 (CET/CEST)","5132","0"
"10.01.2015 04:00 - 10.01.2015 05:00 (CET/CEST)","5147","0"
"10.01.2015 05:00 - 10.01.2015 06:00 (CET/CEST)","5232","0"
"10.01.2015 06:00 - 10.01.2015 07:00 (CET/CEST)","5383","0"
"10.01.2015 07:00 - 10.01.2015 08:00 (CET/CEST)","5757","0"
"10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","6116","0"
"10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","6251","0"
"10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","6342","0"
"10.01.2015 11:00 - 10.01.2015 12:00 (CET/CEST)","6371","0"
"10.01.2015 12:00 - 10.01.2015 13:00 (CET/CEST)","6346","0"
"10.01.2015 13:00 - 10.01.2015 14:00 (CET/CEST)","6263","0"
"10.01.2015 14:00 - 10.01.2015 15:00 (CET/CEST)","6205","0"
"10.01.2015 15:00 - 10.01.2015 16:00 (CET/CEST)","6059","0"
"10.01.2015 16:00 - 10.01.2015 17:00 (CET/CEST)","6079","0"
"10.01.2015 17:00 - 10.01.2015 18:00 (CET/CEST)","6390","0"
"10.01.2015 18:00 - 10.01.2015 19:00 (CET/CEST)","6520","0"
"10.01.2015 19:00 - 10.01.2015 20:00 (CET/CEST)","6375","0"
"10.01.2015 20:00 - 10.01.2015 21:00 (CET/CEST)","5916","0"
"10.01.2015 21:00 - 10.01.2015 22:00 (CET/CEST)","5754","0"
"10.01.2015 22:00 - 10.01.2015 23:00 (CET/CEST)","5775","0"
"10.01.2015 23:00 - 11.01.2015 00:00 (CET/CEST)","5775","0"
"11.01.2015 00:00 - 11.01.2015 01:00 (CET/CEST)","5603","0"
"11.01.2015 01:00 - 11.01.2015 02:00 (CET/CEST)","5461","0"
"11.01.2015 02:00 - 11.01.2015 03:00 (CET/CEST)","5281","0"
"11.01.2015 03:00 - 11.01.2015 04:00 (CET/CEST)","5082","0"
"11.01.2015 04:00 - 11.01.2015 05:00 (CET/CEST)","4931","0"
"11.01.2015 05:00 - 11.01.2015 06:00 (CET/CEST)","4888","0"
"11.01.2015 06:00 - 11.01.2015 07:00 (CET/CEST)","4904","0"
"11.01.2015 07:00 - 11.01.2015 08:00 (CET/CEST)","5112","0"
"11.01.2015 08:00 - 11.01.2015 09:00 (CET/CEST)","5191","0"
"11.01.2015 09:00 - 11.01.2015 10:00 (CET/CEST)","5279","0"
"11.01.2015 10:00 - 11.01.2015 11:00 (CET/CEST)","5448","0"
"11.01.2015 11:00 - 11.01.2015 12:00 (CET/CEST)","5746","0"
"11.01.2015 12:00 - 11.01.2015 13:00 (CET/CEST)","5924","0"
"11.01.2015 13:00 - 11.01.2015 14:00 (CET/CEST)","5919","0"
"11.01.2015 14:00 - 11.01.2015 15:00 (CET/CEST)","5996","0"
"11.01.2015 15:00 - 11.01.2015 16:00 (CET/CEST)","6081","0"
"11.01.2015 16:00 - 11.01.2015 17:00 (CET/CEST)","6208","0"
"11.01.2015 17:00 - 11.01.2015 18:00 (CET/CEST)","6491","0"
"11.01.2015 18:00 - 11.01.2015 19:00 (CET/CEST)","6553","0"
"11.01.2015 19:00 - 11.01.2015 20:00 (CET/CEST)","6285","0"
"11.01.2015 20:00 - 11.01.2015 21:00 (CET/CEST)","6148","0"
"11.01.2015 21:00 - 11.01.2015 22:00 (CET/CEST)","6036","0"
"11.01.2015 22:00 - 11.01.2015 23:00 (CET/CEST)","5972","0"
"11.01.2015 23:00 - 12.01.2015 00:00 (CET/CEST)","5862","0"
"12.01.2015 00:00 - 12.01.2015 01:00 (CET/CEST)","5992","0"
"12.01.2015 01:00 - 12.01.2015 02:00 (CET/CEST)","5870","0"
"12.01.2015 02:00 - 12.01.2015 03:00 (CET/CEST)","5858","0"
"12.01.2015 03:00 - 12.01.2015 04:00 (CET/CEST)","5870","0"
"12.01.2015 04:00 - 12.01.2015 05:00 (CET/CEST)","5899","0"
"12.01.2015 05:00 - 12.01.2015 06:00 (CET/CEST)","6078","0"
"12.01.2015 06:00 - 12.01.2015 07:00 (CET/CEST)","6351","0"
"12.01.2015 07:00 - 12.01.2015 08:00 (CET/CEST)","8355","0"
"12.01.2015 08:00 - 12.01.2015 09:00 (CET/CEST)","8713","0"
"12.01.2015 09:00 - 12.01.2015 10:00 (CET/CEST)","8015","0"
"12.01.2015 10:00 - 12.01.2015 11:00 (CET/CEST)","8086","0"
"12.01.2015 11:00 - 12.01.2015 12:00 (CET/CEST)","8075","0"
"12.01.2015 12:00 - 12.01.2015 13:00 (CET/CEST)","7731","0"
"12.01.2015 13:00 - 12.01.2015 14:00 (CET/CEST)","7461","0"
"12.01.2015 14:00 - 12.01.2015 15:00 (CET/CEST)","7091","0"
"12.01.2015 15:00 - 12.01.2015 16:00 (CET/CEST)","6983","0"
"12.01.2015 16:00 - 12.01.2015 17:00 (CET/CEST)","7035","0"
"12.01.2015 17:00 - 12.01.2015 18:00 (CET/CEST)","7279","0"
"12.01.2015 18:00 - 12.01.2015 19:00 (CET/CEST)","7246","0"
"12.01.2015 19:00 - 12.01.2015 20:00 (CET/CEST)","6895","0"
"12.01.2015 20:00 - 12.01.2015 21:00 (CET/CEST)","6312","0"
"12.01.2015 21:00 - 12.01.2015 22:00 (CET/CEST)","5720","0"
"12.01.2015 22:00 - 12.01.2015 23:00 (CET/CEST)","5573","0"
"12.01.2015 23:00 - 13.01.2015 00:00 (CET/CEST)","5446","0"
"13.01.2015 00:00 - 13.01.2015 01:00 (CET/CEST)","5374","0"
"13.01.2015 01:00 - 13.01.2015 02:00 (CET/CEST)","5334","0"
"13.01.2015 02:00 - 13.01.2015 03:00 (CET/CEST)","5304","0"
"13.01.2015 03:00 - 13.01.2015 04:00 (CET/CEST)","5275","0"
"13.01.2015 04:00 - 13.01.2015 05:00 (CET/CEST)","5240","0"
"13.01.2015 05:00 - 13.01.2015 06:00 (CET/CEST)","5305","0"
"13.01.2015 06:00 - 13.01.2015 07:00 (CET/CEST)","5568","0"
"13.01.2015 07:00 - 13.01.2015 08:00 (CET/CEST)","7025","0"
"13.01.2015 08:00 - 13.01.2015 09:00 (CET/CEST)","7171","0"
"13.01.2015 09:00 - 13.01.2015 10:00 (CET/CEST)","6367","0"
"13.01.2015 10:00 - 13.01.2015 11:00 (CET/CEST)","6331","0"
"13.01.2015 11:00 - 13.01.2015 12:00 (CET/CEST)","6207","0"
"13.01.2015 12:00 - 13.01.2015 13:00 (CET/CEST)","6199","0"
"13.01.2015 13:00 - 13.01.2015 14:00 (CET/CEST)","6209","0"
"13.01.2015 14:00 - 13.01.2015 15:00 (CET/CEST)","6272","0"
"13.01.2015 15:00 - 13.01.2015 16:00 (CET/CEST)","6454","0"
"13.01.2015 16:00 - 13.01.2015 17:00 (CET/CEST)","7403","0"
"13.01.2015 17:00 - 13.01.2015 18:00 (CET/CEST)","8258","0"
"13.01.2015 18:00 - 13.01.2015 19:00 (CET/CEST)","8216","0"
"13.01.2015 19:00 - 13.01.2015 20:00 (CET/CEST)","7534","0"
"13.01.2015 20:00 - 13.01.2015 21:00 (CET/CEST)","7216","0"
"13.01.2015 21:00 - 13.01.2015 22:00 (CET/CEST)","6493","0"
"13.01.2015 22:00 - 13.01.2015 23:00 (CET/CEST)","5747","0"
"13.01.2015 23:00 - 14.01.2015 00:00 (CET/CEST)","5418","0"
"14.01.2015 00:00 - 14.01.2015 01:00 (CET/CEST)","5206","0"
"14.01.2015 01:00 - 14.01.2015 02:00 (CET/CEST)","5007","0"
"14.01.2015 02:00 - 14.01.2015 03:00 (CET/CEST)","4939","0"
"14.01.2015 03:00 - 14.01.2015 04:00 (CET/CEST)","4892","0"
"14.01.2015 04:00 - 14.01.2015 05:00 (CET/CEST)","4904","0"
"14.01.2015 05:00 - 14.01.2015 06:00 (CET/CEST)","5028","0"
"14.01.2015 06:00 - 14.01.2015 07:00 (CET/CEST)","5379","0"
"14.01.2015 07:00 - 14.01.2015 08:00 (CET/CEST)","6280","0"
"14.01.2015 08:00 - 14.01.2015 09:00 (CET/CEST)","6454","0"
"14.01.2015 09:00 - 14.01.2015 10:00 (CET/CEST)","6426","0"
"14.01.2015 10:00 - 14.01.2015 11:00 (CET/CEST)","6199","0"
"14.01.2015 11:00 - 14.01.2015 12:00 (CET/CEST)","6330","0"
"14.01.2015 12:00 - 14.01.2015 13:00 (CET/CEST)","6072","0"
"14.01.2015 13:00 - 14.01.2015 14:00 (CET/CEST)","6057","0"
"14.01.2015 14:00 - 14.01.2015 15:00 (CET/CEST)","6285","0"
"14.01.2015 15:00 - 14.01.2015 16:00 (CET/CEST)","6411","0"
"14.01.2015 16:00 - 14.01.2015 17:00 (CET/CEST)","6679","0"
"14.01.2015 17:00 - 14.01.2015 18:00 (CET/CEST)","7900","0"
"14.01.2015 18:00 - 14.01.2015 19:00 (CET/CEST)","7786","0"
"14.01.2015 19:00 - 14.01.2015 20:00 (CET/CEST)","6626","0"
"14.01.2015 20:00 - 14.01.2015 21:00 (CET/CEST)","6038","0"
"14.01.2015 21:00 - 14.01.2015 22:00 (CET/CEST)","5758","0"
"14.01.2015 22:00 - 14.01.2015 23:00 (CET/CEST)","5727","0"
"14.01.2015 23:00 - 15.01.2015 00:00 (CET/CEST)","5471","0"
"15.01.2015 00:00 - 15.01.2015 01:00 (CET/CEST)","5879","0"
"15.01.2015 01:00 - 15.01.2015 02:00 (CET/CEST)","5570","0"
"15.01.2015 02:00 - 15.01.2015 03:00 (CET/CEST)","5552","0"
"15.01.2015 03:00 - 15.01.2015 04:00 (CET/CEST)","5469","0"
"15.01.2015 04:00 - 15.01.2015 05:00 (CET/CEST)","5291","0"
"15.01.2015 05:00 - 15.01.2015 06:00 (CET/CEST)","5082","0"
"15.01.2015 06:00 - 15.01.2015 07:00 (CET/CEST)","5317","0"
"15.01.2015 07:00 - 15.01.2015 08:00 (CET/CEST)","6039","0"
"15.01.2015 08:00 - 15.01.2015 09:00 (CET/CEST)","6130","0"
"15.01.2015 09:00 - 15.01.2015 10:00 (CET/CEST)","6184","0"
"15.01.2015 10:00 - 15.01.2015 11:00 (CET/CEST)","6148","0"
