"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"04.01.2017 05:00 - 04.01.2017 06:00 (CET/CEST)","5491","0"
"04.01.2017 06:00 - 04.01.2017 07:00 (CET/CEST)","5870","0"
"04.01.2017 07:00 - 04.01.2017 08:00 (CET/CEST)","6364","0"
"04.01.2017 08:00 - 04.01.2017 09:00 (CET/CEST)","6551","0"
"04.01.2017 09:00 - 04.01.2017 10:00 (CET/CEST)","6572","0"
"04.01.2017 10:00 - 04.01.2017 11:00 (CET/CEST)","6648","0"
"04.01.2017 11:00 - 04.01.2017 12:00 (CET/CEST)","6732","0"
"04.01.2017 12:00 - 04.01.2017 13:00 (CET/CEST)","6789","0"
"04.01.2017 13:00 - 04.01.2017 14:00 (CET/CEST)","6912","0"
"04.01.2017 14:00 - 04.01.2017 15:00 (CET/CEST)","7288","0"
"04.01.2017 15:00 - 04.01.2017 16:00 (CET/CEST)","7191","0"
"04.01.2017 16:00 - 04.01.2017 17:00 (CET/CEST)","7338","0"
"04.01.2017 17:00 - 04.01.2017 18:00 (CET/CEST)","8191","0"
"04.01.2017 18:00 - 04.01.2017 19:00 (CET/CEST)","8255","0"
"04.01.2017 19:00 - 04.01.2017 20:00 (CET/CEST)","8110","0"
"04.01.2017 20:00 - 04.01.2017 21:00 (CET/CEST)","6690","0"
"04.01.2017 21:00 - 04.01.2017 22:00 (CET/CEST)","6110","0"
"04.01.2017 22:00 - 04.01.2017 23:00 (CET/CEST)","5841","0"
"04.01.2017 23:00 - 05.01.2017 00:00 (CET/CEST)","5435","0"
"05.01.2017 00:00 - 05.01.2017 01:00 (CET/CEST)","5437","0"
"05.01.2017 01:00 - 05.01.2017 02:00 (CET/CEST)","5347","0"
"05.01.2017 02:00 - 05.01.2017 03:00 (CET/CEST)","5234","0"
"05.01.2017 03:00 - 05.01.2017 04:00 (CET/CEST)","5278","0"
"05.01.2017 04:00 - 05.01.2017 05:00 (CET/CEST)","5638","0"
"05.01.2017 05:00 - 05.01.2017 06:00 (CET/CEST)","5943","0"
"05.01.2017 06:00 - 05.01.2017 07:00 (CET/CEST)","6388","0"
"05.01.2017 07:00 - 05.01.2017 08:00 (CET/CEST)","7675","0"
"05.01.2017 08:00 - 05.01.2017 09:00 (CET/CEST)","8660","0"
"05.01.2017 09:00 - 05.01.2017 10:00 (CET/CEST)","8479","0"
"05.01.2017 10:00 - 05.01.2017 11:00 (CET/CEST)","8003","0"
"05.01.2017 11:00 - 05.01.2017 12:00 (CET/CEST)","7812","0"
"05.01.2017 12:00 - 05.01.2017 13:00 (CET/CEST)","7533","0"
"05.01.2017 13:00 - 05.01.2017 14:00 (CET/CEST)","7496","0"
"05.01.2017 14:00 - 05.01.2017 15:00 (CET/CEST)","7607","0"
"05.01.2017 15:00 - 05.01.2017 16:00 (CET/CEST)","8078","0"
"05.01.2017 16:00 - 05.01.2017 17:00 (CET/CEST)","10151","0"
"05.01.2017 17:00 - 05.01.2017 18:00 (CET/CEST)","10208","0"
"05.01.2017 18:00 - 05.01.2017 19:00 (CET/CEST)","10160","0"
"05.01.2017 19:00 - 05.01.2017 20:00 (CET/CEST)","9930","0"
"05.01.2017 20:00 - 05.01.2017 21:00 (CET/CEST)","9407","0"
"05.01.2017 21:00 - 05.01.2017 22:00 (CET/CEST)","6843","0"
"05.01.2017 22:00 - 05.01.2017 23:00 (CET/CEST)","7033","0"
"05.01.2017 23:00 - 06.01.2017 00:00 (CET/CEST)","6365","0"
"06.01.2017 00:00 - 06.01.2017 01:00 (CET/CEST)","6468","0"
"06.01.2017 01:00 - 06.01.2017 02:00 (CET/CEST)","6468","0"
"06.01.2017 02:00 - 06.01.2017 03:00 (CET/CEST)","6436","0"
"06.01.2017 03:00 - 06.01.2017 04:00 (CET/CEST)","6408","0"
"06.01.2017 04:00 - 06.01.2017 05:00 (CET/CEST)","6506","0"
"06.01.2017 05:00 - 06.01.2017 06:00 (CET/CEST)","6572","0"
"06.01.2017 06:00 - 06.01.2017 07:00 (CET/CEST)","6799","0"
"06.01.2017 07:00 - 06.01.2017 08:00 (CET/CEST)","7061","0"
"06.01.2017 08:00 - 06.01.2017 09:00 (CET/CEST)","8428","0"
"06.01.2017 09:00 - 06.01.2017 10:00 (CET/CEST)","8675","0"
"06.01.2017 10:00 - 06.01.2017 11:00 (CET/CEST)","8854","0"
"06.01.2017 11:00 - 06.01.2017 12:00 (CET/CEST)","8046","0"
"06.01.2017 12:00 - 06.01.2017 13:00 (CET/CEST)","7707","0"
"06.01.2017 13:00 - 06.01.2017 14:00 (CET/CEST)","7473","0"
"06.01.2017 14:00 - 06.01.2017 15:00 (CET/CEST)","7578","0"
"06.01.2017 15:00 - 06.01.2017 16:00 (CET/CEST)","7583","0"
"06.01.2017 16:00 - 06.01.2017 17:00 (CET/CEST)","8345","0"
"06.01.2017 17:00 - 06.01.2017 18:00 (CET/CEST)","10147","0"
"06.01.2017 18:00 - 06.01.2017 19:00 (CET/CEST)","9156","0"
"06.01.2017 19:00 - 06.01.2017 20:00 (CET/CEST)","8622","0"
"06.01.2017 20:00 - 06.01.2017 21:00 (CET/CEST)","7051","0"
"06.01.2017 21:00 - 06.01.2017 22:00 (CET/CEST)","6437","0"
"06.01.2017 22:00 - 06.01.2017 23:00 (CET/CEST)","6420","0"
"06.01.2017 23:00 - 07.01.2017 00:00 (CET/CEST)","5985","0"
"07.01.2017 00:00 - 07.01.2017 01:00 (CET/CEST)","5928","0"
"07.01.2017 01:00 - 07.01.2017 02:00 (CET/CEST)","5798","0"
"07.01.2017 02:00 - 07.01.2017 03:00 (CET/CEST)","5766","0"
"07.01.2017 03:00 - 07.01.2017 04:00 (CET/CEST)","5718","0"
"07.01.2017 04:00 - 07.01.2017 05:00 (CET/CEST)","5792","0"
"07.01.2017 05:00 - 07.01.2017 06:00 (CET/CEST)","5877","0"
"07.01.2017 06:00 - 07.01.2017 07:00 (CET/CEST)","5893","0"
"07.01.2017 07:00 - 07.01.2017 08:00 (CET/CEST)","6001","0"
"07.01.2017 08:00 - 07.01.2017 09:00 (CET/CEST)","6040","0"
"07.01.2017 09:00 - 07.01.2017 10:00 (CET/CEST)","6096","0"
"07.01.2017 10:00 - 07.01.2017 11:00 (CET/CEST)","6042","0"
"07.01.2017 11:00 - 07.01.2017 12:00 (CET/CEST)","6228","0"
"07.01.2017 12:00 - 07.01.2017 13:00 (CET/CEST)","6312","0"
"07.01.2017 13:00 - 07.01.2017 14:00 (CET/CEST)","5866","0"
"07.01.2017 14:00 - 07.01.2017 15:00 (CET/CEST)","5655","0"
"07.01.2017 15:00 - 07.01.2017 16:00 (CET/CEST)","5886","0"
"07.01.2017 16:00 - 07.01.2017 17:00 (CET/CEST)","5915","0"
"07.01.2017 17:00 - 07.01.2017 18:00 (CET/CEST)","6816","0"
"07.01.2017 18:00 - 07.01.2017 19:00 (CET/CEST)","6671","0"
"07.01.2017 19:00 - 07.01.2017 20:00 (CET/CEST)","5901","0"
"07.01.2017 20:00 - 07.01.2017 21:00 (CET/CEST)","5353","0"
"07.01.2017 21:00 - 07.01.2017 22:00 (CET/CEST)","4984","0"
"07.01.2017 22:00 - 07.01.2017 23:00 (CET/CEST)","4934","0"
"07.01.2017 23:00 - 08.01.2017 00:00 (CET/CEST)","4814","0"
"08.01.2017 00:00 - 08.01.2017 01:00 (CET/CEST)","4555","0"
"08.01.2017 01:00 - 08.01.2017 02:00 (CET/CEST)","4312","0"
"08.01.2017 02:00 - 08.01.2017 03:00 (CET/CEST)","4327","0"
"08.01.2017 03:00 - 08.01.2017 04:00 (CET/CEST)","4227","0"
"08.01.2017 04:00 - 08.01.2017 05:00 (CET/CEST)","4218","0"
"08.01.2017 05:00 - 08.01.2017 06:00 (CET/CEST)","4242","0"
"08.01.2017 06:00 - 08.01.2017 07:00 (CET/CEST)","4267","0"
"08.01.2017 07:00 - 08.01.2017 08:00 (CET/CEST)","4405","0"
"08.01.2017 08:00 - 08.01.2017 09:00 (CET/CEST)","4677","0"
"08.01.2017 09:00 - 08.01.2017 10:00 (CET/CEST)","4941","0"
"08.01.2017 10:00 - 08.01.2017 11:00 (CET/CEST)","5087","0"
"08.01.2017 11:00 - 08.01.2017 12:00 (CET/CEST)","5455","0"
"08.01.2017 12:00 - 08.01.2017 13:00 (CET/CEST)","5406","0"
"08.01.2017 13:00 - 08.01.2017 14:00 (CET/CEST)","5567","0"
"08.01.2017 14:00 - 08.01.2017 15:00 (CET/CEST)","5663","0"
"08.01.2017 15:00 - 08.01.2017 16:00 (CET/CEST)","5804","0"
"08.01.2017 16:00 - 08.01.2017 17:00 (CET/CEST)","6248","0"
"08.01.2017 17:00 - 08.01.2017 18:00 (CET/CEST)","8218","0"
"08.01.2017 18:00 - 08.01.2017 19:00 (CET/CEST)","8737","0"
"08.01.2017 19:00 - 08.01.2017 20:00 (CET/CEST)","7266","0"
"08.01.2017 20:00 - 08.01.2017 21:00 (CET/CEST)","6302","0"
"08.01.2017 21:00 - 08.01.2017 22:00 (CET/CEST)","5784","0"
"08.01.2017 22:00 - 08.01.2017 23:00 (CET/CEST)","5923","0"
"08.01.2017 23:00 - 09.01.2017 00:00 (CET/CEST)","5505","0"
"09.01.2017 00:00 - 09.01.2017 01:00 (CET/CEST)","6481","0"
"09.01.2017 01:00 - 09.01.2017 02:00 (CET/CEST)","5885","0"
"09.01.2017 02:00 - 09.01.2017 03:00 (CET/CEST)","5836","0"
"09.01.2017 03:00 - 09.01.2017 04:00 (CET/CEST)","5773","0"
"09.01.2017 04:00 - 09.01.2017 05:00 (CET/CEST)","5854","0"
"09.01.2017 05:00 - 09.01.2017 06:00 (CET/CEST)","5988","0"
"09.01.2017 06:00 - 09.01.2017 07:00 (CET/CEST)","6828","0"
"09.01.2017 07:00 - 09.01.2017 08:00 (CET/CEST)","8749","0"
"09.01.2017 08:00 - 09.01.2017 09:00 (CET/CEST)","9255","0"
"09.01.2017 09:00 - 09.01.2017 10:00 (CET/CEST)","9222","0"
"09.01.2017 10:00 - 09.01.2017 11:00 (CET/CEST)","9002","0"
"09.01.2017 11:00 - 09.01.2017 12:00 (CET/CEST)","8873","0"
"09.01.2017 12:00 - 09.01.2017 13:00 (CET/CEST)","8811","0"
"09.01.2017 13:00 - 09.01.2017 14:00 (CET/CEST)","8773","0"
"09.01.2017 14:00 - 09.01.2017 15:00 (CET/CEST)","8600","0"
"09.01.2017 15:00 - 09.01.2017 16:00 (CET/CEST)","8590","0"
"09.01.2017 16:00 - 09.01.2017 17:00 (CET/CEST)","8638","0"
"09.01.2017 17:00 - 09.01.2017 18:00 (CET/CEST)","9150","0"
"09.01.2017 18:00 - 09.01.2017 19:00 (CET/CEST)","8123","0"
"09.01.2017 19:00 - 09.01.2017 20:00 (CET/CEST)","6741","0"
"09.01.2017 20:00 - 09.01.2017 21:00 (CET/CEST)","5825","0"
"09.01.2017 21:00 - 09.01.2017 22:00 (CET/CEST)","5073","0"
"09.01.2017 22:00 - 09.01.2017 23:00 (CET/CEST)","4895","0"
"09.01.2017 23:00 - 10.01.2017 00:00 (CET/CEST)","4699","0"
"10.01.2017 00:00 - 10.01.2017 01:00 (CET/CEST)","4704","0"
"10.01.2017 01:00 - 10.01.2017 02:00 (CET/CEST)","4334","0"
"10.01.2017 02:00 - 10.01.2017 03:00 (CET/CEST)","4310","0"
"10.01.2017 03:00 - 10.01.2017 04:00 (CET/CEST)","4376","0"
"10.01.2017 04:00 - 10.01.2017 05:00 (CET/CEST)","4638","0"
"10.01.2017 05:00 - 10.01.2017 06:00 (CET/CEST)","5005","0"
"10.01.2017 06:00 - 10.01.2017 07:00 (CET/CEST)","5485","0"
"10.01.2017 07:00 - 10.01.2017 08:00 (CET/CEST)","6363","0"
"10.01.2017 08:00 - 10.01.2017 09:00 (CET/CEST)","6751","0"
"10.01.2017 09:00 - 10.01.2017 10:00 (CET/CEST)","7179","0"
"10.01.2017 10:00 - 10.01.2017 11:00 (CET/CEST)","8528","0"
"10.01.2017 11:00 - 10.01.2017 12:00 (CET/CEST)","8177","0"
"10.01.2017 12:00 - 10.01.2017 13:00 (CET/CEST)","8141","0"
"10.01.2017 13:00 - 10.01.2017 14:00 (CET/CEST)","8170","0"
"10.01.2017 14:00 - 10.01.2017 15:00 (CET/CEST)","8052","0"
"10.01.2017 15:00 - 10.01.2017 16:00 (CET/CEST)","8190","0"
"10.01.2017 16:00 - 10.01.2017 17:00 (CET/CEST)","8494","0"
"10.01.2017 17:00 - 10.01.2017 18:00 (CET/CEST)","8958","0"
"10.01.2017 18:00 - 10.01.2017 19:00 (CET/CEST)","8998","0"
"10.01.2017 19:00 - 10.01.2017 20:00 (CET/CEST)","8292","0"
"10.01.2017 20:00 - 10.01.2017 21:00 (CET/CEST)","7323","0"
"10.01.2017 21:00 - 10.01.2017 22:00 (CET/CEST)","6835","0"
"10.01.2017 22:00 - 10.01.2017 23:00 (CET/CEST)","5754","0"
"10.01.2017 23:00 - 11.01.2017 00:00 (CET/CEST)","5541","0"
"11.01.2017 00:00 - 11.01.2017 01:00 (CET/CEST)","6227","0"
"11.01.2017 01:00 - 11.01.2017 02:00 (CET/CEST)","5930","0"
"11.01.2017 02:00 - 11.01.2017 03:00 (CET/CEST)","5579","0"
"11.01.2017 03:00 - 11.01.2017 04:00 (CET/CEST)","5471","0"
"11.01.2017 04:00 - 11.01.2017 05:00 (CET/CEST)","5468","0"
"11.01.2017 05:00 - 11.01.2017 06:00 (CET/CEST)","5526","0"
"11.01.2017 06:00 - 11.01.2017 07:00 (CET/CEST)","5601","0"
"11.01.2017 07:00 - 11.01.2017 08:00 (CET/CEST)","7210","0"
"11.01.2017 08:00 - 11.01.2017 09:00 (CET/CEST)","6531","0"
"11.01.2017 09:00 - 11.01.2017 10:00 (CET/CEST)","6237","0"
"11.01.2017 10:00 - 11.01.2017 11:00 (CET/CEST)","6146","0"
"11.01.2017 11:00 - 11.01.2017 12:00 (CET/CEST)","6096","0"
"11.01.2017 12:00 - 11.01.2017 13:00 (CET/CEST)","5907","0"
"11.01.2017 13:00 - 11.01.2017 14:00 (CET/CEST)","6032","0"
"11.01.2017 14:00 - 11.01.2017 15:00 (CET/CEST)","6195","0"
"11.01.2017 15:00 - 11.01.2017 16:00 (CET/CEST)","6360","0"
"11.01.2017 16:00 - 11.01.2017 17:00 (CET/CEST)","6523","0"
"11.01.2017 17:00 - 11.01.2017 18:00 (CET/CEST)","6992","0"
"11.01.2017 18:00 - 11.01.2017 19:00 (CET/CEST)","7099","0"
"11.01.2017 19:00 - 11.01.2017 20:00 (CET/CEST)","6906","0"
"11.01.2017 20:00 - 11.01.2017 21:00 (CET/CEST)","6567","0"
"11.01.2017 21:00 - 11.01.2017 22:00 (CET/CEST)","6216","0"
"11.01.2017 22:00 - 11.01.2017 23:00 (CET/CEST)","5868","0"
"11.01.2017 23:00 - 12.01.2017 00:00 (CET/CEST)","5646","0"
"12.01.2017 00:00 - 12.01.2017 01:00 (CET/CEST)","5876","0"
"12.01.2017 01:00 - 12.01.2017 02:00 (CET/CEST)","5575","0"
"12.01.2017 02:00 - 12.01.2017 03:00 (CET/CEST)","5439","0"
"12.01.2017 03:00 - 12.01.2017 04:00 (CET/CEST)","5399","0"
"12.01.2017 04:00 - 12.01.2017 05:00 (CET/CEST)","5628","0"
"12.01.2017 05:00 - 12.01.2017 06:00 (CET/CEST)","5994","0"
"12.01.2017 06:00 - 12.01.2017 07:00 (CET/CEST)","6704","0"
"12.01.2017 07:00 - 12.01.2017 08:00 (CET/CEST)","7055","0"
"12.01.2017 08:00 - 12.01.2017 09:00 (CET/CEST)","7245","0"
"12.01.2017 09:00 - 12.01.2017 10:00 (CET/CEST)","7057","0"
"12.01.2017 10:00 - 12.01.2017 11:00 (CET/CEST)","6880","0"
"12.01.2017 11:00 - 12.01.2017 12:00 (CET/CEST)","6700","0"
"12.01.2017 12:00 - 12.01.2017 13:00 (CET/CEST)","6479","0"
"12.01.2017 13:00 - 12.01.2017 14:00 (CET/CEST)","6305","0"
"12.01.2017 14:00 - 12.01.2017 15:00 (CET/CEST)","6263","0"
"12.01.2017 15:00 - 12.01.2017 16:00 (CET/CEST)","6655","0"
"12.01.2017 16:00 - 12.01.2017 17:00 (CET/CEST)","6766","0"
"12.01.2017 17:00 - 12.01.2017 18:00 (CET/CEST)","7256","0"
"12.01.2017 18:00 - 12.01.2017 19:00 (CET/CEST)","7287","0"
"12.01.2017 19:00 - 12.01.2017 20:00 (CET/CEST)","7023","0"
"12.01.2017 20:00 - 12.01.2017 21:00 (CET/CEST)","6604","0"
"12.01.2017 21:00 - 12.01.2017 22:00 (CET/CEST)","6074","0"
"12.01.2017 22:00 - 12.01.2017 23:00 (CET/CEST)","5760","0"
"12.01.2017 23:00 - 13.01.2017 00:00 (CET/CEST)","5569","0"
"13.01.2017 00:00 - 13.01.2017 01:00 (CET/CEST)","6173","0"
"13.01.2017 01:00 - 13.01.2017 02:00 (CET/CEST)","6396","0"
"13.01.2017 02:00 - 13.01.2017 03:00 (CET/CEST)","6536","0"
"13.01.2017 03:00 - 13.01.2017 04:00 (CET/CEST)","6595","0"
"13.01.2017 04:00 - 13.01.2017 05:00 (CET/CEST)","6579","0"
"13.01.2017 05:00 - 13.01.2017 06:00 (CET/CEST)","6470","0"
"13.01.2017 06:00 - 13.01.2017 07:00 (CET/CEST)","6444","0"
"13.01.2017 07:00 - 13.01.2017 08:00 (CET/CEST)","6721","0"
"13.01.2017 08:00 - 13.01.2017 09:00 (CET/CEST)","6878","0"
"13.01.2017 09:00 - 13.01.2017 10:00 (CET/CEST)","6957","0"
"13.01.2017 10:00 - 13.01.2017 11:00 (CET/CEST)","6874","0"
"13.01.2017 11:00 - 13.01.2017 12:00 (CET/CEST)","6702","0"
"13.01.2017 12:00 - 13.01.2017 13:00 (CET/CEST)","6459","0"
"13.01.2017 13:00 - 13.01.2017 14:00 (CET/CEST)","6362","0"
"13.01.2017 14:00 - 13.01.2017 15:00 (CET/CEST)","6289","0"
"13.01.2017 15:00 - 13.01.2017 16:00 (CET/CEST)","6334","0"
"13.01.2017 16:00 - 13.01.2017 17:00 (CET/CEST)","6876","0"
"13.01.2017 17:00 - 13.01.2017 18:00 (CET/CEST)","7122","0"
"13.01.2017 18:00 - 13.01.2017 19:00 (CET/CEST)","7248","0"
"13.01.2017 19:00 - 13.01.2017 20:00 (CET/CEST)","7203","0"
"13.01.2017 20:00 - 13.01.2017 21:00 (CET/CEST)","6688","0"
"13.01.2017 21:00 - 13.01.2017 22:00 (CET/CEST)","6483","0"
"13.01.2017 22:00 - 13.01.2017 23:00 (CET/CEST)","6337","0"
"13.01.2017 23:00 - 14.01.2017 00:00 (CET/CEST)","6009","0"
"14.01.2017 00:00 - 14.01.2017 01:00 (CET/CEST)","6667","0"
"14.01.2017 01:00 - 14.01.2017 02:00 (CET/CEST)","6283","0"
"14.01.2017 02:00 - 14.01.2017 03:00 (CET/CEST)","6092","0"
"14.01.2017 03:00 - 14.01.2017 04:00 (CET/CEST)","5785","0"
"14.01.2017 04:00 - 14.01.2017 05:00 (CET/CEST)","5521","0"
"14.01.2017 05:00 - 14.01.2017 06:00 (CET/CEST)","5145","0"
"14.01.2017 06:00 - 14.01.2017 07:00 (CET/CEST)","4884","0"
"14.01.2017 07:00 - 14.01.2017 08:00 (CET/CEST)","5189","0"
"14.01.2017 08:00 - 14.01.2017 09:00 (CET/CEST)","5490","0"
"14.01.2017 09:00 - 14.01.2017 10:00 (CET/CEST)","5560","0"
"14.01.2017 10:00 - 14.01.2017 11:00 (CET/CEST)","5756","0"
"14.01.2017 11:00 - 14.01.2017 12:00 (CET/CEST)","5948","0"
"14.01.2017 12:00 - 14.01.2017 13:00 (CET/CEST)","6099","0"
"14.01.2017 13:00 - 14.01.2017 14:00 (CET/CEST)","5540","0"
"14.01.2017 14:00 - 14.01.2017 15:00 (CET/CEST)","5372","0"
"14.01.2017 15:00 - 14.01.2017 16:00 (CET/CEST)","5372","0"
"14.01.2017 16:00 - 14.01.2017 17:00 (CET/CEST)","5653","0"
"14.01.2017 17:00 - 14.01.2017 18:00 (CET/CEST)","5909","0"
"14.01.2017 18:00 - 14.01.2017 19:00 (CET/CEST)","5843","0"
"14.01.2017 19:00 - 14.01.2017 20:00 (CET/CEST)","5478","0"
"14.01.2017 20:00 - 14.01.2017 21:00 (CET/CEST)","4979","0"
"14.01.2017 21:00 - 14.01.2017 22:00 (CET/CEST)","4778","0"
"14.01.2017 22:00 - 14.01.2017 23:00 (CET/CEST)","4751","0"
"14.01.2017 23:00 - 15.01.2017 00:00 (CET/CEST)","4592","0"
"15.01.2017 00:00 - 15.01.2017 01:00 (CET/CEST)","4814","0"
"15.01.2017 01:00 - 15.01.2017 02:00 (CET/CEST)","4501","0"
"15.01.2017 02:00 - 15.01.2017 03:00 (CET/CEST)","4331","0"
"15.01.2017 03:00 - 15.01.2017 04:00 (CET/CEST)","4224","0"
"15.01.2017 04:00 - 15.01.2017 05:00 (CET/CEST)","4226","0"
"15.01.2017 05:00 - 15.01.2017 06:00 (CET/CEST)","4284","0"
"15.01.2017 06:00 - 15.01.2017 07:00 (CET/CEST)","4398","0"
"15.01.2017 07:00 - 15.01.2017 08:00 (CET/CEST)","4607","0"
"15.01.2017 08:00 - 15.01.2017 09:00 (CET/CEST)","4986","0"
"15.01.2017 09:00 - 15.01.2017 10:00 (CET/CEST)","5204","0"
"15.01.2017 10:00 - 15.01.2017 11:00 (CET/CEST)","5495","0"
