"MTU","Scheduled Generation [MW] (D) - Austria (AT)","Scheduled Consumption [MW] (D) - Austria (AT)"
"03.01.2020 08:00 - 03.01.2020 09:00 (CET/CEST)","6017","0"
"03.01.2020 09:00 - 03.01.2020 10:00 (CET/CEST)","6206","0"
"03.01.2020 10:00 - 03.01.2020 11:00 (CET/CEST)","6193","0"
"03.01.2020 11:00 - 03.01.2020 12:00 (CET/CEST)","5929","0"
"03.01.2020 12:00 - 03.01.2020 13:00 (CET/CEST)","5561","0"
"03.01.2020 13:00 - 03.01.2020 14:00 (CET/CEST)","5611","0"
"03.01.2020 14:00 - 03.01.2020 15:00 (CET/CEST)","5403","0"
"03.01.2020 15:00 - 03.01.2020 16:00 (CET/CEST)","5493","0"
"03.01.2020 16:00 - 03.01.2020 17:00 (CET/CEST)","5835","0"
"03.01.2020 17:00 - 03.01.2020 18:00 (CET/CEST)","6224","0"
"03.01.2020 18:00 - 03.01.2020 19:00 (CET/CEST)","6440","0"
"03.01.2020 19:00 - 03.01.2020 20:00 (CET/CEST)","5887","0"
"03.01.2020 20:00 - 03.01.2020 21:00 (CET/CEST)","5970","0"
"03.01.2020 21:00 - 03.01.2020 22:00 (CET/CEST)","5300","0"
"03.01.2020 22:00 - 03.01.2020 23:00 (CET/CEST)","5283","0"
"03.01.2020 23:00 - 04.01.2020 00:00 (CET/CEST)","5330","0"
"04.01.2020 00:00 - 04.01.2020 01:00 (CET/CEST)","5194","0"
"04.01.2020 01:00 - 04.01.2020 02:00 (CET/CEST)","5014","0"
"04.01.2020 02:00 - 04.01.2020 03:00 (CET/CEST)","5065","0"
"04.01.2020 03:00 - 04.01.2020 04:00 (CET/CEST)","5029","0"
"04.01.2020 04:00 - 04.01.2020 05:00 (CET/CEST)","5028","0"
"04.01.2020 05:00 - 04.01.2020 06:00 (CET/CEST)","5034","0"
"04.01.2020 06:00 - 04.01.2020 07:00 (CET/CEST)","5444","0"
"04.01.2020 07:00 - 04.01.2020 08:00 (CET/CEST)","5779","0"
"04.01.2020 08:00 - 04.01.2020 09:00 (CET/CEST)","5864","0"
"04.01.2020 09:00 - 04.01.2020 10:00 (CET/CEST)","5964","0"
"04.01.2020 10:00 - 04.01.2020 11:00 (CET/CEST)","6267","0"
"04.01.2020 11:00 - 04.01.2020 12:00 (CET/CEST)","6165","0"
"04.01.2020 12:00 - 04.01.2020 13:00 (CET/CEST)","6163","0"
"04.01.2020 13:00 - 04.01.2020 14:00 (CET/CEST)","6239","0"
"04.01.2020 14:00 - 04.01.2020 15:00 (CET/CEST)","6284","0"
"04.01.2020 15:00 - 04.01.2020 16:00 (CET/CEST)","6289","0"
"04.01.2020 16:00 - 04.01.2020 17:00 (CET/CEST)","6411","0"
"04.01.2020 17:00 - 04.01.2020 18:00 (CET/CEST)","6885","0"
"04.01.2020 18:00 - 04.01.2020 19:00 (CET/CEST)","7225","0"
"04.01.2020 19:00 - 04.01.2020 20:00 (CET/CEST)","7306","0"
"04.01.2020 20:00 - 04.01.2020 21:00 (CET/CEST)","7025","0"
"04.01.2020 21:00 - 04.01.2020 22:00 (CET/CEST)","6981","0"
"04.01.2020 22:00 - 04.01.2020 23:00 (CET/CEST)","6980","0"
"04.01.2020 23:00 - 05.01.2020 00:00 (CET/CEST)","6930","0"
"05.01.2020 00:00 - 05.01.2020 01:00 (CET/CEST)","7062","0"
"05.01.2020 01:00 - 05.01.2020 02:00 (CET/CEST)","6941","0"
"05.01.2020 02:00 - 05.01.2020 03:00 (CET/CEST)","6978","0"
"05.01.2020 03:00 - 05.01.2020 04:00 (CET/CEST)","6819","0"
"05.01.2020 04:00 - 05.01.2020 05:00 (CET/CEST)","6753","0"
"05.01.2020 05:00 - 05.01.2020 06:00 (CET/CEST)","6769","0"
"05.01.2020 06:00 - 05.01.2020 07:00 (CET/CEST)","6907","0"
"05.01.2020 07:00 - 05.01.2020 08:00 (CET/CEST)","7112","0"
"05.01.2020 08:00 - 05.01.2020 09:00 (CET/CEST)","7199","0"
"05.01.2020 09:00 - 05.01.2020 10:00 (CET/CEST)","7365","0"
"05.01.2020 10:00 - 05.01.2020 11:00 (CET/CEST)","7641","0"
"05.01.2020 11:00 - 05.01.2020 12:00 (CET/CEST)","7687","0"
"05.01.2020 12:00 - 05.01.2020 13:00 (CET/CEST)","7571","0"
"05.01.2020 13:00 - 05.01.2020 14:00 (CET/CEST)","7200","0"
"05.01.2020 14:00 - 05.01.2020 15:00 (CET/CEST)","6719","0"
"05.01.2020 15:00 - 05.01.2020 16:00 (CET/CEST)","6704","0"
"05.01.2020 16:00 - 05.01.2020 17:00 (CET/CEST)","6719","0"
"05.01.2020 17:00 - 05.01.2020 18:00 (CET/CEST)","7279","0"
"05.01.2020 18:00 - 05.01.2020 19:00 (CET/CEST)","8072","0"
"05.01.2020 19:00 - 05.01.2020 20:00 (CET/CEST)","7397","0"
"05.01.2020 20:00 - 05.01.2020 21:00 (CET/CEST)","6362","0"
"05.01.2020 21:00 - 05.01.2020 22:00 (CET/CEST)","5998","0"
"05.01.2020 22:00 - 05.01.2020 23:00 (CET/CEST)","5840","0"
"05.01.2020 23:00 - 06.01.2020 00:00 (CET/CEST)","5353","0"
"06.01.2020 00:00 - 06.01.2020 01:00 (CET/CEST)","5201","0"
"06.01.2020 01:00 - 06.01.2020 02:00 (CET/CEST)","5037","0"
"06.01.2020 02:00 - 06.01.2020 03:00 (CET/CEST)","4859","0"
"06.01.2020 03:00 - 06.01.2020 04:00 (CET/CEST)","4771","0"
"06.01.2020 04:00 - 06.01.2020 05:00 (CET/CEST)","4657","0"
"06.01.2020 05:00 - 06.01.2020 06:00 (CET/CEST)","4624","0"
"06.01.2020 06:00 - 06.01.2020 07:00 (CET/CEST)","4706","0"
"06.01.2020 07:00 - 06.01.2020 08:00 (CET/CEST)","5405","0"
"06.01.2020 08:00 - 06.01.2020 09:00 (CET/CEST)","5819","0"
"06.01.2020 09:00 - 06.01.2020 10:00 (CET/CEST)","6166","0"
"06.01.2020 10:00 - 06.01.2020 11:00 (CET/CEST)","5920","0"
"06.01.2020 11:00 - 06.01.2020 12:00 (CET/CEST)","5494","0"
"06.01.2020 12:00 - 06.01.2020 13:00 (CET/CEST)","5443","0"
"06.01.2020 13:00 - 06.01.2020 14:00 (CET/CEST)","5453","0"
"06.01.2020 14:00 - 06.01.2020 15:00 (CET/CEST)","5492","0"
"06.01.2020 15:00 - 06.01.2020 16:00 (CET/CEST)","5785","0"
"06.01.2020 16:00 - 06.01.2020 17:00 (CET/CEST)","6031","0"
"06.01.2020 17:00 - 06.01.2020 18:00 (CET/CEST)","7769","0"
"06.01.2020 18:00 - 06.01.2020 19:00 (CET/CEST)","8573","0"
"06.01.2020 19:00 - 06.01.2020 20:00 (CET/CEST)","7268","0"
"06.01.2020 20:00 - 06.01.2020 21:00 (CET/CEST)","5699","0"
"06.01.2020 21:00 - 06.01.2020 22:00 (CET/CEST)","5463","0"
"06.01.2020 22:00 - 06.01.2020 23:00 (CET/CEST)","5237","0"
"06.01.2020 23:00 - 07.01.2020 00:00 (CET/CEST)","5087","0"
"07.01.2020 00:00 - 07.01.2020 01:00 (CET/CEST)","4832","0"
"07.01.2020 01:00 - 07.01.2020 02:00 (CET/CEST)","4737","0"
"07.01.2020 02:00 - 07.01.2020 03:00 (CET/CEST)","4711","0"
"07.01.2020 03:00 - 07.01.2020 04:00 (CET/CEST)","4669","0"
"07.01.2020 04:00 - 07.01.2020 05:00 (CET/CEST)","4658","0"
"07.01.2020 05:00 - 07.01.2020 06:00 (CET/CEST)","4731","0"
"07.01.2020 06:00 - 07.01.2020 07:00 (CET/CEST)","5246","0"
"07.01.2020 07:00 - 07.01.2020 08:00 (CET/CEST)","8097","0"
"07.01.2020 08:00 - 07.01.2020 09:00 (CET/CEST)","9046","0"
"07.01.2020 09:00 - 07.01.2020 10:00 (CET/CEST)","8989","0"
"07.01.2020 10:00 - 07.01.2020 11:00 (CET/CEST)","8676","0"
"07.01.2020 11:00 - 07.01.2020 12:00 (CET/CEST)","8663","0"
"07.01.2020 12:00 - 07.01.2020 13:00 (CET/CEST)","8233","0"
"07.01.2020 13:00 - 07.01.2020 14:00 (CET/CEST)","7902","0"
"07.01.2020 14:00 - 07.01.2020 15:00 (CET/CEST)","7067","0"
"07.01.2020 15:00 - 07.01.2020 16:00 (CET/CEST)","6851","0"
"07.01.2020 16:00 - 07.01.2020 17:00 (CET/CEST)","7105","0"
"07.01.2020 17:00 - 07.01.2020 18:00 (CET/CEST)","8388","0"
"07.01.2020 18:00 - 07.01.2020 19:00 (CET/CEST)","8768","0"
"07.01.2020 19:00 - 07.01.2020 20:00 (CET/CEST)","6882","0"
"07.01.2020 20:00 - 07.01.2020 21:00 (CET/CEST)","6269","0"
"07.01.2020 21:00 - 07.01.2020 22:00 (CET/CEST)","5770","0"
"07.01.2020 22:00 - 07.01.2020 23:00 (CET/CEST)","5386","0"
"07.01.2020 23:00 - 08.01.2020 00:00 (CET/CEST)","5159","0"
"08.01.2020 00:00 - 08.01.2020 01:00 (CET/CEST)","5146","0"
"08.01.2020 01:00 - 08.01.2020 02:00 (CET/CEST)","5084","0"
"08.01.2020 02:00 - 08.01.2020 03:00 (CET/CEST)","5001","0"
"08.01.2020 03:00 - 08.01.2020 04:00 (CET/CEST)","4886","0"
"08.01.2020 04:00 - 08.01.2020 05:00 (CET/CEST)","4974","0"
"08.01.2020 05:00 - 08.01.2020 06:00 (CET/CEST)","5068","0"
"08.01.2020 06:00 - 08.01.2020 07:00 (CET/CEST)","6808","0"
"08.01.2020 07:00 - 08.01.2020 08:00 (CET/CEST)","7969","0"
"08.01.2020 08:00 - 08.01.2020 09:00 (CET/CEST)","8138","0"
"08.01.2020 09:00 - 08.01.2020 10:00 (CET/CEST)","8257","0"
"08.01.2020 10:00 - 08.01.2020 11:00 (CET/CEST)","8166","0"
"08.01.2020 11:00 - 08.01.2020 12:00 (CET/CEST)","8027","0"
"08.01.2020 12:00 - 08.01.2020 13:00 (CET/CEST)","7612","0"
"08.01.2020 13:00 - 08.01.2020 14:00 (CET/CEST)","7491","0"
"08.01.2020 14:00 - 08.01.2020 15:00 (CET/CEST)","7665","0"
"08.01.2020 15:00 - 08.01.2020 16:00 (CET/CEST)","7738","0"
"08.01.2020 16:00 - 08.01.2020 17:00 (CET/CEST)","8665","0"
"08.01.2020 17:00 - 08.01.2020 18:00 (CET/CEST)","9339","0"
"08.01.2020 18:00 - 08.01.2020 19:00 (CET/CEST)","9326","0"
"08.01.2020 19:00 - 08.01.2020 20:00 (CET/CEST)","9203","0"
"08.01.2020 20:00 - 08.01.2020 21:00 (CET/CEST)","8575","0"
"08.01.2020 21:00 - 08.01.2020 22:00 (CET/CEST)","6283","0"
"08.01.2020 22:00 - 08.01.2020 23:00 (CET/CEST)","5602","0"
"08.01.2020 23:00 - 09.01.2020 00:00 (CET/CEST)","5511","0"
"09.01.2020 00:00 - 09.01.2020 01:00 (CET/CEST)","5161","0"
"09.01.2020 01:00 - 09.01.2020 02:00 (CET/CEST)","5104","0"
"09.01.2020 02:00 - 09.01.2020 03:00 (CET/CEST)","4986","0"
"09.01.2020 03:00 - 09.01.2020 04:00 (CET/CEST)","4927","0"
"09.01.2020 04:00 - 09.01.2020 05:00 (CET/CEST)","4973","0"
"09.01.2020 05:00 - 09.01.2020 06:00 (CET/CEST)","5152","0"
"09.01.2020 06:00 - 09.01.2020 07:00 (CET/CEST)","6719","0"
"09.01.2020 07:00 - 09.01.2020 08:00 (CET/CEST)","8027","0"
"09.01.2020 08:00 - 09.01.2020 09:00 (CET/CEST)","8705","0"
"09.01.2020 09:00 - 09.01.2020 10:00 (CET/CEST)","7682","0"
"09.01.2020 10:00 - 09.01.2020 11:00 (CET/CEST)","7433","0"
"09.01.2020 11:00 - 09.01.2020 12:00 (CET/CEST)","7434","0"
"09.01.2020 12:00 - 09.01.2020 13:00 (CET/CEST)","7194","0"
"09.01.2020 13:00 - 09.01.2020 14:00 (CET/CEST)","7159","0"
"09.01.2020 14:00 - 09.01.2020 15:00 (CET/CEST)","7222","0"
"09.01.2020 15:00 - 09.01.2020 16:00 (CET/CEST)","7176","0"
"09.01.2020 16:00 - 09.01.2020 17:00 (CET/CEST)","7348","0"
"09.01.2020 17:00 - 09.01.2020 18:00 (CET/CEST)","7676","0"
"09.01.2020 18:00 - 09.01.2020 19:00 (CET/CEST)","7528","0"
"09.01.2020 19:00 - 09.01.2020 20:00 (CET/CEST)","7139","0"
"09.01.2020 20:00 - 09.01.2020 21:00 (CET/CEST)","6523","0"
"09.01.2020 21:00 - 09.01.2020 22:00 (CET/CEST)","6255","0"
"09.01.2020 22:00 - 09.01.2020 23:00 (CET/CEST)","5975","0"
"09.01.2020 23:00 - 10.01.2020 00:00 (CET/CEST)","5804","0"
"10.01.2020 00:00 - 10.01.2020 01:00 (CET/CEST)","5451","0"
"10.01.2020 01:00 - 10.01.2020 02:00 (CET/CEST)","5370","0"
"10.01.2020 02:00 - 10.01.2020 03:00 (CET/CEST)","5212","0"
"10.01.2020 03:00 - 10.01.2020 04:00 (CET/CEST)","5132","0"
"10.01.2020 04:00 - 10.01.2020 05:00 (CET/CEST)","5171","0"
"10.01.2020 05:00 - 10.01.2020 06:00 (CET/CEST)","5342","0"
"10.01.2020 06:00 - 10.01.2020 07:00 (CET/CEST)","6895","0"
"10.01.2020 07:00 - 10.01.2020 08:00 (CET/CEST)","7742","0"
"10.01.2020 08:00 - 10.01.2020 09:00 (CET/CEST)","8670","0"
"10.01.2020 09:00 - 10.01.2020 10:00 (CET/CEST)","8211","0"
"10.01.2020 10:00 - 10.01.2020 11:00 (CET/CEST)","8292","0"
"10.01.2020 11:00 - 10.01.2020 12:00 (CET/CEST)","8120","0"
"10.01.2020 12:00 - 10.01.2020 13:00 (CET/CEST)","7594","0"
"10.01.2020 13:00 - 10.01.2020 14:00 (CET/CEST)","7667","0"
"10.01.2020 14:00 - 10.01.2020 15:00 (CET/CEST)","7435","0"
"10.01.2020 15:00 - 10.01.2020 16:00 (CET/CEST)","7254","0"
"10.01.2020 16:00 - 10.01.2020 17:00 (CET/CEST)","7407","0"
"10.01.2020 17:00 - 10.01.2020 18:00 (CET/CEST)","8004","0"
"10.01.2020 18:00 - 10.01.2020 19:00 (CET/CEST)","8966","0"
"10.01.2020 19:00 - 10.01.2020 20:00 (CET/CEST)","8794","0"
"10.01.2020 20:00 - 10.01.2020 21:00 (CET/CEST)","7450","0"
"10.01.2020 21:00 - 10.01.2020 22:00 (CET/CEST)","6233","0"
"10.01.2020 22:00 - 10.01.2020 23:00 (CET/CEST)","6140","0"
"10.01.2020 23:00 - 11.01.2020 00:00 (CET/CEST)","6036","0"
"11.01.2020 00:00 - 11.01.2020 01:00 (CET/CEST)","5459","0"
"11.01.2020 01:00 - 11.01.2020 02:00 (CET/CEST)","5515","0"
"11.01.2020 02:00 - 11.01.2020 03:00 (CET/CEST)","5628","0"
"11.01.2020 03:00 - 11.01.2020 04:00 (CET/CEST)","5556","0"
"11.01.2020 04:00 - 11.01.2020 05:00 (CET/CEST)","5599","0"
"11.01.2020 05:00 - 11.01.2020 06:00 (CET/CEST)","5679","0"
"11.01.2020 06:00 - 11.01.2020 07:00 (CET/CEST)","5933","0"
"11.01.2020 07:00 - 11.01.2020 08:00 (CET/CEST)","6030","0"
"11.01.2020 08:00 - 11.01.2020 09:00 (CET/CEST)","6478","0"
"11.01.2020 09:00 - 11.01.2020 10:00 (CET/CEST)","6611","0"
"11.01.2020 10:00 - 11.01.2020 11:00 (CET/CEST)","6786","0"
"11.01.2020 11:00 - 11.01.2020 12:00 (CET/CEST)","6998","0"
"11.01.2020 12:00 - 11.01.2020 13:00 (CET/CEST)","6966","0"
"11.01.2020 13:00 - 11.01.2020 14:00 (CET/CEST)","6570","0"
"11.01.2020 14:00 - 11.01.2020 15:00 (CET/CEST)","6275","0"
"11.01.2020 15:00 - 11.01.2020 16:00 (CET/CEST)","6222","0"
"11.01.2020 16:00 - 11.01.2020 17:00 (CET/CEST)","6676","0"
"11.01.2020 17:00 - 11.01.2020 18:00 (CET/CEST)","6963","0"
"11.01.2020 18:00 - 11.01.2020 19:00 (CET/CEST)","6547","0"
"11.01.2020 19:00 - 11.01.2020 20:00 (CET/CEST)","6171","0"
"11.01.2020 20:00 - 11.01.2020 21:00 (CET/CEST)","6218","0"
"11.01.2020 21:00 - 11.01.2020 22:00 (CET/CEST)","5464","0"
"11.01.2020 22:00 - 11.01.2020 23:00 (CET/CEST)","5233","0"
"11.01.2020 23:00 - 12.01.2020 00:00 (CET/CEST)","4779","0"
"12.01.2020 00:00 - 12.01.2020 01:00 (CET/CEST)","4617","0"
"12.01.2020 01:00 - 12.01.2020 02:00 (CET/CEST)","4400","0"
"12.01.2020 02:00 - 12.01.2020 03:00 (CET/CEST)","4199","0"
"12.01.2020 03:00 - 12.01.2020 04:00 (CET/CEST)","3943","0"
"12.01.2020 04:00 - 12.01.2020 05:00 (CET/CEST)","3892","0"
"12.01.2020 05:00 - 12.01.2020 06:00 (CET/CEST)","4049","0"
"12.01.2020 06:00 - 12.01.2020 07:00 (CET/CEST)","4360","0"
"12.01.2020 07:00 - 12.01.2020 08:00 (CET/CEST)","4681","0"
"12.01.2020 08:00 - 12.01.2020 09:00 (CET/CEST)","4979","0"
"12.01.2020 09:00 - 12.01.2020 10:00 (CET/CEST)","5120","0"
"12.01.2020 10:00 - 12.01.2020 11:00 (CET/CEST)","5197","0"
"12.01.2020 11:00 - 12.01.2020 12:00 (CET/CEST)","5450","0"
"12.01.2020 12:00 - 12.01.2020 13:00 (CET/CEST)","5588","0"
"12.01.2020 13:00 - 12.01.2020 14:00 (CET/CEST)","5477","0"
"12.01.2020 14:00 - 12.01.2020 15:00 (CET/CEST)","5426","0"
"12.01.2020 15:00 - 12.01.2020 16:00 (CET/CEST)","5482","0"
"12.01.2020 16:00 - 12.01.2020 17:00 (CET/CEST)","5774","0"
"12.01.2020 17:00 - 12.01.2020 18:00 (CET/CEST)","6008","0"
"12.01.2020 18:00 - 12.01.2020 19:00 (CET/CEST)","6156","0"
"12.01.2020 19:00 - 12.01.2020 20:00 (CET/CEST)","5841","0"
"12.01.2020 20:00 - 12.01.2020 21:00 (CET/CEST)","5659","0"
"12.01.2020 21:00 - 12.01.2020 22:00 (CET/CEST)","5337","0"
"12.01.2020 22:00 - 12.01.2020 23:00 (CET/CEST)","5274","0"
"12.01.2020 23:00 - 13.01.2020 00:00 (CET/CEST)","5052","0"
"13.01.2020 00:00 - 13.01.2020 01:00 (CET/CEST)","4912","0"
"13.01.2020 01:00 - 13.01.2020 02:00 (CET/CEST)","4744","0"
"13.01.2020 02:00 - 13.01.2020 03:00 (CET/CEST)","4628","0"
"13.01.2020 03:00 - 13.01.2020 04:00 (CET/CEST)","4529","0"
"13.01.2020 04:00 - 13.01.2020 05:00 (CET/CEST)","4625","0"
"13.01.2020 05:00 - 13.01.2020 06:00 (CET/CEST)","4864","0"
"13.01.2020 06:00 - 13.01.2020 07:00 (CET/CEST)","6830","0"
"13.01.2020 07:00 - 13.01.2020 08:00 (CET/CEST)","8584","0"
"13.01.2020 08:00 - 13.01.2020 09:00 (CET/CEST)","8932","0"
"13.01.2020 09:00 - 13.01.2020 10:00 (CET/CEST)","8963","0"
"13.01.2020 10:00 - 13.01.2020 11:00 (CET/CEST)","8969","0"
"13.01.2020 11:00 - 13.01.2020 12:00 (CET/CEST)","8792","0"
"13.01.2020 12:00 - 13.01.2020 13:00 (CET/CEST)","8553","0"
"13.01.2020 13:00 - 13.01.2020 14:00 (CET/CEST)","8030","0"
"13.01.2020 14:00 - 13.01.2020 15:00 (CET/CEST)","7703","0"
"13.01.2020 15:00 - 13.01.2020 16:00 (CET/CEST)","8251","0"
"13.01.2020 16:00 - 13.01.2020 17:00 (CET/CEST)","7749","0"
"13.01.2020 17:00 - 13.01.2020 18:00 (CET/CEST)","8876","0"
"13.01.2020 18:00 - 13.01.2020 19:00 (CET/CEST)","8559","0"
"13.01.2020 19:00 - 13.01.2020 20:00 (CET/CEST)","8077","0"
"13.01.2020 20:00 - 13.01.2020 21:00 (CET/CEST)","7803","0"
"13.01.2020 21:00 - 13.01.2020 22:00 (CET/CEST)","7094","0"
"13.01.2020 22:00 - 13.01.2020 23:00 (CET/CEST)","6691","0"
"13.01.2020 23:00 - 14.01.2020 00:00 (CET/CEST)","6289","0"
"14.01.2020 00:00 - 14.01.2020 01:00 (CET/CEST)","5646","0"
"14.01.2020 01:00 - 14.01.2020 02:00 (CET/CEST)","5552","0"
"14.01.2020 02:00 - 14.01.2020 03:00 (CET/CEST)","5445","0"
"14.01.2020 03:00 - 14.01.2020 04:00 (CET/CEST)","5254","0"
"14.01.2020 04:00 - 14.01.2020 05:00 (CET/CEST)","5463","0"
"14.01.2020 05:00 - 14.01.2020 06:00 (CET/CEST)","6052","0"
"14.01.2020 06:00 - 14.01.2020 07:00 (CET/CEST)","6741","0"
"14.01.2020 07:00 - 14.01.2020 08:00 (CET/CEST)","7653","0"
"14.01.2020 08:00 - 14.01.2020 09:00 (CET/CEST)","7897","0"
"14.01.2020 09:00 - 14.01.2020 10:00 (CET/CEST)","8153","0"
"14.01.2020 10:00 - 14.01.2020 11:00 (CET/CEST)","7946","0"
"14.01.2020 11:00 - 14.01.2020 12:00 (CET/CEST)","7838","0"
"14.01.2020 12:00 - 14.01.2020 13:00 (CET/CEST)","7640","0"
"14.01.2020 13:00 - 14.01.2020 14:00 (CET/CEST)","7314","0"
"14.01.2020 14:00 - 14.01.2020 15:00 (CET/CEST)","6977","0"
"14.01.2020 15:00 - 14.01.2020 16:00 (CET/CEST)","7445","0"
"14.01.2020 16:00 - 14.01.2020 17:00 (CET/CEST)","7633","0"
"14.01.2020 17:00 - 14.01.2020 18:00 (CET/CEST)","7792","0"
"14.01.2020 18:00 - 14.01.2020 19:00 (CET/CEST)","8503","0"
"14.01.2020 19:00 - 14.01.2020 20:00 (CET/CEST)","8197","0"
"14.01.2020 20:00 - 14.01.2020 21:00 (CET/CEST)","7340","0"
"14.01.2020 21:00 - 14.01.2020 22:00 (CET/CEST)","6195","0"
"14.01.2020 22:00 - 14.01.2020 23:00 (CET/CEST)","6206","0"
"14.01.2020 23:00 - 15.01.2020 00:00 (CET/CEST)","5973","0"
"15.01.2020 00:00 - 15.01.2020 01:00 (CET/CEST)","5292","0"
"15.01.2020 01:00 - 15.01.2020 02:00 (CET/CEST)","5215","0"
"15.01.2020 02:00 - 15.01.2020 03:00 (CET/CEST)","5226","0"
"15.01.2020 03:00 - 15.01.2020 04:00 (CET/CEST)","5211","0"
"15.01.2020 04:00 - 15.01.2020 05:00 (CET/CEST)","5250","0"
"15.01.2020 05:00 - 15.01.2020 06:00 (CET/CEST)","5566","0"
"15.01.2020 06:00 - 15.01.2020 07:00 (CET/CEST)","7072","0"
"15.01.2020 07:00 - 15.01.2020 08:00 (CET/CEST)","8209","0"
"15.01.2020 08:00 - 15.01.2020 09:00 (CET/CEST)","8932","0"
"15.01.2020 09:00 - 15.01.2020 10:00 (CET/CEST)","8857","0"
"15.01.2020 10:00 - 15.01.2020 11:00 (CET/CEST)","8598","0"
